LGBM,XGB,MLP,RF,DT,kNN,PLS,MLR,lasso
0.2672336253948096,0.2521505839144448,0.26410817400509823,0.25691203867991547,0.3116572036905606,0.316153428721643,0.2803830986141294,0.28030023056451153,0.3318977090822325
0.13336036646034105,0.1430325928819019,0.22006025158093312,0.18182986603974455,0.08484149515022474,0.22511294706328044,0.4082935886355498,0.4084076149495675,0.45748586711300404
0.10343960675622094,0.09224458774875621,0.08285937856685782,0.10066691802696984,0.03790365507452087,0.09754276629890707,0.12709849263497908,0.1271054323298792,0.1315392651720893
0.025381110458378486,0.102778244052397,0.05695633763694541,0.01608354772888554,0.17547906316536566,0.11332757166137031,0.031893729686502115,0.031872598154684906,0.07429766120642045
0.19457176546696342,0.13349863047122623,0.21223876224159954,0.10944885557132678,0.11444286728176012,0.1514876846412475,0.0341746742567105,0.03411532921995686,0.013395796970182894
0.0001383594368623564,0.06207083625688553,0.028374750626572187,0.058116017565649325,0.06243346344925471,0.15426905129959922,0.26346962133366597,0.263453186479001,0.26073340281368856
0.0057972234410506585,0.028901151979620954,0.08980511217862658,0.05916019783534471,0.22535929737402405,0.02331450505882937,0.08195912977404946,0.08193454386141419,0.027249785811997884
0.07489058652706604,0.06189878140044103,0.005268831926463213,0.04747460521646618,0.13212680387982012,0.10058879625632755,0.01781793778943974,0.017808986396820936,0.04853915432194755
0.08028325777943612,0.1231306420733016,0.07840078169961973,0.1604526703335708,0.14249467707594032,0.15665996709350738,0.2457355530007016,0.24579898943173384,0.2952446540484267
0.17909635776464936,0.257618077707426,0.15759603720748916,0.30113112136266806,0.39096877217885023,0.5086975216174681,0.5277643306033954,0.5274433451062959,0.48674497852332216
0.07209894423656837,0.047831161001880895,0.08282645222796925,0.07312256032647302,0.24542228530872962,0.14594513664147557,0.03617748938542853,0.036180102108018475,0.0977256326505912
0.03467322928010308,0.037702237062203825,0.016490811324685994,0.07921475780695536,0.040498580553584074,0.06140719376146042,0.05978613340811306,0.0597478877603389,0.07065420397976191
0.45943255813990536,0.4500857454990985,0.19959211667367946,0.3504735184528025,0.05633427963094392,0.4174763226577697,0.5162060533943361,0.5160031069412038,0.4820548124569499
0.01012424473491269,0.053167405874700424,0.019359418378367632,0.07505977200141906,0.04069079725573699,0.06958772726640322,0.08823330997939716,0.08833091473566651,0.09579428097338588
0.07690641674496027,0.034606862440440866,0.04410841768000667,0.01523088183108609,0.06367991483321506,0.2139834046510683,0.1109284742618235,0.11115961519964446,0.13925875278569572
0.030999032381524128,0.0627988186011168,0.08963245848286339,0.006942423704755785,0.13828513129879338,0.01659626381710677,0.0010708897022109198,0.0011697121771782615,0.010345408203419615
0.11667250390352268,0.09581038759819072,0.11011581731597919,0.08137863733144146,0.0575319375443577,0.016476331730048532,0.004467922841467575,0.004419743755789296,0.04331941766120051
0.09721190895260745,0.06700233242628495,0.0039714136207145145,0.0927938697657919,0.31130234208658614,0.02301894913372582,0.02234469004278794,0.022581268688307732,0.0768689177370519
0.014864680579513623,0.06593619431901088,0.03122915143492555,0.04385335344215857,0.05937278211497521,0.03752975665977676,0.12794017881052933,0.1280450054081826,0.08040285635530625
0.16244986851590387,0.15719461263368284,0.23342882689209288,0.2206075896025555,0.14482789212207237,0.1822192919725119,0.10771331910921661,0.10789920254583996,0.10617715222138613
0.06290753535565419,0.11080069618922239,0.2211463473179035,0.12204744056068129,0.17556777856635908,0.0969826620550972,0.10081251926886392,0.1007657426697468,0.1659138140764146
0.058750574432992586,0.028576055683084634,0.013742473414163014,0.049819464158977755,0.06556068133427972,0.025000039027641474,0.07396285873646102,0.07415629362934673,0.032870545676843776
0.11643207636204678,0.1410781455809889,0.14134255866830803,0.17164944109297336,0.07718239886444284,0.278966417776276,0.28442608290668586,0.28437985953711037,0.31723919867535116
0.20076108903254286,0.1351802252640193,0.016179708504835633,0.10946438076650067,0.11335610361958826,0.09602345661968587,0.03202299528651764,0.031986397728422156,0.006855563399299158
0.015790469596540346,0.02137621936855627,0.050675759040345436,0.026780518097942296,0.14979595457771475,0.051868321520353144,0.16071293046200652,0.16069032719419452,0.13314737117947884
0.1623547170396743,0.18060635299949973,0.22541073386932176,0.1511910042583391,0.28708303761533,0.20239782412970403,0.23048007974150214,0.23053224160165536,0.2984957113495082
0.03304312504087015,0.056364732781905014,0.12100514072380197,0.10920621894960925,0.05198722498225694,0.02609313465275198,0.13849656739824645,0.1385556422951506,0.14953349019000106
0.032190553982686776,0.11333774712341227,0.09856226442817007,0.1420226002484023,0.07638396025550043,0.3435155189189416,0.21784977381400372,0.2178062920713012,0.2637005785078784
0.08000084515149586,0.036936193725756405,0.08207482366100383,0.03161096078779224,0.01854151880766508,0.12529230269092606,0.04177982022008808,0.04193647952465129,0.06500087510706154
0.03285318060242154,0.1847021066609471,0.09153331369531892,0.07379912615330125,0.059173172462739565,0.010812333742096891,0.00941899202177987,0.009326820414123804,0.041574368287285335
0.09186759698237457,0.007989270455283859,0.06932332583992895,0.03057432132718252,0.27898036432458007,0.046798091716342416,0.11581440676697574,0.11596464877394341,0.1312711923854396
0.10078467029754301,0.1720716190135081,0.13773567626213978,0.19168814318665728,0.05908445706174592,0.11980791375164834,0.18793679237634242,0.1880094437071549,0.24076571848411865
0.1722736359729552,0.11807857628322127,0.11933517056891896,0.16667073278921252,0.10409273716583867,0.14877466630336145,0.12373883715867173,0.12373140047965658,0.19386127580234114
0.015443893253755447,0.007168742826088148,0.006757747884142684,0.012423372072391525,0.0032824698367635574,0.048626706370474504,0.0217821492817189,0.021792292705933636,0.025832038992712414
0.024964370297247962,0.019562910747832674,0.031330546459294895,0.026493412881476996,0.05227555003548623,0.010523595215343184,0.22375285323219585,0.22381193388973475,0.15696076762833533
0.028266268046024612,0.09565317869778633,0.0317358776271609,0.08953102821149778,0.11234326945824452,0.07372474167460585,0.1450940970199477,0.1450075179545306,0.0676674888938189
0.0019691836050358957,0.002719347615712464,0.005915385143003993,0.02629779542228483,0.02623757984386088,0.14049641584037798,0.11918207234524103,0.11927102667567202,0.17277466620533138
0.08305770889324027,0.04777265288797661,0.08058335902205693,0.0026141101845280623,0.014549325762952536,0.21062652392931547,0.18197746483964827,0.1819537195231864,0.23793555229695573
0.05909394478086483,0.03289222391553592,0.13975468193560558,0.10174680624556298,0.4583569907735983,0.09325860366940475,0.1790314322415959,0.17913888548374646,0.20270949197343147
0.01223458841018632,0.08627513505788109,0.13497778193240395,0.1019590578424413,0.19881121362668563,0.15131024994943132,0.13386520933965562,0.13387453407733474,0.17221084478806925
0.04508192253998944,0.08186552518644263,0.02161777392289871,0.03484264105748741,0.03438608942512428,0.0635926141540385,0.16638018019486667,0.16646944570725108,0.21286634409417937
0.17043224299764312,0.038486065130186264,0.1668211673373201,0.009833436834634834,0.001907381121362739,0.054161118688615006,0.14971427669543047,0.14971011510870136,0.1534607308067658
0.12925293331198184,0.11603489389142052,0.1404626611162863,0.12324687278211433,0.15407647267565638,0.0733662289670044,0.03248614637678898,0.032537336406111006,0.1058558539502713
0.036983200191686216,0.07111071108333439,0.002551954078676255,0.10537349183818229,0.0712088951975397,0.10408533280899596,0.09287364243434659,0.09291296839006408,0.09614914737417518
0.036743900579150446,0.01873312466444066,0.004033986563834913,0.016368989531583167,0.07157558552164661,0.24571876837797685,0.17290221533619915,0.17304100407010647,0.19312348881853825
0.052785757940346345,0.03903486413089319,0.09321666240054394,0.10647578069552954,0.04555535841021996,0.20403936133930334,0.0762113781401541,0.0761252333275142,0.08382379550712427
0.3277743463163696,0.2852748982486698,0.188193477411206,0.3370284776437185,0.24739176721078776,0.4687678135493202,0.3698255986442667,0.3696452925291652,0.34843632030681676
0.00751019895966476,0.06278354331396241,0.11973154811278164,0.07618878637331483,0.0063431511710432265,0.18075442907085026,0.18657550111000898,0.18657176474410975,0.1392714621375022
0.17735107851864743,0.12337392927104487,0.2280450836712599,0.26695617459190946,0.10483203217411877,0.22996102734366822,0.3538627357308499,0.35382952817052193,0.3368453726315285
0.03649836700471143,0.04426223014245401,0.08011128312555982,0.06050113112136235,0.029364797728885672,0.015198717191427957,0.1430014208448409,0.1430080042555909,0.08584241783017399
0.028178413668723756,0.0010904928020250004,0.13604661670061846,0.02781915365507409,0.08716288147622425,0.05731475891680543,0.20425114969942526,0.20409775110438028,0.20853585783584672
0.03521581088889103,0.041111258050919974,0.10199655105688754,0.08873580553584115,0.2224686538916489,0.028508844754247198,0.16419008155422288,0.16434839412057034,0.1798560964705599
