,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,RLU_HEK293
564,565,DSPC,1,1,6.12,0,8,36,0,4,50,20,500,160.3666667,3.713333333,6.305
565,566,DSPC,1,1,6.12,0,8,36,0,8,50,20,500,394.7333333,-4.73,6.017
566,567,DSPC,1,1,6.12,0,8,36,0,12,50,20,500,294.7666667,-2.64,6.579
567,568,DSPC,1,1,6.12,0,8,36,0,4,50,40,500,174.7,1.836666667,4.227
568,569,DSPC,1,1,6.12,0,8,36,0,8,50,40,500,308.0666667,5.443333333,3.97
569,570,DSPC,1,1,6.12,0,8,36,0,12,50,40,500,458.9333333,-1.491333333,7.082
570,571,DSPC,1,1,6.12,0,8,36,0,4,50,60,500,191.4333333,-1.055666667,7.49
571,572,DSPC,1,1,6.12,0,8,36,0,8,50,60,500,201.9333333,4.203333333,7.935
572,573,DSPC,1,1,6.12,0,8,36,0,12,50,60,500,211.8333333,0.894,8.336
573,574,DSPC,1,1,6.12,0,8,36,0,4,50,80,500,190.4333333,-0.884,4.078
574,575,DSPC,1,1,6.12,0,8,36,0,8,50,80,500,190.6333333,-0.851,7.747
575,576,DSPC,1,1,6.12,0,8,36,0,12,50,80,500,128.8,2.053333333,8.816
576,577,DSPC,1,1,6.12,0,8,36,0,4,10,20,500,595.8333333,-15.63333333,6.933
577,578,DSPC,1,1,6.12,0,8,36,0,8,10,20,500,377.5666667,-3.236666667,7.468
578,579,DSPC,1,1,6.12,0,8,36,0,12,10,20,500,288.2333333,-2.386666667,7.605
579,580,DSPC,1,1,6.12,0,8,36,0,4,10,40,500,217.5333333,-1.123333333,5.807
580,581,DSPC,1,1,6.12,0,8,36,0,8,10,40,500,218.9666667,0.326666667,8.449
581,582,DSPC,1,1,6.12,0,8,36,0,12,10,40,500,316.5666667,6.206666667,7.603
582,583,DSPC,1,1,6.12,0,8,36,0,4,10,60,500,273.8,-2.076666667,7.172
583,584,DSPC,1,1,6.12,0,8,36,0,8,10,60,500,146.0,1.556666667,9.598
584,585,DSPC,1,1,6.12,0,8,36,0,12,10,60,500,181.1666667,-0.4172,9.443
585,586,DSPC,1,1,6.12,0,8,36,0,4,10,80,500,275.1,-2.526666667,3.701
586,587,DSPC,1,1,6.12,0,8,36,0,8,10,80,500,160.8666667,-0.499666667,3.638
587,588,DSPC,1,1,6.12,0,8,36,0,12,10,80,500,155.4,-0.839666667,10.366
588,589,DSPC,1,1,6.12,0,8,36,0,4,1,20,500,720.4,-2.03,3.0
589,590,DSPC,1,1,6.12,0,8,36,0,8,1,20,500,474.8333333,-1.383333333,5.813
590,591,DSPC,1,1,6.12,0,8,36,0,12,1,20,500,343.4,0.513666667,5.909
591,592,DSPC,1,1,6.12,0,8,36,0,4,1,40,500,221.6333333,0.588,4.376
592,593,DSPC,1,1,6.12,0,8,36,0,8,1,40,500,288.5,1.082333333,6.691
593,594,DSPC,1,1,6.12,0,8,36,0,12,1,40,500,253.8,1.406666667,6.032
594,595,DSPC,1,1,6.12,0,8,36,0,4,1,60,500,289.6666667,0.446333333,3.0
595,596,DSPC,1,1,6.12,0,8,36,0,8,1,60,500,132.6,5.146666667,5.485
596,597,DSPC,1,1,6.12,0,8,36,0,12,1,60,500,241.5333333,2.226666667,6.237
597,598,DSPC,1,1,6.12,0,8,36,0,4,1,80,500,269.8333333,-8.26,3.0
598,599,DSPC,1,1,6.12,0,8,36,0,8,1,80,500,210.1666667,-1.306,6.096
599,600,DSPC,1,1,6.12,0,8,36,0,12,1,80,500,200.7333333,1.663666667,6.888
600,601,DSPC,1,1,6.12,0,8,36,0,4,200,20,100,665.4,-4.956666667,7.481
601,602,DSPC,1,1,6.12,0,8,36,0,8,200,20,100,461.8666667,-3.503333333,7.694
602,603,DSPC,1,1,6.12,0,8,36,0,12,200,20,100,426.1,-2.953333333,7.351
603,604,DSPC,1,1,6.12,0,8,36,0,4,200,40,100,278.2,-3.166666667,7.375
604,605,DSPC,1,1,6.12,0,8,36,0,8,200,40,100,185.7333333,2.283333333,8.03
605,606,DSPC,1,1,6.12,0,8,36,0,12,200,40,100,244.9,2.306666667,8.569
606,607,DSPC,1,1,6.12,0,8,36,0,4,200,60,100,217.0666667,-1.85,8.406
607,608,DSPC,1,1,6.12,0,8,36,0,8,200,60,100,222.0666667,0.132760333,9.065
608,609,DSPC,1,1,6.12,0,8,36,0,12,200,60,100,187.0666667,-0.077333333,9.689
609,610,DSPC,1,1,6.12,0,8,36,0,4,200,80,100,186.3666667,-4.35,5.539
610,611,DSPC,1,1,6.12,0,8,36,0,8,200,80,100,208.6666667,-1.425333333,6.652
611,612,DSPC,1,1,6.12,0,8,36,0,12,200,80,100,200.6333333,-0.192333333,9.478
612,613,DSPC,1,1,6.12,0,8,36,0,4,100,20,100,411.7333333,-4.316666667,7.21
613,614,DSPC,1,1,6.12,0,8,36,0,8,100,20,100,570.8666667,-3.67,7.649
614,615,DSPC,1,1,6.12,0,8,36,0,12,100,20,100,219.3333333,2.13,6.62
615,616,DSPC,1,1,6.12,0,8,36,0,4,100,40,100,265.8666667,-2.493333333,7.965
616,617,DSPC,1,1,6.12,0,8,36,0,8,100,40,100,174.9,-0.763333333,6.787
617,618,DSPC,1,1,6.12,0,8,36,0,12,100,40,100,221.6,3.32,8.414
618,619,DSPC,1,1,6.12,0,8,36,0,4,100,60,100,180.1666667,0.096,8.854
619,620,DSPC,1,1,6.12,0,8,36,0,8,100,60,100,213.7666667,-1.543333333,9.106
620,621,DSPC,1,1,6.12,0,8,36,0,12,100,60,100,176.4333333,-0.458,9.737
621,622,DSPC,1,1,6.12,0,8,36,0,4,100,80,100,180.8666667,-3.533333333,7.284
622,623,DSPC,1,1,6.12,0,8,36,0,8,100,80,100,171.9333333,-2.693333333,7.213
623,624,DSPC,1,1,6.12,0,8,36,0,12,100,80,100,192.2,-1.073,8.223
624,625,DSPC,1,1,6.12,0,8,36,0,4,50,20,100,391.5666667,-4.583333333,5.288
625,626,DSPC,1,1,6.12,0,8,36,0,8,50,20,100,258.8333333,-2.473333333,7.164
626,627,DSPC,1,1,6.12,0,8,36,0,12,50,20,100,237.1333333,-0.988333333,6.435
627,628,DSPC,1,1,6.12,0,8,36,0,4,50,40,100,194.0333333,-0.591633333,7.29
628,629,DSPC,1,1,6.12,0,8,36,0,8,50,40,100,170.3,-1.048,7.324
629,630,DSPC,1,1,6.12,0,8,36,0,12,50,40,100,198.4,1.671666667,8.64
630,631,DSPC,1,1,6.12,0,8,36,0,4,50,60,100,174.6333333,0.497666667,8.461
631,632,DSPC,1,1,6.12,0,8,36,0,8,50,60,100,223.9666667,1.216666667,9.013
632,633,DSPC,1,1,6.12,0,8,36,0,12,50,60,100,202.3,-0.367833333,10.009
633,634,DSPC,1,1,6.12,0,8,36,0,4,50,80,100,233.2666667,-2.813333333,6.575
634,635,DSPC,1,1,6.12,0,8,36,0,8,50,80,100,167.0333333,0.119166667,8.082
635,636,DSPC,1,1,6.12,0,8,36,0,12,50,80,100,190.2333333,-1.521333333,8.784
636,637,DSPC,1,1,6.12,0,8,36,0,4,10,20,100,264.9,-3.486666667,6.374
637,638,DSPC,1,1,6.12,0,8,36,0,8,10,20,100,216.4,1.181,7.224
638,639,DSPC,1,1,6.12,0,8,36,0,12,10,20,100,314.3333333,-1.583333333,7.026
639,640,DSPC,1,1,6.12,0,8,36,0,4,10,40,100,207.4,-1.696666667,7.138
640,641,DSPC,1,1,6.12,0,8,36,0,8,10,40,100,180.6333333,1.110333333,9.298
641,642,DSPC,1,1,6.12,0,8,36,0,12,10,40,100,212.9666667,-0.2816,9.791
642,643,DSPC,1,1,6.12,0,8,36,0,4,10,60,100,253.3,-0.997666667,9.623
643,644,DSPC,1,1,6.12,0,8,36,0,8,10,60,100,170.7666667,1.956666667,10.697
644,645,DSPC,1,1,6.12,0,8,36,0,12,10,60,100,158.8333333,0.975666667,9.781
645,646,DSPC,1,1,6.12,0,8,36,0,4,10,80,100,188.7333333,-4.646666667,7.289
646,647,DSPC,1,1,6.12,0,8,36,0,8,10,80,100,206.5333333,-1.383,9.994
647,648,DSPC,1,1,6.12,0,8,36,0,12,10,80,100,182.9,0.969,9.151
648,649,DSPC,1,1,6.12,0,8,36,0,4,1,20,100,394.3,-7.95,3.584
649,650,DSPC,1,1,6.12,0,8,36,0,8,1,20,100,254.7,-4.996666667,4.864
650,651,DSPC,1,1,6.12,0,8,36,0,12,1,20,100,308.6333333,1.496666667,5.384
651,652,DSPC,1,1,6.12,0,8,36,0,4,1,40,100,431.1,-12.68333333,3.664
652,653,DSPC,1,1,6.12,0,8,36,0,8,1,40,100,161.8333333,-0.225866667,5.619
653,654,DSPC,1,1,6.12,0,8,36,0,12,1,40,100,234.1666667,1.199666667,7.373
654,655,DSPC,1,1,6.12,0,8,36,0,4,1,60,100,227.1333333,1.106666667,4.025
655,656,DSPC,1,1,6.12,0,8,36,0,8,1,60,100,191.0333333,1.159666667,6.47
656,657,DSPC,1,1,6.12,0,8,36,0,12,1,60,100,173.0666667,0.740633333,6.588
657,658,DSPC,1,1,6.12,0,8,36,0,4,1,80,100,385.4666667,-5.563333333,3.401
658,659,DSPC,1,1,6.12,0,8,36,0,8,1,80,100,235.9666667,-1.49,7.18
659,660,DSPC,1,1,6.12,0,8,36,0,12,1,80,100,221.4,-0.068,8.184
660,661,DSPC,1,1,6.12,0,8,36,0,4,200,20,10,429.7333333,-4.106666667,4.677
661,662,DSPC,1,1,6.12,0,8,36,0,8,200,20,10,164.9,-4.78,6.24
662,663,DSPC,1,1,6.12,0,8,36,0,12,200,20,10,204.7333333,-3.8,5.956
663,664,DSPC,1,1,6.12,0,8,36,0,4,200,40,10,151.1,-8.67,7.545
664,665,DSPC,1,1,6.12,0,8,36,0,8,200,40,10,219.6333333,-3.373333333,7.316
665,666,DSPC,1,1,6.12,0,8,36,0,12,200,40,10,145.9333333,-1.295666667,6.856
666,667,DSPC,1,1,6.12,0,8,36,0,4,200,60,10,127.0666667,-0.760666667,7.295
667,668,DSPC,1,1,6.12,0,8,36,0,8,200,60,10,127.8,0.013,8.427
668,669,DSPC,1,1,6.12,0,8,36,0,12,200,60,10,82.80666667,-1.82,8.624
669,670,DSPC,1,1,6.12,0,8,36,0,4,200,80,10,104.6,-4.656666667,3.761
670,671,DSPC,1,1,6.12,0,8,36,0,8,200,80,10,101.8666667,-2.406666667,5.748
671,672,DSPC,1,1,6.12,0,8,36,0,12,200,80,10,92.93333333,-2.843333333,8.142
672,673,DSPC,1,1,6.12,0,8,36,0,4,100,20,10,100.2433333,-9.143333333,5.631
673,674,DSPC,1,1,6.12,0,8,36,0,8,100,20,10,142.6,-2.086666667,6.504
674,675,DSPC,1,1,6.12,0,8,36,0,12,100,20,10,656.7666667,-2.69,6.052
675,676,DSPC,1,1,6.12,0,8,36,0,4,100,40,10,156.8,-9.543333333,7.51
676,677,DSPC,1,1,6.12,0,8,36,0,8,100,40,10,122.3333333,-1.101,7.583
677,678,DSPC,1,1,6.12,0,8,36,0,12,100,40,10,146.9333333,-0.806,6.84
678,679,DSPC,1,1,6.12,0,8,36,0,4,100,60,10,119.6333333,-0.956333333,7.318
679,680,DSPC,1,1,6.12,0,8,36,0,8,100,60,10,138.6333333,-1.070666667,8.445
680,681,DSPC,1,1,6.12,0,8,36,0,12,100,60,10,92.68333333,-1.873333333,8.604
681,682,DSPC,1,1,6.12,0,8,36,0,4,100,80,10,107.7666667,-7.5,4.103
682,683,DSPC,1,1,6.12,0,8,36,0,8,100,80,10,96.23333333,-3.133333333,6.481
683,684,DSPC,1,1,6.12,0,8,36,0,12,100,80,10,112.1666667,-1.543333333,8.605
684,685,DSPC,1,1,6.12,0,8,36,0,4,50,20,10,131.9333333,-8.303333333,5.727
685,686,DSPC,1,1,6.12,0,8,36,0,8,50,20,10,130.2,-1.67,6.434
686,687,DSPC,1,1,6.12,0,8,36,0,12,50,20,10,611.0333333,-4.006666667,5.79
687,688,DSPC,1,1,6.12,0,8,36,0,4,50,40,10,149.6666667,-5.433333333,7.458
688,689,DSPC,1,1,6.12,0,8,36,0,8,50,40,10,133.9666667,-0.782666667,7.696
689,690,DSPC,1,1,6.12,0,8,36,0,12,50,40,10,138.3,-0.808,6.835
690,691,DSPC,1,1,6.12,0,8,36,0,4,50,60,10,134.9666667,-2.59,7.045
691,692,DSPC,1,1,6.12,0,8,36,0,8,50,60,10,140.6333333,-0.939333333,8.738
692,693,DSPC,1,1,6.12,0,8,36,0,12,50,60,10,97.09,-1.427333333,9.34
693,694,DSPC,1,1,6.12,0,8,36,0,4,50,80,10,104.5666667,-4.286666667,5.007
694,695,DSPC,1,1,6.12,0,8,36,0,8,50,80,10,110.4,-3.123333333,7.103
695,696,DSPC,1,1,6.12,0,8,36,0,12,50,80,10,95.28,-2.5,9.033
696,697,DSPC,1,1,6.12,0,8,36,0,4,10,20,10,115.9666667,-5.833333333,4.052
697,698,DSPC,1,1,6.12,0,8,36,0,8,10,20,10,130.5666667,-1.171666667,6.381
698,699,DSPC,1,1,6.12,0,8,36,0,12,10,20,10,320.0666667,-3.613333333,5.866
699,700,DSPC,1,1,6.12,0,8,36,0,4,10,40,10,129.2333333,-8.426666667,8.435
700,701,DSPC,1,1,6.12,0,8,36,0,8,10,40,10,121.4666667,-0.833,7.985
701,702,DSPC,1,1,6.12,0,8,36,0,12,10,40,10,169.4666667,-0.889,7.431
702,703,DSPC,1,1,6.12,0,8,36,0,4,10,60,10,134.3333333,-3.496666667,7.995
703,704,DSPC,1,1,6.12,0,8,36,0,8,10,60,10,114.1666667,-1.372,9.782
704,705,DSPC,1,1,6.12,0,8,36,0,12,10,60,10,92.96333333,-2.23,9.438
705,706,DSPC,1,1,6.12,0,8,36,0,4,10,80,10,118.9,-7.86,6.74
706,707,DSPC,1,1,6.12,0,8,36,0,8,10,80,10,94.82333333,-1.491,7.648
707,708,DSPC,1,1,6.12,0,8,36,0,12,10,80,10,95.42666667,-2.646666667,8.969
708,709,DSPC,1,1,6.12,0,8,36,0,4,1,20,10,395.1666667,-16.8,3.0
709,710,DSPC,1,1,6.12,0,8,36,0,8,1,20,10,156.3,-9.796666667,3.0
710,711,DSPC,1,1,6.12,0,8,36,0,12,1,20,10,139.8,-6.03,3.0
711,712,DSPC,1,1,6.12,0,8,36,0,4,1,40,10,144.2333333,-7.93,3.0
712,713,DSPC,1,1,6.12,0,8,36,0,8,1,40,10,131.1,-1.069666667,4.673
713,714,DSPC,1,1,6.12,0,8,36,0,12,1,40,10,150.6666667,-1.002,6.341
714,715,DSPC,1,1,6.12,0,8,36,0,4,1,60,10,151.8666667,-6.88,3.0
715,716,DSPC,1,1,6.12,0,8,36,0,8,1,60,10,143.0666667,-0.741333333,4.783
716,717,DSPC,1,1,6.12,0,8,36,0,12,1,60,10,122.1,-1.561,6.398
717,718,DSPC,1,1,6.12,0,8,36,0,4,1,80,10,149.8,-13.63333333,4.103
718,719,DSPC,1,1,6.12,0,8,36,0,8,1,80,10,152.3333333,-3.446666667,5.826
719,720,DSPC,1,1,6.12,0,8,36,0,12,1,80,10,156.8,-1.356666667,8.334
720,721,14PA,0,1,11.8502,2,8,28,0,4,200,20,500,215.1166667,-5.068333333,6.648
721,722,14PA,0,1,11.8502,2,8,28,0,8,200,20,500,161.0666667,-4.021666667,6.529
722,723,14PA,0,1,11.8502,2,8,28,0,12,200,20,500,155.4833333,-2.968333333,8.589
723,724,14PA,0,1,11.8502,2,8,28,0,4,200,40,500,197.0333333,-3.041666667,7.189
724,725,14PA,0,1,11.8502,2,8,28,0,8,200,40,500,176.2666667,-1.898333333,7.819
725,726,14PA,0,1,11.8502,2,8,28,0,12,200,40,500,180.2333333,-3.103333333,7.85
726,727,14PA,0,1,11.8502,2,8,28,0,4,200,60,500,182.5,-1.049666667,7.271
727,728,14PA,0,1,11.8502,2,8,28,0,8,200,60,500,255.3333333,-1.217666667,9.292
728,729,14PA,0,1,11.8502,2,8,28,0,12,200,60,500,154.7333333,2.996666667,8.123
729,730,14PA,0,1,11.8502,2,8,28,0,4,200,80,500,200.9666667,-6.603333333,4.7
730,731,14PA,0,1,11.8502,2,8,28,0,8,200,80,500,172.4333333,0.623,3.784
731,732,14PA,0,1,11.8502,2,8,28,0,12,200,80,500,200.2333333,0.325333333,4.304
732,733,14PA,0,1,11.8502,2,8,28,0,4,100,20,500,200.4,-4.816666667,6.429
733,734,14PA,0,1,11.8502,2,8,28,0,8,100,20,500,207.5166667,-3.873333333,7.37
734,735,14PA,0,1,11.8502,2,8,28,0,12,100,20,500,307.6333333,-3.5,8.234
735,736,14PA,0,1,11.8502,2,8,28,0,4,100,40,500,197.9,-2.638333333,5.974
736,737,14PA,0,1,11.8502,2,8,28,0,8,100,40,500,190.1333333,0.246333333,7.55
737,738,14PA,0,1,11.8502,2,8,28,0,12,100,40,500,179.7666667,-3.133333333,5.533
738,739,14PA,0,1,11.8502,2,8,28,0,4,100,60,500,231.2,-9.153333333,6.838
739,740,14PA,0,1,11.8502,2,8,28,0,8,100,60,500,214.3333333,-0.320666667,7.306
740,741,14PA,0,1,11.8502,2,8,28,0,12,100,60,500,169.7,2.133333333,8.516
741,742,14PA,0,1,11.8502,2,8,28,0,4,100,80,500,210.8333333,-9.556666667,3.0
742,743,14PA,0,1,11.8502,2,8,28,0,8,100,80,500,201.4666667,0.087033333,4.431
743,744,14PA,0,1,11.8502,2,8,28,0,12,100,80,500,162.3333333,3.74,4.956
744,745,14PA,0,1,11.8502,2,8,28,0,4,50,20,500,213.1333333,-4.85,6.623
745,746,14PA,0,1,11.8502,2,8,28,0,8,50,20,500,209.5833333,-2.693333333,7.476
746,747,14PA,0,1,11.8502,2,8,28,0,12,50,20,500,186.8666667,-2.901666667,7.608
747,748,14PA,0,1,11.8502,2,8,28,0,4,50,40,500,180.9,-1.799333333,7.21
748,749,14PA,0,1,11.8502,2,8,28,0,8,50,40,500,219.7,-0.851333333,5.645
749,750,14PA,0,1,11.8502,2,8,28,0,12,50,40,500,193.5666667,-1.121333333,7.383
750,751,14PA,0,1,11.8502,2,8,28,0,4,50,60,500,298.8333333,-2.73,7.584
751,752,14PA,0,1,11.8502,2,8,28,0,8,50,60,500,180.7,1.443333333,7.339
752,753,14PA,0,1,11.8502,2,8,28,0,12,50,60,500,165.1666667,0.187266667,7.87
753,754,14PA,0,1,11.8502,2,8,28,0,4,50,80,500,223.7,-5.206666667,3.219
754,755,14PA,0,1,11.8502,2,8,28,0,8,50,80,500,197.4666667,0.386,5.781
755,756,14PA,0,1,11.8502,2,8,28,0,12,50,80,500,176.4,0.998,4.256
756,757,14PA,0,1,11.8502,2,8,28,0,4,10,20,500,170.7333333,-3.636666667,8.336
757,758,14PA,0,1,11.8502,2,8,28,0,8,10,20,500,174.4,-2.656666667,7.637
758,759,14PA,0,1,11.8502,2,8,28,0,12,10,20,500,245.4333333,-1.633,7.949
759,760,14PA,0,1,11.8502,2,8,28,0,4,10,40,500,201.5166667,-1.138333333,8.598
760,761,14PA,0,1,11.8502,2,8,28,0,8,10,40,500,158.9333333,-0.238,6.691
761,762,14PA,0,1,11.8502,2,8,28,0,12,10,40,500,203.6333333,-0.738666667,6.434
762,763,14PA,0,1,11.8502,2,8,28,0,4,10,60,500,209.3333333,-3.896666667,6.865
763,764,14PA,0,1,11.8502,2,8,28,0,8,10,60,500,223.4666667,-0.527,7.857
764,765,14PA,0,1,11.8502,2,8,28,0,12,10,60,500,185.9666667,-0.284666667,8.291
765,766,14PA,0,1,11.8502,2,8,28,0,4,10,80,500,230.6,-1.926666667,4.494
766,767,14PA,0,1,11.8502,2,8,28,0,8,10,80,500,208.0666667,-0.139,7.24
767,768,14PA,0,1,11.8502,2,8,28,0,12,10,80,500,188.6333333,-0.031,5.608
768,769,14PA,0,1,11.8502,2,8,28,0,4,1,20,500,337.1666667,-11.87166667,9.332
769,770,14PA,0,1,11.8502,2,8,28,0,8,1,20,500,247.8666667,-8.006666667,8.359
770,771,14PA,0,1,11.8502,2,8,28,0,12,1,20,500,208.5333333,-8.283333333,7.139
771,772,14PA,0,1,11.8502,2,8,28,0,4,1,40,500,239.25,-15.03333333,6.479
772,773,14PA,0,1,11.8502,2,8,28,0,8,1,40,500,323.1666667,-7.436666667,6.925
773,774,14PA,0,1,11.8502,2,8,28,0,12,1,40,500,255.3,-8.44,6.825
774,775,14PA,0,1,11.8502,2,8,28,0,4,1,60,500,501.3333333,-15.4,7.114
775,776,14PA,0,1,11.8502,2,8,28,0,8,1,60,500,231.3666667,-3.776666667,4.909
776,777,14PA,0,1,11.8502,2,8,28,0,12,1,60,500,229.3333333,-5.566666667,4.796
777,778,14PA,0,1,11.8502,2,8,28,0,4,1,80,500,232.4333333,-6.826666667,4.86
778,779,14PA,0,1,11.8502,2,8,28,0,8,1,80,500,341.5666667,-13.4,4.99
779,780,14PA,0,1,11.8502,2,8,28,0,12,1,80,500,278.9666667,-4.993333333,3.624
780,781,14PA,0,1,11.8502,2,8,28,0,4,200,20,100,198.6,-4.593333333,7.544
781,782,14PA,0,1,11.8502,2,8,28,0,8,200,20,100,144.3666667,-3.04,7.381
782,783,14PA,0,1,11.8502,2,8,28,0,12,200,20,100,164.5666667,-1.816666667,8.498
783,784,14PA,0,1,11.8502,2,8,28,0,4,200,40,100,162.7333333,-13.76666667,9.432
784,785,14PA,0,1,11.8502,2,8,28,0,8,200,40,100,145.8,-3.333333333,8.539
785,786,14PA,0,1,11.8502,2,8,28,0,12,200,40,100,139.0666667,-2.323333333,8.232
786,787,14PA,0,1,11.8502,2,8,28,0,4,200,60,100,151.2,-4.963333333,9.294
787,788,14PA,0,1,11.8502,2,8,28,0,8,200,60,100,123.4666667,-2.55,10.087
788,789,14PA,0,1,11.8502,2,8,28,0,12,200,60,100,114.8,-1.646666667,10.058
789,790,14PA,0,1,11.8502,2,8,28,0,4,200,80,100,168.1,-6.486666667,3.045
790,791,14PA,0,1,11.8502,2,8,28,0,8,200,80,100,147.2333333,-3.843333333,6.139
791,792,14PA,0,1,11.8502,2,8,28,0,12,200,80,100,150.2,-4.066666667,6.34
792,793,14PA,0,1,11.8502,2,8,28,0,4,100,20,100,139.3666667,-2.46,7.882
793,794,14PA,0,1,11.8502,2,8,28,0,8,100,20,100,176.9,-3.883333333,7.788
794,795,14PA,0,1,11.8502,2,8,28,0,12,100,20,100,120.0666667,-2.693333333,8.284
795,796,14PA,0,1,11.8502,2,8,28,0,4,100,40,100,167.7333333,-5.593333333,8.651
796,797,14PA,0,1,11.8502,2,8,28,0,8,100,40,100,130.9,-1.499,9.218
797,798,14PA,0,1,11.8502,2,8,28,0,12,100,40,100,141.1666667,-1.446,8.987
798,799,14PA,0,1,11.8502,2,8,28,0,4,100,60,100,129.2666667,-2.78,10.667
799,800,14PA,0,1,11.8502,2,8,28,0,8,100,60,100,116.2666667,-1.616666667,9.36
800,801,14PA,0,1,11.8502,2,8,28,0,12,100,60,100,167.0666667,-0.117666667,10.184
801,802,14PA,0,1,11.8502,2,8,28,0,4,100,80,100,181.1666667,-4.66,4.754
802,803,14PA,0,1,11.8502,2,8,28,0,8,100,80,100,146.6,-5.24,6.722
803,804,14PA,0,1,11.8502,2,8,28,0,12,100,80,100,153.0,-2.843333333,3.0
804,805,14PA,0,1,11.8502,2,8,28,0,4,50,20,100,150.3,-5.36,7.681
805,806,14PA,0,1,11.8502,2,8,28,0,8,50,20,100,136.1333333,-4.023333333,8.118
806,807,14PA,0,1,11.8502,2,8,28,0,12,50,20,100,139.5,-2.783333333,8.747
807,808,14PA,0,1,11.8502,2,8,28,0,4,50,40,100,179.5333333,-1.955666667,8.91
808,809,14PA,0,1,11.8502,2,8,28,0,8,50,40,100,136.8333333,-2.006,8.732
809,810,14PA,0,1,11.8502,2,8,28,0,12,50,40,100,124.5333333,-2.606666667,8.553
810,811,14PA,0,1,11.8502,2,8,28,0,4,50,60,100,147.5,-4.78,10.207
811,812,14PA,0,1,11.8502,2,8,28,0,8,50,60,100,117.8333333,-2.276666667,10.704
812,813,14PA,0,1,11.8502,2,8,28,0,12,50,60,100,174.4333333,-0.321666667,10.619
813,814,14PA,0,1,11.8502,2,8,28,0,4,50,80,100,166.5,-5.69,5.296
814,815,14PA,0,1,11.8502,2,8,28,0,8,50,80,100,146.4333333,-3.793333333,6.118
815,816,14PA,0,1,11.8502,2,8,28,0,12,50,80,100,172.0,-2.906666667,6.619
816,817,14PA,0,1,11.8502,2,8,28,0,4,10,20,100,142.4333333,-5.61,8.991
817,818,14PA,0,1,11.8502,2,8,28,0,8,10,20,100,124.6,-2.116666667,8.129
818,819,14PA,0,1,11.8502,2,8,28,0,12,10,20,100,134.9,-2.88,7.999
819,820,14PA,0,1,11.8502,2,8,28,0,4,10,40,100,170.8666667,-3.836666667,8.834
820,821,14PA,0,1,11.8502,2,8,28,0,8,10,40,100,165.8,-2.166666667,9.404
821,822,14PA,0,1,11.8502,2,8,28,0,12,10,40,100,137.2,-2.34,8.201
822,823,14PA,0,1,11.8502,2,8,28,0,4,10,60,100,140.6333333,-3.42,9.115
823,824,14PA,0,1,11.8502,2,8,28,0,8,10,60,100,123.8333333,-2.623333333,9.162
824,825,14PA,0,1,11.8502,2,8,28,0,12,10,60,100,184.6,-1.114333333,9.74
825,826,14PA,0,1,11.8502,2,8,28,0,4,10,80,100,181.1666667,-5.173333333,6.883
826,827,14PA,0,1,11.8502,2,8,28,0,8,10,80,100,163.4,-3.976666667,6.787
827,828,14PA,0,1,11.8502,2,8,28,0,12,10,80,100,156.7666667,-1.926666667,5.733
828,829,14PA,0,1,11.8502,2,8,28,0,4,1,20,100,346.0333333,-12.6,7.737
829,830,14PA,0,1,11.8502,2,8,28,0,8,1,20,100,247.9666667,-5.433333333,8.015
830,831,14PA,0,1,11.8502,2,8,28,0,12,1,20,100,400.5333333,-2.986666667,5.984
831,832,14PA,0,1,11.8502,2,8,28,0,4,1,40,100,204.2333333,-17.43333333,9.149
832,833,14PA,0,1,11.8502,2,8,28,0,8,1,40,100,159.2666667,-6.126666667,7.229
833,834,14PA,0,1,11.8502,2,8,28,0,12,1,40,100,176.7666667,-6.946666667,6.78
834,835,14PA,0,1,11.8502,2,8,28,0,4,1,60,100,183.5666667,-13.76666667,9.833
835,836,14PA,0,1,11.8502,2,8,28,0,8,1,60,100,154.5,-5.553333333,7.693
836,837,14PA,0,1,11.8502,2,8,28,0,12,1,60,100,198.3333333,-5.703333333,7.822
837,838,14PA,0,1,11.8502,2,8,28,0,4,1,80,100,279.1333333,-24.16666667,6.668
838,839,14PA,0,1,11.8502,2,8,28,0,8,1,80,100,185.8,-5.65,6.54
839,840,14PA,0,1,11.8502,2,8,28,0,12,1,80,100,161.5666667,-6.5,5.311
840,841,14PA,0,1,11.8502,2,8,28,0,4,200,20,10,136.6,-5.783333333,5.805
841,842,14PA,0,1,11.8502,2,8,28,0,8,200,20,10,171.6333333,-4.143333333,6.492
842,843,14PA,0,1,11.8502,2,8,28,0,12,200,20,10,132.0333333,-2.656666667,6.676
843,844,14PA,0,1,11.8502,2,8,28,0,4,200,40,10,118.8333333,-2.87,7.298
844,845,14PA,0,1,11.8502,2,8,28,0,8,200,40,10,101.1166667,-1.001333333,7.938
845,846,14PA,0,1,11.8502,2,8,28,0,12,200,40,10,104.8433333,-1.304,7.26
846,847,14PA,0,1,11.8502,2,8,28,0,4,200,60,10,127.2666667,-2.766666667,6.031
847,848,14PA,0,1,11.8502,2,8,28,0,8,200,60,10,129.6333333,-2.24,7.54
848,849,14PA,0,1,11.8502,2,8,28,0,12,200,60,10,106.2,-0.799666667,8.319
