,HepG2,HEK293,B16,PC3,N2a,ARPE19
RF,0.04428226110893577,0.1087849638422704,0.053448841871143765,0.04782718279828673,0.075408098095673,0.11515224219317353
MLR,0.10338253910003724,0.1674447391372002,0.09580083673773078,0.11580973499879949,0.1490127614376207,0.19336891567970182
lasso,0.09585249255805313,0.18079676550664467,0.1278027239698588,0.13091970317068058,0.1458789278542706,0.1969146842658413
PLS,0.09553144222385514,0.1690517230914634,0.10448732030533614,0.11238781808569825,0.1489855881773588,0.19336359502129877
kNN,0.0737610014839244,0.14372581173457052,0.09047642290057241,0.08229345149183971,0.12075994423852451,0.14513794133616573
LGBM,0.04475048895337362,0.10505559152598011,0.05312615440923724,0.043283671966260207,0.0736755907526311,0.11348325584809826
XGB,0.044617072322496926,0.10455937189983176,0.04894839638277481,0.044392714306213096,0.07416818418436355,0.10817221585782916
DT,0.04295260003152136,0.13655759269907686,0.054541782220005205,0.05104207368496459,0.07463186859698018,0.11814289280527025
