LGBM,XGB,DT,RF,kNN,MLP,MLR,PLS,lasso
0.021438544340829757,0.02880380195135185,0.04763369881405233,0.03172148877452058,0.026947482200847195,0.01803784693763477,0.04804010944865639,0.046797056670053794,0.00656736258170787
0.19505159658163157,0.13979601726672825,0.1321324681136719,0.13574737077645954,0.14618535013334177,0.08200497951402824,0.11651818586296026,0.11833160291501721,0.06492392826396423
0.21777226957393786,0.243171504131231,0.3083743566793467,0.287795554561051,0.43970370029620487,0.2590616805593027,0.3475924635377034,0.3405441697762856,0.3954889223221286
0.05496433888041874,0.08303947020868097,0.11274893712239864,0.07957895129410153,0.4194769985819263,0.22573576824560326,0.14507948206795218,0.14447744838233023,0.18596795102471275
0.07357817397400501,0.06905199382283284,0.08732378608189745,0.09156000596703112,0.05387669384286575,0.028234063398273224,0.025332317557620387,0.021078192502148763,0.02541687604049686
0.012631854623974217,0.03435319716777274,0.07798165137614677,0.03475796225852163,0.1080399453686865,0.08812499586365122,0.06161717537320682,0.06544567139022725,0.08921727741938759
0.12176291844022152,0.13409276157584227,0.12243604087417018,0.1282960393824122,0.15968065584813515,0.1485693702726397,0.08094990443174524,0.07577189071645812,0.15854407744751975
0.01708939189922898,0.02784295405789916,0.007533378086074433,0.02566159468934101,0.01633957767132424,0.04779926304785151,0.09787914512243412,0.09709083564762633,0.09931741557223883
0.06999383213644195,0.07691811767033102,0.03602595658984109,0.08185537405832699,0.024902068865843674,0.0478409565484037,0.10450886018132538,0.12228830903728588,0.04380977080464227
0.0554039174548856,0.028990477690309158,0.03692101141194892,0.05099164615499263,0.40556968381144864,0.39631454609805694,0.3304755844809588,0.3279865415391163,0.39139638153268974
0.06390055656919946,0.09695641723461246,0.043130454240322136,0.1043988215111511,0.07632144436232136,0.032700039714874896,0.13210434271882993,0.13827775537007808,0.12028522322082363
0.00849889786077207,0.11838329887998333,0.07824270903259484,0.10974267173864405,0.12264976492997831,0.0945905302622575,0.014815932427561407,0.01732802821195356,0.018235392601135048
0.057352223383615675,0.044357017452857084,0.10091743119266056,0.049922055642576235,0.009450593257338935,0.05992499809892532,0.00495393375111336,0.004391360764719687,0.004398907050899237
0.0704580208233373,0.014748215055166991,0.03300514656522707,0.005038039829939556,0.04849702692557045,0.09079515457424003,0.21339576034990798,0.21038664462629975,0.189734805571236
0.3589734445636046,0.3356377184391022,0.3909151935556052,0.32828820765271816,0.38467473012566566,0.3430221642569675,0.42164475798559853,0.4176167044070579,0.4150926160933601
0.005710744743060381,0.009084583189055917,0.0032072797792198626,0.01060341612590443,0.03824154964664142,0.015852473295191266,0.046752331551556336,0.04660965669106382,0.005026240709734842
0.03197463869213693,0.03047220317889021,0.001062877601253065,0.03731856492876964,0.0466166988633189,0.05442148117287418,0.012887277703543476,0.01456657888453683,0.03246971957829556
0.034166722636250604,0.04341760277748108,0.009979861266502571,0.0581990751100171,0.18001450400812705,0.3465777731886487,0.22984948379662257,0.23898365284087425,0.2591592494539227
0.08255964760751583,0.0764900545701534,0.0496084135153278,0.08707540836876254,0.0996166365184914,0.10658701019219696,0.15777807626438733,0.16655540424522897,0.10662158451201637
0.028833783264769264,0.0603715254172672,0.06383978518684275,1.5663459386305867e-05,0.010431856124994976,0.034263951953291016,0.005333565307647836,0.005430855495219822,0.01060285803823413
0.034833945407022227,0.022984991833304047,0.004005370328932667,0.036199746401132216,0.16722544494954394,0.2835853846638394,0.23758030851888545,0.2388449093521785,0.2816628698983017
0.06262797141070642,0.08280754470803853,0.07728798388901303,0.06797493846498281,0.08697096244828206,0.2101008615800618,0.17730019284269716,0.17918876570552356,0.2229013404649468
0.038327219110335264,0.04760962296556537,0.022935779816513846,0.057608338927426506,0.18632345724789173,0.11834822695709668,0.07720473362689056,0.07089405623250944,0.14166140897756457
0.04382385489043206,0.002195348846856404,0.04992168270306557,0.0038353099127323986,0.11716315506978886,0.02006333708233915,0.01838201401473688,0.013507828185259252,0.024735708273534385
0.06305030821272178,0.08711503289721645,0.022264488699932833,0.09791675990154419,0.10621606441837761,0.09379451427741348,0.12237129651196832,0.1272532063079433,0.12961307393796145
0.03366976180511794,0.056687373687127784,0.002349518908033088,0.01069515924517056,0.009157340732963037,0.023661134660231453,0.054130634637893305,0.056045023641875136,0.0016068601851908504
0.06831190418555268,0.0024608075618743896,0.015523607070933088,0.05252069814276126,0.14203236004181077,0.4673979221415203,0.4595110587599524,0.4576571660431225,0.5189748192024225
0.09355771706943153,0.032066279448340396,0.03065562765719393,0.0190762288356828,0.1149033999019626,0.0907410348586089,0.21360204129097726,0.21073770165581812,0.19046620059941421
0.022427717066657027,0.03274931210643578,0.009882896994107604,0.017593794286566655,0.10812865859036419,0.02995953987701727,0.019931194827682908,0.01860676738880379,0.015481520997344511
0.0025743790769258146,0.004865599001352916,0.07328261356008053,0.02968747669127969,0.06747986204962281,0.03674774940919995,0.05887485969422862,0.057742333914176824,0.024331154577086844
0.09602618400001317,0.08758862290934022,0.08514208995300965,0.0783944954128444,0.0994320361514196,0.07205714888436673,0.04743181142523195,0.05574583118520976,0.04980237296195847
0.06993080888466541,0.03703783820955292,0.06835981203848734,0.058579846348923326,0.04230312985420187,0.06424467284810098,0.1542606800749834,0.15015893694933968,0.1403855843801547
0.05822929355037987,0.1036707252617462,0.07205191317968224,0.11704631908704471,0.034307458914726696,0.09318073926263448,0.0482557143032471,0.04996066566831575,0.05569379097794397
0.033674479789905065,0.03725887059791949,0.03725665697023939,0.043222197359588266,0.033797465197541954,0.0842308189612177,0.09177468958138285,0.08645796142721346,0.08550961757597886
0.04301795927847385,0.044171207408346014,0.04320877153725666,0.02038114417841419,0.07129598085933875,0.1141907768614322,0.038085674459174323,0.03995758784323444,0.08585165254245702
0.010776969572177192,0.05824767061463132,0.011551801297829456,0.002067949578578948,0.012607179057811002,0.17733451566970893,0.2930837843870989,0.29239337659431813,0.27071234629954954
0.027299561594534727,0.03391089325224317,0.033452673976281044,0.03649474155292076,0.33843232266813505,0.19713528631413357,0.1415373751570309,0.1383688579783261,0.14198809018108283
0.03509553695571059,0.011251674892918923,0.04113522786604011,0.015464309688968517,0.25952578725088404,0.13608101543049492,0.08497407038508462,0.08695491922711324,0.09266759636429328
