LGBM,XGB,DT,RF,kNN,MLP,MLR,PLS,lasso
0.0006511024798462606,0.0025209336639331337,0.012269709853061833,0.018354217945849433,0.002918487238214418,0.01947920484643939,0.03420879620619893,0.037916187012190544,0.03355432228534408
0.006659448694887327,0.0138813565043589,0.05646304169463717,0.0008290445289768633,0.08311560360826481,0.08597389885327539,0.05003963694399299,0.05049246729813056,0.09529421390974063
0.1770802398325848,0.07745488334432965,0.21036025956589835,0.12941150145446506,0.08430054352680832,0.060545617415888764,0.005090994239442981,0.008768784463617396,0.015537451266306734
0.08704104691581127,0.1867469715229162,0.0729842619527113,0.1518109942567316,0.0908956726442588,0.042694504974927217,0.030264414117889826,0.024269180020347392,0.025906438881256877
0.006928218734674918,0.004421320423553865,0.019579324233609308,0.014384276870290646,0.02695123893310486,0.01316204525136172,0.007107490779207193,0.0003225393161722656,0.015582874968170846
0.014495926036861062,0.027499245794381177,0.0016222868650704325,0.02100917431192678,0.05093518246017925,0.00903031951028016,0.10834779333275041,0.10863188216487935,0.053452333736794144
0.007772592040712761,0.09094610724253893,0.05686395166703956,0.0757663906914294,0.023532857243047794,0.11615703139237016,0.227637397200822,0.22532371515393568,0.21381641662040302
0.14423512544921607,0.07853302015477198,0.15352987245468783,0.09158051764003905,0.08554021572033432,0.026947619227386588,0.09059764885281335,0.08771505568838217,0.04171227749781259
0.022062144380324777,0.016533187223137014,0.06616692772432309,0.022006414559558485,0.029776643456670193,0.026157915991216057,0.06197533771160357,0.0549556564688351,0.05131048129765306
0.10617849207673402,0.2206306815094048,0.06026702468859535,0.22832251808756587,0.5033316193134758,0.4718329559864971,0.3910668212103494,0.396699253207885,0.44235275715887146
0.018158560863996143,0.0039543036007192445,0.027075408368762544,0.020852912657568168,0.00542103036430952,0.38494027159378785,0.2959799511526998,0.29614371896748315,0.36172673232884567
0.11630743473218888,0.1287284774864565,0.1305661221749832,0.10210375177146239,0.08784805971606835,0.001201325348870963,0.06375253659093671,0.06707812951466902,0.06215630742377731
0.04779433534613236,0.03990715742111206,0.024763183411650614,0.04856455582904445,0.10235762271645313,0.25919384310786125,0.0225642532174129,0.04277763165566517,0.031434384512552094
0.1423818775188403,0.1378836628040443,0.15682106362348028,0.12795890206608568,0.2460085345820176,0.2408520594867043,0.33680204079736187,0.332406999312355,0.3336057620682464
0.05494754872349633,0.03744687523770379,0.01790109644215704,0.02657604236592831,0.06483337622405172,0.11414582476627799,0.1268885773400314,0.11545051790510658,0.12961936002452273
0.17041928716945792,0.13519012928009033,0.15510554188110684,0.15466211680465433,0.17715036521995536,0.17709847483260138,0.1151612195109083,0.11055094187649442,0.19238175284203096
0.02962091423719404,0.030966891834842025,0.008279257104497617,0.03186022227194685,0.3482613844762167,0.23518495907085807,0.17744502853521493,0.17770225133737966,0.1650037522881388
0.029976884652022,0.035890026316863666,0.26460058178563434,0.13122063101364978,0.009153962427926682,0.13101447227003804,0.17683261452942722,0.1794660921667341,0.16916641955410322
0.11580015209833439,0.22170662879943848,0.02662788095770896,0.25445289773998714,0.602359675846863,0.5150121121310361,0.39137902131966296,0.3956886230353819,0.4550423213084458
0.0024751904026303617,0.03717771526630306,0.09907138062206308,0.06650481091966891,0.07150315935384256,0.15861123507806307,0.2233567710971299,0.2271535222226093,0.17513223869408648
0.02545377564740628,0.052868295566804724,0.003490713806220652,0.03421570821212863,0.22048111445868096,0.09636347200169951,0.015633517181721318,0.008002549561591354,0.07643623222410045
0.10381097768428915,0.00838244464152571,0.08749160886104268,0.0016103528007744838,0.5938039141470697,0.3825899156021511,0.2533856888714474,0.2504734697901728,0.31224084503223704
0.07314898980924485,0.14125826954841614,0.015523607070933088,0.10606250466174377,0.01641753744136399,0.41651900554046334,0.47123546642999725,0.46738418380495467,0.5080448168996763
0.05453125743929477,0.015106983547857278,0.21472924591631237,0.056300067129111675,0.09797054210425094,0.04986638818282885,0.006105931695703393,0.01186267929464363,0.006945259612655519
0.022561716120281468,0.016558975528139563,0.044439471917654946,0.024258596255687277,0.016269477022330107,0.0910119409479006,0.09492596986134727,0.10138506078828222,0.11412368252415425
0.14551807264929678,0.14971379458597506,0.12008652196613712,0.13768106213172304,0.08034080372492275,0.2623400188939353,0.26248985561069504,0.26387118034385615,0.2530596608283356
0.0244400413229435,0.14459691792693175,0.016036398896099046,0.15618296412321964,0.1903046111132513,0.38024013794603484,0.38322139364409263,0.39875698033317597,0.40000159004306407
0.06872754727055475,0.02317477583645111,0.015999104945177978,0.05140747370776466,0.061721583950702485,0.10855394258604134,0.14466215761857648,0.14440888353941905,0.18669861224783407
0.10111707179427493,0.14681567997573924,0.20969456254195573,0.08679010964421555,0.17653207593604114,0.06477398380520549,0.06692391089461786,0.07295590768852739,0.04329504784993449
0.011395810150357732,0.003331060849945333,0.0009509957484895581,0.01745207727306708,0.11786298898672126,0.00396761395428874,0.050414795535588086,0.05676080625710961,0.027196427422095715
0.020275490141411,0.03975153702248074,0.008083463862161577,0.05975124934735515,0.08354372448737113,0.03180177213191665,0.033495598485566214,0.021902163861806156,0.03668582442618884
0.014502891317572653,0.004834294926002458,0.06862832848511974,0.01412918624599191,0.06415043246550539,0.0639262524364092,0.12049136225168083,0.13075593192550777,0.08717047110037807
0.014821310280380084,0.007694740054270843,0.023187513985231667,0.01989222048183731,0.0024303354695683344,0.005573490556983585,0.036352145697196914,0.04133367938006133,0.04050848006710356
0.24833346013533208,0.23729834396664695,0.22014619228761095,0.2560472141418669,0.18576063238684482,0.1858443636151903,0.1331423229181269,0.1302169424404685,0.18855855389472437
0.01448064360684645,0.004871115658634795,0.00022376370552701363,0.024602073543671665,0.1032399812721721,0.07401181254271216,0.10570036566867058,0.10147325433052795,0.06987077099342454
0.041222156129175236,0.07113318388348427,0.08533788319534558,0.0571011411948989,0.04369886513684662,0.0036741347046709283,0.09269011345022421,0.09083039167374007,0.04581638960801576
0.10693598863742049,0.10166525570010948,0.1399362273439248,0.09196389945550837,0.11016181705390915,0.11389285300575991,0.013438527182051907,0.02692170220671536,0.0350921608535717
0.06264157583161523,0.08573089689049684,0.2518460505705975,0.12150108152457617,0.13344613051744458,0.15428295666195063,0.18605970303782837,0.19274395836559094,0.12386933208836959
0.20350386195740117,0.18241423643203514,0.36028753636160216,0.18329790407995772,0.18896386679934518,0.19969294513235625,0.16019258755382082,0.15502464360858315,0.1693202943270582
0.09682460065353254,0.12837361556540988,0.0334526739762811,0.13334340270008244,0.057223874064929625,0.060246756125118206,0.012966853004935497,0.014802623299298823,0.019885309684125163
0.034940216573544236,0.04461146738070937,0.0031326918773774692,0.026665174908629463,0.04766925158325391,0.08388163149888939,0.1016421359919279,0.08712692175110687,0.11145395442485445
0.0012685202504106041,0.11440642152384217,0.15462072051913178,0.1437070187215625,0.08435238786533486,0.08594634286629063,0.011074199104603721,0.014571779795416517,0.05776861885380963
0.0489510026352864,0.058060589079943214,0.00604162004922798,0.036500335645558823,0.0496377474906603,0.003814724844515116,0.10724647515043417,0.10710297536980806,0.08569702096941839
0.23483279358172449,0.2779104975038633,0.24871335869321998,0.28957149250391634,0.028441332273590414,0.02518017810709472,0.10987926633674316,0.11347497427541264,0.045867952101894094
0.02183573107658249,0.0540732741355896,0.009979861266502571,0.12357872753039459,0.6286814055405672,0.3872334912751897,0.316897475021536,0.3175291728773093,0.3675754848712049
0.011325459933948512,0.015712362210418107,0.014470052957410273,0.014106809875438386,0.01617375117099845,0.037230731590509714,0.04656062293448221,0.04999272979924235,0.005191206362385292
0.019307012786346056,0.02235416356790093,0.05014544640859253,0.014769523383307448,0.037061474191292465,0.018239242725976712,0.004397434275981327,0.00879722107008718,0.011761066967481304
0.042420383710955356,0.078066512125401,0.06229581561870662,0.06018348623853237,0.1018828075651304,0.10775889815723172,0.010663869054189201,0.009312776378332,0.07314849639970711
0.03874210423740148,0.020113396935346667,0.004437980159618122,0.04520437085104793,0.11153859251808447,0.4096845883598479,0.47535733370653366,0.47555265213981124,0.502565114881342
0.04778197559829189,0.0003084560506533829,0.21674311926605505,0.0009524875065265448,0.016055992136842112,0.054771708745000425,0.10282322273837302,0.10383896627866285,0.0977235067578599
0.05235013369171321,0.07419344500077324,0.05955843962109342,0.07379727008279191,0.13579457246464788,0.08637604972988916,0.13275343410995455,0.1385280569132633,0.08227016730421483
0.0127322210925358,0.0719294822384085,0.013789438353099148,0.12069254866860574,0.09531637584461922,0.1410661432785067,0.09774340810011056,0.10028729194290015,0.0998170798261197
0.08838563442321656,0.11311680600663965,0.1371391810248378,0.0992709032594914,0.13719761452968582,0.08117617200168203,0.09943524368920142,0.09820481823281801,0.08762769326781761
0.044862876867558465,0.04254548957508447,0.018796151264264815,0.033429178787200864,0.0032803268904895155,0.01053627517741279,0.06401672542339498,0.06429180647802468,0.011418006258731017
0.0816783965568681,0.09572904139030272,0.0808905795479973,0.07541209815767873,0.17193991916502632,0.39604575082142435,0.37616157847568366,0.3785985230111132,0.3958654796805493
0.005150385831327653,0.007517072825816928,0.025620944282837288,0.008803237114939605,0.012403476061131763,0.11208112071602716,0.18247525897741823,0.18472064522357107,0.1816633411681179
0.02862147310745007,0.02214425747547677,0.06134854926530915,0.0028477660923398596,0.553123942762263,0.34806631794951914,0.3795432145322445,0.37329040745764686,0.4362630995723159
0.01911923862456949,0.020132580621580243,0.0014544640859252556,0.004271649138509331,0.006111360714314368,0.00512026067189239,0.013955503147595139,0.015406760920061435,0.013210615127733166
0.12866267175826518,0.14096554769688624,0.04231371671514883,0.11272506899380921,0.02758426354655935,0.11928629767856622,0.22768983329438763,0.23274128537522024,0.16071013575576906
0.12091491807992383,0.05306262814857243,0.1364119489818751,0.0665473260237181,0.0595999375484238,0.14757954900501918,0.21183677642140564,0.207763009406491,0.1765965536563905
0.037789494989195815,0.08843943476676941,0.016633102110837617,0.07849444320131266,0.010923143568325773,0.4224734668819621,0.476807869210766,0.47468878186786767,0.515456387538426
0.1008384449518227,0.14564452383523013,0.06648579100469898,0.12728388155441134,0.04578989650096904,0.057011485344953206,0.007345477668800948,0.0012568464555220982,0.04644495427692752
0.05220126243776618,0.044239060087581716,0.031578652942492735,0.050906615946893385,0.05440761972998864,0.01729982145835418,0.06450249699615085,0.06872249505121031,0.06389928967187208
0.04401356437561227,0.08543927093618109,0.07723577235772361,0.0439028119639,0.00481840679649298,0.041077937865084624,0.10244612170041667,0.10594857684942238,0.09377221961015436
0.052244782190167816,0.044925797603145634,0.19341575296486924,0.09780599686730834,0.037458755573010316,0.09927001827518667,0.10811123579454213,0.11063624900444224,0.09756727602447124
0.22443454865118456,0.34924265803653776,0.36521966137092565,0.3452398001044232,0.3538569147588875,0.29461459576523097,0.18981097945078168,0.19358268877311086,0.2354986049524228
0.10613762800459173,0.07006064057350159,0.016633102110837617,0.11514171701350023,0.19633011501960784,0.4144912687672479,0.40554174236973584,0.40428400333848596,0.4346317685402249
0.017507767821191622,0.054103113082357324,0.0270754083687626,0.06303386290743695,0.018793663410886507,0.06816909205205818,0.009686784879200994,0.005491258055762505,0.002988417089368145
0.0058309194395057,0.03250068274086343,0.05419556947863052,0.019188856567464496,0.31001601040415866,0.09363981399488791,0.001596340756360004,0.0011229270090856724,0.018389159680802958
0.008931229022581588,0.05734819609944419,0.007607965987916743,0.04999477884687109,0.04981695311976836,0.1141796753181033,0.162541000751191,0.16531163491049827,0.1679213412164403
