Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,18PG,14PA,DOPE,DSPC,DOTAP,DDAB,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),RLU_B16
374,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,173.0,0.266666667,7.926666667,8,0.199600798,20,0.99009901,6.384
375,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,198.5333333,0.402666667,2.883333333,12,0.199600798,20,0.99009901,5.962
376,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,185.6666667,0.295,12.1,4,0.199600798,40,0.99009901,5.912
377,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,160.6,0.245333333,4.013333333,8,0.199600798,40,0.99009901,5.112
378,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,183.8333333,0.354,2.956666667,12,0.199600798,40,0.99009901,5.859
379,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,224.0,0.195666667,22.76666667,4,0.199600798,60,0.99009901,3.481
380,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,147.6666667,0.245666667,9.33,8,0.199600798,60,0.99009901,2.708
381,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,146.4333333,0.24,19.53333333,12,0.199600798,60,0.99009901,4.241
382,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,170.8666667,0.246333333,7.633333333,4,0.199600798,80,0.99009901,1.705
383,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,136.8333333,0.256666667,7.98,8,0.199600798,80,0.99009901,2.251
384,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,290.3,0.270666667,-25.13333333,12,0.199600798,80,0.99009901,5.722
385,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,122.2,0.186333333,18.9,4,0.199600798,20,1.960784314,6.505
386,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,176.0666667,0.496333333,21.16666667,8,0.199600798,20,1.960784314,5.936
387,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,186.9666667,0.243,2.883333333,12,0.199600798,20,1.960784314,6.12
388,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,153.4666667,0.229666667,17.63333333,4,0.199600798,40,1.960784314,5.938
389,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,204.5333333,0.348333333,0.663333333,8,0.199600798,40,1.960784314,5.861
390,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,177.8333333,0.331,3.57,12,0.199600798,40,1.960784314,6.247
391,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,193.0,0.257666667,24.03333333,4,0.199600798,60,1.960784314,4.016
392,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,155.2333333,0.232666667,9.956666667,8,0.199600798,60,1.960784314,3.676
393,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,133.8333333,0.272,18.63333333,12,0.199600798,60,1.960784314,5.097
394,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,204.0333333,0.267,6.13,4,0.199600798,80,1.960784314,3.584
395,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,118.1,0.251,9.33,8,0.199600798,80,1.960784314,3.332
396,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,1330.666667,0.467333333,-27.3,12,0.199600798,80,1.960784314,5.825
397,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,105.7,0.192333333,44.06666667,4,0.199600798,20,9.090909091,6.933
398,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,131.2333333,0.203666667,25.86666667,8,0.199600798,20,9.090909091,6.243
399,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,241.2,0.458333333,1.388333333,12,0.199600798,20,9.090909091,5.661
400,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,204.4333333,0.278666667,26.16666667,4,0.199600798,40,9.090909091,6.227
401,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,135.9,0.314333333,27.06666667,8,0.199600798,40,9.090909091,5.981
402,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,199.2666667,0.421,22.36666667,12,0.199600798,40,9.090909091,5.916
403,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,157.6333333,0.228333333,30.7,4,0.199600798,60,9.090909091,6.778
404,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,133.6333333,0.194,15.33333333,8,0.199600798,60,9.090909091,6.669
405,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,139.3666667,0.264333333,20.86666667,12,0.199600798,60,9.090909091,7.325
406,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,138.7666667,0.140333333,15.56666667,4,0.199600798,80,9.090909091,6.623
407,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,143.8333333,0.207,18.4,8,0.199600798,80,9.090909091,6.767
408,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,581.7333333,0.704333333,-31.76666667,12,0.199600798,80,9.090909091,7.465
409,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,137.3,0.147333333,19.9,4,0.199600798,20,50.0,10.648
410,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,899.4,0.383333333,16.3,8,0.199600798,20,50.0,9.854
411,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,158.2333333,0.258666667,12.23333333,12,0.199600798,20,50.0,9.382
412,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,214.0333333,0.282,5.41,4,0.199600798,40,50.0,8.692
413,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,173.5,0.248333333,22.13333333,8,0.199600798,40,50.0,9.43
414,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,217.2,0.522333333,24.76666667,12,0.199600798,40,50.0,9.561
415,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,218.4,0.214,22.4,4,0.199600798,60,50.0,6.885
416,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,152.1333333,0.246333333,23.5,8,0.199600798,60,50.0,8.863
417,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,101.8666667,0.231333333,21.46666667,12,0.199600798,60,50.0,9.073
418,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,200.6,0.364,12.93333333,4,0.199600798,80,50.0,8.115
419,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,133.7333333,0.264333333,31.5,8,0.199600798,80,50.0,9.558
420,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,223.2,0.314333333,-16.6,12,0.199600798,80,50.0,10.037
421,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,265.1,0.339333333,-27.6,4,0.99009901,20,0.497512438,6.058
422,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,576.1666667,0.390666667,-2.563333333,8,0.99009901,20,0.497512438,4.522
423,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,453.7333333,0.368333333,1.926666667,12,0.99009901,20,0.497512438,3.912
424,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,157.1,0.253333333,-3.873333333,4,0.99009901,40,0.497512438,5.053
425,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,161.9333333,0.634666667,-3.35,8,0.99009901,40,0.497512438,5.078
426,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,154.0333333,0.321666667,-2.93,12,0.99009901,40,0.497512438,5.321
427,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,187.9,0.252666667,-3.706666667,4,0.99009901,60,0.497512438,2.603
428,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,151.0666667,0.26,-1.271,8,0.99009901,60,0.497512438,3.332
429,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,165.1666667,0.227,4.56,12,0.99009901,60,0.497512438,5.173
430,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,152.2,0.155,1.253333333,4,0.99009901,80,0.497512438,2.97
431,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,143.4666667,0.167666667,4.306666667,8,0.99009901,80,0.497512438,2.773
432,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,119.9666667,0.237,3.433333333,12,0.99009901,80,0.497512438,4.804
433,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,269.6333333,0.338666667,-30.33333333,4,0.99009901,20,0.99009901,5.46
434,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,115.6666667,0.283333333,3.27,8,0.99009901,20,0.99009901,3.932
435,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,388.5666667,0.348666667,-0.77,12,0.99009901,20,0.99009901,3.784
436,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,176.5,0.311333333,-3.76,4,0.99009901,40,0.99009901,5.296
437,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,214.0333333,0.314666667,-3.076666667,8,0.99009901,40,0.99009901,5.489
438,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,199.2,0.431,-2.876666667,12,0.99009901,40,0.99009901,5.429
439,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,182.5333333,0.252,-2.633333333,4,0.99009901,60,0.99009901,3.466
440,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,155.6333333,0.269,-2.463333333,8,0.99009901,60,0.99009901,3.526
441,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,181.7,0.266666667,2.173333333,12,0.99009901,60,0.99009901,5.34
442,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,175.7,0.143666667,-1.211333333,4,0.99009901,80,0.99009901,2.674
443,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,162.9666667,0.154333333,2.933333333,8,0.99009901,80,0.99009901,1.705
444,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,128.4666667,0.179,3.573333333,12,0.99009901,80,0.99009901,5.719
445,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,298.2666667,0.356666667,-28.56666667,4,0.99009901,20,1.960784314,5.702
446,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,139.2,0.262333333,1.826666667,8,0.99009901,20,1.960784314,3.818
447,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,307.7,0.539333333,1.6,12,0.99009901,20,1.960784314,4.248
448,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,162.2333333,0.378,-3.646666667,4,0.99009901,40,1.960784314,5.535
449,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,223.1333333,0.318,-2.73,8,0.99009901,40,1.960784314,5.081
450,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,242.6666667,0.782666667,-2.316666667,12,0.99009901,40,1.960784314,5.457
451,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,207.0333333,0.238333333,-5.89,4,0.99009901,60,1.960784314,4.677
452,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,154.4666667,0.284666667,-0.982333333,8,0.99009901,60,1.960784314,4.466
453,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,170.7333333,0.238333333,3.386666667,12,0.99009901,60,1.960784314,6.262
454,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,149.4333333,0.106333333,2.24,4,0.99009901,80,1.960784314,3.98
455,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,171.1333333,0.235,1.28,8,0.99009901,80,1.960784314,4.052
456,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,163.5333333,0.214,2.923333333,12,0.99009901,80,1.960784314,6.975
457,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,1760.0,0.536,-30.76666667,4,0.99009901,20,9.090909091,7.26
458,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,171.1666667,0.473666667,3.026666667,8,0.99009901,20,9.090909091,6.314
459,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,224.7333333,0.667333333,1.253333333,12,0.99009901,20,9.090909091,7.349
460,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,166.5666667,0.488666667,-2.246666667,4,0.99009901,40,9.090909091,7.77
461,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,146.1333333,0.331,-2.403333333,8,0.99009901,40,9.090909091,7.944
462,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,231.5,0.267666667,-2.746666667,12,0.99009901,40,9.090909091,8.543
463,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,161.8333333,0.254333333,-1.385333333,4,0.99009901,60,9.090909091,7.847
464,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,137.9,0.27,-0.514,8,0.99009901,60,9.090909091,8.058
465,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,150.0,0.260666667,2.373333333,12,0.99009901,60,9.090909091,8.851
466,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,169.0,0.172333333,-0.684,4,0.99009901,80,9.090909091,7.2
467,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,125.6,0.137,2.273333333,8,0.99009901,80,9.090909091,7.779
468,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,136.8666667,0.203,4.91,12,0.99009901,80,9.090909091,8.069
469,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,322.6333333,0.253,-28.23333333,4,0.99009901,20,50.0,9.328
470,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,130.5333333,0.249666667,4.226666667,8,0.99009901,20,50.0,8.567
471,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,401.8333333,0.549333333,6.786666667,12,0.99009901,20,50.0,7.795
472,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,161.9,0.303,-3.153333333,4,0.99009901,40,50.0,7.705
473,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,345.8666667,0.653,-1.426666667,8,0.99009901,40,50.0,9.515
474,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,354.4666667,0.356333333,-1.543333333,12,0.99009901,40,50.0,9.481
475,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,202.1,0.265333333,-2.55,4,0.99009901,60,50.0,6.958
476,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,139.7,0.281666667,0.63,8,0.99009901,60,50.0,8.983
477,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,122.8,0.189333333,6.336666667,12,0.99009901,60,50.0,9.459
478,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,152.7666667,0.206666667,6.34,4,0.99009901,80,50.0,7.105
479,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,134.0,0.192,12.86666667,8,0.99009901,80,50.0,9.323
480,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,194.4666667,0.301666667,6.843333333,12,0.99009901,80,50.0,11.172
481,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,183.1333333,0.629333333,-2.183333333,4,9.090909091,20,0.497512438,1.946
482,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,151.5333333,0.402,-2.966666667,8,9.090909091,20,0.497512438,2.14
483,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,766.5666667,0.907333333,-2.463333333,12,9.090909091,20,0.497512438,1.504
484,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,99.71,0.181666667,-1.186666667,4,9.090909091,40,0.497512438,3.761
485,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,247.2666667,0.368666667,-3.813333333,8,9.090909091,40,0.497512438,3.541
486,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,400.6,0.535333333,-5.33,12,9.090909091,40,0.497512438,3.726
487,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,1350.666667,0.896,-20.13333333,4,9.090909091,60,0.497512438,2.918
488,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,297.0,0.258333333,-9.57,8,9.090909091,60,0.497512438,4.425
489,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,134.1333333,0.257,-1.092,12,9.090909091,60,0.497512438,5.513
490,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,165.4666667,0.175,-1.492333333,4,9.090909091,80,0.497512438,2.351
491,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,110.9666667,0.174666667,-1.123,8,9.090909091,80,0.497512438,2.674
492,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,128.5333333,0.182,-0.810666667,12,9.090909091,80,0.497512438,4.369
493,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,176.3333333,0.631666667,-1.883333333,4,9.090909091,20,0.99009901,1.5
494,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,176.6666667,0.532666667,-1.316666667,8,9.090909091,20,0.99009901,1.504
495,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,495.4333333,0.636333333,-2.92,12,9.090909091,20,0.99009901,1.5
496,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,116.2666667,0.275666667,-1.833333333,4,9.090909091,40,0.99009901,3.75
497,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,285.1333333,0.367666667,-6.416666667,8,9.090909091,40,0.99009901,2.918
498,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,432.9,0.635333333,-4.216666667,12,9.090909091,40,0.99009901,3.638
499,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,141.4,0.175333333,-20.63333333,4,9.090909091,60,0.99009901,4.025
500,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,293.6333333,0.427333333,-9.726666667,8,9.090909091,60,0.99009901,4.182
501,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,162.9333333,0.248333333,-1.077,12,9.090909091,60,0.99009901,5.826
502,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,170.3,0.095333333,-2.533333333,4,9.090909091,80,0.99009901,1.946
503,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,136.5,0.184666667,-0.168,8,9.090909091,80,0.99009901,2.197
504,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,108.9333333,0.175,-0.043,12,9.090909091,80,0.99009901,5.553
505,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,145.8666667,0.455333333,-1.640333333,4,9.090909091,20,1.960784314,1.5
506,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,241.3666667,0.758666667,-1.149,8,9.090909091,20,1.960784314,1.792
507,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,357.8666667,0.772,-2.276666667,12,9.090909091,20,1.960784314,1.5
508,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,133.4,0.228666667,-0.863666667,4,9.090909091,40,1.960784314,4.425
509,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,282.5,0.323,-7.106666667,8,9.090909091,40,1.960784314,3.512
510,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,462.7,0.739666667,-2.183333333,12,9.090909091,40,1.960784314,3.726
511,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,116.7666667,0.118,-22.2,4,9.090909091,60,1.960784314,3.942
512,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,296.5666667,0.253,-14.66666667,8,9.090909091,60,1.960784314,4.736
513,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,138.1666667,0.219666667,-1.203333333,12,9.090909091,60,1.960784314,5.702
514,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,159.1333333,0.153,-2.56,4,9.090909091,80,1.960784314,2.674
515,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,117.1333333,0.218666667,-0.0463,8,9.090909091,80,1.960784314,2.89
516,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,118.5666667,0.198666667,-0.131666667,12,9.090909091,80,1.960784314,5.449
517,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,122.3666667,0.275666667,-1.79,4,9.090909091,20,9.090909091,3.418
518,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,411.6333333,1.0,-3.726666667,8,9.090909091,20,9.090909091,2.442
519,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,199.2,0.498,-1.776666667,12,9.090909091,20,9.090909091,2.565
520,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,119.1333333,0.235666667,-0.88,4,9.090909091,40,9.090909091,5.882
521,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,393.5333333,0.312,-13.16666667,8,9.090909091,40,9.090909091,6.144
522,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,474.5,0.771333333,-6.36,12,9.090909091,40,9.090909091,6.513
523,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,171.8333333,0.23,-19.56666667,4,9.090909091,60,9.090909091,6.186
524,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,309.2,0.357333333,-9.383333333,8,9.090909091,60,9.090909091,7.054
525,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,135.1,0.243666667,-1.427,12,9.090909091,60,9.090909091,7.516
526,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,178.8,0.187666667,-2.843333333,4,9.090909091,80,9.090909091,4.966
527,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,114.0333333,0.199666667,0.044333333,8,9.090909091,80,9.090909091,5.236
528,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,99.51,0.233666667,-0.3501,12,9.090909091,80,9.090909091,7.095
529,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,142.0666667,0.393,-2.13,4,9.090909091,20,50.0,2.773
530,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,155.0333333,0.426,-0.929,8,9.090909091,20,50.0,2.079
531,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,123.6666667,0.345,-0.883333333,12,9.090909091,20,50.0,2.674
532,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,108.2666667,0.213333333,-1.0292,4,9.090909091,40,50.0,4.376
533,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,247.7,0.358333333,-6.423333333,8,9.090909091,40,50.0,2.918
534,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,772.0333333,0.821333333,-11.56666667,12,9.090909091,40,50.0,4.234
535,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,182.6,0.103666667,-20.7,4,9.090909091,60,50.0,4.248
536,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,397.4666667,0.533,-4.423333333,8,9.090909091,60,50.0,3.951
537,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,117.0333333,0.272333333,-1.237,12,9.090909091,60,50.0,4.64
538,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,137.2333333,0.148333333,-0.065666667,4,9.090909091,80,50.0,4.248
539,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,104.4666667,0.211,2.526666667,8,9.090909091,80,50.0,6.856
540,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,99.66666667,0.235333333,1.341666667,12,9.090909091,80,50.0,6.476
541,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,445.6,0.224,-20.0,4,0.199600798,20,0.497512438,4.533
542,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,388.5666667,0.160666667,-2.833333333,8,0.199600798,20,0.497512438,4.369
543,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,168.4666667,0.232333333,-0.537666667,12,0.199600798,20,0.497512438,3.97
544,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,206.4666667,0.204666667,-0.144176667,4,0.199600798,40,0.497512438,3.689
545,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,266.9333333,0.448,-1.186333333,8,0.199600798,40,0.497512438,4.227
546,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,295.5333333,0.357,-1.356666667,12,0.199600798,40,0.497512438,4.388
547,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,213.1,0.208333333,-2.03,4,0.199600798,60,0.497512438,2.14
548,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,226.5333333,0.251333333,0.105433333,8,0.199600798,60,0.497512438,1.872
549,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,191.9333333,0.201333333,0.3688,12,0.199600798,60,0.497512438,2.803
550,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,204.2,0.222333333,-2.123333333,4,0.199600798,80,0.497512438,2.015
551,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,153.2,0.214666667,1.007666667,8,0.199600798,80,0.497512438,1.5
552,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,145.8666667,0.251,-0.358366667,12,0.199600798,80,0.497512438,2.197
553,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,380.3333333,0.369666667,-7.156666667,4,0.199600798,20,0.99009901,4.57
554,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,300.7,0.191666667,-7.346666667,8,0.199600798,20,0.99009901,3.861
555,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,323.3666667,0.139333333,-1.173666667,12,0.199600798,20,0.99009901,4.094
556,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,197.5333333,0.27,-0.223666667,4,0.199600798,40,0.99009901,3.951
557,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,266.7,0.469333333,-1.3988,8,0.199600798,40,0.99009901,3.882
558,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,260.9333333,0.451,-1.876666667,12,0.199600798,40,0.99009901,5.231
559,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,236.7333333,0.212,1.45,4,0.199600798,60,0.99009901,1.946
560,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,169.5666667,0.271,2.546666667,8,0.199600798,60,0.99009901,2.526
561,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,227.0666667,0.248666667,2.25,12,0.199600798,60,0.99009901,2.639
562,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,198.8,0.230666667,-5.656666667,4,0.199600798,80,0.99009901,2.565
563,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,148.5333333,0.221333333,-0.2858,8,0.199600798,80,0.99009901,1.5
564,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,134.8333333,0.301666667,3.186666667,12,0.199600798,80,0.99009901,2.526
565,DSPC,1,1,6.12,0,8,36,0,0,0,0,1,0,0,160.3666667,0.219333333,3.713333333,4,0.199600798,20,1.960784314,4.483
