Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,18PG,14PA,DOPE,DSPC,DOTAP,DDAB,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),RLU_B16
181,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,288.9666667,0.464333333,-7.436666667,4,0.199600798,20,0.497512438,2.485
182,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,533.7,0.403333333,-3.523333333,8,0.199600798,20,0.497512438,2.526
183,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,342.3333333,0.496333333,-3.396666667,12,0.199600798,20,0.497512438,3.773
184,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,237.1333333,0.211,-4.23,4,0.199600798,40,0.497512438,1.705
185,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,185.1333333,0.237333333,-1.803333333,8,0.199600798,40,0.497512438,2.303
186,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,267.7333333,0.806666667,-2.356666667,12,0.199600798,40,0.497512438,2.603
187,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,206.6,0.246666667,-5.31,4,0.199600798,60,0.497512438,1.792
188,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,173.1333333,0.215,0.721666667,8,0.199600798,60,0.497512438,1.504
189,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,183.6666667,0.260333333,-0.501666667,12,0.199600798,60,0.497512438,2.97
190,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,166.6333333,0.219666667,-24.63333333,4,0.199600798,80,0.497512438,1.705
191,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,137.6333333,0.164666667,-6.11,8,0.199600798,80,0.497512438,1.609
192,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,158.8,0.225333333,-0.955,12,0.199600798,80,0.497512438,1.609
193,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,577.6666667,0.252,-11.77666667,4,0.199600798,20,0.99009901,2.015
194,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,562.7666667,0.344333333,-3.553333333,8,0.199600798,20,0.99009901,2.197
195,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,288.1666667,0.316,-1.593,12,0.199600798,20,0.99009901,2.197
196,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,240.3,0.260333333,-3.686666667,4,0.199600798,40,0.99009901,1.5
197,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,191.7333333,0.264,0.269333333,8,0.199600798,40,0.99009901,2.015
198,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,189.9666667,0.325666667,-2.24,12,0.199600798,40,0.99009901,3.401
199,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,192.8,0.182,-3.663333333,4,0.199600798,60,0.99009901,1.5
200,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,170.3,0.242,0.073,8,0.199600798,60,0.99009901,1.5
201,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,181.6333333,0.328333333,-1.161666667,12,0.199600798,60,0.99009901,3.091
202,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,172.9333333,0.206666667,-26.66666667,4,0.199600798,80,0.99009901,1.5
203,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,148.0,0.187666667,-6.033333333,8,0.199600798,80,0.99009901,1.5
204,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,162.5333333,0.193666667,-0.325333333,12,0.199600798,80,0.99009901,1.872
205,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,650.7333333,0.484666667,-11.36666667,4,0.199600798,20,1.960784314,2.015
206,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,403.2666667,0.629666667,-4.096666667,8,0.199600798,20,1.960784314,2.526
207,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,475.3333333,0.162,-3.116666667,12,0.199600798,20,1.960784314,2.442
208,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,191.8,0.206,-0.756333333,4,0.199600798,40,1.960784314,1.872
209,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,170.0,0.294,0.3774,8,0.199600798,40,1.960784314,2.251
210,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,307.4666667,0.557666667,-3.04,12,0.199600798,40,1.960784314,1.609
211,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,189.0333333,0.220333333,-2.12,4,0.199600798,60,1.960784314,1.504
212,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,155.4333333,0.233333333,1.195666667,8,0.199600798,60,1.960784314,1.504
213,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,256.8,0.427666667,0.16,12,0.199600798,60,1.960784314,2.197
214,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,202.3,0.256333333,-29.4,4,0.199600798,80,1.960784314,1.872
215,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,135.8666667,0.173666667,-10.41,8,0.199600798,80,1.960784314,1.609
216,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,163.5333333,0.229333333,-0.4925,12,0.199600798,80,1.960784314,4.852
217,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,431.8,0.420666667,-9.42,4,0.199600798,20,9.090909091,2.603
218,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,465.9333333,0.358,-1.686666667,8,0.199600798,20,9.090909091,3.761
219,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,599.5333333,0.522,-0.166206667,12,0.199600798,20,9.090909091,4.595
220,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,197.5666667,0.262666667,-2.53,4,0.199600798,40,9.090909091,1.5
221,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,199.4,0.327666667,2.476666667,8,0.199600798,40,9.090909091,3.481
222,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,208.5,0.330666667,1.541666667,12,0.199600798,40,9.090909091,3.807
223,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,193.9,0.197333333,-1.64,4,0.199600798,60,9.090909091,2.526
224,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,159.3,0.201,2.77,8,0.199600798,60,9.090909091,2.674
225,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,190.9666667,0.275,2.354,12,0.199600798,60,9.090909091,4.103
226,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,166.8666667,0.266,-26.83333333,4,0.199600798,80,9.090909091,1.705
227,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,146.8666667,0.208666667,5.42,8,0.199600798,80,9.090909091,3.57
228,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,167.8,0.237,7.203333333,12,0.199600798,80,9.090909091,4.317
229,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,287.7333333,0.327,2.916666667,4,0.199600798,20,50.0,3.296
230,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,306.5333333,0.569,3.96,8,0.199600798,20,50.0,2.251
231,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,473.2,0.17,5.006666667,12,0.199600798,20,50.0,2.603
232,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,261.7,0.330333333,4.206666667,4,0.199600798,40,50.0,1.5
233,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,205.1,0.196,4.25,8,0.199600798,40,50.0,3.726
234,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,177.9333333,0.268,2.72,12,0.199600798,40,50.0,2.603
235,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,224.5,0.256333333,4.343333333,4,0.199600798,60,50.0,2.639
236,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,195.0333333,0.254,5.876666667,8,0.199600798,60,50.0,3.807
237,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,179.0333333,0.261666667,6.29,12,0.199600798,60,50.0,4.167
238,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,237.6333333,0.301,6.303333333,4,0.199600798,80,50.0,3.638
239,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,164.9666667,0.183666667,11.93333333,8,0.199600798,80,50.0,5.185
240,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,171.5333333,0.187333333,8.72,12,0.199600798,80,50.0,5.707
241,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,177.0333333,0.31,-4.186666667,4,0.99009901,20,0.497512438,3.314
242,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,223.4,0.485666667,-2.646666667,8,0.99009901,20,0.497512438,3.045
243,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,169.1333333,0.368333333,-2.373333333,12,0.99009901,20,0.497512438,3.512
244,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,193.5,0.275333333,-1.616666667,4,0.99009901,40,0.497512438,2.197
245,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,139.0,0.236666667,-1.976666667,8,0.99009901,40,0.497512438,3.555
246,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,159.2333333,0.303666667,-2.136666667,12,0.99009901,40,0.497512438,4.419
247,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,171.7,0.236333333,-0.094333333,4,0.99009901,60,0.497512438,2.251
248,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,150.1333333,0.232,-1.95,8,0.99009901,60,0.497512438,1.946
249,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,177.5333333,0.260666667,-2.43,12,0.99009901,60,0.497512438,2.485
250,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,219.6333333,0.307666667,-15.26666667,4,0.99009901,80,0.497512438,1.609
251,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,141.4666667,0.245666667,-3.21,8,0.99009901,80,0.497512438,1.504
252,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,160.0333333,0.184333333,-4.51,12,0.99009901,80,0.497512438,5.841
253,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,176.9333333,0.24,-4.66,4,0.99009901,20,0.99009901,3.481
254,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,263.8333333,0.433333333,-6.34,8,0.99009901,20,0.99009901,2.944
255,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,303.3666667,0.674666667,-2.326666667,12,0.99009901,20,0.99009901,3.434
256,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,174.6666667,0.246333333,-3.043333333,4,0.99009901,40,0.99009901,2.603
257,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,148.9333333,0.217333333,-0.049066667,8,0.99009901,40,0.99009901,3.624
258,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,152.4666667,0.288333333,-1.993333333,12,0.99009901,40,0.99009901,3.871
259,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,164.2,0.201666667,-2.476666667,4,0.99009901,60,0.99009901,2.603
260,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,150.2666667,0.204333333,1.32,8,0.99009901,60,0.99009901,2.303
261,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,191.8,0.244333333,-1.426666667,12,0.99009901,60,0.99009901,4.324
262,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,241.5333333,0.267,-15.93333333,4,0.99009901,80,0.99009901,1.792
263,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,148.0333333,0.21,-3.53,8,0.99009901,80,0.99009901,1.792
264,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,155.5666667,0.167333333,-3.316666667,12,0.99009901,80,0.99009901,5.021
265,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,153.8666667,0.203,-3.213333333,4,0.99009901,20,1.960784314,3.296
266,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,203.9333333,0.501,-2.766666667,8,0.99009901,20,1.960784314,2.708
267,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,263.9333333,0.412333333,-1.060666667,12,0.99009901,20,1.960784314,2.89
268,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,170.0666667,0.220333333,-3.176666667,4,0.99009901,40,1.960784314,3.157
269,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,158.3666667,0.279,-1.57,8,0.99009901,40,1.960784314,4.19
270,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,130.9333333,0.215,0.963666667,12,0.99009901,40,1.960784314,6.146
271,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,160.7333333,0.165333333,-3.816666667,4,0.99009901,60,1.960784314,2.773
272,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,138.7333333,0.185333333,0.242266667,8,0.99009901,60,1.960784314,3.541
273,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,152.2333333,0.245666667,-1.88,12,0.99009901,60,1.960784314,5.142
274,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,189.0,0.199,-15.9,4,0.99009901,80,1.960784314,2.862
275,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,147.2,0.241333333,-5.523333333,8,0.99009901,80,1.960784314,2.442
276,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,148.5333333,0.207,-2.94,12,0.99009901,80,1.960784314,5.952
277,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,154.9,0.957333333,-5.373333333,4,0.99009901,20,9.090909091,3.624
278,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,230.9333333,0.481666667,-2.173333333,8,0.99009901,20,9.090909091,3.384
279,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,168.1666667,0.428,-0.284166667,12,0.99009901,20,9.090909091,3.784
280,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,164.0666667,0.157333333,-0.60825,4,0.99009901,40,9.090909091,4.35
281,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,478.0,0.815333333,-3.73,8,0.99009901,40,9.090909091,5.836
282,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,161.1333333,0.330333333,0.813333333,12,0.99009901,40,9.090909091,6.599
283,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,179.6666667,0.263333333,1.84,4,0.99009901,60,9.090909091,3.85
284,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,153.8,0.197333333,-0.397333333,8,0.99009901,60,9.090909091,4.696
285,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,150.7333333,0.228333333,-0.254666667,12,0.99009901,60,9.090909091,6.184
286,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,222.5666667,0.208,-12.13333333,4,0.99009901,80,9.090909091,3.761
287,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,166.1666667,0.209333333,-6.06,8,0.99009901,80,9.090909091,4.143
288,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,198.6666667,0.219,-0.9158,12,0.99009901,80,9.090909091,5.531
289,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,236.7666667,0.272333333,-3.646666667,4,0.99009901,20,50.0,4.615
290,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,211.3666667,0.439666667,1.916666667,8,0.99009901,20,50.0,2.197
291,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,182.6,0.281,0.651,12,0.99009901,20,50.0,2.773
292,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,179.9,0.168333333,-1.32,4,0.99009901,40,50.0,4.883
293,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,196.2,0.148333333,2.876666667,8,0.99009901,40,50.0,5.097
294,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,180.0,0.512666667,-3.013333333,12,0.99009901,40,50.0,4.687
295,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,197.7,0.18,0.54,4,0.99009901,60,50.0,5.529
296,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,148.4666667,0.206666667,4.106666667,8,0.99009901,60,50.0,6.308
297,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,171.6333333,0.198666667,1.651,12,0.99009901,60,50.0,5.844
298,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,253.0666667,0.335333333,-0.074666667,4,0.99009901,80,50.0,6.763
299,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,186.6333333,0.255,-5.6,8,0.99009901,80,50.0,6.818
300,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,150.0333333,0.178,6.683333333,12,0.99009901,80,50.0,6.02
301,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,274.6,0.739666667,-9.106666667,4,9.090909091,20,0.497512438,1.5
302,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,236.6,0.577,-4.033333333,8,9.090909091,20,0.497512438,1.504
303,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,405.4,0.707666667,-5.893333333,12,9.090909091,20,0.497512438,2.526
304,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,170.1333333,0.409333333,-5.413333333,4,9.090909091,40,0.497512438,2.398
305,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,176.6666667,0.290333333,-1.593333333,8,9.090909091,40,0.497512438,2.251
306,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,260.6666667,0.788666667,-1.943333333,12,9.090909091,40,0.497512438,3.239
307,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,153.6333333,0.193,-3.223333333,4,9.090909091,60,0.497512438,1.946
308,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,153.0333333,0.370333333,-1.48,8,9.090909091,60,0.497512438,2.251
309,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,149.9,0.288333333,-2.086666667,12,9.090909091,60,0.497512438,3.114
310,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,133.1,0.144333333,-3.64,4,9.090909091,80,0.497512438,1.5
311,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,138.3666667,0.247666667,-33.9,8,9.090909091,80,0.497512438,1.792
312,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,136.2333333,0.169,-2.783333333,12,9.090909091,80,0.497512438,4.111
313,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,196.5,0.676666667,-6.903333333,4,9.090909091,20,0.99009901,1.5
314,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,197.3,0.605666667,-2.48,8,9.090909091,20,0.99009901,1.5
315,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,213.9333333,0.647666667,-1.81,12,9.090909091,20,0.99009901,1.609
316,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,137.9333333,0.216666667,-6.893333333,4,9.090909091,40,0.99009901,2.708
317,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,470.4333333,1.0,-3.68,8,9.090909091,40,0.99009901,2.251
318,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,165.9666667,0.624666667,-2.296666667,12,9.090909091,40,0.99009901,1.705
319,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,137.5666667,0.191333333,-3.093333333,4,9.090909091,60,0.99009901,2.351
320,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,115.6333333,0.217,-2.686666667,8,9.090909091,60,0.99009901,2.485
321,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,207.0666667,0.332333333,-1.29,12,9.090909091,60,0.99009901,2.708
322,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,145.4,0.130333333,-3.763333333,4,9.090909091,80,0.99009901,1.504
323,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,135.8666667,0.231,-36.3,8,9.090909091,80,0.99009901,2.079
324,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,120.9333333,0.173,-1.66,12,9.090909091,80,0.99009901,3.277
325,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,278.8333333,0.789333333,-8.986666667,4,9.090909091,20,1.960784314,1.5
326,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,415.8,0.856666667,-6.63,8,9.090909091,20,1.960784314,1.5
327,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,496.8333333,0.378333333,-6.54,12,9.090909091,20,1.960784314,1.504
328,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,93.06666667,0.211,-2.723333333,4,9.090909091,40,1.960784314,2.833
329,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,207.5666667,0.603666667,-2.203333333,8,9.090909091,40,1.960784314,2.803
330,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,201.6333333,0.620333333,-2.146666667,12,9.090909091,40,1.960784314,2.674
331,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,136.1666667,0.159666667,-2.57,4,9.090909091,60,1.960784314,1.504
332,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,129.5,0.283,-1.666333333,8,9.090909091,60,1.960784314,2.398
333,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,202.5,0.512333333,-2.12,12,9.090909091,60,1.960784314,2.565
334,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,143.0333333,0.155333333,-3.51,4,9.090909091,80,1.960784314,1.705
335,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,134.7,0.230666667,-36.66666667,8,9.090909091,80,1.960784314,2.398
336,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,135.2333333,0.219666667,-2.383333333,12,9.090909091,80,1.960784314,3.75
337,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,235.4666667,0.617,-9.563333333,4,9.090909091,20,9.090909091,1.946
338,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,378.9333333,0.809333333,-5.376666667,8,9.090909091,20,9.090909091,1.5
339,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,476.3333333,0.748333333,-7.476666667,12,9.090909091,20,9.090909091,1.5
340,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,132.7666667,0.226,-5.483333333,4,9.090909091,40,9.090909091,3.091
341,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,279.9666667,0.880333333,-2.596666667,8,9.090909091,40,9.090909091,2.526
342,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,153.0,0.411666667,-1.983333333,12,9.090909091,40,9.090909091,2.526
343,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,156.7333333,0.235666667,-3.656666667,4,9.090909091,60,9.090909091,3.367
344,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,134.0666667,0.204666667,-1.370333333,8,9.090909091,60,9.090909091,3.239
345,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,167.5,0.380333333,-2.37,12,9.090909091,60,9.090909091,3.541
346,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,144.4333333,0.081666667,-4.92,4,9.090909091,80,9.090909091,2.14
347,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,161.1333333,0.24,-31.9,8,9.090909091,80,9.090909091,3.401
348,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,118.1666667,0.198,-2.056666667,12,9.090909091,80,9.090909091,4.635
349,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,302.6666667,0.693,-8.333333333,4,9.090909091,20,50.0,1.5
350,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,270.0333333,0.633333333,-7.673333333,8,9.090909091,20,50.0,1.5
351,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,180.3,0.614,-9.613333333,12,9.090909091,20,50.0,1.504
352,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,157.5,0.177,-3.126666667,4,9.090909091,40,50.0,1.5
353,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,140.4666667,0.248666667,-1.383333333,8,9.090909091,40,50.0,1.705
354,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,228.2,0.517,-1.873333333,12,9.090909091,40,50.0,4.812
355,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,153.2,0.232666667,-2.37,4,9.090909091,60,50.0,2.565
356,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,129.7666667,0.194666667,-1.059,8,9.090909091,60,50.0,3.314
357,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,145.7333333,0.333666667,-1.533333333,12,9.090909091,60,50.0,4.127
358,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,165.1666667,0.186,-3.313333333,4,9.090909091,80,50.0,4.527
359,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,157.6666667,0.210666667,15.6,8,9.090909091,80,50.0,4.654
360,DOPE,1,1,9.784,2,9,36,2,0,0,1,0,0,0,140.5666667,0.184333333,-1.012333333,12,9.090909091,80,50.0,6.157
361,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,157.3333333,0.166,5.9,4,0.199600798,20,0.497512438,7.449
362,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,138.8333333,0.375666667,5.12,8,0.199600798,20,0.497512438,6.663
363,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,235.9333333,0.509333333,9.113333333,12,0.199600798,20,0.497512438,6.676
364,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,175.8333333,0.266333333,12.9,4,0.199600798,40,0.497512438,5.409
365,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,172.5333333,0.298333333,1.866666667,8,0.199600798,40,0.497512438,6.233
366,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,173.3,0.307666667,6.673333333,12,0.199600798,40,0.497512438,6.531
367,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,222.7333333,0.28,16.2,4,0.199600798,60,0.497512438,3.114
368,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,163.4666667,0.289666667,13.33333333,8,0.199600798,60,0.497512438,3.219
369,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,132.7666667,0.248666667,15.63333333,12,0.199600798,60,0.497512438,4.143
370,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,172.6333333,0.228666667,-10.96666667,4,0.199600798,80,0.497512438,2.526
371,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,156.5,0.215666667,5.703333333,8,0.199600798,80,0.497512438,1.705
372,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,415.4333333,0.464333333,-30.56666667,12,0.199600798,80,0.497512438,4.625
373,DOTAP,1,0,12.515,0,4,36,2,0,0,0,0,1,0,126.4666667,0.141666667,1.823,4,0.199600798,20,0.99009901,6.521
