group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-3.2775,0.1052,-6.8643,0.3094,False
DT,MLP,-0.3297,1.0,-3.9165,3.2572,False
DT,MLR,2.2486,0.5806,-1.3383,5.8355,False
DT,PLS,2.2708,0.5671,-1.316,5.8577,False
DT,RF,-2.153,0.6384,-5.7398,1.4339,False
DT,XGB,-2.9997,0.1882,-6.5865,0.5872,False
DT,kNN,0.6721,0.9997,-2.9147,4.259,False
DT,lasso,2.9634,0.2018,-0.6234,6.5503,False
LGBM,MLP,2.9478,0.2078,-0.6391,6.5347,False
LGBM,MLR,5.5261,0.0001,1.9392,9.1129,True
LGBM,PLS,5.5483,0.0001,1.9614,9.1351,True
LGBM,RF,1.1245,0.9882,-2.4624,4.7114,False
LGBM,XGB,0.2778,1.0,-3.3091,3.8646,False
LGBM,kNN,3.9496,0.0185,0.3627,7.5365,True
LGBM,lasso,6.2409,0.0,2.654,9.8278,True
MLP,MLR,2.5783,0.3847,-1.0086,6.1651,False
MLP,PLS,2.6005,0.3724,-0.9864,6.1874,False
MLP,RF,-1.8233,0.8163,-5.4102,1.7636,False
MLP,XGB,-2.67,0.3351,-6.2569,0.9168,False
MLP,kNN,1.0018,0.9945,-2.5851,4.5887,False
MLP,lasso,3.2931,0.1016,-0.2938,6.88,False
MLR,PLS,0.0222,1.0,-3.5646,3.6091,False
MLR,RF,-4.4016,0.0045,-7.9884,-0.8147,True
MLR,XGB,-5.2483,0.0002,-8.8352,-1.6614,True
MLR,kNN,-1.5765,0.9106,-5.1633,2.0104,False
MLR,lasso,0.7148,0.9995,-2.872,4.3017,False
PLS,RF,-4.4238,0.0042,-8.0107,-0.8369,True
PLS,XGB,-5.2705,0.0002,-8.8574,-1.6836,True
PLS,kNN,-1.5987,0.9038,-5.1856,1.9882,False
PLS,lasso,0.6926,0.9996,-2.8942,4.2795,False
RF,XGB,-0.8467,0.9983,-4.4336,2.7402,False
RF,kNN,2.8251,0.2595,-0.7618,6.412,False
RF,lasso,5.1164,0.0003,1.5295,8.7033,True
XGB,kNN,3.6718,0.0401,0.085,7.2587,True
XGB,lasso,5.9631,0.0,2.3763,9.55,True
kNN,lasso,2.2913,0.5546,-1.2956,5.8782,False
