LGBM,DT,XGB,RF,MLP,kNN,lasso,PLS,MLR
0.003843105986981842,0.0,0.008382178843021393,0.0005110466065721736,0.0073239194368231175,0.009118967064812343,0.0023992530635445486,0.003803910596954882,0.06020852891213813
0.0029290780360777258,0.12816258813770226,0.18409915268421173,0.13361689911352914,0.1844895230269462,0.1771189309442054,0.3048118742857372,0.29038328509828326,0.1395393032401206
0.007624252577219166,0.03838886584635237,0.01981588825583458,0.00206117901185343,0.06110750123443348,0.016198413501470485,0.025085147142176134,0.03112350614246409,0.1783798108355805
0.0007306176131727509,0.0,0.0036397420335561037,0.015305186329245218,0.033301405038902276,0.0015050219215626548,0.04953365366578566,0.06580616011322983,0.06603899782716217
0.2505089925335957,0.15685054610811566,0.0016961883520707488,0.0018222915682917255,0.22813491532574082,0.02172795002565692,0.16153547357534304,0.2133204234481044,0.16720684839229125
0.0075274189888917655,0.0,0.29783528589652686,0.29830745146444626,0.08899653322134066,0.3849779884759363,0.19893442945954876,0.1714140354955117,0.08823925470002789
0.006394447477733094,0.0,0.017716670408844948,0.0037349160053988867,0.008449037470846271,0.08791132581177938,0.0862386319717986,0.09120695340901061,0.08034777603580577
0.0004269909839873841,0.0,0.03745512664318085,0.030573448633797032,0.07768967703982471,0.0013941106691735532,0.006970160416093496,0.0010208363625440614,0.022889517788629098
0.23630803041201565,0.06645467533066052,0.015048735891323939,0.11892804556497039,0.2477176520315263,0.0,0.05548998430832497,0.06388927269144501,0.10330562926046874
0.0005835409030147957,0.0,0.0923268149275841,0.157927205228819,0.040402336852329884,0.0,0.012169727357641935,0.0036562911945832027,0.0725241742225813
0.13964015659473744,0.17129821650767313,0.10885249823331833,0.20784275773077102,0.06855760797432797,0.039268543008310064,0.06615949264089771,0.09276642393026084,0.2951010512446594
0.07992686397117828,0.10613392322226826,0.012587173841893673,0.05067014159217513,0.028670474115389255,0.051017116345968595,0.016520661396837277,0.019594393469456448,0.11948906672984452
0.02391045284244641,0.0,0.019241537898778915,0.0018980998333010793,0.010513868690648048,0.0,0.044246412097138754,0.0697280189667708,0.2263755356179471
0.10564721796593991,0.21256739941932806,0.01592256826771321,0.03356162865100082,0.19138979190585595,0.0,0.019669223290862625,0.02995138283877341,0.035630869895755916
0.00043285110199506224,0.0,0.05350060388445854,0.07002583524515077,0.0037243959077818967,0.045379105341643605,0.1240892453387143,0.12355859380388157,0.03186607481569406
6.775090201800978e-05,0.0,0.12278458424562505,0.09968141046554935,0.005114165162710432,0.03292663842633782,0.03196332601307683,0.07243288817005386,0.20600715887984983
0.13656718964574616,0.14046730264067467,0.23030841637330157,0.26787368273499523,0.026399072241468313,0.002609280941297625,0.040611150262858275,0.03413637753993235,0.2254680350719652
0.028428669045336415,0.0,0.026674002408981323,0.003471193530198371,0.02460008726466409,0.025242136249963038,0.023919022476431406,0.00146741690122916,0.02443525549924897
0.12097077706989265,0.21097746439928106,0.03639925643801689,0.02028762506753178,0.1179448222383592,0.0,0.03492931098576518,0.04763526097575771,0.3488511734347588
0.0008269739909195316,0.005461081155813646,0.009214023128151894,0.0002835496998871857,0.003039695564321737,0.0016815965777475068,0.012699170079032263,0.04092141240664745,0.01639409640896608
0.0013941329158084267,0.010092630996820137,0.24353955903851632,0.2099953799714271,0.01132634006228811,0.0,0.0072675770339820644,0.011669416767720639,0.2992486879234785
0.000735512635057649,0.0,0.08423241227865219,0.030228193666263045,0.1273923696175821,0.07430302773122283,0.060049363817656465,0.08035687457512901,0.015938887814911373
0.10615180350995315,0.31003732890916635,0.004189399986072206,0.04902237430296322,0.30797818701698326,0.10342362832951425,0.0416540941748213,0.05273940040294349,0.09936859340621297
0.0005553205252464457,0.0,0.2552803953735887,0.35457307868231985,0.03422577443330532,0.0,0.014197958348226236,0.03862626342779518,0.07229274171104302
0.006926564429942359,0.0,0.08735032379627228,0.13018652567245037,0.04485185759550819,0.15174299091065813,0.11838189653958098,0.12180237676515093,0.03800572399665811
0.03153539531589903,0.0,0.11387120501869497,0.1547136687778019,0.015350425776838178,0.0,0.08592658935746528,0.10531169981179891,0.06000037782967043
