# of Features,Feature names,Removed Feature Names,p_value,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,Predictions,Hold_out_set,linkage distance
20,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', '18PG', '14PA', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",None,,0.08670777593415224,0.0014838201931942848,0.8111946244525804,0.010795781379698909,0.7982763416355935,0.009410611272941367,"[array([0.7 , 0.77, 0.6 , ..., 0.49, 0.55, 0.5 ]), array([0.44, 0.61, 0.7 , ..., 0.29, 0.38, 0.61]), array([0.7 , 0.72, 0.4 , ..., 0.24, 0.66, 0.62]), array([0.63, 0.59, 0.68, ..., 0.51, 0.56, 0.66]), array([0.52, 0.69, 0.59, ..., 0.6 , 0.63, 0.65])]","[array([0.85, 0.71, 0.28, ..., 0.62, 0.66, 0.52]), array([0.71, 0.74, 0.76, ..., 0.3 , 0.52, 0.61]), array([0.71, 0.77, 0.5 , ..., 0.3 , 0.65, 0.64]), array([0.1 , 0.34, 0.66, ..., 0.65, 0.64, 0.69]), array([0.63, 0.71, 0.25, ..., 0.61, 0.55, 0.74])]",0.0
19,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', '18PG', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",14PA,,0.08670777593415224,0.0014838201931942848,0.8111946244525804,0.010795781379698909,0.7982763416355935,0.009410611272941367,"[array([0.7 , 0.77, 0.6 , ..., 0.49, 0.55, 0.5 ]), array([0.44, 0.61, 0.7 , ..., 0.29, 0.38, 0.61]), array([0.7 , 0.72, 0.4 , ..., 0.24, 0.66, 0.62]), array([0.63, 0.59, 0.68, ..., 0.51, 0.56, 0.66]), array([0.52, 0.69, 0.59, ..., 0.6 , 0.63, 0.65])]","[array([0.85, 0.71, 0.28, ..., 0.62, 0.66, 0.52]), array([0.71, 0.74, 0.76, ..., 0.3 , 0.52, 0.61]), array([0.71, 0.77, 0.5 , ..., 0.3 , 0.65, 0.64]), array([0.1 , 0.34, 0.66, ..., 0.65, 0.64, 0.69]), array([0.63, 0.71, 0.25, ..., 0.61, 0.55, 0.74])]",0.002
18,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', '18PG', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Hbond_A,,0.08666623336183263,0.0015104589047095322,0.8117075423003408,0.010889829809985745,0.7985683392263989,0.009057380602089663,"[array([0.73, 0.79, 0.59, ..., 0.48, 0.57, 0.49]), array([0.46, 0.61, 0.65, ..., 0.3 , 0.37, 0.62]), array([0.73, 0.75, 0.42, ..., 0.23, 0.69, 0.61]), array([0.64, 0.55, 0.68, ..., 0.51, 0.55, 0.65]), array([0.53, 0.66, 0.59, ..., 0.6 , 0.63, 0.66])]","[array([0.85, 0.71, 0.28, ..., 0.62, 0.66, 0.52]), array([0.71, 0.74, 0.76, ..., 0.3 , 0.52, 0.61]), array([0.71, 0.77, 0.5 , ..., 0.3 , 0.65, 0.64]), array([0.1 , 0.34, 0.66, ..., 0.65, 0.64, 0.69]), array([0.63, 0.71, 0.25, ..., 0.61, 0.55, 0.74])]",0.004
17,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",18PG,,0.08666623336183263,0.0015104589047095322,0.8117075423003408,0.010889829809985745,0.7985683392263989,0.009057380602089663,"[array([0.73, 0.79, 0.59, ..., 0.48, 0.57, 0.49]), array([0.46, 0.61, 0.65, ..., 0.3 , 0.37, 0.62]), array([0.73, 0.75, 0.42, ..., 0.23, 0.69, 0.61]), array([0.64, 0.55, 0.68, ..., 0.51, 0.55, 0.65]), array([0.53, 0.66, 0.59, ..., 0.6 , 0.63, 0.66])]","[array([0.85, 0.71, 0.28, ..., 0.62, 0.66, 0.52]), array([0.71, 0.74, 0.76, ..., 0.3 , 0.52, 0.61]), array([0.71, 0.77, 0.5 , ..., 0.3 , 0.65, 0.64]), array([0.1 , 0.34, 0.66, ..., 0.65, 0.64, 0.69]), array([0.63, 0.71, 0.25, ..., 0.61, 0.55, 0.74])]",0.006
16,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DSPC', 'DOTAP', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",DDAB,,0.08666623336183263,0.0015104589047095322,0.8117075423003408,0.010889829809985745,0.7985683392263989,0.009057380602089663,"[array([0.73, 0.79, 0.59, ..., 0.48, 0.57, 0.49]), array([0.46, 0.61, 0.65, ..., 0.3 , 0.37, 0.62]), array([0.73, 0.75, 0.42, ..., 0.23, 0.69, 0.61]), array([0.64, 0.55, 0.68, ..., 0.51, 0.55, 0.65]), array([0.53, 0.66, 0.59, ..., 0.6 , 0.63, 0.66])]","[array([0.85, 0.71, 0.28, ..., 0.62, 0.66, 0.52]), array([0.71, 0.74, 0.76, ..., 0.3 , 0.52, 0.61]), array([0.71, 0.77, 0.5 , ..., 0.3 , 0.65, 0.64]), array([0.1 , 0.34, 0.66, ..., 0.65, 0.64, 0.69]), array([0.63, 0.71, 0.25, ..., 0.61, 0.55, 0.74])]",0.008
15,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DSPC', 'DOTAP', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Hbond_D,,0.08666836013180942,0.001839137730072973,0.8110871292783497,0.013762034129968851,0.7983064198368649,0.011377878445359462,"[array([0.63, 0.75, 0.61, ..., 0.46, 0.55, 0.5 ]), array([0.46, 0.6 , 0.7 , ..., 0.32, 0.35, 0.63]), array([0.72, 0.75, 0.43, ..., 0.23, 0.67, 0.62]), array([0.64, 0.53, 0.67, ..., 0.51, 0.54, 0.64]), array([0.56, 0.66, 0.59, ..., 0.6 , 0.64, 0.65])]","[array([0.85, 0.71, 0.28, ..., 0.62, 0.66, 0.52]), array([0.71, 0.74, 0.76, ..., 0.3 , 0.52, 0.61]), array([0.71, 0.77, 0.5 , ..., 0.3 , 0.65, 0.64]), array([0.1 , 0.34, 0.66, ..., 0.65, 0.64, 0.69]), array([0.63, 0.71, 0.25, ..., 0.61, 0.55, 0.74])]",0.01
14,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Total_Carbon_Tails', 'Double_bonds', 'DSPC', 'DOTAP', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",DOPE,,0.08603345334905163,0.001356258774546408,0.8153235254878686,0.010484792454848246,0.8016663296951652,0.008394082159304758,"[array([0.65, 0.75, 0.61, ..., 0.48, 0.58, 0.53]), array([0.48, 0.55, 0.72, ..., 0.3 , 0.33, 0.64]), array([0.74, 0.75, 0.41, ..., 0.24, 0.65, 0.62]), array([0.62, 0.61, 0.65, ..., 0.52, 0.52, 0.66]), array([0.61, 0.65, 0.61, ..., 0.56, 0.62, 0.62])]","[array([0.85, 0.71, 0.28, ..., 0.62, 0.66, 0.52]), array([0.71, 0.74, 0.76, ..., 0.3 , 0.52, 0.61]), array([0.71, 0.77, 0.5 , ..., 0.3 , 0.65, 0.64]), array([0.1 , 0.34, 0.66, ..., 0.65, 0.64, 0.69]), array([0.63, 0.71, 0.25, ..., 0.61, 0.55, 0.74])]",0.012
13,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Total_Carbon_Tails', 'Double_bonds', 'DOTAP', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",DSPC,,0.08603345334905163,0.001356258774546408,0.8153235254878686,0.010484792454848246,0.8016663296951652,0.008394082159304758,"[array([0.65, 0.75, 0.61, ..., 0.48, 0.58, 0.53]), array([0.48, 0.55, 0.72, ..., 0.3 , 0.33, 0.64]), array([0.74, 0.75, 0.41, ..., 0.24, 0.65, 0.62]), array([0.62, 0.61, 0.65, ..., 0.52, 0.52, 0.66]), array([0.61, 0.65, 0.61, ..., 0.56, 0.62, 0.62])]","[array([0.85, 0.71, 0.28, ..., 0.62, 0.66, 0.52]), array([0.71, 0.74, 0.76, ..., 0.3 , 0.52, 0.61]), array([0.71, 0.77, 0.5 , ..., 0.3 , 0.65, 0.64]), array([0.1 , 0.34, 0.66, ..., 0.65, 0.64, 0.69]), array([0.63, 0.71, 0.25, ..., 0.61, 0.55, 0.74])]",0.014
12,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Total_Carbon_Tails', 'Double_bonds', 'DOTAP', 'Size', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",PDI,,0.08446311429868521,0.0016195885950179801,0.8199833713699348,0.015031501732845719,0.8078513638031364,0.011869359014644285,"[array([0.7 , 0.73, 0.56, ..., 0.46, 0.58, 0.55]), array([0.53, 0.71, 0.69, ..., 0.28, 0.32, 0.64]), array([0.73, 0.72, 0.47, ..., 0.27, 0.61, 0.61]), array([0.51, 0.61, 0.65, ..., 0.54, 0.54, 0.62]), array([0.61, 0.63, 0.56, ..., 0.59, 0.62, 0.63])]","[array([0.85, 0.71, 0.28, ..., 0.62, 0.66, 0.52]), array([0.71, 0.74, 0.76, ..., 0.3 , 0.52, 0.61]), array([0.71, 0.77, 0.5 , ..., 0.3 , 0.65, 0.64]), array([0.1 , 0.34, 0.66, ..., 0.65, 0.64, 0.69]), array([0.63, 0.71, 0.25, ..., 0.61, 0.55, 0.74])]",0.016
11,"['P_charged_centers', 'cLogP', 'Total_Carbon_Tails', 'Double_bonds', 'DOTAP', 'Size', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",N_charged_centers,,0.08445701523681123,0.0016125053475810676,0.8201779732244215,0.014901422026110743,0.8080544145272477,0.011724095925207973,"[array([0.7 , 0.73, 0.56, ..., 0.46, 0.58, 0.55]), array([0.53, 0.71, 0.69, ..., 0.28, 0.32, 0.64]), array([0.73, 0.72, 0.47, ..., 0.26, 0.62, 0.6 ]), array([0.51, 0.61, 0.65, ..., 0.54, 0.54, 0.62]), array([0.61, 0.63, 0.56, ..., 0.59, 0.62, 0.63])]","[array([0.85, 0.71, 0.28, ..., 0.62, 0.66, 0.52]), array([0.71, 0.74, 0.76, ..., 0.3 , 0.52, 0.61]), array([0.71, 0.77, 0.5 , ..., 0.3 , 0.65, 0.64]), array([0.1 , 0.34, 0.66, ..., 0.65, 0.64, 0.69]), array([0.63, 0.71, 0.25, ..., 0.61, 0.55, 0.74])]",0.018
