3.000000000000000000e+00,4.000000000000000000e+00,1.620007200125350710e-01,2.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.911856747947180413e-01,2.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,3.143964813760133925e-01,2.000000000000000000e+00
1.400000000000000000e+01,1.500000000000000000e+01,5.839279013494066417e-01,4.000000000000000000e+00
1.000000000000000000e+01,1.100000000000000000e+01,6.190898728316797106e-01,2.000000000000000000e+00
9.000000000000000000e+00,1.200000000000000000e+01,6.713829461724794001e-01,2.000000000000000000e+00
6.000000000000000000e+00,1.600000000000000000e+01,7.315810875361434817e-01,3.000000000000000000e+00
1.300000000000000000e+01,1.700000000000000000e+01,7.451680815584297290e-01,5.000000000000000000e+00
7.000000000000000000e+00,1.900000000000000000e+01,9.789137439533831531e-01,3.000000000000000000e+00
8.000000000000000000e+00,2.200000000000000000e+01,1.023938756061545163e+00,4.000000000000000000e+00
1.800000000000000000e+01,2.300000000000000000e+01,1.116268055732155595e+00,6.000000000000000000e+00
2.000000000000000000e+01,2.100000000000000000e+01,1.163909759037813796e+00,8.000000000000000000e+00
2.400000000000000000e+01,2.500000000000000000e+01,1.525540021730138251e+00,1.400000000000000000e+01
