,RLU_PC3
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.07701437425820917
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.20770143742582092
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.07319003033100363
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.13517077673743905
607,0.16457866279836486
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.32375049452723204
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.052881445338256616
677,0.0
678,0.0
679,0.21429513385203747
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.06936568640379798
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.132797046024001
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.16088619279968353
743,0.0
744,0.0
745,0.5511011473031783
746,0.0
747,0.0
748,0.5319794276671502
749,0.14216009494922865
750,0.1033891599630753
751,0.6051694579981539
752,0.0
753,0.0
754,0.41118290913886335
755,0.0
756,0.40617169985493873
757,0.7655281550837401
758,0.0
759,0.023473559277330913
760,0.697744955822234
761,0.0
762,0.0
763,0.37069761308189375
764,0.039034682843201884
765,0.052881445338256616
766,0.2984307002505605
767,0.0
768,0.08756428854015569
769,0.5951470394303047
770,0.0
771,0.057233284979559595
772,0.0
773,0.057233284979559595
774,0.5708822365818278
775,0.0
776,0.2808914677568245
777,0.7427139654490307
778,0.0
779,0.3220361334564157
780,0.703283660820256
781,0.6095212976394566
782,0.8515099564816038
783,0.6708426744032705
784,0.5595410787287354
785,0.8020572332849798
786,0.563365422655941
787,0.5695634972965845
788,0.7200316497428461
789,0.7053936436766453
790,0.6089938019253596
791,0.06936568640379798
792,0.6369510747725176
793,0.3795331662930239
794,0.18554661743373335
795,0.24528550705525531
796,0.5874983515758935
797,0.460503758406963
798,0.5257813530265067
799,0.6209943294210736
800,0.10932348674667025
801,0.0
802,0.0
803,0.4910985098246078
804,0.4031385994988792
805,0.30436502703415536
806,0.0
807,0.5231438744560201
808,0.15481999208756436
809,0.2963207173941712
810,0.6368192008439932
811,0.0
812,0.48173546089938024
813,0.7440327047342741
814,0.2368455756296981
815,0.6055650797837269
816,0.5604641962284057
817,0.6406435447711987
818,0.0614532506923382
819,0.0
820,0.6759857576157193
821,0.2744296452591324
822,0.44837135698272457
823,0.8789397336146643
824,0.7555057365158908
825,0.8243439272055915
826,0.6679414479757353
827,0.7697481207965187
828,0.4523275748384544
829,0.7569563497296585
830,0.4897797705393645
831,0.3746538309376237
832,0.7276803375972571
833,0.6365554529869446
834,0.5522880126598971
835,0.7454833179480418
836,0.5741790847949361
837,0.6043782144270078
838,0.7085586179612291
839,0.763945667941448
840,0.5293419490966637
841,0.0
842,0.0
843,0.31267308453118825
844,0.0
845,0.3703019912963207
846,0.0
847,0.1963602795727285
848,0.5070552551760518
849,0.0
850,0.0
851,0.0
852,0.043782144270077816
853,0.0
854,0.0
855,0.2368455756296981
856,0.2769352499010945
857,0.24924172491098506
858,0.6683370697613082
859,0.7396808650929712
860,0.5530792562310431
861,0.6584465251219835
862,0.6660952129763946
863,0.5694316233680602
