Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
P_charged_centers,0.0,0.0,-0.0026023814327422205
P_charged_centers,1.0,1.0,0.002789295684126959
N_charged_centers,1.0,1.0,-0.030833318449882234
N_charged_centers,0.0,0.0,0.06605461731999294
Hbond_D,3.0,3.0,-0.0048706744027239585
Hbond_D,2.0,2.0,-0.011046556772007592
Hbond_D,0.0,0.0,0.009437846763703586
Double_bonds,1.0,1.0,-0.017384496673086062
Double_bonds,2.0,2.0,0.037011348234228185
Double_bonds,0.0,0.0,-0.020521647438996763
Size,"(284.0, 493.0)",388.5,-0.0007481105965976726
Size,"(75.0, 284.0)",179.5,-0.0023079851712465888
Size,"(1120.0, 1329.0)",1224.5,-0.0009181399513855295
Size,"(911.0, 1120.0)",1015.5,-0.0009182053233586988
Size,"(1747.0, 1956.0)",1851.5,-0.00038675115769442264
Size,"(1538.0, 1747.0)",1642.5,-0.0009130734038388626
Size,"(493.0, 702.0)",597.5,-0.0014377077831252117
Size,"(702.0, 911.0)",806.5,-0.001100788241207576
Size,"(1329.0, 1538.0)",1433.5,-0.002766375293950381
PDI,0.292666667,0.292666667,-0.0018761620908932268
PDI,0.187666667,0.187666667,0.000241104359069503
PDI,0.408666667,0.408666667,-0.00192278232041423
PDI,0.359666667,0.359666667,-0.0014834936737543193
PDI,0.308666667,0.308666667,-0.0010036016520855726
PDI,0.374333333,0.374333333,-0.003928514652109574
PDI,0.257,0.257,-0.0018543261059844396
PDI,0.367333333,0.367333333,-0.003151223702585494
PDI,0.301,0.301,-0.0057464316502684925
PDI,0.5935,0.5935,0.0031206402470133586
PDI,0.445,0.445,0.0034826190674892357
PDI,0.466166667,0.466166667,0.0009047256010641279
PDI,0.062333333,0.062333333,-0.003222329076736089
PDI,0.177666667,0.177666667,-0.001694309593463995
PDI,0.699333333,0.699333333,0.0037441014726803936
PDI,0.298,0.298,-0.0007249663616740045
PDI,0.319666667,0.319666667,0.001676811765217019
PDI,0.671,0.671,-0.0001814615396287146
PDI,0.285666667,0.285666667,5.121174670632691e-05
PDI,0.286333333,0.286333333,-0.002016252925261704
PDI,0.296333333,0.296333333,-0.002987598025695133
PDI,0.565833333,0.565833333,0.0032551972812739126
PDI,0.429666667,0.429666667,0.003617176101749789
PDI,0.270666667,0.270666667,-0.001977867441037681
PDI,0.301666667,0.301666667,-0.007021722226624624
PDI,0.512666667,0.512666667,0.0015037989366969533
PDI,0.621666667,0.621666667,-0.0004411852923386368
PDI,0.463333333,0.463333333,0.002868569032468333
PDI,0.442333333,0.442333333,0.0028342898328613587
PDI,0.252,0.252,-0.003079960056973639
PDI,0.283333333,0.283333333,-0.0006974831286814557
PDI,0.240333333,0.240333333,-0.003646565407726631
PDI,0.281333333,0.281333333,-0.0005693215303246056
PDI,0.537333333,0.537333333,0.0032551972812739126
PDI,0.436166667,0.436166667,0.003617176101749789
PDI,0.323,0.323,-0.0032454768010567302
PDI,0.320333333,0.320333333,-0.0006504160370560967
PDI,0.568333333,0.568333333,0.000194927466289772
PDI,0.293,0.293,-0.0012836523467022606
PDI,0.251,0.251,3.823812080023465e-05
PDI,0.263,0.263,-0.0013528131087720773
PDI,0.273666667,0.273666667,-0.0013413183481363103
PDI,0.252666667,0.252666667,0.0027994853217232587
PDI,0.257333333,0.257333333,-0.0012800930320060427
PDI,0.268333333,0.268333333,-0.0004166408306314043
PDI,0.3755,0.3755,-0.0019503574083437436
PDI,0.288833333,0.288833333,-0.0010862034463572415
PDI,0.234333333,0.234333333,0.004243306624589999
PDI,0.579,0.579,-0.0007433685805227349
PDI,0.492333333,0.492333333,-0.000805060413736606
PDI,0.215333333,0.215333333,0.0004451832201885697
PDI,0.760333333,0.760333333,-0.0006567407788956324
PDI,0.693666667,0.693666667,-0.0006903907043946245
PDI,0.461,0.461,-0.001014013741426251
PDI,0.716333333,0.716333333,-0.005989746954461845
PDI,0.147333333,0.147333333,0.0014366263216951836
PDI,0.683333333,0.683333333,-0.006909538250439179
PDI,0.131333333,0.131333333,-0.004518699336427488
PDI,0.151833333,0.151833333,-0.004620470861432426
PDI,0.102,0.102,0.01852738623245425
PDI,0.964,0.964,0.004961390705785587
PDI,0.518,0.518,0.0012800188192386274
PDI,0.349333333,0.349333333,-0.005952025422339662
PDI,0.609333333,0.609333333,0.018449641298907943
PDI,0.548,0.548,0.021132999478142123
PDI,0.46,0.46,9.20464656051712e-05
PDI,0.504666667,0.504666667,0.03131723697443402
PDI,0.482666667,0.482666667,0.03365858677250247
PDI,0.325666667,0.325666667,-0.017342833488884817
PDI,0.144666667,0.144666667,-0.007523250327398055
PDI,0.213666667,0.213666667,-0.007758175874694166
PDI,0.112,0.112,0.022891317443318206
PDI,0.447,0.447,0.006527087163229851
PDI,0.669666667,0.669666667,0.0008775626827100591
PDI,0.441,0.441,0.019912865324259447
PDI,0.641666667,0.641666667,0.021161592847922493
PDI,0.624,0.624,-0.0013139908201855969
PDI,0.565,0.565,0.032089239748176124
PDI,0.412333333,0.412333333,-0.008388002366457939
PDI,0.722666667,0.722666667,0.011899380707298644
PDI,0.080666667,0.080666667,-0.010943371516430666
PDI,0.114666667,0.114666667,-0.015275672337495834
PDI,0.3485,0.3485,-0.02897152976088141
PDI,0.887666667,0.887666667,0.005131268961539536
PDI,0.453,0.453,0.0028249076954696395
PDI,0.686333333,0.686333333,0.0012594712275143596
PDI,0.627666667,0.627666667,0.018820093090489362
PDI,0.536333333,0.536333333,0.021161592847922493
PDI,0.343333333,0.343333333,-0.02263918304342611
PDI,0.484333333,0.484333333,0.032089239748176124
PDI,0.341333333,0.341333333,-0.0065148296715834995
PDI,0.295666667,0.295666667,-0.014239206169635508
PDI,0.139,0.139,-0.014494756803943524
PDI,0.146666667,0.146666667,-0.018828182320243712
PDI,0.148333333,0.148333333,0.007277702332933001
PDI,0.88,0.88,0.0009711324441509936
PDI,0.436333333,0.436333333,0.0036895579924358483
PDI,0.81,0.81,-0.0001855727934445548
PDI,0.343666667,0.343666667,-0.0010064118226671777
PDI,0.364666667,0.364666667,-0.000722191010560816
PDI,0.267,0.267,-0.008847153515905511
PDI,0.353333333,0.353333333,-0.003572342901977924
PDI,0.390666667,0.390666667,-0.002279389286985421
PDI,0.217333333,0.217333333,1.8020675273690365e-05
PDI,0.153666667,0.153666667,-0.0020132126712556343
PDI,0.369,0.369,-0.0031094145599688916
PDI,0.277,0.277,-0.00554110229427051
PDI,0.221,0.221,-0.00014954839968392972
PDI,0.200333333,0.200333333,0.0004250908182792797
PDI,0.109,0.109,0.004714992992054896
PDI,0.203333333,0.203333333,0.00011634375062312585
PDI,0.1,0.1,0.004550166630677758
PDI,0.111,0.111,0.01042772522597872
PDI,0.106333333,0.106333333,0.01627037380049413
PDI,0.209,0.209,-0.00872068533920444
PDI,0.061666667,0.061666667,0.03518931094348115
PDI,0.201,0.201,-0.0007322026059820531
PDI,0.132666667,0.132666667,-0.007230117621704422
PDI,0.290333333,0.290333333,-0.008068181153356302
PDI,0.238333333,0.238333333,-0.0020441217988370155
PDI,0.428333333,0.428333333,0.0014958248081612916
PDI,0.599333333,0.599333333,9.111533982918672e-05
PDI,0.307333333,0.307333333,6.544227844070786e-05
PDI,0.435666667,0.435666667,0.0029819324436365893
PDI,0.400666667,0.400666667,-0.003784739387686743
PDI,0.504,0.504,0.0033459247917631005
PDI,0.356666667,0.356666667,-0.0018490983122299606
PDI,0.331,0.331,-0.002185550806788608
PDI,0.313333333,0.313333333,-0.002473004182865568
PDI,0.258666667,0.258666667,3.872052744208022e-05
PDI,0.286,0.286,-0.003597482339903333
PDI,0.231666667,0.231666667,-0.0026768449743021757
PDI,0.714,0.714,0.0011159693149384391
PDI,0.704333333,0.704333333,-0.0008194747123734369
PDI,0.334,0.334,-0.0012736828379135655
PDI,0.396,0.396,-0.001423734507468319
PDI,0.366333333,0.366333333,-0.029773863399653846
PDI,0.477333333,0.477333333,0.0033745181615434687
PDI,0.330666667,0.330666667,-0.0025420757392971413
PDI,0.313,0.313,-0.004944737634851613
PDI,0.302666667,0.302666667,-0.0002691101643202416
PDI,0.251333333,0.251333333,-0.0015273888494813286
PDI,0.095333333,0.095333333,0.00266333178654719
PDI,1.0,1.0,-0.0001807846342622743
PDI,0.223666667,0.223666667,0.00022986674790394522
PDI,0.3625,0.3625,-0.0014617885731643308
PDI,0.315,0.315,-0.002004032188360387
PDI,0.393333333,0.393333333,-0.003756146017906375
PDI,0.289333333,0.289333333,0.00018768219832619585
PDI,0.339666667,0.339666667,-0.00210687316338976
PDI,0.245,0.245,-0.0014139289747648817
PDI,0.241333333,0.241333333,-0.010312922788372139
PDI,0.152666667,0.152666667,0.002274780677123757
PDI,0.956666667,0.956666667,7.654119895531269e-05
PDI,0.6,0.6,-0.00028630586161646236
PDI,0.341,0.341,-0.0009635690833349663
PDI,0.512,0.512,0.0003980511926197093
PDI,0.328666667,0.328666667,-0.0017110147789371837
PDI,0.391333333,0.391333333,-0.001854442211450119
PDI,0.407666667,0.407666667,-0.002221805672135064
PDI,0.306,0.306,-0.002601411024080868
PDI,0.264333333,0.264333333,-0.0008357442944969171
PDI,0.18,0.18,0.008187724572388077
PDI,0.61,0.61,-0.00046429672832045776
PDI,0.205,0.205,8.144707187659014e-05
PDI,0.574666667,0.574666667,-0.0008792905713869202
PDI,0.133666667,0.133666667,0.00017109178078247256
PDI,0.154666667,0.154666667,0.00040919732382261
PDI,0.546333333,0.546333333,-0.0008653970421081533
PDI,0.121,0.121,0.007121402500253289
PDI,0.794,0.794,-0.0025094529493667
PDI,0.392,0.392,-0.0058369434831946464
