group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.005,1.0,-0.0802,0.0702,False
DT,MLR,0.0709,0.0814,-0.0043,0.1462,False
DT,PLS,0.073,0.0644,-0.0022,0.1483,False
DT,RF,-0.0025,1.0,-0.0778,0.0727,False
DT,XGB,-0.005,1.0,-0.0802,0.0702,False
DT,kNN,0.0331,0.8868,-0.0422,0.1083,False
DT,lasso,0.0718,0.074,-0.0034,0.147,False
LGBM,MLR,0.0759,0.0459,0.0007,0.1512,True
LGBM,PLS,0.0781,0.0355,0.0028,0.1533,True
LGBM,RF,0.0025,1.0,-0.0728,0.0777,False
LGBM,XGB,0.0,1.0,-0.0752,0.0752,False
LGBM,kNN,0.0381,0.7889,-0.0372,0.1133,False
LGBM,lasso,0.0768,0.0413,0.0016,0.152,True
MLR,PLS,0.0021,1.0,-0.0731,0.0773,False
MLR,RF,-0.0735,0.0613,-0.1487,0.0018,False
MLR,XGB,-0.0759,0.046,-0.1512,-0.0007,True
MLR,kNN,-0.0379,0.7934,-0.1131,0.0374,False
MLR,lasso,0.0009,1.0,-0.0744,0.0761,False
PLS,RF,-0.0756,0.0479,-0.1508,-0.0004,True
PLS,XGB,-0.078,0.0356,-0.1533,-0.0028,True
PLS,kNN,-0.04,0.7437,-0.1152,0.0352,False
PLS,lasso,-0.0012,1.0,-0.0765,0.074,False
RF,XGB,-0.0024,1.0,-0.0777,0.0728,False
RF,kNN,0.0356,0.8412,-0.0396,0.1108,False
RF,lasso,0.0743,0.0555,-0.0009,0.1496,False
XGB,kNN,0.0381,0.7894,-0.0372,0.1133,False
XGB,lasso,0.0768,0.0415,0.0016,0.152,True
kNN,lasso,0.0387,0.7735,-0.0365,0.114,False
