group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0189,0.1483,-0.0409,0.003,False
DT,MLR,0.0693,0.0,0.0474,0.0912,True
DT,PLS,0.0694,0.0,0.0475,0.0913,True
DT,RF,-0.0143,0.4999,-0.0362,0.0076,False
DT,XGB,-0.0176,0.2225,-0.0395,0.0043,False
DT,kNN,0.0282,0.0024,0.0063,0.0501,True
DT,lasso,0.0712,0.0,0.0492,0.0931,True
LGBM,MLR,0.0882,0.0,0.0663,0.1101,True
LGBM,PLS,0.0883,0.0,0.0664,0.1102,True
LGBM,RF,0.0047,0.9982,-0.0172,0.0266,False
LGBM,XGB,0.0013,1.0,-0.0206,0.0232,False
LGBM,kNN,0.0472,0.0,0.0252,0.0691,True
LGBM,lasso,0.0901,0.0,0.0682,0.112,True
MLR,PLS,0.0001,1.0,-0.0218,0.022,False
MLR,RF,-0.0835,0.0,-0.1054,-0.0616,True
MLR,XGB,-0.0869,0.0,-0.1088,-0.065,True
MLR,kNN,-0.0411,0.0,-0.063,-0.0192,True
MLR,lasso,0.0019,1.0,-0.02,0.0238,False
PLS,RF,-0.0836,0.0,-0.1055,-0.0617,True
PLS,XGB,-0.087,0.0,-0.1089,-0.0651,True
PLS,kNN,-0.0412,0.0,-0.0631,-0.0193,True
PLS,lasso,0.0018,1.0,-0.0201,0.0237,False
RF,XGB,-0.0034,0.9998,-0.0253,0.0185,False
RF,kNN,0.0425,0.0,0.0206,0.0644,True
RF,lasso,0.0854,0.0,0.0635,0.1073,True
XGB,kNN,0.0458,0.0,0.0239,0.0677,True
XGB,lasso,0.0888,0.0,0.0669,0.1107,True
kNN,lasso,0.0429,0.0,0.021,0.0649,True
