,LGBM,XGB,RF,DT,kNN,lasso,MLR,PLS
86,0.0037283747011657197,0.014995783567428589,0.004627414287179552,0.0,0.057046846534259066,0.09895687255645913,0.20441136558734546,0.22588620441490914
87,0.00812930462955641,0.005383014164105526,0.042327038446483264,0.043782144270077816,0.043782144270077816,0.05546687934895035,0.19175786633487724,0.20818942068826524
88,0.23655634973866319,0.3045606065689379,0.27832173875108746,0.17193722801002254,0.47156835081680254,0.438679105867495,0.3145863468335062,0.30269178444370015
89,0.0067725605121145005,0.07071353228067345,0.04625901468476967,0.18219701964921536,0.11107268096137457,0.4447674107405999,0.28649487636129606,0.2701148941938012
90,0.1177348918493486,0.19382905311608356,0.07769101426337943,0.04005670578926546,0.10349333612895406,0.5451296964355804,0.42323062944901707,0.4052575096673756
91,0.18516629672783513,0.2364849323775512,0.09330545143287472,0.11987340102861654,0.23457063450547416,0.3651434240647093,0.21382205173474028,0.19615068097842392
92,0.02803876868301052,0.022718995809555054,0.0054249961798425485,0.04510088355532112,0.15481531075523935,0.014206398002939366,0.05401761371181374,0.08150723839429211
93,0.0304854481440915,0.01598796248435974,0.04392573252351703,0.0,0.0,0.020128150693410216,0.0986643544202856,0.12385481254991668
94,0.03397431480161804,0.004574507474899292,0.001292013882347524,0.04510088355532112,0.0,0.018262426465912612,0.10109061501841987,0.12602388279694582
95,0.020367374630372442,0.011895298957824707,0.03658828139663562,0.0,0.0,0.09759691217311706,0.1890326801714564,0.20724185307711862
96,0.007346259591387593,0.0035275518894195557,0.005039416175279292,0.0,0.0,0.09664037406008942,0.19747268393237122,0.21358011890688078
97,0.006449904871445437,0.008936643600463867,0.004605916582574898,0.0,0.0,0.10112148807034266,0.22930509967627782,0.2504204796069697
98,0.11913552431159725,0.15684020519256592,0.22275274231485492,0.23615323750494527,0.0,0.1160540967522854,0.20578810126516928,0.21964634091685048
99,0.08303690757316712,0.1171937040472728,0.11787897533572039,0.010813662138995095,0.030295204902600376,0.12660672194784509,0.0032226417153771725,0.0228874314132973
100,0.08490973378372191,0.1429699697627188,0.21209658685466393,0.5049947250428589,0.3423146982926224,0.23499965711450665,0.16723966938161822,0.15025570005797445
101,0.32921821879513985,0.3699859728029342,0.4406724719117243,0.6191151259396018,0.07827407330560289,0.030128952512295026,0.11086770927144945,0.1257636207953094
102,0.27289140573124715,0.2982015975009291,0.2632529002115249,0.051216536990636774,0.6992095512989731,0.6867162096567949,0.5888180442291797,0.5732442702944407
103,0.04952333302427603,0.12565692237007353,0.03128189487358013,0.13714888566530392,0.04650526905106278,0.3473321294277628,0.190236118133072,0.1745444287886534
104,0.001497994541589645,0.0017204582691192627,0.0013871190570386152,0.0,0.0,0.019108849641292336,0.09638351740522386,0.08113508482993066
105,0.02214334843893495,0.009260982275009155,0.027250485577302152,0.14777792430436507,0.0632649751956987,0.02142508991247767,0.04286870139145166,0.032933005905490476
106,0.030080744283583954,0.011753767728805542,0.006340050181867406,0.0,0.0,0.07335916647543592,0.0019673910394914507,0.007447137925952779
107,0.0242550779801319,0.014159977436065674,0.022764755068757442,0.08571805354081499,0.0,0.09562031474760115,0.015343077929677651,0.011866106783466057
108,0.04882252294447089,0.028756827116012573,0.021270754618901794,0.0,0.08314495808980055,0.11353055013865537,0.01222309629136864,0.009060585163364887
109,0.0017079789890268122,0.00041806697845458984,0.001476403288614816,0.0,0.0,0.11495571308585512,0.029093561496150222,0.024847081927539275
110,0.0023149744859335773,0.006523340940475464,0.017853379661107484,0.0,0.0866463904912309,0.11724689295713593,0.06398557642667879,0.059405481176298944
111,0.003999650667477898,0.011279553174972534,0.011804627204963489,0.0,0.06579724257826276,0.11985293110956857,0.0327491453430801,0.030431602304144954
112,0.018393663974447333,0.0019585490226745605,0.004789235110282191,0.0,0.0,0.1220391146947257,0.04423157310567688,0.04479075542457852
113,0.014772426017144357,0.0012922883033752441,0.0073631420742722355,0.0,0.0,0.12225310557949999,0.05913888458947364,0.0574811298706158
114,0.021638372838446458,0.004607498645782471,0.011139532384817897,0.0,0.1475285490123124,0.126192737304339,0.08199119417485085,0.08705135268155904
115,0.007369131019875977,0.0009285509586334229,0.0,0.0,0.0,0.01902504177902982,0.09444848469923314,0.08612640417537439
116,0.021640316585474613,0.028599530458450317,0.016853506904542116,0.0,0.0,0.0671711592188951,0.051926366331814744,0.05132944806559474
117,0.005496491928565534,0.002163708209991455,0.0,0.0,0.0,0.07088646394662124,0.03353886136405865,0.029743909797278853
118,0.0038894365994109003,0.0185716450214386,0.0014924737665077904,0.0,0.0,0.07120071117086739,0.0003263255146686572,0.002087224054324502
119,0.008493111753941613,0.005406856536865234,0.005038128311239219,0.0,0.0,0.07327582829854759,0.009643153019901984,0.004536499003162359
120,0.043478391975714716,0.04451140709890472,0.04070163808136907,0.043782144270077816,0.043782144270077816,0.03125859994670391,0.001105318292994928,0.00023073290773936023
121,0.021717957012359543,0.01545003056526184,0.00870342565206076,0.0,0.0,0.09511645955967026,0.023221526962706907,0.013816346417740988
122,0.00640349834946806,9.03010368347168e-05,0.0009657201049130367,0.008756428854015563,0.0,0.0973705810518713,0.015504424582186371,0.014301452748353524
123,0.012500254476185108,0.003707289695739746,0.005726362296057669,0.0,0.0767660273739245,0.11597185520225062,0.02909565900601646,0.021524879291989332
124,0.02439216408068021,0.006790876388549805,0.004846483920102545,0.0,0.0,0.11785192259075228,0.032229607252361014,0.029388093203781836
125,0.05039693165555939,0.012064725160598755,0.019944941064913384,0.0,0.0,0.11782880412584205,0.050593269283437436,0.04577811631380433
126,0.013041990529576492,0.01772943139076233,0.006467443362240938,0.0,0.05798274159620174,0.12155399680402307,0.08011915717382473,0.07988673523303982
127,0.00829450393096726,0.011346966028213501,0.012052958260791575,0.0,0.0,0.12426055619324594,0.052314189726545945,0.05196989863883621
128,0.0005025495162496965,0.005731552839279175,0.004410561661781498,0.0,0.0,0.02181185167231936,0.06822679746434943,0.05972269862311218
129,0.01449321236681515,0.015982478857040405,0.005616517942180608,0.0,0.0,0.022073542173293298,0.04019259174553447,0.035866538129293815
130,0.004366750270755673,0.00965079665184021,0.0032514162492403294,0.0,0.0,0.07149740460736495,0.027438870244222535,0.02544798318842896
131,0.01153520090546926,0.0016987919807434082,0.006749561990165975,0.0,0.0,0.07363676578599102,0.004810483595372617,0.0015624540977452472
132,0.003443796666659782,0.004650235176086426,0.004748533513072614,0.008756428854015563,0.0,0.09759407702240795,0.014131888024858319,0.012551832281122458
133,0.0009428392982339231,0.004366129636764526,0.002657501428634226,0.04501296760297157,0.014359753465533573,0.09966112861049754,0.0520951125213992,0.04908849514836056
134,0.0006008687636303549,0.0016415417194366455,0.0,0.008756428854015563,0.0,0.10141423569092374,0.06094988520660122,0.06092543632983645
135,0.007360271879209428,0.0010457634925842285,0.000945638636130526,0.0,0.0,0.11647707166354472,0.02046684279282074,0.014916214666189614
136,0.004157510705348782,0.005483508110046387,0.00675544747475382,0.0,0.0,0.11838232555641688,0.04564575850961733,0.040374630952724484
137,0.0018235539440742848,0.003574758768081665,0.0006100634460122791,0.0,0.09488638725218523,0.12026990110471163,0.06329465490118624,0.06033189787731136
138,0.0023427548191773543,0.0024505555629730225,0.0015967376579930981,0.0,0.08411597828067391,0.12203866984255049,0.06663634226551052,0.06820941474869016
139,0.0001907272565040575,0.005258142948150635,0.0007893177931421372,0.0,0.061863269835204376,0.12222158729960143,0.09840819803838124,0.09463199835944237
140,0.0033123290584151583,0.0034769177436828613,0.01046143106238055,0.034968570047035026,0.06274058317841257,0.12298209646069072,0.05272549960129552,0.04651648614977603
141,0.0018190514948928614,0.00549691915512085,0.006762348528140431,0.0,0.261744574523608,0.12488039853081925,0.08309508910926638,0.07728124782806674
142,0.008947211784266372,0.009478598833084106,0.01116490968943825,0.012198338388500604,0.0,0.019520745334638226,0.09840845674592999,0.052012309710851815
143,0.044925749533758434,0.026514679193496704,0.02022406165420145,0.0,0.003993528356476421,0.01965606432687815,0.08398131852843452,0.03979018829773247
144,0.03288229901275935,0.009516745805740356,0.028539963154198985,0.0,0.029970300156017926,0.02147175151920895,0.08117870333681601,0.03228520175457841
145,0.0018283767684627546,0.001161128282546997,0.007381169030977818,0.0,0.0,0.023163948753316982,0.0700316841134456,0.01730985448841639
146,0.012714241417255847,0.004283279180526733,0.006872613448210179,0.0,0.0,0.023221362759203487,0.0362016013962026,0.010418942368000852
147,0.01672549389748978,0.0015011131763458252,0.003963238921368949,0.0,0.0,0.07335519534452786,0.009721259426949569,0.049008743198869345
148,0.00227266399586414,0.009531348943710327,0.009796679707532936,0.012198338388500604,0.0,0.09523324252396874,0.03223559808830051,0.006858603282865819
149,0.0045167511220810625,0.0022393763065338135,0.0011097400409018506,0.0,0.0,0.09842145557428289,0.0008057270003579142,0.044263822835608035
150,0.01800225762707966,0.01019391417503357,0.0045470284059233035,0.0,0.011603221123500528,0.09925850746247354,0.03414204880622124,0.07278296607445435
151,0.00892935371017249,0.0005023479461669922,0.005330768071437992,0.0,0.0,0.10070770039258867,0.026010812234365965,0.0703087205064337
152,0.11509954322957511,0.14580376593824218,0.13771553188802307,0.16457866279836486,0.08078530755765123,0.048380122911171636,0.15122236959055468,0.11787629114937175
153,0.02671952172347542,0.015138000249862671,0.014549535231620163,0.0,0.0,0.11788220252979556,0.049205773042531376,0.08113111747199546
154,0.003263968963991132,0.0009793341159820557,0.003099669826756733,0.0,0.0,0.121403145015169,0.05025240914727436,0.09268233348910646
155,0.01113666853618241,0.0030037760734558105,0.005685582028025655,0.0,0.0,0.12419743706708271,0.059953404897164,0.09528712776462457
156,0.0015674810428825347,0.001382589340209961,0.0020653131796478765,0.0,0.0,0.021632634014155702,0.07608861188864655,0.033082111209366466
157,0.0009679384658366048,0.000872492790222168,0.0010951449461933439,0.0,0.0,0.023365177780574203,0.062440832287881665,0.01625444366024051
158,0.0005702913410211532,0.002039194107055664,0.0006256092191737716,0.0,0.025180183691662902,0.06981059736524502,0.04989921742680009,0.016066460422064055
159,0.013321570834303341,0.012383460998535156,0.006035445479201249,0.0,0.0,0.07335404617013433,0.014552329069931369,0.047778931019871795
160,0.015022563114747802,0.003696918487548828,0.0031984713090475987,0.0,0.0,0.09570890996127411,0.0026381843631492763,0.025856808794898913
161,0.002710607518996001,0.010648578405380249,0.004400186088765808,0.04501296760297157,0.008841837436939146,0.10104041079979853,0.061688619484534635,0.09504992259653099
162,0.0042605206794351855,0.004319638013839722,0.002705119188107453,0.0,0.07317555312781841,0.1163708242163456,0.009040138501215156,0.03753601035023643
163,0.004678814382940272,0.008698880672454834,0.0013907466366915135,0.0,0.08623786372436537,0.11827490817483455,0.056359913389783634,0.08215577911399244
164,0.0033795706684739643,0.005476087331771851,0.0017765856793286571,0.0,0.0,0.12185319334807855,0.08521797795802377,0.11708915331795314
165,0.2147208512947625,0.20861570527461437,0.20939241703978617,0.2010747725174733,0.21429513385203747,0.09188385853649411,0.18203075030623017,0.15232731176643582
166,0.004019402546058892,0.004350513219833374,0.007508602680599252,0.0,0.05244712251011306,0.12465239893316707,0.0676297785426832,0.09678281153050877
167,0.004384072654028906,0.008643567562103271,0.00507991089090258,0.013220361334564154,0.07696964829543172,0.12559766841451925,0.07343100246605477,0.10534273363326076
168,0.017055975999475094,0.022168338298797607,0.03746283196121651,0.0,0.0,0.126308069619623,0.08973754147305119,0.11964873705884672
169,0.004408029864996255,0.0018316805362701416,0.0015887291749087879,0.0,0.01010484138192244,0.01807269498350776,0.08557939840499434,0.051914514501876605
170,0.0032127143931617746,0.0018202662467956543,0.00020644549524939873,0.0,0.0,0.019998722277742464,0.08887134822211626,0.050212527008317395
171,0.006376721579802272,0.009337693452835083,0.008449422510809823,0.0,0.0,0.021938745651344904,0.04184228850650046,0.005744775591847051
172,0.002989525752887358,0.003532499074935913,0.0008152111343460414,0.0,0.0,0.023514107349621186,0.054805800324446596,0.011567049519432548
173,0.017012166879346105,0.008805811405181885,0.009162757895515381,0.0,0.0,0.07544023169122258,0.036020809831254,0.06972912011567739
174,0.0002673860373083287,0.0005254149436950684,0.001378332694896061,0.0,0.0,0.09561737206002247,0.006726853842374925,0.023196418398576918
175,0.02169619464477388,0.014339983463287354,0.014514628237627045,0.0,0.009915967057261787,0.0977064254616618,0.03111538368112543,0.05814206398764276
176,0.0005264828875309864,0.0021317005157470703,0.00011560947733966329,0.0,0.033710186188717316,0.0995284205958068,0.03865036814841255,0.06910878809238274
177,0.001569276408769584,0.004954993724822998,0.00012517033715767734,0.0,0.0,0.1185162936525711,0.02826048395487374,0.05791318886290138
178,0.003008147354894956,0.00623592734336853,0.0053494931226699665,0.0,0.11272452386212563,0.12199254781197225,0.09031319523699649,0.11992449802778553
179,0.008359401224174152,0.003408461809158325,0.008898008075708192,0.034968570047035026,0.0,0.1207283613895895,0.0031162190755373853,0.03431395972954672
180,0.03496179857648955,0.052845925092697144,0.033660479676667215,0.0,0.2957180864502601,0.11659504480671623,0.04109057640826752,0.05751968264206088
181,0.10888766947939152,0.08194667100906372,0.11699433896750266,0.3222998813134644,0.09508578268360239,0.019748841796954242,0.1972589546232945,0.18852211925783002
182,0.11299303246527163,0.16090980172157288,0.1876292793295957,0.3222998813134644,0.00519998558148882,0.019918037130770228,0.2102700812858635,0.1997786097960892
183,0.048293589107417316,0.08299070596694946,0.0674075275940963,0.3222998813134644,0.17072694002900296,0.021417961882504638,0.22960065401788293,0.21894322716143866
184,0.07750518879078197,0.038538604974746704,0.06784508584518477,0.0,0.0524548508219643,0.06922816286808356,0.22480833823493557,0.21278663894668998
185,0.07195652653516886,0.08192142844200134,0.11138910252592175,0.0078069365686403765,0.0,0.07150756768210832,0.2628664927045247,0.24819532361331892
186,0.05126697944319453,0.04167473316192627,0.06618139365116155,0.0,0.0,0.07150974621502791,0.27079089119667027,0.2554785187957417
187,0.03331240089875294,0.009470492601394653,0.054931510301548594,0.0078069365686403765,0.0,0.10061208030898174,0.33434246411284635,0.3197109818031958
188,0.00545506332987189,0.01007761959820197,0.03211974686997787,0.17043386522484505,0.005898422704421313,0.42959397281579054,0.2447055696223866,0.26490702664758875
189,0.09636826704176116,0.1559490272147699,0.02960364109249769,0.03700382434392724,0.7200316497428461,0.5943885521665224,0.36771117006296067,0.3819523227342452
190,0.08905989695827826,0.0923802202976931,0.049377656334171016,0.10133569450462504,0.11558703291018302,0.35980378728680773,0.1556114276727662,0.17329233322343446
191,0.18013465855927613,0.17903539934542523,0.16924881746383774,0.23558335374239364,0.018929806244009112,0.22350270525254207,0.0041321167757338295,0.020709369563623903
192,0.2173034855376246,0.2864570915699005,0.17571467014042513,0.0,0.05826650471882288,0.07153080305834014,0.2746713961045036,0.2535885366558606
193,0.1982610287253328,0.2423911259535293,0.157094113852554,0.32971119609653177,0.25084533283492333,0.41736336101429605,0.1844083646328743,0.20662577603048238
194,0.0938316312162017,0.0883793651224456,0.12339689900899203,0.18096399841751287,0.19426213364553552,0.22890188755100296,0.0025850799537924796,0.014384731150295704
195,0.3145954246422634,0.3860644996166229,0.3819998480183102,0.0,0.29186222206943485,0.07552153906556718,0.3153155195823079,0.29771353191669137
196,0.44470989604550015,0.4110319393653912,0.3492870854510707,0.6406435447711987,0.37338292573465753,0.5391986405062948,0.30168953450870256,0.31970944983228516
197,0.20462608907517515,0.18382850674892426,0.07992443951299272,0.09972965844652518,0.28729714188392885,0.1561552654562935,0.05786863718351426,0.03206167745794686
198,0.25404139616071875,0.19528578292344112,0.3055859817160095,0.34677568244757995,0.12352426493015722,0.7587303056861952,0.5297821819882673,0.5545410138132637
199,0.20003288989133694,0.18704000557536393,0.15282366965117844,0.04032704734274034,0.1847193023289211,0.3299936880699461,0.06516150134252047,0.08974194794353241
200,0.050689762998781585,0.061639992696824186,0.08576924330425562,0.034230704018387015,0.05536762861612565,0.44937091967795756,0.2038940236319114,0.23191396830423872
201,0.0038038380246530057,0.08837825166004776,0.026911074277947367,0.0484768561255442,0.0029800444306690155,0.5820254829800898,0.336147748368302,0.3594250027201476
