,LGBM,XGB,RF,DT,kNN,lasso,MLR,PLS
0,0.004307816622204331,0.00013616681098937988,0.006192401968480043,0.0,0.0,0.016902872600611768,0.09345928340295234,0.11743823371751054
1,0.0016794223983964192,0.00211450457572937,0.003968949969543403,0.0,0.039321975964085355,0.021236590878844386,0.08233496194425063,0.0958807936442266
2,0.0018671604291110415,0.003835618495941162,0.007746445509204317,0.0,0.029255920170642134,0.023133296414818122,0.05240118820857864,0.06390113514958835
3,5.588933755053526e-05,0.0015543103218078613,0.00042342520550353905,0.0,0.0,0.07116018975497398,0.025967728790377786,0.04844176424662376
4,0.0015513698803448406,0.005183398723602295,0.0002753600890881651,0.0,0.0,0.07496231027838571,0.002078696291254456,0.01669904772438098
5,0.0015427439642425624,0.0012302994728088379,0.0,0.0,0.0,0.0966585249169905,0.02239553725811727,0.04195114525270176
6,0.015154533421130998,0.004560112953186035,0.008915896181028718,0.0,0.03188534773597156,0.0989098939616882,0.029104998266949178,0.004668374858511903
7,0.021587950415422424,0.0031117498874664307,0.0018733555007127475,0.0,0.0,0.11972334132913723,0.0526745975188026,0.026756842648504933
8,0.005618941300619766,0.01591286063194275,0.012040076829408228,0.0,0.0,0.12171106900809989,0.04336330864574628,0.025831219198535253
9,0.0063356076185190026,0.0028611719608306885,0.0023378882169598253,0.0,0.0,0.11656921871348525,0.009298714642803185,0.019304059414672878
10,0.0013255592269025757,0.0008597671985626221,0.0014277550661567552,0.0,0.0,0.019456961592324948,0.10425635714130876,0.12201916070480555
11,0.004821794148926944,0.002489060163497925,0.0005047736268888849,0.0,0.022489843231819406,0.0700599241069539,0.05367396218131898,0.07780857751529795
12,0.0004934929044533531,0.004622548818588257,0.0,0.0,0.0,0.07179460180453778,0.04833581448275526,0.07010462606130137
13,0.008768288796597232,0.032762497663497925,0.017055670683588396,0.0,0.06371127670329298,0.09742656814835102,0.009253584648889313,0.03453621398508107
14,0.0018484680254736042,0.002187967300415039,0.0005041979867246913,0.0,0.0,0.11923359577018329,0.07688318168240871,0.04045395419420887
15,0.002628071928958734,0.0061931610107421875,0.0036978691545485696,0.0,0.0,0.12095771647778246,0.03407548311533204,0.004152124311443031
16,0.0048092238751715624,0.007525265216827393,0.0026887035676433023,0.0,0.0,0.018195833824671853,0.10929132792198279,0.1344854596012297
17,0.009177312410118894,0.03951382637023926,0.02923162405946265,0.0,0.0,0.0178031291981795,0.10975234449133081,0.1338615262195531
18,0.004568659526055146,0.00787365436553955,0.0003282718863623524,0.0,0.0,0.019800445796299596,0.09377654660789542,0.11496471476856658
19,0.0005026880015113557,3.698468208312988e-05,0.00472405799103676,0.0,0.0,0.020000018088455793,0.0751917190316943,0.09961051357503888
20,0.015591781929708812,0.009591490030288696,0.0022322917386216876,0.0,0.11628085468178458,0.02315899790511676,0.03118327910183588,0.0542549067489637
21,0.002525085603856442,0.004237920045852661,0.0,0.0,0.0,0.06916134920265844,0.07138504979901683,0.09460198484008862
22,0.022189806313071145,0.004966408014297485,0.004681993347692943,0.0,0.0,0.07307125375886683,0.004686619478084797,0.031649248523661494
23,0.0042577578493541825,0.0027610063552856445,0.0016190758777465887,0.0,0.0,0.07484526725200025,0.01904628542860276,0.007437102109973087
24,0.0017698227736367082,0.024344980716705322,0.004129349484749723,0.0,0.041987951505998815,0.0746016554910966,0.04860415177384092,0.015281297725865436
25,0.009833741901873694,9.465217590332031e-05,0.002697322470828999,0.0,0.0,0.09899709738810858,0.02807237809803459,0.001779070124125065
26,0.008395061669143434,0.002216637134552002,0.001490928957630791,0.0,0.0,0.10063080871790776,0.035396467928281106,0.00874246722435039
27,0.00039364581640334285,4.547834396362305e-05,0.0005802452855070553,0.0,0.0,0.10057399511363907,0.07494920249901066,0.04053364804833248
28,0.004702752865510747,0.004643887281417847,0.0001283572904303486,0.0,0.062385105208016066,0.12097281273456438,0.05755642385305093,0.016249676513194616
29,0.002863295500518542,0.001665562391281128,0.0006173513993637956,0.0,0.29910304429162343,0.11917942219430494,0.04086491851261831,0.003048152798629175
30,0.006242316549812526,0.003451138734817505,0.0015269743236576946,0.0,0.11928613035264782,0.12624549982480424,0.07515006545283864,0.04389575715044168
31,0.0020138232448590355,0.0028013288974761963,0.00024470254056169926,0.0,0.3378371443851834,0.1250456881775757,0.09545085956196148,0.060005722200540526
32,0.017761015543215058,0.015193015336990356,0.013175498905585947,0.011487684440341699,0.04123616989206105,0.021468827576524935,0.03749394518011956,0.03848373283781277
33,0.026573618576881602,0.03349471092224121,0.034209343232948664,0.011487684440341699,0.0,0.023464134691789346,0.0178280521023374,0.016903505969257243
34,0.0019355100224442202,0.0016501843929290771,0.0026835057113970486,0.0,0.0,0.07135945127533452,0.007406006198736215,0.013297022097511157
35,0.00903097057248177,0.011048942804336548,0.013309979262999178,0.0,0.02285837431789893,0.09932554211750036,0.04322407301462361,0.03689621304474275
36,0.02658641801019298,0.004160106182098389,0.0016047696497386596,0.08743241461163127,0.0,0.11442892137144065,0.025825089617953212,0.01216658910578787
37,0.018313576050417103,0.012762278318405151,0.009107589883997645,0.0,0.02982635679878636,0.11978184167398877,0.05603252413853421,0.04910985800285596
38,0.058506191538856174,0.05633172392845154,0.034451276072138534,0.0,0.07483936185860444,0.12002644280472176,0.0711845186718374,0.061995877379305016
39,0.007035172728080105,0.008975803852081299,0.009393091062087506,0.0,0.0,0.12160130993828615,0.06693473544792111,0.0642182337447122
40,0.004486403335323658,0.0011302828788757324,0.011775329388279411,0.005377525752047714,0.0,0.12021060723947963,0.017373428659413603,0.00714204474223884
41,0.01549952269607321,0.007771849632263184,0.03211236034541455,0.08743241461163127,0.0,0.11909607239169016,0.06354849372510613,0.04219960369615709
42,0.0023920490641911795,0.0018778741359710693,0.009297757708709843,0.005377525752047714,0.010658390152109681,0.12272558359040138,0.07007879734778144,0.0565852081608151
43,0.006287631544079947,0.0034274160861968994,0.00603122167588738,0.0,0.0,0.01988262333733437,0.06362228589339189,0.07045803763259491
44,0.00285456959345478,0.0003088414669036865,0.0019855985297103597,0.0,0.0,0.022983967679766834,0.05139969787572668,0.0497649547110806
45,0.006714476050008924,0.0007404983043670654,0.0,0.0,0.0,0.06902226720308208,0.033890420502464824,0.04504700222826773
46,0.0006940836753470401,3.1441450119018555e-05,0.0017188887423623019,0.0,0.0,0.07462648250151961,0.015125246863961328,0.010398355929202671
47,0.002419376822440727,0.0011865496635437012,0.0017213769033629252,0.0,0.0,0.09560700653861354,0.0012040545882213705,0.01408637353609099
48,0.008164919705263932,0.001641392707824707,0.020189100759356596,0.04436238955558487,0.057920342026467384,0.09942005113292926,0.05185016246869312,0.0385583625870901
49,0.006513276356507897,0.0033614039421081543,0.0007508436952588345,0.0,0.0,0.10083750201466384,0.05216783708373046,0.04379106676095093
50,0.005107277285680907,0.0032530128955841064,8.132225592333736e-05,0.0,0.0,0.10117158354900821,0.06384178521649175,0.0542354254184103
51,0.13351765042358735,0.14347099728089407,0.1359789818076776,0.13754450745087698,0.13754450745087698,0.021247864896749166,0.1768886423000668,0.1763931367835423
52,0.00012423957948757143,0.0005685687065124512,0.0006870265359649511,0.0,0.07326639920591567,0.11585763635340628,0.01822326596471463,0.00393575278507681
53,0.056339652229883644,0.047628413706518824,0.038191741552218994,0.012870895423974724,0.12936762726536002,0.0628222632467545,0.03180717392728283,0.014595186998185739
54,0.43318732732760273,0.42185632180023147,0.4430469807054932,0.32243175524198864,0.40829817897022863,0.3277385637768896,0.36036582982028065,0.37258873727154596
55,0.5351486672251058,0.5488742402364535,0.5458790389562183,0.5813794012923645,0.10481588739814651,0.4991214641813492,0.5099868257681422,0.52630720361656
56,0.003436078535162259,0.0014594793319702148,0.0,0.0,0.0,0.017154398811781255,0.13803465469636889,0.13550061867870267
57,0.003918649798422925,0.0002994537353515625,0.0020609302903249896,0.0,0.0,0.019655956737347532,0.06706411165635842,0.0743635451219317
58,0.0037198471081444553,0.0025001168251037598,0.0020541059889602692,0.0,0.0,0.021648076183688886,0.05741629737988674,0.06008413240962164
59,0.0029467100589938215,0.0028711557388305664,0.0,0.0,0.0,0.0735111243686685,0.0052318950388138274,0.003951324513445265
60,0.016379017088568038,0.0034331083297729492,0.0010875496358814308,0.0,0.0,0.09349104594967507,0.020421045911123314,0.0011315701952966384
61,0.0009369682059794871,0.0023856163024902344,0.0014583613303776834,0.0,0.0,0.09717119464762598,0.014330740724239677,0.00409653707664577
62,0.00160098017262008,0.000258713960647583,0.0007200525821124529,0.0,0.0,0.10100980137535309,0.0660707760587031,0.054756585844738345
63,0.004255780099719036,0.004250913858413696,0.0005599401892425761,0.0,0.11523144391786436,0.11999297975758427,0.05804985321834932,0.04506536625198385
64,0.024286948698776366,0.001014798879623413,0.009371051195691841,0.0,0.03133133703287748,0.12190549777354555,0.08816515745079745,0.07413805771534511
65,0.005956600500687667,0.008510440587997437,0.0051554554639415525,0.0,0.17982346650021133,0.12023757559547071,0.01197492016759455,0.000977881368095429
66,0.015491923265767957,0.012778612793270083,0.02132368822072765,0.028880390346828433,0.21747619079368302,0.09350369562510007,0.02539908367793753,0.009911190697347083
67,0.07861866465929354,0.0806027352809906,0.06316003372204744,0.0,0.0,0.12664193286500194,0.098149428169853,0.08398860771569028
68,0.0006034104775905104,0.0051815807819366455,0.013556157186745355,0.0,0.0,0.02330331200594725,0.1230657321695735,0.16085972966712603
69,0.07585788273969118,0.07229390740394592,0.05413890912351286,0.022528462789573173,0.23111420398950233,0.06992195650956946,0.14281207637733623,0.1664849442437525
70,0.01706556078308603,0.02270457148551941,0.006078372885045705,0.0,0.0,0.07148683205273682,0.1464366684727602,0.17569791686078529
71,0.01299865541668693,0.0036104917526245117,0.015309236512750965,0.0860807068442569,0.0,0.07425892716922078,0.21454199763827292,0.2413488331201254
72,0.0002434016930426462,0.0479239821434021,0.06310503571284266,0.0,0.0,0.09596900407248324,0.17012613364988383,0.19244865756847065
73,0.04197298236325055,0.04087623953819275,0.08524982315075284,0.0,0.2717220336087476,0.09959045050200897,0.22768958394168065,0.2514093407368618
74,0.01226913914984113,0.007469594478607178,0.015478929127880741,0.0,0.005720577784630909,0.1009142046633203,0.21398573303504892,0.24474405344398392
75,0.10822314685049869,0.1302235722541809,0.13591341279324268,0.09426348410919164,0.3649656656424503,0.11808291780116266,0.20437180980828223,0.22850903090701208
76,0.12157265503005732,0.05891933136811356,0.06021341579867301,0.14880324409864154,0.48223624053357017,0.5909937452475985,0.5078557360357978,0.48913770534079015
77,0.05682149361199251,0.1611618401820939,0.18607026601738452,0.05304628774891196,0.10891686698859823,0.22588914486522843,0.12061150753763356,0.10501968329345607
78,0.08953699833134754,0.15217265264663804,0.1420659535357216,0.12167018330476087,0.8047744773458356,0.8601984228894256,0.7726959128357418,0.7492016143068607
79,0.24603154801558785,0.32128404374646424,0.32520031120090487,0.23463009363048926,0.384679804623412,0.08900295506858978,0.00867655775063142,0.032491440644218994
80,0.09757856968486911,0.1507863128592435,0.15720422020992375,0.19078860609257553,0.04852899419086726,0.39429882659102333,0.2741379241989769,0.2509655011198762
81,0.14505393078792894,0.16598298492114716,0.15496470006419916,0.17417249109850996,0.013274721039155168,0.4088944573656021,0.2757637722662571,0.2494236728327069
82,0.007368304214800175,0.008375167846679688,0.010156617223872936,0.04510088355532112,0.0,0.01978370351109157,0.11722767882077317,0.1410184998384365
83,0.030634004670913758,0.010718315839767456,0.0025912895525845555,0.0,0.11228832711084508,0.07128989896638598,0.1708114826677592,0.19156031391875167
84,0.16357241583868706,0.16841276150948925,0.19284605511026454,0.1892720559145457,0.0361883258667203,0.19988803037016972,0.04955887587770097,0.029021689888422297
85,0.012362096215665752,0.011869877576828003,0.032850142898309856,0.0,0.1266953612579213,0.09573491879579238,0.18404981073920534,0.19913090104185027
