,LGBM,XGB,RF,DT,kNN,MLR,PLS,lasso
0,0.006573771171832063,0.012586024589836597,0.011043790849673203,0.0,0.18345552610410398,0.12021100235507828,0.11902813442638295,0.15431762022342244
1,0.03971641397172319,0.015035131946206093,0.07886274509803921,0.07196078431372543,0.2678405535744822,0.10902165465101818,0.10909296502532051,0.15194879693495195
2,0.21512769685842237,0.07605570790814409,0.11427450980392251,0.44666666666666666,0.09483344260084647,0.2511639468122625,0.2538787055685165,0.23837034871519036
3,0.021209906537187875,0.005669476464390755,0.005546405228758169,0.0,0.07225848465105841,0.019429762944182125,0.024964256797011725,0.0807059831711103
4,0.016027784127949307,0.1389047560271095,0.0029633986928104816,0.12980392156862752,0.06470366689313928,0.12398740695471047,0.12189055258829865,0.07894744818113239
5,0.03928016936256471,0.04481123015284538,0.01649019607843137,0.0,0.05404850758459756,0.14435797034708053,0.14375203363245173,0.1821711655340102
6,0.011031139105319672,0.002449578372761607,0.010037908496732022,0.0,0.048235012523121845,0.010502199138001898,0.01883009186696774,0.08033430006525465
7,0.0030766391842105417,0.005082355346530676,0.009757516339869276,0.0,0.18488956527892553,0.04294324505290939,0.0464290091988675,0.09751504080394598
8,0.11172826407216489,0.10434470325708389,0.16443398692810446,0.04294117647058815,0.020938653142682527,0.22011269295560204,0.21863444950939284,0.25071628683171315
9,0.012190796658903645,0.017246907576918602,0.02642352941176471,0.10882352941176465,0.162045851974654,0.14568094420314776,0.1458988069606763,0.18637475844804813
10,0.009007571066583422,0.00972428172826767,0.044627450980392176,0.0,0.1431353567662,0.03615012348008624,0.04223120080326859,0.0957861182693218
11,0.03943777233950473,0.014055365696549416,0.030235294117647058,0.0,0.030108059255519074,0.15154504144260206,0.1562545524035691,0.20200533941540125
12,0.019871788418876293,0.008466118946671486,0.061228104575163374,0.0,0.1262703650780841,0.10367500632658036,0.10260091966163802,0.13620326590586607
13,0.1150109596593199,0.07185204265164402,0.0869032679738565,0.02843137254901973,0.33872466844212257,0.3464202375209222,0.34149577977562284,0.28681625294589635
14,0.22073067343042524,0.11074858964658252,0.11884313725490281,0.0490196078431373,0.027565704450598305,0.4059784115169906,0.4044840054428751,0.36000000371697394
15,0.05480847853869673,0.05317767709493637,0.06409673202614387,0.09137254901960778,0.33011039918985774,0.021683839803982623,0.024547242895952587,0.07519851541107651
16,0.08593989965284297,0.024582071229815483,0.07665359477124183,0.0,0.0993042710505315,0.004267813575883191,0.0005277507971996331,0.06068039694594948
17,0.053153206386100375,0.05191292241215706,0.057971895424836634,0.09137254901960778,0.16388333882579473,0.029033759115071712,0.029584982552050942,0.0709336273967989
18,0.11977260450337363,0.3476787209510803,0.18877516339869266,0.3954901960784314,0.0,0.011084353016472467,0.008339294852628965,0.040775247010968435
19,0.23481628369693697,0.2885998057150373,0.2327124183006536,0.21921568627450982,0.22791090130265834,0.3024757420724866,0.2997039381933443,0.2570636584177932
20,0.20418858428889242,0.1812153061318631,0.19601045751633986,0.15843137254901962,0.2198545695956411,0.28912333810681307,0.2895757375175971,0.24741172814335702
21,0.006484555047546613,0.04302665591239929,0.017006535947712405,0.0,0.06710837314035661,0.030818329662670785,0.0319918156098942,0.007339185358016392
22,0.12438568566388097,0.09326390833246934,0.03704379084967292,0.12627450980392152,0.10805594714250749,0.1745042670490327,0.17663693931536567,0.14345255772192336
23,0.011267522348680345,0.009411608800292015,0.004251633986928102,0.06254901960784309,0.0,0.011624358141487524,0.01210768671773943,0.054692516401512487
24,0.015144747913060917,0.0003218615020159632,0.009839869281045747,0.0,0.06195116327370323,0.10636571909690956,0.11149720507538649,0.16704888445863975
25,0.011872416805644086,0.005125170573592186,0.007305228758169928,0.0,0.004740284044490789,0.07144358522550068,0.07184434919716004,0.11060455277739673
26,0.013495466836736828,0.01742425002157688,0.017360130718954234,0.008823529411764675,0.0434708992744107,0.028124942528488735,0.0288873358818601,0.07231028617366705
27,0.15619336475844892,0.24129705892181863,0.1748281045751634,0.19019607843137254,0.12167715551043627,0.11988931879991538,0.1173679940864086,0.09567780581682324
28,0.009815806414468276,0.03715714439749718,0.0058686274509803914,0.008823529411764675,0.0393679442590509,0.10046989050301466,0.0973843958207949,0.1200522545929906
29,0.02998544678929079,0.0193744208663702,0.0026437908496732016,0.008823529411764675,0.17692057091893537,0.06990239433557353,0.07091689089503272,0.11140086599428674
30,0.02921640963575175,0.02601410076022148,0.004985620915032679,0.008823529411764675,0.03599947934801342,0.032019764807564674,0.030687517403110126,0.06395340324455837
31,0.08979837345162069,0.09745720773935318,0.11120065359477131,0.008823529411764675,0.10607092482378898,0.024476091066207087,0.024744133102382465,0.017162344515951278
32,0.0743035740405199,0.0081098023802042,0.07891633986928108,0.0,0.0,0.25583759081909907,0.256614773942124,0.20799137191407674
33,0.10539269969375524,0.0809890404343605,0.13167908496732003,0.08411764705882346,0.007852332694121522,0.2566123463632951,0.25734128716510685,0.2127055339691951
34,0.14396744839657782,0.1640605739518708,0.16833856209150322,0.3127450980392157,0.11616015533941682,0.25310579942954864,0.2527939953015243,0.3180503896825516
35,0.21401062421821426,0.0022924826191921266,0.1640176470588235,0.35039215686274505,0.17160224529882695,0.2840054424458459,0.28387878261447697,0.3434409017224775
36,0.24995888800072763,0.2888832368102727,0.29187189542483644,0.3392156862745097,0.34543657480508944,0.2804397126584486,0.27981391450244697,0.3349785845688651
