,LGBM,XGB,RF,kNN,DT,lasso,MLR,PLS
235,0.06825539466382147,0.11109071776020785,0.1379308227589031,0.383225943389639,0.5067539909946788,0.3605288771778793,0.31204405555762865,0.32337696775153224
236,0.454946624817071,0.4287252458352999,0.3968188020193749,0.12706664022592806,0.2133647155137126,0.12567588492515125,0.13453113787523846,0.1239865502666232
237,0.5036648576600624,0.5830929279327393,0.38360110519852636,0.40346841206759004,0.0631395824805567,0.47608865815773205,0.5833247963834317,0.5909995459649986
238,0.08397867506820336,0.2002094378370854,0.1377333196889073,0.2220270784882209,0.04405444126074498,0.27779792081824173,0.29981032263228063,0.30140876729097427
239,0.08234392052319695,0.06446581349429464,0.10513405648792487,0.2916746852244029,0.04518010642652473,0.3686884226195812,0.3116989009153585,0.3223058537334255
240,0.15009858191141134,0.11762101213267434,0.216022990858234,0.213077233647123,0.07004707327056897,0.2958808732730807,0.21397397348449843,0.21973557239784142
241,0.11728016078896858,0.1395582033018572,0.1505928503206448,0.14722296469265628,0.02128530495292691,0.14006191012037583,0.08804466309580727,0.08373244778538647
242,0.037360510726038076,0.03945856230013978,0.09540489834902549,0.035847893425152155,0.09803520261972998,0.08042827985255985,0.03256064761449362,0.028240850011200025
243,0.08079102243835803,0.07901612430432753,0.10292434165643352,0.08747295190136944,0.0825828898894801,0.3233422729419226,0.20388761565004726,0.2049041510308423
244,0.12141864097872285,0.0937916249024589,0.06390946923181817,0.11558177325264385,0.3188702415063445,0.14805771813611418,0.18859132723378708,0.19432511274071657
245,0.0754670745703876,0.05070384269457495,0.1518914585891668,0.10327166176334857,0.3481887024150635,0.11456491135275865,0.1268909241198274,0.1215241882650494
246,0.18899232181164616,0.13847423892893662,0.21453233729021715,0.19367385023496997,0.056078591895210916,0.1927406338638067,0.10083389759922412,0.0956259368950062
247,0.056965080565916704,0.00538122557588544,0.11953370173284195,0.32966698483036977,0.20932255423659435,0.3961564981524711,0.3723185504333895,0.3834950263463132
248,0.18786366582699107,0.2764732988823451,0.15736219129485618,0.025720645564371813,0.24764633647155138,0.14677307178972326,0.13528441294949584,0.14555401829301878
