group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0038,0.9968,-0.0199,0.0124,False
DT,MLR,0.0702,0.0,0.054,0.0863,True
DT,PLS,0.0696,0.0,0.0535,0.0857,True
DT,RF,-0.0075,0.8556,-0.0236,0.0087,False
DT,XGB,-0.0102,0.5419,-0.0263,0.006,False
DT,kNN,0.0428,0.0,0.0267,0.0589,True
DT,lasso,0.0695,0.0,0.0534,0.0856,True
LGBM,MLR,0.0739,0.0,0.0578,0.0901,True
LGBM,PLS,0.0734,0.0,0.0572,0.0895,True
LGBM,RF,-0.0037,0.9971,-0.0198,0.0124,False
LGBM,XGB,-0.0064,0.9306,-0.0226,0.0097,False
LGBM,kNN,0.0466,0.0,0.0304,0.0627,True
LGBM,lasso,0.0733,0.0,0.0571,0.0894,True
MLR,PLS,-0.0006,1.0,-0.0167,0.0156,False
MLR,RF,-0.0776,0.0,-0.0938,-0.0615,True
MLR,XGB,-0.0803,0.0,-0.0965,-0.0642,True
MLR,kNN,-0.0274,0.0,-0.0435,-0.0112,True
MLR,lasso,-0.0007,1.0,-0.0168,0.0155,False
PLS,RF,-0.0771,0.0,-0.0932,-0.0609,True
PLS,XGB,-0.0798,0.0,-0.0959,-0.0636,True
PLS,kNN,-0.0268,0.0,-0.0429,-0.0106,True
PLS,lasso,-0.0001,1.0,-0.0162,0.0161,False
RF,XGB,-0.0027,0.9996,-0.0188,0.0134,False
RF,kNN,0.0503,0.0,0.0341,0.0664,True
RF,lasso,0.077,0.0,0.0608,0.0931,True
XGB,kNN,0.053,0.0,0.0369,0.0691,True
XGB,lasso,0.0797,0.0,0.0636,0.0958,True
kNN,lasso,0.0267,0.0,0.0106,0.0428,True
