group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.003,1.0,-0.0768,0.0708,False
DT,MLR,0.0947,0.0026,0.0209,0.1685,True
DT,PLS,0.0949,0.0025,0.0211,0.1687,True
DT,RF,-0.001,1.0,-0.0748,0.0728,False
DT,XGB,-0.0017,1.0,-0.0756,0.0721,False
DT,kNN,0.0262,0.9618,-0.0476,0.1,False
DT,lasso,0.0844,0.0123,0.0106,0.1583,True
LGBM,MLR,0.0978,0.0015,0.0239,0.1716,True
LGBM,PLS,0.0979,0.0015,0.0241,0.1717,True
LGBM,RF,0.002,1.0,-0.0718,0.0759,False
LGBM,XGB,0.0013,1.0,-0.0725,0.0751,False
LGBM,kNN,0.0292,0.932,-0.0446,0.103,False
LGBM,lasso,0.0875,0.0079,0.0137,0.1613,True
MLR,PLS,0.0002,1.0,-0.0736,0.074,False
MLR,RF,-0.0957,0.0022,-0.1695,-0.0219,True
MLR,XGB,-0.0965,0.0019,-0.1703,-0.0227,True
MLR,kNN,-0.0685,0.0914,-0.1423,0.0053,False
MLR,lasso,-0.0103,0.9999,-0.0841,0.0635,False
PLS,RF,-0.0959,0.0021,-0.1697,-0.0221,True
PLS,XGB,-0.0967,0.0019,-0.1705,-0.0228,True
PLS,kNN,-0.0687,0.0897,-0.1425,0.0051,False
PLS,lasso,-0.0105,0.9999,-0.0843,0.0633,False
RF,XGB,-0.0008,1.0,-0.0746,0.0731,False
RF,kNN,0.0272,0.9534,-0.0466,0.101,False
RF,lasso,0.0854,0.0107,0.0116,0.1592,True
XGB,kNN,0.0279,0.9461,-0.0459,0.1018,False
XGB,lasso,0.0862,0.0096,0.0124,0.16,True
kNN,lasso,0.0582,0.2452,-0.0156,0.1321,False
