group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.005,1.0,-0.0709,0.0609,False
DT,MLR,0.0804,0.0054,0.0145,0.1463,True
DT,PLS,0.0735,0.0167,0.0076,0.1394,True
DT,RF,-0.0028,1.0,-0.0687,0.0631,False
DT,XGB,0.0007,1.0,-0.0652,0.0666,False
DT,kNN,0.0225,0.9695,-0.0434,0.0884,False
DT,lasso,0.0492,0.3134,-0.0167,0.1151,False
LGBM,MLR,0.0854,0.0022,0.0195,0.1513,True
LGBM,PLS,0.0785,0.0074,0.0126,0.1444,True
LGBM,RF,0.0023,1.0,-0.0637,0.0682,False
LGBM,XGB,0.0057,1.0,-0.0602,0.0716,False
LGBM,kNN,0.0275,0.9118,-0.0384,0.0934,False
LGBM,lasso,0.0543,0.197,-0.0116,0.1202,False
MLR,PLS,-0.0069,1.0,-0.0728,0.059,False
MLR,RF,-0.0832,0.0033,-0.1491,-0.0173,True
MLR,XGB,-0.0797,0.0061,-0.1456,-0.0138,True
MLR,kNN,-0.0579,0.1337,-0.1238,0.008,False
MLR,lasso,-0.0312,0.842,-0.0971,0.0347,False
PLS,RF,-0.0762,0.0108,-0.1421,-0.0103,True
PLS,XGB,-0.0728,0.0186,-0.1387,-0.0068,True
PLS,kNN,-0.051,0.2687,-0.1169,0.0149,False
PLS,lasso,-0.0242,0.9539,-0.0901,0.0417,False
RF,XGB,0.0035,1.0,-0.0624,0.0694,False
RF,kNN,0.0252,0.9428,-0.0407,0.0911,False
RF,lasso,0.052,0.2449,-0.0139,0.1179,False
XGB,kNN,0.0218,0.9745,-0.0442,0.0877,False
XGB,lasso,0.0485,0.3324,-0.0174,0.1144,False
kNN,lasso,0.0268,0.9227,-0.0391,0.0927,False
