,LGBM,XGB,RF,DT,kNN,MLR,lasso,PLS
0,0.0022324258660338103,0.002285084232680701,0.02487527419734959,0.10474791972589323,0.00575483585833092,0.08076129463958753,0.01555259699141924,0.08212049504202094
1,0.0019297459541256909,0.002879298059269786,0.0037918482778982045,0.0,0.010279583736734925,0.049185621747923125,0.08855929842838234,0.04957069283001224
2,0.000498727794996246,0.005078467540442944,0.0034497927495357747,0.0,0.0,0.03406171651391815,0.08837210562675525,0.03339017110075572
3,0.014312576627073017,0.0024420167319476604,0.0007648746396910859,0.0,0.01347358792000379,0.01481888712611118,0.11633782208557512,0.01406134371485615
4,0.003344636489300961,0.0012145909713581204,0.005958865541648209,0.0,0.0010566271406832368,0.010920532146250106,0.11529234565786081,0.010520144124711875
5,0.004595280866173208,0.005312254186719656,0.004270986294664711,0.0,0.03402608115978604,0.0036551128275582045,0.13126861399684722,0.00316883104406164
6,0.004994255552400369,0.001260144286789,0.0,0.0,0.008986437968418493,0.03438381968715587,0.13027288778646248,0.033859544556055915
7,0.0028613873339647755,0.0025848320219665766,0.0,0.0,0.05656897903836957,0.04908826957934603,0.14098970603631655,0.04854714352897739
8,0.019966715575149813,0.017215123400092125,0.0060277253338927314,0.0,0.09023323671863039,0.00976958201012229,0.1396111793971752,0.009871383301917572
9,0.007757870535218783,0.008879917673766613,0.0030784929569804766,0.0,0.05528879152839466,0.03742711337455096,0.16100884200109067,0.03812209872796138
10,0.0438889096598776,0.04655444994568825,0.04938652697169584,0.0,0.05099115720168973,0.06625100093802139,0.06840712133504748,0.06712815100442464
11,0.020096479014976888,0.02750510536134243,0.029774091166895847,0.014623103279490929,0.0676758211483855,0.008900651004303595,0.09409533759613513,0.010095340669802388
12,0.002664000144285472,0.0036782866809517145,0.0034349200522108035,0.0,0.04336364379316019,0.03778389950311961,0.09445904076165366,0.03913598038750528
13,0.020885994590911543,0.018693920224905014,0.005028658640809892,0.0,0.16202022009622472,0.004230200356075964,0.10918803398767055,0.0053254262178625
14,0.002925407467076466,0.0030238598119467497,0.0,0.0,0.13725265758183908,0.05356719253676917,0.12245647263881454,0.05229635493204592
15,0.0359133287699919,0.03863907232880592,0.04301815044014015,0.026023821178006185,0.103770175705463,0.051946342997186645,0.12252670203758101,0.049539980495136735
16,0.01593090336234607,0.04650420695543289,0.025980597704900195,0.007260564529286991,0.01802948569185099,0.058667336352435984,0.062090679876925,0.0610284928073742
17,0.0022655056530352198,0.009215659461915493,0.021033829219401903,0.0,0.0,0.05339215006914577,0.0633343931780234,0.05520803465639719
18,0.02681547646045617,0.018047675490379333,0.011821257643210653,0.0,0.0015701622463533895,0.0621667072267138,0.06285800007425063,0.06351542717856133
19,0.02439214676478991,0.0011519952677190304,0.009489270369593426,0.0,0.050783603908082106,0.03932985997691846,0.062212047362844074,0.04073149603875233
20,0.014903220222973274,0.011674285866320133,0.0006470468265622453,0.0,0.05353669813788232,0.043848702458530286,0.06387336650458007,0.044514428048555835
21,0.007397276952483983,0.009815537370741367,0.003093802686680806,0.0,0.031418330858760266,0.035460839713896686,0.0923522513904954,0.036665688073253086
22,0.016680602029573194,0.006793600972741842,0.00031591613640071794,0.0,0.012386330842116312,0.01901283449516883,0.09174429270835402,0.020197482739342812
23,0.013171178017060168,0.008134223520755768,0.002060042421275901,0.0,0.06632757964790752,0.019850049766305777,0.09201450804062886,0.020740398203254337
24,0.004488088640592137,0.007795908022671938,0.0005878134007722847,0.0,0.06086278964222145,0.014212594991355632,0.09260812648701325,0.013037337303423893
25,0.0018399913322069388,0.0027385789435356855,0.0003081660956110295,0.0,0.01558078386248411,0.0027704557677228903,0.1054830029920613,0.0014917997409711198
26,0.005138054957564782,0.001133674755692482,0.008322778515876901,0.0,0.010413047920370545,0.01883654453706507,0.10626029098725427,0.019833583558304016
27,0.0035897280043175675,0.006959490478038788,0.0007325828030673845,0.0,0.00871050952673348,0.029795218817567304,0.10631816081585153,0.028694001018783735
28,0.0004019622738474427,0.0017650460358709097,0.0035085998259639954,0.0,0.09960140825947558,0.04802044161403923,0.12380217448711672,0.04603494649860851
29,0.0008571020083681962,0.003431570716202259,0.0016318798607711984,0.0,0.06285277392651066,0.03953244840723119,0.12924841445249474,0.03872866861810906
30,0.005979078050544118,0.0013011213159188628,0.0014052047642356008,0.0,0.025476152244979955,0.009556255023021265,0.11900072609550344,0.00822958083889247
31,0.00540211195913159,0.002047938061878085,0.0005061660412247785,0.0,0.07240394976158476,0.041289142608309015,0.1226741360455575,0.04054376967246501
32,0.012175748561305572,0.06635331362485886,0.07344629017784308,0.020068526676456182,0.04289588289364273,0.05691597073079824,0.08787877143977835,0.05776031539632717
33,0.11858915009399715,0.14630720019340515,0.10448868863094274,0.0,0.0,0.05173185536171748,0.08740739723259508,0.05294496026580692
34,0.0034375736796463446,0.008078223094344139,0.04010741041807487,0.0,0.0644734682694819,0.08528951689930747,0.11582964450098526,0.08552248742988683
35,0.02175718738964867,0.023451682180166245,0.03956705242057664,0.0,0.06171090451345553,0.10017922371630533,0.1290697743176066,0.10073161927045375
36,0.031173026814412273,0.022926900523057847,0.01006847131902204,0.06369309838472836,0.0728662766649075,0.03300346308062141,0.052750395599484634,0.03309336304654514
37,0.09275977492215531,0.0645180195569992,0.09028507330489709,0.0294297601566324,0.07687485673548138,0.09981311328813819,0.1408313315802805,0.10021297845081736
38,0.09626731799894318,0.12703979015350342,0.11406467884918688,0.0294297601566324,0.1100942885629422,0.11947203689451752,0.14029100880438702,0.1199113748760686
39,0.03320439361212682,0.03556935489177704,0.07447273355010137,0.0294297601566324,0.10187256598167216,0.08529793712506456,0.1397526400129525,0.08629277562860725
40,0.03003135063156029,0.03203984798486986,0.015871422161620363,0.036221243269701386,0.03131347486419128,0.07333259887636412,0.10895457222583499,0.07315896334465156
41,0.1638436529075981,0.14197894930839539,0.1319053120799633,0.19878854625550657,0.02481918445898216,0.1663897329142881,0.1486619349103704,0.16609527597375237
42,0.10787936810700993,0.08212880790233612,0.08775017432735861,0.06748653940283894,0.17638381859426774,0.14593258505265777,0.1431358191024292,0.1461173950745879
43,0.020716158986956314,0.03999547721344909,0.03672158172699659,0.06791483113069019,0.007154738447200271,0.04271721955580843,0.0008661341942086676,0.043231799779407096
44,0.04419837587831405,0.03665507957339287,0.03455103664079434,0.0,0.03638297309894002,0.0158474331632254,0.06823882285531419,0.015261160008128258
45,0.06666961102316363,0.0071693602949380875,0.036928964272117726,0.04507260564529286,0.0488006276687603,0.059210839133686965,0.09704650509267018,0.05867111387563111
46,0.0349349621902214,0.022665204480290413,0.03340066156989799,0.0,0.01576225694816026,0.029065006350706468,0.09641318245937974,0.029468625979158877
47,0.033070251207331106,0.048503615133504485,0.05059381385528594,0.02661527165932448,0.09304983793824165,0.0411505595376222,0.07275019004111839,0.039889709544099844
48,0.09294644038835784,0.045922182788466104,0.07480430483364278,0.006607929515418498,0.15447424527728854,0.017351910771762014,0.04256844301737857,0.017032137648738968
49,0.035128006606693574,0.05491950362920761,0.041935366796416705,0.009605971610376907,0.08641933686140417,0.05463594868544375,0.10933190489779387,0.0547908558706398
50,0.10052803792388498,0.06188628822565079,0.06398585666115036,0.07280959373470386,0.1615384401900488,0.07103792391458413,0.10879489017580142,0.07132039327263331
51,0.05460891526573694,0.006875149260183455,0.03206387988925927,0.09716103768967205,0.12852366671542978,0.046460626108254466,0.04369623882749622,0.046006214150690464
52,0.07512172943959992,0.10206492549347285,0.06618559939475878,0.04698972099853155,0.10348087289864513,0.044774366348908745,0.07454768943139603,0.04423215229362781
53,0.05722936233004128,0.13296910895766778,0.14014960573205199,0.018844836025452727,0.04355417666598521,0.27269788755627017,0.2695284673647871,0.27289655142696
54,0.3503129707460052,0.3380202931469115,0.3575120630647429,0.14353891336270191,0.27386623845516217,0.3765798533341697,0.34406694514372876,0.37628744561673655
