,LGBM,RF,DT,XGB,kNN,lasso,PLS,MLR
0,0.002517208252309238,0.007170543879351836,0.0,0.0001646578311920166,0.0,0.00483620882801393,0.07071800552470486,0.07231594052296644
1,0.0010444634896169614,0.0014812289427242101,0.0,0.017768532037734985,0.0,0.0047485706611122,0.0565924759670405,0.0672035689815986
2,0.0034328972177279727,0.017635033959035238,0.0,0.013711214065551758,0.0,0.004733262366227772,0.03730864838478291,0.05017194046956596
3,0.00361898128859866,0.0,0.0,0.0016531050205230713,0.0,0.04962011514013494,0.011071305380219588,0.01602163513671302
4,0.005386343065745317,0.005616438617802324,0.06156173362975866,0.027126401662826538,0.0,0.04947983682432205,0.009693079018532794,0.0026995601367649307
5,0.0016980810247202542,0.01098507941601154,0.01459971121450343,0.016880989586314343,0.01459971121450343,0.057505127549317164,0.015127322294538864,0.022051180373300654
6,0.00022455865609399895,0.002279908016471469,0.0,0.016328096389770508,0.01943747418102309,0.07206911810472952,0.033786593853820275,0.02766257155061606
7,0.13213404394319586,0.13091860527300925,0.13460612866998234,0.14735961530328312,0.10270048032572747,0.044620412290895695,0.08031453244141196,0.08603457126482619
8,0.026871422745897402,0.03367291604593063,0.06156173362975866,0.009153753519058228,0.05163230291898719,0.0898002594881042,0.05231231313480027,0.040373893036336615
9,0.004050034060757006,0.00013476656505695438,0.018049093534413613,0.0008225142955780029,0.001927220455466166,0.09502420803874355,0.02568422588891669,0.024222003684300393
10,0.19639570778843665,0.19533459008503126,0.1943285737205198,0.1921224047796083,0.19483296752296494,0.1932388343816418,0.27143777363602706,0.2768513471497828
11,0.009129293532165027,0.027658490140802017,0.0,0.0028946995735168457,0.0,0.04948133674536553,0.03170465013831535,0.03285101740954228
12,0.028608921295776083,0.016559040590405895,0.016738863040804297,0.0433984100818634,0.0,0.04950577995119565,0.022790597748868456,0.02736338923431036
13,0.007309435216468985,0.03208043974849686,0.016738863040804297,0.05981612205505371,0.030361736594605622,0.07200005113214379,0.0077373789807751794,0.004838416753435968
14,0.10778799652147919,0.013407752897404833,0.021658912241296235,0.07311685389296585,0.07555947928908194,0.0684083794941054,0.04801451721311557,0.04890136291058032
15,0.00203131808003641,0.0,0.0,0.019816964864730835,0.03740738561134855,0.09394483812072546,0.03912267783709002,0.04392572041321605
16,0.0018201072693822978,0.005610300016043636,0.0,0.0001067817211151123,0.0,0.004624218596140997,0.07804709498864643,0.07821178938547722
17,0.0032244227563021665,0.0035532648804748913,0.0,0.023306280374526978,0.0,0.004705228891534741,0.07958275394142067,0.07992308707895557
