LGBM,XGB,RF,DT,MLP,kNN,PLS,MLR,lasso
0.030965038227185937,0.03394586485380241,0.021392938403783757,0.02345789512940999,0.00545791888259034,0.027799940503311416,0.04894485256900122,0.048040109448657,0.00656736258170787
0.19375785894192582,0.187794922448613,0.14272901252203984,0.16304915342731408,0.12698791325802355,0.17970385435890118,0.11609411403475245,0.11651818586296048,0.06492392826396423
0.22447294746060154,0.2442253738555047,0.2841200448817278,0.35735063772656084,0.1983641458983163,0.46072154861947723,0.34783055493202764,0.34759246353770923,0.3954889223221286
0.046980711851222545,0.038439698709047176,0.05723261593333162,0.0650406504065042,0.13094480833732391,0.40962128436024015,0.14386682099938874,0.14507948206795074,0.18596795102471275
0.032163982773367183,0.1507515141723354,0.08564222705307495,0.2200156634593869,0.06923063813062441,0.05742677384834688,0.025690389418633497,0.02533231755761922,0.02541687604049686
0.008160257632028878,0.04543176348056266,0.03619065999637716,0.02265607518460505,0.062570553337813,0.16242318768982217,0.06252366182889935,0.06161717537320757,0.08921727741938759
0.14177257177129796,0.12466139942374266,0.12387200267638845,0.16170657119415224,0.12538436380745968,0.16959453987019224,0.08147018179519189,0.08094990443174385,0.15854407744751975
0.02588571958182148,0.00498567495897706,0.02655291745250346,0.007533378086074433,0.08710843594299192,0.029430126677399665,0.09755003916943417,0.09787914512243268,0.09931741557223883
0.06389536340621127,0.09792756286076071,0.07108965171163084,0.026217647497575824,0.09628733884450186,0.03767626741256591,0.10596448740460535,0.1045088601813271,0.04380977080464227
0.040668889793345264,0.09414723552188264,0.07691717013500421,0.12004922801521578,0.13118506697413024,0.4259653560323312,0.3305626780821206,0.3304755844809577,0.39139638153268974
0.0827899047091073,0.14523546424694156,0.11324228681179349,0.027970463190870487,0.021615107794219046,0.08156359714759631,0.13202895423356154,0.1321043427188307,0.12028522322082363
0.0076423599373084405,0.14484740353238812,0.1149760905555628,0.15562765719400296,0.1507184312144072,0.11787196357911311,0.014286165267940354,0.014815932427562628,0.018235392601135048
0.05060831054633397,0.026057706053397245,0.05032474957598837,0.05202506153501901,0.08708243670150179,0.014553418408003227,0.005382938191209441,0.004953933751112083,0.004398907050899237
0.06901588752145787,0.03742149410217932,0.014314597118775862,0.016838218840904,0.003286629776709571,0.0048964298245327,0.21234812227544697,0.21339576034990626,0.189734805571236
0.34121516039112026,0.3335804343223572,0.3225183086730896,0.3545256209442828,0.2039697604795189,0.3991143897642901,0.4214318378568035,0.42164475798559703,0.4150926160933601
0.0065573416673283536,0.0002460488338923428,0.019361259730344638,0.00509062430073845,0.024739351657280223,0.020236855652222746,0.04684204069292641,0.0467523315515565,0.005026240709734842
0.022734394746828535,0.004742101745121019,0.0591072778342242,0.03378831953457148,0.0518111115330506,0.06427207071249436,0.013963815252370115,0.012887277703545585,0.03246971957829556
0.03712969033134709,0.07466462254524231,0.06787050474698714,0.031047214141866175,0.044710419297718906,0.14758037225291928,0.23004883627260797,0.22984948379661863,0.2591592494539227
0.10708946228674143,0.0778710941895992,0.08565229999183721,0.08365033191616317,0.11346644698756753,0.08704130493561474,0.1586241622347318,0.15777807626438906,0.10662158451201637
0.026792349839954044,0.02288160456269872,0.008760374517702618,0.0232714253748042,0.07060325075373708,0.00813752626124864,0.005240737559826569,0.005333565307646615,0.01060285803823413
0.04130684570280507,0.06430245475444663,0.047183424727730405,0.010349071380622132,0.10811997074633162,0.15006639032492164,0.23665475338723496,0.23758030851888412,0.2816628698983017
0.06903542861018952,0.08972692871072407,0.051816993053315,0.14539046766614439,0.03823038901204423,0.050415754389233736,0.17660771394422659,0.17730019284269594,0.2229013404649468
0.0331629218618722,0.014213080893269225,0.04844620525882132,0.09912732154844495,0.009389507265311736,0.16196255261591536,0.07661085158910663,0.07720473362689084,0.14166140897756457
0.04464592778655507,0.010681798565331746,0.003942679482946465,0.012642649362273495,0.01398249946525515,0.07509784063090325,0.01901772790844458,0.018382014014736936,0.024735708273534385
0.06385889718886978,0.11819581531069911,0.1192982907495066,0.08540314760945772,0.07017388527330537,0.09417291599479666,0.12298663378125407,0.12237129651196915,0.12961307393796145
0.027232403283217854,0.01675312595496531,0.0044462524550867855,0.006489147460281952,0.0035482186289713114,0.02741766375936,0.054576920388120675,0.054130634637893804,0.0016068601851908504
0.05522723083637785,0.05997103452682495,0.05124507098281991,0.006097560975609748,0.08501054387580617,0.252183722481482,0.4599295921097901,0.4595110587599521,0.5189748192024225
0.09081883558643064,0.00790225843317316,0.026920973996913927,0.07484895949876932,0.07079244643946,0.10003050532720623,0.21258047721835888,0.2136020412909756,0.19046620059941421
0.0036581006096755297,0.0041502286828212775,0.018838899020696076,0.005929738196464529,0.06669116130444624,0.12250700608030596,0.020234855894051385,0.01993119482768191,0.015481520997344511
0.0023715885936208547,0.01684280005603539,0.019082423272510918,0.059483851719251135,0.044491453213660825,0.055433805594294006,0.05926721600477369,0.05887485969423101,0.024331154577086844
0.10888034462642343,0.07881821666315492,0.07086681127407515,0.0548780487804878,0.02886844366956251,0.11365153568704439,0.04698748636794667,0.04743181142523267,0.04980237296195847
0.06304261487784496,0.096962530125065,0.04918551544922073,0.059633027522935755,0.08785652705882457,0.001682779231759246,0.15426014622069428,0.154260680074982,0.1403855843801547
0.07412356785703483,0.10695947114187315,0.11619229556267197,0.08312821660326691,0.12879424843157256,0.08049989458892215,0.04821647072882196,0.048255714303248654,0.05569379097794397
0.030215555386861936,0.03974453329666522,0.04885051784144778,0.052957410308048014,0.07186682218534074,0.05485096061640843,0.09101080972953268,0.0917746895813823,0.08550961757597886
0.007891646525754581,0.012616508464254217,0.010006936263583066,0.1338666368315059,0.023046163909515416,0.09709004145936007,0.037449838707517114,0.03808567445917377,0.08585165254245702
0.0029856591132189914,0.031711503779976224,0.013163756406568,0.1110427388677556,0.009425185428782207,0.02000771465752954,0.2921944091762063,0.29308378438709737,0.27071234629954954
0.038814747621118584,0.10804947500502027,0.03056574718635574,0.034515551577534165,0.061270578504537765,0.3214552355129665,0.1413487752606964,0.14153737515703013,0.14198809018108283
0.0330188248344174,0.028096305134312966,0.018193020170699736,0.04113522786604011,0.012134116160141095,0.32167484250866996,0.08442407444410377,0.08497407038508442,0.09266759636429328
0.02232360361330732,0.007964685642631197,0.015258015550290188,0.027000820466920233,0.029573102604393914,0.030518652022930193,0.034236131069882686,0.034208796206200404,0.03355432228534408
0.010895033580372082,0.008514999363026965,0.005142682584977687,0.05646304169463717,0.06317665176282988,0.1181690229912743,0.049036045210943124,0.05003963694399288,0.09529421390974063
0.1754053687893653,0.05787204552427655,0.12116758886655943,0.3334079212351756,0.12501746636209327,0.11755931247262563,0.005670335044202057,0.005090994239444369,0.015537451266306734
0.0770098967998788,0.17315073481713616,0.15318048254667982,0.0729842619527113,0.273653282105107,0.1278945351280807,0.030019495821867692,0.03026441411788916,0.025906438881256877
