group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-1.7626,0.9451,-6.1479,2.6227,False
DT,MLP,0.5496,1.0,-3.8357,4.9349,False
DT,MLR,5.8225,0.0013,1.4372,10.2078,True
DT,PLS,5.8186,0.0013,1.4333,10.2039,True
DT,RF,-0.5155,1.0,-4.9008,3.8698,False
DT,XGB,-0.6397,1.0,-5.025,3.7456,False
DT,kNN,5.2195,0.007,0.8342,9.6048,True
DT,lasso,6.2571,0.0003,1.8718,10.6424,True
LGBM,MLP,2.3122,0.7829,-2.0731,6.6975,False
LGBM,MLR,7.5851,0.0,3.1998,11.9704,True
LGBM,PLS,7.5811,0.0,3.1958,11.9664,True
LGBM,RF,1.247,0.9938,-3.1383,5.6323,False
LGBM,XGB,1.1228,0.997,-3.2625,5.5081,False
LGBM,kNN,6.9821,0.0,2.5968,11.3673,True
LGBM,lasso,8.0196,0.0,3.6343,12.4049,True
MLP,MLR,5.2729,0.0061,0.8876,9.6582,True
MLP,PLS,5.269,0.0062,0.8837,9.6542,True
MLP,RF,-1.0651,0.9979,-5.4504,3.3202,False
MLP,XGB,-1.1893,0.9955,-5.5746,3.1959,False
MLP,kNN,4.6699,0.0269,0.2846,9.0552,True
MLP,lasso,5.7075,0.0018,1.3222,10.0928,True
MLR,PLS,-0.004,1.0,-4.3892,4.3813,False
MLR,RF,-6.338,0.0003,-10.7233,-1.9527,True
MLR,XGB,-6.4623,0.0002,-10.8475,-2.077,True
MLR,kNN,-0.603,1.0,-4.9883,3.7823,False
MLR,lasso,0.4346,1.0,-3.9507,4.8199,False
PLS,RF,-6.3341,0.0003,-10.7194,-1.9488,True
PLS,XGB,-6.4583,0.0002,-10.8436,-2.073,True
PLS,kNN,-0.5991,1.0,-4.9844,3.7862,False
PLS,lasso,0.4385,1.0,-3.9468,4.8238,False
RF,XGB,-0.1242,1.0,-4.5095,4.2611,False
RF,kNN,5.735,0.0017,1.3497,10.1203,True
RF,lasso,6.7726,0.0001,2.3873,11.1579,True
XGB,kNN,5.8592,0.0012,1.4739,10.2445,True
XGB,lasso,6.8968,0.0,2.5115,11.2821,True
kNN,lasso,1.0376,0.9983,-3.3477,5.4229,False
