,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,0.002865380521611804
1,P_charged_centers,1.0,1.0,-0.002525516676726285
2,N_charged_centers,1.0,1.0,0.0013378495360853067
3,N_charged_centers,0.0,0.0,0.0236357633083817
4,Double_bonds,1.0,1.0,-0.01721491383758269
5,Double_bonds,2.0,2.0,0.03995479342486088
6,Double_bonds,0.0,0.0,-0.03800035691046681
7,NP_ratio,4.0,4.0,-0.04431991294716901
8,NP_ratio,8.0,8.0,0.009499053857978215
9,NP_ratio,12.0,12.0,0.03518382761835033
10,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.020140444041891255
11,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.008375876176145906
12,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.005936500118758868
13,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.030486201507988663
14,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.006127805337593979
15,Dlin-MC3+Helper lipid percentage,20.0,20.0,-0.10053223611104592
16,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.009133080630955605
17,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.09543949119977553
18,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.0009018178518060461
19,Chol_DMG-PEG_ratio,500.0,500.0,-0.011004120390464337
20,Chol_DMG-PEG_ratio,100.0,100.0,0.07948752316491117
21,Chol_DMG-PEG_ratio,10.0,10.0,-0.06597970878378408
22,Size,"(75.0, 528.9473684210527)",301.97368421052636,0.001869595476705297
23,Size,"(982.8947368421053, 1436.842105263158)",1209.8684210526317,-0.0968797374791191
24,Size,"(528.9473684210527, 982.8947368421053)",755.921052631579,-0.017914703026834504
25,Size,"(1436.842105263158, 1890.7894736842106)",1663.8157894736842,-0.05094337799111789
26,Size,"(1890.7894736842106, 2344.7368421052633)",2117.763157894737,-0.05581473646801496
27,Size,"(3706.5789473684213, 4160.526315789473)",3933.5526315789475,-0.01750919285368918
28,Size,"(2344.7368421052633, 2798.684210526316)",2571.7105263157896,-0.013321219522835725
29,Size,"(8246.052631578947, 8700.0)",8473.026315789473,-0.015109237838196878
30,Size,"(4614.473684210527, 5068.421052631579)",4841.447368421053,-0.012419541725528806
31,Size,"(2798.684210526316, 3252.631578947369)",3025.6578947368425,-0.015464209968568886
32,Zeta,"(-37.0, 515.8421052631579)",239.42105263157896,-0.0015755591483126283
33,Zeta,"(9914.157894736843, 10467.0)",10190.578947368422,0.008814158281366776
