,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.03168191485849837
1,P_charged_centers,1.0,1.0,0.015055897165507797
2,N_charged_centers,1.0,1.0,-0.0011132742816236576
3,N_charged_centers,0.0,0.0,0.0041828181978766105
4,cLogP,9.3028,9.3028,-0.09328345990974882
5,cLogP,9.784,9.784,0.06021527709369225
6,cLogP,12.515,12.515,0.06972730583468066
7,cLogP,6.12,6.12,-0.06809438078284497
8,NP_ratio,4.0,4.0,5.614539376442608e-06
9,NP_ratio,8.0,8.0,0.003280215457068071
10,NP_ratio,12.0,12.0,-0.004690424013418402
11,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.023446946799681585
12,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.05513564383071776
13,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.02802531563002896
14,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.01821701077710489
15,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.08942050917504492
16,Dlin-MC3+Helper lipid percentage,20.0,20.0,0.054131915697954884
17,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.055517453581001436
18,Dlin-MC3+Helper lipid percentage,60.0,60.0,-0.018117376979731092
19,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.08733782116011753
20,Chol_DMG-PEG_ratio,500.0,500.0,0.05402602326646636
21,Chol_DMG-PEG_ratio,100.0,100.0,0.121904437170573
22,Chol_DMG-PEG_ratio,10.0,10.0,-0.18475219551494731
23,Size,"(75.0, 528.9473684210527)",301.97368421052636,-0.003782337196529961
24,Size,"(982.8947368421053, 1436.842105263158)",1209.8684210526317,0.008054871490999106
25,Size,"(528.9473684210527, 982.8947368421053)",755.921052631579,0.011883061139754807
26,Size,"(1436.842105263158, 1890.7894736842106)",1663.8157894736842,-0.00028432549371315677
27,Size,"(1890.7894736842106, 2344.7368421052633)",2117.763157894737,0.015857406024859827
28,Size,"(3706.5789473684213, 4160.526315789473)",3933.5526315789475,0.0007362934020761536
29,Size,"(2344.7368421052633, 2798.684210526316)",2571.7105263157896,-0.015443226172464748
30,Size,"(8246.052631578947, 8700.0)",8473.026315789473,0.012111615237306287
31,Size,"(4614.473684210527, 5068.421052631579)",4841.447368421053,-0.003404330481847625
32,Size,"(2798.684210526316, 3252.631578947369)",3025.6578947368425,-0.003414726634969259
33,Zeta,"(-11.105263157894736, -6.789473684210527)",-8.947368421052632,0.01300614479103539
34,Zeta,"(-6.789473684210527, -2.473684210526315)",-4.631578947368421,0.019882836526463114
35,Zeta,"(-2.473684210526315, 1.8421052631578974)",-0.31578947368420884,0.013502976445416781
36,Zeta,"(-28.36842105263158, -24.05263157894737)",-26.210526315789473,0.021440199889857788
37,Zeta,"(-15.421052631578945, -11.105263157894736)",-13.26315789473684,0.027768993052002793
38,Zeta,"(-19.736842105263158, -15.421052631578945)",-17.57894736842105,0.021731522535566154
39,Zeta,"(-24.05263157894737, -19.736842105263158)",-21.894736842105264,0.024381412658989944
40,Zeta,"(6.15789473684211, 10.473684210526315)",8.315789473684212,-0.02089979072041179
41,Zeta,"(1.8421052631578974, 6.15789473684211)",4.0000000000000036,-0.015847131128016032
42,Zeta,"(-32.68421052631579, -28.36842105263158)",-30.526315789473685,0.05602869545822784
43,Zeta,"(10.473684210526315, 14.789473684210527)",12.631578947368421,-0.04043242170206697
44,Zeta,"(-37.0, -32.68421052631579)",-34.84210526315789,0.00270979553837439
45,Zeta,"(14.789473684210527, 19.10526315789474)",16.947368421052634,-0.05902023584578982
46,Zeta,"(19.10526315789474, 23.421052631578945)",21.263157894736842,-0.06545101349655484
47,Zeta,"(23.421052631578945, 27.736842105263165)",25.578947368421055,-0.07199088421319977
48,Zeta,"(40.684210526315795, 45.0)",42.8421052631579,-0.07350273210390869
49,Zeta,"(27.736842105263165, 32.05263157894737)",29.894736842105267,-0.030766628815698666
