,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.0001701615907991901
1,P_charged_centers,1.0,1.0,0.00011257385764406985
2,N_charged_centers,1.0,1.0,-0.07853426020358265
3,N_charged_centers,0.0,0.0,0.15381158315885826
4,Hbond_D,3.0,3.0,-0.00011570198571072712
5,Hbond_D,2.0,2.0,-0.00024827223262287426
6,Hbond_D,0.0,0.0,0.00019151134576562588
7,Double_bonds,1.0,1.0,-0.004794620491109099
8,Double_bonds,2.0,2.0,-0.012029397221906941
9,Double_bonds,0.0,0.0,0.014311372335574965
10,NP_ratio,4.0,4.0,-0.004354388240773642
11,NP_ratio,8.0,8.0,-0.010101345072078457
12,NP_ratio,12.0,12.0,0.015510854547920777
13,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.04981227461312346
14,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.05360396206875988
15,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.04158342909993356
16,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.02533311859670901
17,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.11809136455775848
18,Dlin-MC3+Helper lipid percentage,20.0,20.0,-0.042967247982754725
19,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.0011489412567243463
20,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.02354456981447823
21,Dlin-MC3+Helper lipid percentage,80.0,80.0,0.01907457560393013
22,Chol_DMG-PEG_ratio,500.0,500.0,-0.005338011708698091
23,Chol_DMG-PEG_ratio,100.0,100.0,0.020899739644328126
24,Chol_DMG-PEG_ratio,10.0,10.0,-0.015671646390554374
25,Size,"(75.0, 528.9473684210527)",301.97368421052636,-0.000574423944869174
26,Size,"(982.8947368421053, 1436.842105263158)",1209.8684210526317,0.0007603634259409992
27,Size,"(528.9473684210527, 982.8947368421053)",755.921052631579,0.004358479154600829
28,Size,"(1436.842105263158, 1890.7894736842106)",1663.8157894736842,0.001262779919576626
29,Size,"(1890.7894736842106, 2344.7368421052633)",2117.763157894737,0.003397977968521626
30,Size,"(3706.5789473684213, 4160.526315789473)",3933.5526315789475,5.4165011458921344e-05
31,Size,"(2344.7368421052633, 2798.684210526316)",2571.7105263157896,0.0019155111253068586
32,Size,"(8246.052631578947, 8700.0)",8473.026315789473,0.005861190106579097
33,Size,"(4614.473684210527, 5068.421052631579)",4841.447368421053,0.0014847792794039515
34,Size,"(2798.684210526316, 3252.631578947369)",3025.6578947368425,-0.0003228958239379949
35,Zeta,"(-37.0, 515.8421052631579)",239.42105263157896,-0.0010957340903450647
36,Zeta,"(9914.157894736843, 10467.0)",10190.578947368422,0.0022893493454541206
