LGBM,XGB,RF,DT,kNN,lasso,MLR,PLS
0.03106981984466344,0.04986172169446945,0.03047207898895732,0.01531867828010507,0.018747284708414913,0.0582279322007305,0.008568259384413301,0.05044070563461209
0.0857470653486089,0.06909791076395927,0.06519573843032297,0.08834508502695976,0.057410521861406605,0.10460599972825013,0.03894443513637086,0.12538296917021322
0.023591569414800402,0.05179459601640701,0.04739293514960596,0.01670913076968656,0.030582412952522044,0.002112998818837364,0.07939392329066763,0.023906637643428166
0.03891398848418488,0.025227453858618243,0.024458296207328385,0.03181845114653075,0.03104092075516557,0.016781517111765065,0.014075247718617678,0.028686165791282164
0.07200537861735276,0.015072903595864773,0.07232874109059646,0.12849440066362505,0.008412577182682153,0.035136757927418605,0.029801857764580664,0.006852919257004056
0.1066230677162974,0.10400022807306114,0.11053641546411407,0.09214710355315912,0.15083644407576385,0.09488092045962587,0.1307087785003052,0.12544903741687213
0.007700002276828634,0.025362705070456903,0.0038043650334539415,0.011578874602516248,0.026827657397420032,0.050511228167122224,0.02378907872588021,0.03977999443688959
0.20992512502278715,0.2377593686278061,0.215505726856826,0.12968339554818195,0.18269190220024067,0.14659149890702056,0.2014661210011014,0.15872582387425477
0.10924193992535582,0.11134890823851773,0.09186587065074543,0.10196322411171019,0.11304906646752011,0.0803057672646218,0.006158316222117932,0.04843119054654163
0.0271804957719758,0.016872651875019073,0.03575506654070181,0.0005184570717544634,0.008205445650903961,0.06104597723924393,0.01701080511719344,0.04472307509844175
0.23895433735375865,0.2703084708713577,0.2754124899991069,0.2921530287768363,0.2777705601496254,0.33683857828164454,0.27121830933987523,0.3652084232820209
0.07333125320323244,0.10581793636083603,0.08303077790631364,0.05426517351030001,0.011319768900030608,0.019878658919307013,0.018839913925179697,0.007314923988191613
0.006470732718913047,0.02331572290127265,0.0623078281177272,0.05167288815152771,0.13410756256048667,0.0988741773283982,0.10729630243349947,0.12907485095002966
0.12494514457144658,0.11559133231639862,0.08373399418836992,0.18578045071201438,0.051584213174217616,0.07118534211398636,0.03727991734203229,0.042529461241900726
0.040431506801712105,0.07619613472289366,0.09700952122455991,0.03235172127747818,0.04549299506732815,0.047783857720058276,0.09913460846539501,0.041787437506005914
0.002621919981869794,0.013583705760538578,0.03824920324528024,0.0,0.019645264766021547,0.07482388122938954,0.0024978159152954094,0.08117726662031939
0.003495231275920927,0.0016449230024591088,0.016787550896599696,0.0,0.0,0.04684909668596607,0.007261489673520916,0.053994758068962756
0.009463933952980797,0.016612129285931587,0.014447351141123957,0.0,0.0,0.04388776571191458,0.018125272410075444,0.05698597549445167
0.09416341944332426,0.10578226030736099,0.06952719973288078,0.09318401769666801,0.09318401769666801,0.12050092223562972,0.05745475165662767,0.13986325176302367
0.021956481801854416,0.019502852957409833,0.006992814676452165,0.019355730678833116,0.019355730678833116,0.046771377446720636,0.01985198844918401,0.05493277361059168
0.01713079019124589,0.06409113854169846,0.04102925631676621,0.07184662887690677,0.12954853957679158,0.007779493500265744,0.08172386849175672,0.0011661465882453897
0.009945762254538174,0.006638296879827976,0.010207755200608622,0.0,0.0,0.018803874397742948,0.016523506110027064,0.016584607881967764
0.0007867497095343644,0.01997404731810093,0.018803173129429022,0.0,0.03748696212243903,0.05562361168277591,0.05724163670223881,0.04147204011810532
0.006300039638420037,0.002218381268903613,0.02685658288670421,0.0,0.023341584401764644,0.07483381962959135,0.0796720264049865,0.06236703298981967
0.003502494574295488,0.013549836758577238,0.031722620139398625,0.05249089819807365,0.0042621370217362335,0.0500833205861424,0.05889454360662283,0.06149201486729873
0.03238652604318106,0.04778971303819368,0.036565524969472185,0.05502557721553991,0.0459204305793108,0.031407919629350856,0.0006459202225278515,0.01868068240463802
0.006094736942862654,0.022780505940318108,0.03528595945688558,0.0,0.0013244624663084935,0.10762054451401026,0.075594817770814,0.0871050731139174
0.024163263160309784,0.0114824242926449,0.009964490846204349,0.037144568874141665,0.029360253931360134,0.07051150703706399,0.047260375421541045,0.07636592695274882
0.0005536107083601688,0.03548940643668175,0.0014879549303025046,0.0,0.06952597162426274,0.09888592676428948,0.04006156962463703,0.11135523178933969
0.0037829475516827776,0.008565590716898441,0.002078933040117887,0.0,0.24152245107735587,0.0974984267553432,0.05246692489056981,0.09292362341431432
0.004130573604293482,0.0032619619742035866,0.011100900286404225,0.0,0.1581324070850495,0.13405049666639324,0.06650380362751551,0.12220621395447848
