,RF,LGBM,XGB,kNN,DT,PLS,MLR,lasso
38,0.08204542833800213,0.064164847144355,0.06888905167579651,0.0,0.1737254901960783,0.010873553684053183,0.010664321494639606,0.09108007311887723
39,0.27802276785714286,0.2482705261086541,0.009081929922103882,0.0,0.020882352941176574,0.29729658381464297,0.29559156279526355,0.16295393718971782
40,0.020759677871148186,0.07843312189956708,0.006215214729309082,0.008382024296863811,0.22941176470588243,0.2366083044304769,0.23606657519878646,0.21015380285685525
41,0.36836081720567027,0.2845990870241236,0.0075712502002716064,0.006989731457763971,0.09000000000000008,0.24968980488447548,0.24846116238422966,0.5723576905453462
42,0.0360420720510426,0.04218050749447836,0.04877391457557678,0.0,0.17127450980392156,0.08350212746278068,0.0825136086911479,0.5934546415142048
43,0.012979922969187676,0.035304266635075084,0.016364604234695435,0.0,0.0,0.07730050259796525,0.0775069169566219,0.29055909304507044
44,0.00211381535947712,0.010047607499981912,0.00295063853263855,0.0,0.0,0.3915435982400183,0.3897385288078372,0.24988338385656345
45,0.1434464414098972,0.14592099797227892,0.08185997605323792,0.0,0.0,0.3220614825042598,0.32180714083133816,0.3271128224475892
46,0.2015798856209151,0.25044133492099274,0.09243154525756836,0.0774653878392805,0.0,0.3125612415562607,0.3086024200181861,0.26965326744439944
47,0.36546641417678194,0.36945493867364304,0.16540256142616272,0.06158170222115804,0.0,0.4408480685781119,0.4413414744513662,0.2386457620260761
48,0.02441845183275282,0.08955330675182183,0.07545462250709534,0.06862710755026702,0.0,0.14155919045395932,0.14065698513927288,0.04162946483662999
49,0.03412311161333215,0.04083535890160683,0.2795055401325226,0.2553676953689116,0.0,0.08723344818971795,0.08748431829405384,0.10673667749924898
50,0.018738268557423,0.07694929034361306,0.12536510825157166,0.2294307963249712,0.04294117647058815,0.24687273857356434,0.24717252749414448,0.00048342535275491816
51,0.27920855003112344,0.2666633279518941,0.06949661042176036,0.04014440708231953,0.29313725490196074,0.1580298961579376,0.1585046902562497,0.2038848319749943
52,0.016747660286336785,0.049833058838785416,0.16247835682887657,0.16879079813047076,0.09598039215686277,0.3349585189437761,0.3377851679821554,0.03951586446235178
53,0.018624492296918815,0.14577050525209848,0.12061991249813764,0.01929641039472499,0.06852941176470584,0.17667324032881604,0.17490820174592836,0.017468181237973363
54,0.04382652093413125,0.046192613839833085,0.21795093482615902,0.21562957958847073,0.6607843137254902,0.1698294075859423,0.16818863533286876,0.15532930713973392
55,0.10474578723155914,0.20793013505389396,0.09553055564562474,0.02885110018803355,0.14470588235294113,0.1325294133992935,0.13275329168298539,0.12947860447806714
56,0.10452170373199793,0.11768808066645986,0.0007408300801819978,0.1262668896964681,0.3990196078431374,0.006254178292975476,0.005351804801386528,0.08484384169324555
57,0.056084536842514576,0.10955429208516898,0.1757971206365848,0.4102787509737091,0.004509803921568634,0.021206305451984375,0.021801886410551613,0.1435992304608883
58,0.26672163690476236,0.35030554241898887,0.08238516690684294,0.06343898116844049,0.006078431372548931,0.2294025728900059,0.2297319640299624,0.2872529120338366
59,0.4083178635620915,0.4254990947353032,0.12839898731194288,0.10041390630194313,0.06725490196078443,0.2851570282358051,0.282359643209373,0.5180275760481293
60,0.4729031819950203,0.3934026595010433,0.10562864495258706,0.15491183689417387,0.13058823529411778,0.23453352827247353,0.23244396952965954,0.21256987564354252
61,0.12134751984126968,0.09620926198472629,0.18717037855410124,0.3442446328100463,0.33921568627450993,0.18933139884643213,0.18754131647272473,0.04307135559840711
62,0.45352920343137243,0.3404614377047724,0.10756087204989262,0.02053962606858528,0.7229411764705884,0.13747014847856648,0.13617365178426677,0.5006742972381348
63,0.07845009259259256,0.15326024082212542,0.12856450772752948,0.19323347449466544,0.09313725490196068,0.23557810823792144,0.23491384593457623,0.18908516507862874
64,0.2514307932617489,0.2259474932185267,0.31181643785214896,0.1993642148436418,0.436078431372549,0.26720592321640596,0.2636490752560018,0.5405159621179533
65,0.27892254318394094,0.22936155459848495,0.0524399207853804,0.20077117389244076,0.3700980392156864,0.2296135227406815,0.2288146338524031,0.5092071194506187
66,0.049928201641767866,0.0029934685983190046,0.4290759990495794,0.16899175194413474,0.7084313725490197,0.16676989022170605,0.16620156621283438,0.028425447744324234
67,0.05676914090131041,0.020941787127944644,0.4558228121785557,0.08544998069146914,0.0,0.2334684754607404,0.23318650611188937,0.20733651445851897
68,0.013730497110460926,0.061568737376188065,0.14180419099097163,0.3522898442967354,0.0,0.10618804142902077,0.10647080274409848,0.20577394596533183
69,0.2751941528555867,0.23698207724518586,0.03448307341220325,0.030195258795586044,0.0,0.1705667258658342,0.17048382474474477,0.27561321609712963
70,0.23640012868531224,0.22886875586890965,0.08576638081494514,0.005200539020115413,0.026470588235294024,0.29407304237339077,0.2923332131105949,0.5365858065322779
71,0.0032796300186741295,0.00529631711677141,0.13804021568859337,0.3723370964831609,0.07862745098039203,0.33160577135286534,0.3324911693266725,0.18001608462575863
72,0.10636273692810456,0.07160631858430122,0.4374255836009979,0.2958958466075576,0.38921568627450986,0.2530458890353256,0.254235613251053,0.27837765300442463
73,0.011352626633986904,0.06578263758659586,0.029721587896347046,0.0,0.026666666666666616,0.41225939415525126,0.4132579029454999,0.13283799614659833
74,0.0014328791238716887,0.028845244671011294,0.05218815803527832,0.0,0.4680392156862746,0.3999252767769304,0.3999431089825779,0.15103388085339586
75,0.03366689659197013,0.04743550205163895,0.023105710744857788,0.28764667335566607,0.3520588235294118,0.35820551314585514,0.35835614267659743,0.13207663972353179
76,0.12591730100373477,0.15523044787283208,0.19967292636048561,0.039358339262839784,0.0,0.5232450443045357,0.5216484751461483,0.049107608639605116
77,0.049852764939309006,0.03260554440355484,0.32330594037093374,0.24975469226685454,0.0,0.3403874106925866,0.34286720604692955,0.027047250770408773
78,0.07313157524120728,0.13934741919510457,0.11023617653285744,0.08013581552499927,0.1656862745098041,0.02311780553259711,0.023622409944972972,0.041411172376645156
79,0.28205629668534077,0.21130569499951057,0.013063607099009444,0.04243368774250198,0.0,0.055415717733909714,0.055421395778410446,0.20434295038213401
80,0.26435481483249884,0.1731533822865069,0.010358691215515137,0.004709320273982955,0.0758823529411764,0.17555233614908983,0.1767023538341003,0.21756187288062276
81,0.10988023867880475,0.0194582322003245,0.2512000044888141,0.35265829041387264,0.12617647058823522,0.12501708574959597,0.12590693667698127,0.1721101102250131
82,0.06996983660130701,0.025348804605228037,0.2738672194995133,0.0578608878579642,0.0,0.2908827484522488,0.28799135682555643,0.015909117660188765
83,0.1536143471833179,0.13544010836572729,0.14353543519973755,0.10788314670796299,0.3137254901960784,0.10089866578163062,0.10227502248662226,0.15661868135088108
84,0.36433285772642376,0.3169425861303855,0.04003849677011084,0.014891086033663736,0.02901960784313723,0.19965858371985468,0.19698315660774268,0.3752624365201369
85,0.15468330648926232,0.06439254703674607,0.10965216423950941,0.3613451235995679,0.008627450980392082,0.167898935648175,0.17066010719762403,0.10444501640495388
86,0.01650361227824462,0.03073231415607725,0.3065937955472984,0.017843137254901942,0.14078431372549016,0.0015462560168467143,0.003079501252389538,0.02028552760230671
87,0.33901200396825387,0.3183907747828732,0.0252743661403656,0.0,0.09078431372549017,0.35032253387404694,0.3509293891349524,0.2959521968076032
88,0.04465050147836909,0.005534906536677292,0.030385369389664962,0.03744909336144592,0.14078431372549016,0.13304630021694264,0.1350259137225993,0.07151435797111247
89,0.06357538281979455,0.09183318616325015,0.015122730124230488,0.289600334683868,0.0,0.2775438425736522,0.27685141617800213,0.05219180615425069
90,0.11316826330532181,0.09544464511228867,0.030021518281861947,0.15351599598186144,0.28941176470588237,0.18987472000433653,0.19181634167899386,0.11040923286544341
91,0.013918322652292703,0.06382796429423954,0.4228936845882265,0.17278451061150035,0.47882352941176465,0.11375968948908809,0.11330252258975752,0.2541932143406378
92,0.09556720490974208,0.08435491349362334,0.1416121865020079,0.4087850731455633,0.09372549019607845,0.25179349800931566,0.2486767089960441,0.31796226335363253
93,0.001589542483660131,0.007747043077360184,0.030553791195738533,0.018086555239893498,0.04117647058823515,0.20454048978621442,0.20451444828636017,0.06936497394059843
94,0.02700180322128853,0.01633280233381799,0.009203104902716142,0.14332391326086358,0.1707843137254902,0.41148244293343006,0.4111184245379671,0.08199970949221763
95,0.009346576797385611,0.019191029833570707,0.25139593965867,0.1639736992766902,0.14264705882352946,0.45362290749377776,0.4538735186489701,0.1411468995825594
96,0.006331102941176462,0.03151478150163281,0.24473747370289822,0.23589753399640595,0.10882352941176465,0.5133874793624483,0.5135974714943476,0.20998088758836936
97,0.034901960784313624,0.020034984426342432,0.030647486448287964,0.0,0.0,0.1764888851031015,0.1769826613765715,0.03733771263126098
98,0.0008841911764705885,0.007948244588774807,0.00028067827224731445,0.011091951742432042,0.0,0.054011223578629475,0.05245238856076631,0.09239214840560782
99,0.0005078839869281039,0.008242841439463444,0.026281803846359253,0.0,0.0,0.13960159546314588,0.13799967458728743,0.006750860625879849
100,0.0011570710784313707,0.01402498083025266,0.03338801860809326,0.0,0.0,0.046776824094282216,0.046063080633119674,0.0038423652675421763
101,0.0216053314659197,0.011662241010115856,0.007438600063323975,0.0,0.0,0.014258516856376552,0.01340619710507103,0.01791482924855039
102,0.21058780812324934,0.16856433952391714,0.014605015516281128,0.06004730775977764,0.0,0.1048993648836558,0.10581481806158952,0.21999060360154232
103,0.09026248132586363,0.03728309167995469,0.02412338502266831,0.03149784880547969,0.16254901960784318,0.1411082994147549,0.1418204948720806,0.08080977094588651
104,0.07074478524743233,0.11418117235933525,0.026858747005462646,0.0,0.22411764705882342,0.1332331743662472,0.1337970277944364,0.12186821228724351
105,0.016165359477124178,0.018011042153611635,0.12921079993247986,0.047289441290815866,0.12637254901960782,0.2616190761239411,0.26303091073923374,0.08535111588597688
106,0.16595490196078422,0.16979421283976023,0.26482856273651123,0.25992088670749053,0.0,0.05768841743745648,0.05444678361018124,0.23704615278112962
107,0.05918496732026142,0.10481134415272488,0.3024774491786957,0.2556363109075318,0.1774509803921568,0.09813496995938936,0.09520119087326329,0.05023568895713176
108,0.08161307189542485,0.06722934622916109,0.03957772254943848,0.18988709664036763,0.35588235294117654,0.005433200527269477,0.008365845851968423,0.11662759133770556
109,0.2159267973856208,0.17862278437210521,0.027415990829467773,0.27322602488323117,0.0,0.03617702701271985,0.03311784616215374,0.1257841943930434
110,0.0011535947712418297,0.00249868548643911,0.056265211526085435,0.12386288889298364,0.0,0.0283311418608925,0.027276474687294106,0.1431308994211588
111,0.00021699346405228747,0.011878539499639455,0.21571779428743842,0.04534027385010009,0.0,0.17085086638476005,0.17170355928133457,0.013094432986138448
112,0.007089542483660128,0.07597254338980854,0.19032223470070786,0.3114192065234515,0.0,0.08604838048643444,0.08692916293464398,0.05496886654478281
113,0.08259019607843121,0.1120469648535097,0.046783506870269775,0.11459605441205346,0.0,0.041221094006487574,0.04096093360297992,0.07593984773939302
114,0.025986928104575126,0.046358189075017986,0.10445848107337952,0.2815896229567029,0.0,0.014464239214432767,0.014714016346477177,0.14015728660113197
115,0.020284967320261447,0.011252132659241796,0.006192028522491455,0.011126202635937148,0.0845098039215686,0.05920356910193561,0.056373805884360584,0.08013133452390603
116,0.038639869281045756,0.017170531374094213,0.028874963521957397,0.09521688453764814,0.032352941176470584,0.07244107999337979,0.0699765942668979,0.09661679372698341
117,0.02440326797385622,0.011119215692066493,0.009924262762069702,0.21760415668469998,0.25568627450980397,0.019133640634627275,0.018874156928298025,0.09975156189092024
118,0.10115032679738566,0.015101690076468225,0.26811826603085376,0.3127450980392156,0.03235294117647047,0.1298486636886919,0.13126384216836645,0.10028512661844766
119,0.30393725490196094,0.22677880689490887,0.3296423754037595,0.3849019607843137,0.0,0.1679725834087464,0.16922558785525116,0.07060366931414905
120,0.012850980392156486,0.06304956308438997,0.31369774056415933,0.35215686274509805,0.29058823529411765,0.14745678378595484,0.14809643980345938,0.0484516856613489
121,0.10407516339869238,0.14421582644882225,0.004467993974685669,0.0,0.016666666666666607,0.012435108603252532,0.015005092932916853,0.09069925785434718
122,0.20375424836601325,0.27517165718871217,0.00872427225112915,0.0,0.022352941176470575,0.07496110959928196,0.07742312926063988,0.031465754208716404
123,0.031110457516339618,0.09634554235561382,0.022163420915603638,0.05628554053500422,0.27137254901960794,0.16198993377075768,0.16497774606015675,0.04919211690694958
124,0.25299215686274484,0.39741367401086775,0.13767662906179234,0.1281558481315984,0.08823529411764702,0.19312514618041365,0.19211483269976826,0.2527339634188619
125,0.23615163398692812,0.24466538753252792,0.03067946434020996,0.0,0.06509803921568624,0.010545187144345797,0.012145323961903043,0.056977519413766164
126,0.2962228758169927,0.24351406779946128,0.010141193866729736,0.0,0.02627450980392143,0.027374581766286987,0.031615794266780795,0.13300071057983498
127,0.4965614379084975,0.5694658665701426,0.0993422269821167,0.0,0.11058823529411776,0.04360576490035775,0.045931015169185296,0.15227028677436755
128,0.16118692810457336,0.07219943558891728,0.05845211059439415,0.04121991112867235,0.3119607843137253,0.07080792117796314,0.0704566625849064,0.20463469564726244
129,0.25716078431372635,0.21659755916558765,0.016611725091934204,0.0,0.13392156862745097,0.37370038958898966,0.3765232897960927,0.2437748929618202
130,0.001501960784314138,0.17261550419227506,0.009247153997421265,0.0,0.19156862745098047,0.16064499757796655,0.15971891334550237,0.25627163917821083
131,0.10449738562091448,0.0943405910335019,0.14357235303112104,0.41321151375332754,0.12509803921568619,0.27000345669774667,0.27006881366655294,0.12099295007397937
132,0.10875620915032687,0.10676551962610348,0.01732387028488458,0.011135565467843889,0.31196078431372554,0.009927982117011291,0.00941435582663197,0.1471472315582646
133,0.3321333333333336,0.22489896767201528,0.10733625292778015,0.01514989968751397,0.1896078431372552,0.10113680190583878,0.1022473149408134,0.5241518243204332
134,0.4193183006535942,0.33892913703103494,0.2796318752625411,0.28672093144152533,0.1264705882352941,0.3562723010033604,0.3548726082646061,0.6134738841096173
135,0.5052431372549017,0.33510292592243346,0.3268935046943965,0.2535792619896562,0.0643137254901962,0.40345918579104934,0.40246887307876433,0.5491224055697195
136,0.19948562091503352,0.04737535694329209,0.15171093162368332,0.06328607298892047,0.10392156862745106,0.1819090667063208,0.18189009976729714,0.21368952606235614
137,0.12975751633986926,0.180908766321397,0.027513363548353542,0.2202347027167949,0.09862745098039227,0.0570324649631031,0.05728953481940596,0.054774589014165875
138,0.3422718954248367,0.46763553569819444,0.20538262507494753,0.3956936921333751,0.6574509803921569,0.4006166528421178,0.40078380263693275,0.178201062590811
139,0.21362418300653568,0.1804580523114942,0.060161561872444924,0.27629706222575123,0.0,0.17085623332937233,0.17263557395405021,0.19734164774296947
140,0.06746601307189648,0.14052890068664137,0.15400982188243484,0.19134064644619975,0.0,0.642294101519068,0.643301613952737,0.4260552087224121
141,0.026789542483660167,0.01506912139520622,0.12450839014614334,0.35529411764705887,0.0,0.20669328752337698,0.21084787286677387,0.13480036002471596
142,0.057953594771242956,0.06455766411988084,0.37023614862385923,0.1767331059163032,0.41294117647058814,0.2568507428171838,0.25878843313641336,0.20588099491889764
143,0.0022660130718954205,0.005707965558302486,0.3309610048929852,0.35038177431799644,0.0052941176470587825,0.4071711051285255,0.4076347262099242,0.026267733780877774
144,0.0018607843137254864,0.008346428142628365,0.004399235809550595,0.012228818970698163,0.07627450980392159,0.04421054693795834,0.045271837918692326,0.24784273596415982
145,0.0004294117647058815,0.0007365436397767026,0.26785892248153687,0.3135448395406206,0.07509803921568636,0.2043632082168169,0.20289506961520937,0.19354238423213954
146,0.001431372549019605,0.0061581059237412585,0.0073083911222568965,0.12077485384485576,0.1198039215686274,0.1662568753709469,0.16608101343240295,0.20041987548040574
147,0.01985359477124184,0.04214801733863607,0.28596809258648004,0.14128758781601136,0.08607843137254911,0.5353689872631291,0.5362077849158311,0.11532158022865613
148,0.0016078431372548985,0.009068027881599971,0.08860141038894653,0.016691905703590765,0.011764705882352788,0.6890985178423863,0.6863832141913382,0.08532218054860187
149,0.0034581699346405187,0.01297250689755439,0.031884342432022095,0.0,0.19019607843137254,0.32378327563942844,0.3246631894873762,0.3062898934073749
150,0.04066993464052287,0.06632461858595094,0.019427388906478882,0.050335504862232934,0.2958823529411765,0.2929693366965307,0.293056174341557,0.3178390980396101
151,0.018936601307189535,0.03657116830901952,0.10132226347923279,0.0,0.32470588235294123,0.3695838922929557,0.3701451831896388,0.2614760853350224
152,0.12048954248366016,0.14275086672432144,0.1937277615070343,0.0,0.797450980392157,0.32174009287990246,0.3201751303561024,0.4193063615095649
153,0.12949150326797382,0.12408540293498346,0.3752260856301177,0.2363963330658333,0.7486274509803923,0.19256353671383852,0.19286281772614816,0.1281705245144218
154,0.23858039215686266,0.23926122347893997,0.008465047350116772,0.1426492495388367,0.028039215686274432,0.0406472273336963,0.04148243452475692,0.09866066824472663
155,0.06551045751633987,0.06557126461058134,0.04319270554710841,0.20271255334108865,0.06509803921568624,0.12632889669414726,0.12616997839371186,0.2544809377198034
156,0.12411895424836566,0.05079411412367946,0.10196695094015085,0.11751084768658901,0.22127450980392138,0.02036424489162314,0.017493233923177864,0.14319472785826493
157,0.1670627450980382,0.13538738453066734,0.2693328012204639,0.41112158847737346,0.1031372549019608,0.22366001730405682,0.2213773668817391,0.35749622554671345
158,0.11834901960784344,0.1670333433460794,0.029320644981720823,0.06956542181603048,0.6647058823529414,0.04343221471342362,0.04335175450021528,0.15602808946612579
159,0.22764705882352954,0.2586162951159187,0.03316013093088188,0.043933711258205055,0.2910784313725491,0.07074977920015249,0.06919765290138358,0.176753922731338
160,0.06221437908496713,0.06045999375030264,0.0068089021888434464,0.06609227001859436,0.1301960784313725,0.17563979477248354,0.1741960548121197,0.14622276628399286
161,0.0047418300653596646,0.05561859156460247,0.11237180382597689,0.08116684185759249,0.42509803921568623,0.11392720452976596,0.11495765868870228,0.017146098819309397
162,0.2169921568627447,0.08814029488627549,0.0744132531156727,0.3014328403763677,0.00794117647058823,0.10002705923805422,0.0960632143212839,0.015751500222784987
163,0.1330091503267973,0.2213043766753549,0.12332842069513661,0.1858922243516274,0.009607843137255045,0.12819573410543794,0.12844291850352568,0.23792430188585117
164,0.14039346405228742,0.18508207487608966,0.2902570738511927,0.21219972746190702,0.06509803921568624,0.26102511089521485,0.2630576339739163,0.2907331611233043
165,0.07426862745098012,0.1513912578189019,0.40317606925964355,0.23812057669678097,0.0,0.5636312594120774,0.5607440188211659,0.2320903351379541
166,0.1706045751633991,0.08762874702109691,0.3442170321941376,0.6923396982231338,0.0,0.19803609997322782,0.19786951164765926,0.19433737285636035
167,0.09017516339869225,0.03648629354399591,0.07452792854870072,0.15670297454508142,0.0,0.04413433285913225,0.04592136131910329,0.14324929040804282
168,0.042326143790848314,0.25926461746185336,0.46151018142700195,0.31297627117879684,0.0,0.5237494779233889,0.523007865562533,0.2555427248264447
169,0.4393627450980394,0.3646207811107767,0.017178469311957323,0.09206785377075438,0.12921568627450986,0.19876778005681273,0.19929393570104098,0.2589353687695992
170,0.08700522875817038,0.024684997529271793,0.14332214981901892,0.05751118135545752,0.0,0.5472925916123557,0.5471028926297998,0.23773148059652568
171,0.5394849673202622,0.671728940946027,0.26072580622691754,0.31069379637954964,0.06509803921568624,0.5148028562392177,0.5142509356542706,0.17660843156173592
172,0.5208130718954256,0.48256492528076605,0.028198568750830155,0.17360902264782724,0.0,0.04269467185910131,0.041692023783990895,0.2520980770947866
173,0.11741045751634016,0.08606565362055296,0.025523571243473153,0.04114031199253748,0.0,0.2247759076820591,0.22408810215087288,0.12338524813855853
174,0.025971895424837688,0.001209064913956115,0.01207579605719622,0.0776254775542865,0.19901960784313727,0.21731927729031783,0.21644418053010356,0.18534281943628114
175,0.07716470588235391,0.10477101881599837,0.2696019372519325,0.2561843087106228,0.19901960784313727,0.29468041014335306,0.2931578930670791,0.294447343575963
176,0.09067908496732108,0.15785040276324908,0.1295122759482441,0.26403215521170664,0.2950000000000002,0.5567284519024049,0.55567577563902,0.31207068765275103
177,0.5109215686274505,0.3484992173065696,0.045161813497543335,0.0,0.19901960784313727,0.16128183920363612,0.16215044257449523,0.284277098530466
178,0.004694117647058817,0.014265271372688838,0.07482023325620912,0.019704465128062454,0.013921568627450975,0.28046179361787227,0.28060359076093583,0.4026237619471499
179,0.016098039215686276,0.06970418027949435,0.09466901421546936,0.37303720605695945,0.08313725490196083,0.11497101941420206,0.11549785330786916,0.38610148751243456
180,0.011079084967320251,0.006031231076966092,0.11378712700862503,0.010953262062710328,0.05078431372549019,0.130736102567238,0.13283840427613475,0.3431631682495496
181,0.149162091503268,0.3294033762806971,0.03816650755265183,0.13797769802286577,0.11450980392156862,0.1331294610132674,0.13211322024712108,0.5073847682406498
182,0.3045450980392161,0.34051768677597777,0.13485431544920967,0.012428625101302215,0.04294117647058815,0.05744731286941865,0.05700825000985926,0.3591561299177032
183,0.06882352941176512,0.09133689566093589,0.04246336221694946,0.0,0.1429411764705883,0.017579801787155153,0.016499931877595853,0.027790382509978798
184,0.021304575163398627,0.015391591880376108,0.13213715067096787,0.14892695326210414,0.0,0.04805299051617873,0.0475977778706575,0.05698853525367249
185,0.0074562091503267945,0.012275400142155425,0.3024383795962615,0.23515004565694708,0.11450980392156862,0.19565796515863787,0.1995950832072096,0.1760776575367894
186,0.2049444444444446,0.22003008927275108,0.17939159274101257,0.2924205936080906,0.32549019607843144,0.20585815989437806,0.20658906987821507,0.12248849119107799
187,0.2573248366013076,0.1945433636700113,0.006472318967183366,0.09363076481553834,0.09137254901960778,0.17661580643911423,0.1731205693441757,0.26967690452573384
188,0.13747450980392145,0.06408099862408066,0.05279959582814975,0.04253024659234278,0.0,0.01776454715810455,0.020650780862004725,0.11054124159247813
189,0.0813300653594771,0.0512018036712065,0.14653251947141166,0.04745806018391824,0.0,0.14093426842184953,0.14338730294303664,0.20237551638052054
190,0.10787581699346449,0.23106107314900126,0.3491069972515106,0.09080226078692097,0.35039215686274505,0.3803094999493923,0.3830593806760893,0.18775893297974397
191,0.3129875816993456,0.2925678028169163,0.16513740289445022,0.020293938768552344,0.0,0.08907520557859663,0.0904254585464715,0.016465491135557675
192,0.034321568627450984,0.11689671358553409,0.009584486484527588,0.07875792071914825,0.3054901960784314,0.010663954625227762,0.013268598147571142,0.33984114815085076
193,0.046593464052288536,0.011649483983925513,0.3678683638572693,0.10495785080692846,0.5845098039215686,0.3020115847979868,0.3041370695421682,0.1380939615578578
