,XGB,RF,LGBM,DT,kNN,PLS,MLR,lasso
0,0.04476978247381724,0.00873980460697299,0.07809776419298847,0.012368916375369743,0.03092096697272806,0.04266508789000739,0.02163844802646689,0.21814253072297388
1,0.011734305770527365,0.03612216545666469,0.02447916298009481,0.06261763915030916,0.0983051150355645,0.10725773224745616,0.030352565332375903,0.1432634270102049
2,0.0373396990551812,0.05305548086403175,0.0356731571984531,0.02780317289593981,0.020921447844493957,0.04528782559245989,0.03821142682705467,0.025772907391824085
3,0.037961934379878715,0.06307161423321672,0.09094593156359831,0.008443129873621946,0.11083827976842536,0.11298706508132034,0.11807428476082449,0.09969905571099413
4,0.004243741683916391,0.057346508918168,0.01646869000299017,0.013740252756117233,0.045468862270232946,0.24204225733104223,0.24406001041176395,0.08096312134377648
5,0.07444608849394418,0.010118759523169311,0.04438578677182936,0.010441875056018624,0.1410851420174114,0.01787200221026708,0.050807963266082466,0.10117848293332413
6,0.04193386808037758,0.017155149233664964,0.056451180760892804,0.05401989782199516,0.2562724092640384,0.0449522297211698,0.0832731481474281,0.02129976851423082
7,0.04472530671275399,0.05874070090526124,0.023465558027915077,0.1186810970691045,0.03463065307818991,0.13913756503998492,0.16379774619852422,0.03887234212997287
8,0.04885425046086311,0.0002240745720179238,0.057892035801631186,0.01670475934390965,0.014360707922874416,0.10344424439746866,0.11397542673463579,0.021005679693140628
9,2.9305092539289035e-06,0.011914941292462289,0.0035966619277098266,0.0,0.012770537082335748,0.053550985112323896,0.04814365812458504,0.20534873037295218
10,0.008639359846711159,0.09967464372143052,0.04765606406771397,0.0,0.17043081207680766,0.1980265182385378,0.18350653864161712,0.151363015838248
11,0.018834156915545464,0.05686295599175413,0.039976256042148606,0.010674912610916909,0.15927612149290243,0.2776051427598967,0.27554651234754957,0.14632985094781728
12,0.05952322855591774,0.09940306534014519,0.08333822855750533,0.01670475934390965,0.3480311501241096,0.1922326358477326,0.19091428252863046,0.1408116693356258
13,0.123749278485775,0.03886752711302325,0.050148099666879664,0.05401989782199516,0.13992939704551113,0.21593194792793205,0.22275069945340292,0.14448330244851335
14,0.07168600708246231,0.04735547190104905,0.1768318869866552,0.01670475934390965,0.12416289126724697,0.04991852733967195,0.04987277317767497,0.1387550211363882
15,0.02486383986267937,0.09291476203280435,0.15836710863661407,0.11387469749932783,0.030676164012726354,0.04214595239368746,0.043248776879694584,0.08920081412789838
16,0.025142785161733627,0.018597741328313655,0.009242960047831594,0.15022855606345792,0.03838026893212672,0.0886763534250049,0.06662384804724719,0.23394229696162336
17,0.04465253412338899,0.017977502912969234,0.047884649473115215,0.07686878193062657,0.05396893039346559,0.08430578875384664,0.08891335645425918,0.09914869321174602
18,0.02420559826798585,0.023780586179079743,0.04958286384384136,0.030182844850766388,0.08267697454473251,0.10046951006642996,0.09015148957795316,0.039447890362762306
19,0.003968331731433183,0.025575871650085402,0.042660643761647465,0.017948373218607205,0.09268153361451485,0.16754135339309373,0.17687384961230068,0.22992762024515476
20,0.01705426825538503,0.025054674195572613,0.06135455781871038,0.0894057542350094,0.03146413454771532,0.09138821602373559,0.0975603118058802,0.20880487036103593
21,0.07148546539797962,0.37088419826118324,0.0805592314633713,0.24865555256789457,0.1151777817040174,0.1951718394682147,0.20132669341260812,0.02020577696863468
22,0.07448586180473593,0.10673568163484787,0.030214275792026624,0.14296853993008873,0.0785566144012751,0.1358673829097205,0.13639925236840333,0.19448820473956652
23,0.02628220375361834,0.03605718383077883,0.11445962086802863,0.060957246571659116,0.023755071214108397,0.03704300205617181,0.04228617231918855,0.1537483642508033
24,0.07397276409116615,0.05642825132203966,0.07268150167756371,0.12530250067222382,0.03374373893040251,0.02669899120111663,0.008235749809043652,0.18285329169964276
25,0.02627548770931465,0.014999103701712257,0.1480300354452448,0.02194138209196017,0.010153330577164776,0.08404646893569756,0.07788246992004244,0.17968100428513722
26,0.06570251033202901,0.00012548176032967095,0.11303284285421644,0.11056735681634833,0.08224443609884191,0.026181964802142133,0.049256699461896314,0.06278067356825312
27,0.02565538578695037,0.0487613157658868,0.01690158262559932,0.1292013982253295,0.06744260199466795,0.14971523605852333,0.18547727869213504,0.26841613307537227
28,0.11510231934686144,0.1316980371067495,0.1688715352643952,0.08416240924979823,0.0999645354191604,0.06545612091592573,0.048802487531365235,0.21789273683270216
29,0.10408901657010627,0.0699103701711932,0.08683819621236821,0.19136864748588311,0.06190694769733701,0.12063502569233797,0.11802414923496024,0.32135610482220966
30,0.030320230379608515,0.01956484718114143,0.19617485764918607,0.0052164560365689505,0.1382000670524911,0.050873781551929675,0.07867826717092685,0.13999134237866356
31,0.006817895154794029,0.022485435152818367,0.026131594507097455,0.002124226942726515,0.009099327641350907,0.04314808382749158,0.05662060090068438,0.016349386631048318
32,0.03230829200346519,0.13096845030026014,0.32434501736278987,0.009626243613874708,0.15366564037453856,0.06357585245714062,0.02910578451191348,0.10075439815216186
33,0.1550660081113593,0.40012010397060155,0.014287087087992825,0.22739983866630803,0.12002427740983546,0.26221589923670624,0.2305517951746483,0.2104326847313119
34,0.04759698223926656,0.13433629111768353,0.04424535324548208,0.16872815272922825,0.029965354784334403,0.2919963600065958,0.25180937695749284,0.11852786754302344
35,0.027212476916260497,0.06760329837769907,0.030656517001858227,0.013668548893071508,0.009163669343529968,0.23807502837810113,0.23263788755926945,0.01146682815958222
36,0.09918516004043854,0.06871426010576209,0.3232121535975956,0.016940037644528116,0.1288823495258443,0.3520742403678242,0.31914436442289823,0.02887920281678097
37,0.04530221596660716,0.19863180066326114,0.25299304623959984,0.02393116429147618,0.050968271286074535,0.5215002619578148,0.4708245361873155,0.13780730325808588
38,0.00491998391225934,0.024366317110334282,0.03880112209773978,0.0,0.10629560025292445,0.016302625650176317,0.02796187068740702,0.28213506335888716
39,0.024952008887528465,0.1003388007528906,0.006550172032262602,0.014609662095545352,0.2558355913201188,0.09349718546264993,0.06568854679612181,0.222814455958805
40,0.05117445307478019,0.05355740790535086,0.10945384517737972,0.018150040333422934,0.2407435112176174,0.22910517552222587,0.2693216341600746,0.41069813107771214
41,0.1547330389999837,0.007930895401989685,0.06159262308250868,0.15528367840817425,0.17599131010552005,0.1501363758738,0.17897995483680285,0.614716800655225
42,0.3465826193085598,0.014872725643094001,0.007259229746788831,0.3407502016671148,0.1478361408755501,0.14694585154480266,0.20140298173056514,0.6514774650516624
43,0.06583227708026207,0.014805503271488746,0.049759100964520686,0.24270637268082823,0.1553781512865971,0.28948380736307505,0.3185708144615163,0.09131662539743603
44,0.26057070522546844,0.05828941471721789,0.2181333875857704,0.3475396611992473,0.1449008088749416,0.26996225024166476,0.31640167648336714,0.049235586681707716
45,0.02359139551459921,0.0001366854889307198,0.25741595118981186,0.04817603298377704,0.0019879247520165066,0.3530033253888846,0.36071162480760066,0.05090128657450792
46,0.0738752929873927,0.11868288966568077,0.013643775908439376,0.026808281796181777,0.24354651432369345,0.12183085314534403,0.14288274910259163,0.09293452204591476
47,0.08875848380555773,0.34289235457560185,0.004228613150651844,0.024468943264318366,0.14933449501845902,0.14789079222495527,0.19508644909018757,0.20056659171957586
48,0.028980351297340556,0.053599085775746014,0.17904760069662298,0.03432822443309136,0.14986511640469746,0.1531385593019623,0.11234199533127937,0.08642524440698865
49,0.003465635525215449,0.040751546114547954,0.02763361363364214,0.00810029577843506,0.07676303127789558,0.008144839689370575,0.05114700337792244,0.28693419325108693
50,0.05349320168455429,0.06502106300976984,0.08773783002907301,0.16864748588330186,0.017761927741297895,0.11415990982954735,0.08519079359315723,0.08204404756613182
51,0.0545286540624178,0.0033638074751274893,0.01807323808492703,0.004078157210719691,0.01771131997308184,0.08558558212429512,0.0715027605492185,0.039888631746772485
52,0.01295717264510321,0.005894505691495078,0.009842890326480114,0.11556870126378072,0.09690385271285573,0.12824947292915523,0.11840629214430998,0.09840520532109193
53,0.20512392524751033,0.0522765976516974,0.10743023900398363,0.302500672223716,0.010684140171886736,0.02328493511900276,0.02552666848654911,0.1689170702514863
54,0.10974573964039208,0.06300125481760316,0.02440909978439887,0.04463565474589942,0.09367031575368312,0.07604810119299366,0.03888084431110961,0.06545825736550726
55,0.08525022864341736,0.024798781034328754,0.04688386359846247,0.07684861521914489,0.03797343708907919,0.08929358644757868,0.0465036218128938,0.24534450253592133
56,0.06486077638331456,0.028546204176750578,0.20885272197340726,0.11342654835529259,0.19876246819580018,0.23796888413344497,0.2526636293786889,0.16458756604433428
57,0.07502923916467386,0.02106480236622721,0.1292228051614458,0.06461414358698571,0.3092572371580806,0.20591899889062382,0.18870592188223134,0.18216975160072585
58,0.33545519584255473,0.006158017388187387,0.09772685630518207,0.3973917719817155,0.27793335777971495,0.05302062072396285,0.05458148569941074,0.21053296329369076
59,0.02461300976574421,0.14249663888141872,0.027710211431421272,0.0,0.23797149558800315,0.06589013377303887,0.04061243616240401,0.037800550482791406
60,0.0448065555205458,0.14168997042215564,0.011395002271004831,0.0870865824146276,0.1887287827265488,0.027862674809594534,0.011055696284008154,0.09870929384656169
61,0.01681273862314847,0.166852648561441,0.062739723192475,0.04171148158107024,0.0766616152398012,0.1504473165183723,0.1500092139767496,0.22690014571386236
