,LGBM,XGB,RF,kNN,DT,PLS,MLR,lasso
0,0.44264787532294503,0.3778780887861797,0.33422181586738503,0.05372843921782333,0.18555055259926323,0.3405030777102545,0.23257001214946926,0.031231001384555812
1,0.19978245314798704,0.26821940978725967,0.22680458420235294,0.2237980172168989,0.09343020875972152,0.2826500929240709,0.16138676447124534,0.26205786463120534
2,0.06695739070256812,0.07462559317742223,0.1496897444269012,0.458821035417174,0.1562116250511666,0.23454907928681257,0.14006540481305396,0.30159144233360546
3,0.08655398856054958,0.11251090844537309,0.08704671713480022,0.21228442577815865,0.24209476054031942,0.07666774832514395,0.027963747706620634,0.2991724929630151
4,0.2808721045190521,0.3187141435047762,0.2592933849439174,0.0973359354351443,0.2165516636454008,0.26878558386344475,0.2680302475688727,0.203878421784289
5,0.11031475124597268,0.1320468260282579,0.15085835258172042,0.3381185253766908,0.28048067364481605,0.19297225419205466,0.13789058379868024,0.31747469759125607
6,0.20584287965166204,0.1991550664993471,0.1957421947679825,0.2353663622070255,0.7466485878018829,0.34378962126623536,0.2845614313977036,0.30116302576176485
7,0.2607938525067104,0.19800235275552747,0.20794010706001587,0.05601303912527811,0.022845886205485,0.16859970439348648,0.1755384191819882,0.08220121439848022
8,0.3665862127613909,0.4429907140993359,0.44141005044893655,0.03459250508475964,0.017678059762587073,0.44402222964933524,0.23649819982497522,0.2188219854338504
9,0.18175002087461523,0.14896843177687674,0.14501291509918218,0.2411067854484018,0.0051371264838313,0.02637605892207806,0.44154423369175544,0.2862153907596174
10,0.0020773174021909147,0.008911226928307314,0.032254267267237846,0.13612306034705185,0.6711266884977487,0.07349744999629337,0.19386605685461655,0.03793979990019092
11,0.0764277350076763,0.06019159421977377,0.09841563635743422,0.03562880763353771,0.1493297175603765,0.24850936566810217,0.013123325082375847,0.0999655019784646
12,0.10891928052602559,0.18306271283537745,0.21121451230922184,0.24452776046119507,0.25766037073855325,0.27015777312076994,0.09321290038194235,0.283829885904738
13,0.011323097846761665,0.026266755698598765,0.06010359584776315,0.14368960944212728,0.24882316823577566,6.721751390015296e-05,0.45069236453751127,0.2527905514132894
14,0.1279527788607988,0.12230867902567971,0.10295837434782895,0.11142564077007028,0.020108473188702458,0.20453797256036294,0.41743064109160855,0.04459649514393327
15,0.14336740205099152,0.1687029672483904,0.12330132212866068,0.06669850141699935,0.27522513303315593,0.10759887805053492,0.3343233575703424,0.10903641685791549
16,0.106759531648216,0.05234048875735714,0.05707971268736728,0.05172373602268451,0.6493297175603765,0.09913684385730603,0.15379143031268372,0.2643461348937605
17,0.09519789764857661,0.08911687080800607,0.05601733478332416,0.5058181477050302,0.0941806522035748,0.11284278150355298,0.04125571329311872,0.43356649223630694
18,0.19635835991967926,0.2143447542722432,0.23008349650531418,0.23340223306708036,0.03320712239050361,0.0629951839599015,0.11178986891772141,0.19446645971144444
