XGB,LGBM,RF,DT,MLP,MLR,PLS,lasso,kNN
0.03939690951564112,0.018639070450773565,0.055655822316505066,0.08316948486040107,0.020176939918207848,0.06664533712595766,0.0650160440463598,0.07176768973250564,0.06259826694405535
0.01098431595844683,0.006448892676045016,0.00511159092825763,0.0123377900117971,0.01797207884487015,0.07741119732510263,0.08036938696502409,0.08780877845997122,0.0072478171080404
0.026617409416038212,0.028662318266818282,0.01731206199792154,0.03588281557215889,0.03052419039558625,0.23359366394157585,0.22860377264845552,0.18990514161753994,0.034708582841442986
0.027225559884246492,0.06636229844944681,0.030668473429404874,0.018351028968410024,0.02439178596860464,0.014082822775719511,0.01196728078195941,0.01879627321036406,0.008580896578294375
0.10809173103022007,0.09010893894497607,0.13058352027738895,0.034653952025167134,0.23652493845762373,0.09888488689776942,0.09697697660922744,0.11172432069569638,0.2745294523079884
0.007985816067989204,0.01117282811781678,0.02354736941936475,0.04822060558395602,0.026153154750130247,0.007672481488650851,0.0027536445209107585,0.04156523999650874,0.17509893362764223
0.018837248053177574,0.03898772214628939,0.06022545564201899,0.1146939310525626,0.013280652103129441,0.06318974278493093,0.06532532270110272,0.07685157006595142,0.08958475108760536
0.000434644312264143,0.0553679616336854,0.02037938397922895,0.0014746362563900495,0.07797730164061811,0.007961811109490902,0.004564761846434284,0.007315215531450259,0.09757822300570596
0.050749546551957514,0.042043896495373545,0.026890214491851028,0.11236728273692487,0.1148297013841807,0.04660025393033873,0.05011763074695663,0.036279451010699404,0.04875944744247779
0.0432379451432755,0.006200600000771363,0.04024837936305069,0.013075108139992145,0.09014085021709606,0.15966109931850267,0.14677666014804155,0.15577029744870113,0.11252708593925448
0.025469188035307927,0.03290766197433906,0.05591334568476522,0.0734041158736401,0.008393747747900887,0.041563633471231654,0.04760596944499057,0.04832731828909548,0.05967937946304899
0.0052770328859245985,0.022181662611510777,0.04213214443138928,0.015139598898938247,0.15175447562977631,0.030480712249510274,0.04418426193299882,0.03832692916033961,0.009074478781005254
0.06654493561702314,0.054481332704670385,0.0551825581713183,0.06911128588281558,0.012965515375126026,0.15115022695121172,0.14225506882221794,0.15075485829208013,0.5018027362540254
0.012438175074003133,0.03558705910775295,0.030860972912726714,0.007799187311574307,0.08469987185486205,0.08242224152797095,0.08039218394550518,0.040469573258265945,0.05195591083230838
0.013536261166824964,0.006355562382075519,0.025129651346054188,0.052988596146283914,0.17221966005331196,0.28697222833884084,0.2929002144657331,0.25190325872378216,0.10847073535833734
0.05322206383655259,0.013751019276965926,0.0451157043299687,0.27698584349193867,0.05422941777843393,0.07027366123336387,0.0712184261865198,0.10640799730368333,0.13837405918969398
0.01800780383283307,0.046671943032877306,0.002521011474761914,0.1438261895399135,0.0719666306189729,0.015981388783419287,0.019450943239475244,0.013233965006484577,0.13397486919464724
0.04951504298284026,0.11983749698848323,0.025104546346490925,0.11908507012714645,0.0277239160512589,0.061769442351625625,0.056346662097274736,0.07230847898147585,0.011290732794716485
0.03715212875775731,0.0478219263394177,0.04145626724111601,0.03666928824223359,0.015934127251963803,0.04847613068057258,0.046866916915717594,0.05552380652990785,0.001763738270096904
0.03507562145163026,0.07017191537894653,0.0007254181327882719,0.0246755800235942,0.03438287473609984,0.038996184557741904,0.025518302648316005,0.024172006111527228,0.03067638216906891
0.01314267901702984,0.02048568559729047,0.011700702378879796,0.04468147856861976,0.00044116350986705966,0.03978032751256638,0.0431552769041198,0.04210942478844984,0.011005655807332398
0.01604929977732758,0.04236441818154846,0.022655272898932988,0.0308198977585529,0.06966032796827965,0.07807048846039685,0.08625183941604395,0.09023273618728109,0.07344233662819297
0.03045173374349286,0.0719644655545536,0.0024179844734292105,0.03142613710840218,0.07625606203311522,0.13300520985546382,0.1305296558210111,0.1314978706533288,0.02328724048871937
0.08360599577309724,0.11777751288482247,0.05113615453353132,0.1251802333202255,0.03312676596075659,0.008752292540864626,0.008727022334911627,0.006955268238318824,0.056533957071324414
0.04371047373883041,0.004262765858250694,0.020116676940599043,0.0486957661554594,0.009710010452263829,0.01912193691806441,0.02272105188628676,0.040105529654550165,0.12787667120633445
0.010573868541983833,0.03790414967299505,0.006472160569332364,0.041830515139598845,0.05720373921476113,0.04523215086847779,0.0418435626494055,0.04209706122797893,0.022797549025012187
0.005424598153538462,0.01661969151316921,0.007402491490900109,0.031458906802988594,0.016735594634425546,0.04404719032097254,0.049944339767570206,0.029929266332527793,0.0691907937498139
0.030947758616587356,0.17925559135997157,0.0710260065164591,0.08980534801415654,0.0998528947376873,0.17496484185537095,0.18419069617052694,0.18479536342305605,0.016453396798447317
0.08791086268715628,0.08652670314117425,0.021553537416200724,0.05082579630357845,0.029493863946316812,0.025914356182263898,0.034884512822833474,0.02217501188745974,0.0023725338972039323
0.05395628682422299,0.010667662745545897,0.06775799366316443,0.08626622099882031,0.046650036600640016,0.08855021109096134,0.08795952879651825,0.08747174983243039,0.19684927405748087
0.101855833723561,0.0969837266899728,0.13047844593505356,0.10253637436099092,0.11337705794538847,0.3636702927791048,0.3655562966695589,0.3273624250136711,0.19954517148864326
0.07324114434840034,0.14072740677372825,0.07090765668431132,0.045254948223882596,0.09658577371084426,0.04096168585680027,0.04502287052850351,0.032135951447797795,0.08936426053112817
0.04786858082145773,0.015242158990603216,0.07308588111887021,0.019071962249311902,0.1456528889656959,0.16772302477274698,0.16571909261016812,0.16728408499108122,0.21798754340943374
