,HEK293,HepG2,N2a,ARPE19,B16,PC3
RF,0.08095629859841764,0.08128361616649465,0.06505822841639604,0.1043413372675257,0.06245558409281992,0.07563658327410094
MLR,0.13162574232268834,0.15293784462398613,0.137226888428819,0.1917196643762037,0.10973024204887923,0.13034410910663274
lasso,0.13462728789907039,0.1445052161161242,0.13570689871269478,0.19490903161590983,0.11519738526253362,0.1313246200161678
PLS,0.13248763827192506,0.152803004734352,0.13722688842881897,0.19173434346628435,0.10980548196061633,0.13034425073422665
kNN,0.10997009365613111,0.112527316497774,0.07915252503123821,0.10310423403069899,0.080070385840349,0.09907076496805418
LGBM,0.08400222564665268,0.07889405966257461,0.06392680900846766,0.09545088385633888,0.06006011655872183,0.08173383138817054
XGB,0.0774564812496243,0.0799232401726893,0.06282478229217793,0.09834208147368344,0.05702077484028076,0.08279594961529906
DT,0.09922071515073515,0.09615955543839733,0.07298542064177041,0.11973318063474558,0.06954050099911074,0.09576479892680875
