,HEK293,HepG2,N2a,ARPE19,B16,PC3
RF,0.8053686975599467,0.7826450732002304,0.9042266258647661,0.855650754484086,0.8737469955793751,0.724756682781029
MLR,0.5548048922539313,0.4799201781299751,0.5330415664896381,0.3180761391596659,0.4934208647169241,0.6134453235927022
lasso,0.6543078294102201,0.49707741462601296,0.554663406037897,0.3107603833118101,0.5449509879502297,0.6157112437537231
PLS,0.6479420381125507,0.47529383698927924,0.5330415664896381,0.3178137174225202,0.4940441209148312,0.6134453235927022
kNN,0.7340811536592392,0.5797225463655485,0.8359205287210212,0.828326263607978,0.7255226377823858,0.710916695578922
LGBM,0.8264462810057522,0.8243054793612767,0.8893122183599623,0.8567889550073041,0.9084772236606679,0.7409468741056582
XGB,0.8267258400014414,0.753890832191645,0.9081625180634298,0.8582226090171994,0.9205804682032056,0.7287747531532476
DT,0.7928401168571791,0.7152059492111875,0.8102319036948291,0.746513626415123,0.8224496705165449,0.7193975514034839
