,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,PDI,Zeta,RLU_PC3
254,255,DOPE,1,1,9.784,2,9,36,2,12,100,20,100,303.3666667,0.674666667,-2.326666667,2.197
255,256,DOPE,1,1,9.784,2,9,36,2,4,100,40,100,174.6666667,0.246333333,-3.043333333,1.386
256,257,DOPE,1,1,9.784,2,9,36,2,8,100,40,100,148.9333333,0.217333333,-0.049066667,1.099
257,258,DOPE,1,1,9.784,2,9,36,2,12,100,40,100,152.4666667,0.288333333,-1.993333333,3.555
258,259,DOPE,1,1,9.784,2,9,36,2,4,100,60,100,164.2,0.201666667,-2.476666667,1.0
259,260,DOPE,1,1,9.784,2,9,36,2,8,100,60,100,150.2666667,0.204333333,1.32,1.946
260,261,DOPE,1,1,9.784,2,9,36,2,12,100,60,100,191.8,0.244333333,-1.426666667,1.609
261,262,DOPE,1,1,9.784,2,9,36,2,4,100,80,100,241.5333333,0.267,-15.93333333,1.099
262,263,DOPE,1,1,9.784,2,9,36,2,8,100,80,100,148.0333333,0.21,-3.53,1.386
263,264,DOPE,1,1,9.784,2,9,36,2,12,100,80,100,155.5666667,0.167333333,-3.316666667,1.792
264,265,DOPE,1,1,9.784,2,9,36,2,4,50,20,100,153.8666667,0.203,-3.213333333,1.946
265,266,DOPE,1,1,9.784,2,9,36,2,8,50,20,100,203.9333333,0.501,-2.766666667,1.386
266,267,DOPE,1,1,9.784,2,9,36,2,12,50,20,100,263.9333333,0.412333333,-1.060666667,1.386
267,268,DOPE,1,1,9.784,2,9,36,2,4,50,40,100,170.0666667,0.220333333,-3.176666667,1.609
268,269,DOPE,1,1,9.784,2,9,36,2,8,50,40,100,158.3666667,0.279,-1.57,1.386
269,270,DOPE,1,1,9.784,2,9,36,2,12,50,40,100,130.9333333,0.215,0.963666667,1.609
270,271,DOPE,1,1,9.784,2,9,36,2,4,50,60,100,160.7333333,0.165333333,-3.816666667,1.386
271,272,DOPE,1,1,9.784,2,9,36,2,8,50,60,100,138.7333333,0.185333333,0.242266667,1.946
272,273,DOPE,1,1,9.784,2,9,36,2,12,50,60,100,152.2333333,0.245666667,-1.88,1.792
273,274,DOPE,1,1,9.784,2,9,36,2,4,50,80,100,189.0,0.199,-15.9,1.946
274,275,DOPE,1,1,9.784,2,9,36,2,8,50,80,100,147.2,0.241333333,-5.523333333,2.565
275,276,DOPE,1,1,9.784,2,9,36,2,12,50,80,100,148.5333333,0.207,-2.94,1.0
276,277,DOPE,1,1,9.784,2,9,36,2,4,10,20,100,154.9,0.957333333,-5.373333333,4.043
277,278,DOPE,1,1,9.784,2,9,36,2,8,10,20,100,230.9333333,0.481666667,-2.173333333,1.792
278,279,DOPE,1,1,9.784,2,9,36,2,12,10,20,100,168.1666667,0.428,-0.284166667,2.303
279,280,DOPE,1,1,9.784,2,9,36,2,4,10,40,100,164.0666667,0.157333333,-0.60825,1.792
280,281,DOPE,1,1,9.784,2,9,36,2,8,10,40,100,478.0,0.815333333,-3.73,2.639
281,282,DOPE,1,1,9.784,2,9,36,2,12,10,40,100,161.1333333,0.330333333,0.813333333,1.792
282,283,DOPE,1,1,9.784,2,9,36,2,4,10,60,100,179.6666667,0.263333333,1.84,1.792
283,284,DOPE,1,1,9.784,2,9,36,2,8,10,60,100,153.8,0.197333333,-0.397333333,1.792
284,285,DOPE,1,1,9.784,2,9,36,2,12,10,60,100,150.7333333,0.228333333,-0.254666667,3.434
285,286,DOPE,1,1,9.784,2,9,36,2,4,10,80,100,222.5666667,0.208,-12.13333333,2.303
286,287,DOPE,1,1,9.784,2,9,36,2,8,10,80,100,166.1666667,0.209333333,-6.06,1.609
287,288,DOPE,1,1,9.784,2,9,36,2,12,10,80,100,198.6666667,0.219,-0.9158,4.431
288,289,DOPE,1,1,9.784,2,9,36,2,4,1,20,100,236.7666667,0.272333333,-3.646666667,1.792
289,290,DOPE,1,1,9.784,2,9,36,2,8,1,20,100,211.3666667,0.439666667,1.916666667,1.792
290,291,DOPE,1,1,9.784,2,9,36,2,12,1,20,100,182.6,0.281,0.651,3.258
291,292,DOPE,1,1,9.784,2,9,36,2,4,1,40,100,179.9,0.168333333,-1.32,2.303
292,293,DOPE,1,1,9.784,2,9,36,2,8,1,40,100,196.2,0.148333333,2.876666667,2.079
293,294,DOPE,1,1,9.784,2,9,36,2,12,1,40,100,180.0,0.512666667,-3.013333333,3.332
294,295,DOPE,1,1,9.784,2,9,36,2,4,1,60,100,197.7,0.18,0.54,2.398
295,296,DOPE,1,1,9.784,2,9,36,2,8,1,60,100,148.4666667,0.206666667,4.106666667,4.682
296,297,DOPE,1,1,9.784,2,9,36,2,12,1,60,100,171.6333333,0.198666667,1.651,6.621
297,298,DOPE,1,1,9.784,2,9,36,2,4,1,80,100,253.0666667,0.335333333,-0.074666667,4.934
298,299,DOPE,1,1,9.784,2,9,36,2,8,1,80,100,186.6333333,0.255,-5.6,6.443
299,300,DOPE,1,1,9.784,2,9,36,2,12,1,80,100,150.0333333,0.178,6.683333333,7.745
300,301,DOPE,1,1,9.784,2,9,36,2,4,200,20,10,274.6,0.739666667,-9.106666667,1.0
301,302,DOPE,1,1,9.784,2,9,36,2,8,200,20,10,236.6,0.577,-4.033333333,1.386
302,303,DOPE,1,1,9.784,2,9,36,2,12,200,20,10,405.4,0.707666667,-5.893333333,1.386
303,304,DOPE,1,1,9.784,2,9,36,2,4,200,40,10,170.1333333,0.409333333,-5.413333333,1.609
304,305,DOPE,1,1,9.784,2,9,36,2,8,200,40,10,176.6666667,0.290333333,-1.593333333,1.609
305,306,DOPE,1,1,9.784,2,9,36,2,12,200,40,10,260.6666667,0.788666667,-1.943333333,1.386
306,307,DOPE,1,1,9.784,2,9,36,2,4,200,60,10,153.6333333,0.193,-3.223333333,1.099
307,308,DOPE,1,1,9.784,2,9,36,2,8,200,60,10,153.0333333,0.370333333,-1.48,1.609
308,309,DOPE,1,1,9.784,2,9,36,2,12,200,60,10,149.9,0.288333333,-2.086666667,2.773
309,310,DOPE,1,1,9.784,2,9,36,2,4,200,80,10,133.1,0.144333333,-3.64,1.609
310,311,DOPE,1,1,9.784,2,9,36,2,8,200,80,10,138.3666667,0.247666667,-33.9,1.792
311,312,DOPE,1,1,9.784,2,9,36,2,12,200,80,10,136.2333333,0.169,-2.783333333,1.946
312,313,DOPE,1,1,9.784,2,9,36,2,4,100,20,10,196.5,0.676666667,-6.903333333,1.099
313,314,DOPE,1,1,9.784,2,9,36,2,8,100,20,10,197.3,0.605666667,-2.48,1.0
314,315,DOPE,1,1,9.784,2,9,36,2,12,100,20,10,213.9333333,0.647666667,-1.81,1.386
315,316,DOPE,1,1,9.784,2,9,36,2,4,100,40,10,137.9333333,0.216666667,-6.893333333,1.386
316,317,DOPE,1,1,9.784,2,9,36,2,8,100,40,10,470.4333333,1.0,-3.68,1.0
317,318,DOPE,1,1,9.784,2,9,36,2,12,100,40,10,165.9666667,0.624666667,-2.296666667,1.386
318,319,DOPE,1,1,9.784,2,9,36,2,4,100,60,10,137.5666667,0.191333333,-3.093333333,1.386
319,320,DOPE,1,1,9.784,2,9,36,2,8,100,60,10,115.6333333,0.217,-2.686666667,2.079
320,321,DOPE,1,1,9.784,2,9,36,2,12,100,60,10,207.0666667,0.332333333,-1.29,2.303
321,322,DOPE,1,1,9.784,2,9,36,2,4,100,80,10,145.4,0.130333333,-3.763333333,1.099
322,323,DOPE,1,1,9.784,2,9,36,2,8,100,80,10,135.8666667,0.231,-36.3,1.099
323,324,DOPE,1,1,9.784,2,9,36,2,12,100,80,10,120.9333333,0.173,-1.66,1.792
324,325,DOPE,1,1,9.784,2,9,36,2,4,50,20,10,278.8333333,0.789333333,-8.986666667,1.386
325,326,DOPE,1,1,9.784,2,9,36,2,8,50,20,10,415.8,0.856666667,-6.63,1.792
326,327,DOPE,1,1,9.784,2,9,36,2,12,50,20,10,496.8333333,0.378333333,-6.54,1.099
327,328,DOPE,1,1,9.784,2,9,36,2,4,50,40,10,93.06666667,0.211,-2.723333333,1.609
328,329,DOPE,1,1,9.784,2,9,36,2,8,50,40,10,207.5666667,0.603666667,-2.203333333,1.099
329,330,DOPE,1,1,9.784,2,9,36,2,12,50,40,10,201.6333333,0.620333333,-2.146666667,2.485
330,331,DOPE,1,1,9.784,2,9,36,2,4,50,60,10,136.1666667,0.159666667,-2.57,1.099
331,332,DOPE,1,1,9.784,2,9,36,2,8,50,60,10,129.5,0.283,-1.666333333,1.609
332,333,DOPE,1,1,9.784,2,9,36,2,12,50,60,10,202.5,0.512333333,-2.12,2.708
333,334,DOPE,1,1,9.784,2,9,36,2,4,50,80,10,143.0333333,0.155333333,-3.51,1.609
334,335,DOPE,1,1,9.784,2,9,36,2,8,50,80,10,134.7,0.230666667,-36.66666667,1.386
335,336,DOPE,1,1,9.784,2,9,36,2,12,50,80,10,135.2333333,0.219666667,-2.383333333,2.079
336,337,DOPE,1,1,9.784,2,9,36,2,4,10,20,10,235.4666667,0.617,-9.563333333,1.099
337,338,DOPE,1,1,9.784,2,9,36,2,8,10,20,10,378.9333333,0.809333333,-5.376666667,1.0
338,339,DOPE,1,1,9.784,2,9,36,2,12,10,20,10,476.3333333,0.748333333,-7.476666667,1.386
339,340,DOPE,1,1,9.784,2,9,36,2,4,10,40,10,132.7666667,0.226,-5.483333333,1.099
340,341,DOPE,1,1,9.784,2,9,36,2,8,10,40,10,279.9666667,0.880333333,-2.596666667,1.386
341,342,DOPE,1,1,9.784,2,9,36,2,12,10,40,10,153.0,0.411666667,-1.983333333,1.946
342,343,DOPE,1,1,9.784,2,9,36,2,4,10,60,10,156.7333333,0.235666667,-3.656666667,1.0
343,344,DOPE,1,1,9.784,2,9,36,2,8,10,60,10,134.0666667,0.204666667,-1.370333333,1.386
344,345,DOPE,1,1,9.784,2,9,36,2,12,10,60,10,167.5,0.380333333,-2.37,2.708
345,346,DOPE,1,1,9.784,2,9,36,2,4,10,80,10,144.4333333,0.081666667,-4.92,1.099
346,347,DOPE,1,1,9.784,2,9,36,2,8,10,80,10,161.1333333,0.24,-31.9,1.792
347,348,DOPE,1,1,9.784,2,9,36,2,12,10,80,10,118.1666667,0.198,-2.056666667,2.197
348,349,DOPE,1,1,9.784,2,9,36,2,4,1,20,10,302.6666667,0.693,-8.333333333,1.099
349,350,DOPE,1,1,9.784,2,9,36,2,8,1,20,10,270.0333333,0.633333333,-7.673333333,1.0
350,351,DOPE,1,1,9.784,2,9,36,2,12,1,20,10,180.3,0.614,-9.613333333,1.609
351,352,DOPE,1,1,9.784,2,9,36,2,4,1,40,10,157.5,0.177,-3.126666667,1.0
352,353,DOPE,1,1,9.784,2,9,36,2,8,1,40,10,140.4666667,0.248666667,-1.383333333,1.792
353,354,DOPE,1,1,9.784,2,9,36,2,12,1,40,10,228.2,0.517,-1.873333333,3.219
354,355,DOPE,1,1,9.784,2,9,36,2,4,1,60,10,153.2,0.232666667,-2.37,1.099
355,356,DOPE,1,1,9.784,2,9,36,2,8,1,60,10,129.7666667,0.194666667,-1.059,1.0
356,357,DOPE,1,1,9.784,2,9,36,2,12,1,60,10,145.7333333,0.333666667,-1.533333333,1.946
357,358,DOPE,1,1,9.784,2,9,36,2,4,1,80,10,165.1666667,0.186,-3.313333333,1.099
358,359,DOPE,1,1,9.784,2,9,36,2,8,1,80,10,157.6666667,0.210666667,15.6,1.386
359,360,DOPE,1,1,9.784,2,9,36,2,12,1,80,10,140.5666667,0.184333333,-1.012333333,3.807
360,361,DOTAP,1,0,12.515,0,4,36,2,4,200,20,500,157.3333333,0.166,5.9,2.079
361,362,DOTAP,1,0,12.515,0,4,36,2,8,200,20,500,138.8333333,0.375666667,5.12,2.079
362,363,DOTAP,1,0,12.515,0,4,36,2,12,200,20,500,235.9333333,0.509333333,9.113333333,1.386
363,364,DOTAP,1,0,12.515,0,4,36,2,4,200,40,500,175.8333333,0.266333333,12.9,2.89
364,365,DOTAP,1,0,12.515,0,4,36,2,8,200,40,500,172.5333333,0.298333333,1.866666667,3.178
365,366,DOTAP,1,0,12.515,0,4,36,2,12,200,40,500,173.3,0.307666667,6.673333333,1.792
366,367,DOTAP,1,0,12.515,0,4,36,2,4,200,60,500,222.7333333,0.28,16.2,1.946
367,368,DOTAP,1,0,12.515,0,4,36,2,8,200,60,500,163.4666667,0.289666667,13.33333333,1.946
368,369,DOTAP,1,0,12.515,0,4,36,2,12,200,60,500,132.7666667,0.248666667,15.63333333,1.946
369,370,DOTAP,1,0,12.515,0,4,36,2,4,200,80,500,172.6333333,0.228666667,-10.96666667,2.833
370,371,DOTAP,1,0,12.515,0,4,36,2,8,200,80,500,156.5,0.215666667,5.703333333,1.946
371,372,DOTAP,1,0,12.515,0,4,36,2,12,200,80,500,415.4333333,0.464333333,-30.56666667,1.386
372,373,DOTAP,1,0,12.515,0,4,36,2,4,100,20,500,126.4666667,0.141666667,1.823,1.386
373,374,DOTAP,1,0,12.515,0,4,36,2,8,100,20,500,173.0,0.266666667,7.926666667,1.609
374,375,DOTAP,1,0,12.515,0,4,36,2,12,100,20,500,198.5333333,0.402666667,2.883333333,1.386
375,376,DOTAP,1,0,12.515,0,4,36,2,4,100,40,500,185.6666667,0.295,12.1,2.398
376,377,DOTAP,1,0,12.515,0,4,36,2,8,100,40,500,160.6,0.245333333,4.013333333,2.197
377,378,DOTAP,1,0,12.515,0,4,36,2,12,100,40,500,183.8333333,0.354,2.956666667,1.946
378,379,DOTAP,1,0,12.515,0,4,36,2,4,100,60,500,224.0,0.195666667,22.76666667,1.946
379,380,DOTAP,1,0,12.515,0,4,36,2,8,100,60,500,147.6666667,0.245666667,9.33,1.386
380,381,DOTAP,1,0,12.515,0,4,36,2,12,100,60,500,146.4333333,0.24,19.53333333,1.946
381,382,DOTAP,1,0,12.515,0,4,36,2,4,100,80,500,170.8666667,0.246333333,7.633333333,1.946
382,383,DOTAP,1,0,12.515,0,4,36,2,8,100,80,500,136.8333333,0.256666667,7.98,2.485
383,384,DOTAP,1,0,12.515,0,4,36,2,12,100,80,500,290.3,0.270666667,-25.13333333,1.386
384,385,DOTAP,1,0,12.515,0,4,36,2,4,50,20,500,122.2,0.186333333,18.9,1.792
385,386,DOTAP,1,0,12.515,0,4,36,2,8,50,20,500,176.0666667,0.496333333,21.16666667,2.303
386,387,DOTAP,1,0,12.515,0,4,36,2,12,50,20,500,186.9666667,0.243,2.883333333,2.303
387,388,DOTAP,1,0,12.515,0,4,36,2,4,50,40,500,153.4666667,0.229666667,17.63333333,2.773
388,389,DOTAP,1,0,12.515,0,4,36,2,8,50,40,500,204.5333333,0.348333333,0.663333333,4.025
389,390,DOTAP,1,0,12.515,0,4,36,2,12,50,40,500,177.8333333,0.331,3.57,2.197
390,391,DOTAP,1,0,12.515,0,4,36,2,4,50,60,500,193.0,0.257666667,24.03333333,1.792
391,392,DOTAP,1,0,12.515,0,4,36,2,8,50,60,500,155.2333333,0.232666667,9.956666667,2.565
392,393,DOTAP,1,0,12.515,0,4,36,2,12,50,60,500,133.8333333,0.272,18.63333333,1.946
393,394,DOTAP,1,0,12.515,0,4,36,2,4,50,80,500,204.0333333,0.267,6.13,1.792
394,395,DOTAP,1,0,12.515,0,4,36,2,8,50,80,500,118.1,0.251,9.33,2.079
395,396,DOTAP,1,0,12.515,0,4,36,2,12,50,80,500,1330.666667,0.467333333,-27.3,1.099
396,397,DOTAP,1,0,12.515,0,4,36,2,4,10,20,500,105.7,0.192333333,44.06666667,1.946
397,398,DOTAP,1,0,12.515,0,4,36,2,8,10,20,500,131.2333333,0.203666667,25.86666667,1.946
398,399,DOTAP,1,0,12.515,0,4,36,2,12,10,20,500,241.2,0.458333333,1.388333333,4.771
399,400,DOTAP,1,0,12.515,0,4,36,2,4,10,40,500,204.4333333,0.278666667,26.16666667,2.89
400,401,DOTAP,1,0,12.515,0,4,36,2,8,10,40,500,135.9,0.314333333,27.06666667,5.03
401,402,DOTAP,1,0,12.515,0,4,36,2,12,10,40,500,199.2666667,0.421,22.36666667,5.869
402,403,DOTAP,1,0,12.515,0,4,36,2,4,10,60,500,157.6333333,0.228333333,30.7,3.85
403,404,DOTAP,1,0,12.515,0,4,36,2,8,10,60,500,133.6333333,0.194,15.33333333,5.375
404,405,DOTAP,1,0,12.515,0,4,36,2,12,10,60,500,139.3666667,0.264333333,20.86666667,7.223
405,406,DOTAP,1,0,12.515,0,4,36,2,4,10,80,500,138.7666667,0.140333333,15.56666667,5.724
406,407,DOTAP,1,0,12.515,0,4,36,2,8,10,80,500,143.8333333,0.207,18.4,5.609
407,408,DOTAP,1,0,12.515,0,4,36,2,12,10,80,500,581.7333333,0.704333333,-31.76666667,4.89
408,409,DOTAP,1,0,12.515,0,4,36,2,4,1,20,500,137.3,0.147333333,19.9,8.401
409,410,DOTAP,1,0,12.515,0,4,36,2,8,1,20,500,899.4,0.383333333,16.3,7.697
410,411,DOTAP,1,0,12.515,0,4,36,2,12,1,20,500,158.2333333,0.258666667,12.23333333,5.631
411,412,DOTAP,1,0,12.515,0,4,36,2,4,1,40,500,214.0333333,0.282,5.41,10.452
412,413,DOTAP,1,0,12.515,0,4,36,2,8,1,40,500,173.5,0.248333333,22.13333333,6.133
413,414,DOTAP,1,0,12.515,0,4,36,2,12,1,40,500,217.2,0.522333333,24.76666667,4.605
414,415,DOTAP,1,0,12.515,0,4,36,2,4,1,60,500,218.4,0.214,22.4,10.583
415,416,DOTAP,1,0,12.515,0,4,36,2,8,1,60,500,152.1333333,0.246333333,23.5,6.937
416,417,DOTAP,1,0,12.515,0,4,36,2,12,1,60,500,101.8666667,0.231333333,21.46666667,4.905
417,418,DOTAP,1,0,12.515,0,4,36,2,4,1,80,500,200.6,0.364,12.93333333,9.497
418,419,DOTAP,1,0,12.515,0,4,36,2,8,1,80,500,133.7333333,0.264333333,31.5,7.063
419,420,DOTAP,1,0,12.515,0,4,36,2,12,1,80,500,3927.0,0.861333333,-16.6,4.836
420,421,DOTAP,1,0,12.515,0,4,36,2,4,200,20,100,2056.666667,0.388333333,-27.6,2.197
421,422,DOTAP,1,0,12.515,0,4,36,2,8,200,20,100,576.1666667,0.390666667,-2.563333333,1.792
422,423,DOTAP,1,0,12.515,0,4,36,2,12,200,20,100,453.7333333,0.368333333,1.926666667,1.792
423,424,DOTAP,1,0,12.515,0,4,36,2,4,200,40,100,157.1,0.253333333,-3.873333333,2.996
424,425,DOTAP,1,0,12.515,0,4,36,2,8,200,40,100,161.9333333,0.634666667,-3.35,1.946
425,426,DOTAP,1,0,12.515,0,4,36,2,12,200,40,100,154.0333333,0.321666667,-2.93,2.398
426,427,DOTAP,1,0,12.515,0,4,36,2,4,200,60,100,187.9,0.252666667,-3.706666667,2.639
427,428,DOTAP,1,0,12.515,0,4,36,2,8,200,60,100,151.0666667,0.26,-1.271,1.946
428,429,DOTAP,1,0,12.515,0,4,36,2,12,200,60,100,165.1666667,0.227,4.56,2.565
429,430,DOTAP,1,0,12.515,0,4,36,2,4,200,80,100,152.2,0.155,1.253333333,2.303
430,431,DOTAP,1,0,12.515,0,4,36,2,8,200,80,100,143.4666667,0.167666667,4.306666667,2.565
431,432,DOTAP,1,0,12.515,0,4,36,2,12,200,80,100,119.9666667,0.237,3.433333333,4.71
432,433,DOTAP,1,0,12.515,0,4,36,2,4,100,20,100,2134.0,0.704333333,-30.33333333,2.398
433,434,DOTAP,1,0,12.515,0,4,36,2,8,100,20,100,115.6666667,0.283333333,3.27,1.609
434,435,DOTAP,1,0,12.515,0,4,36,2,12,100,20,100,388.5666667,0.348666667,-0.77,1.946
435,436,DOTAP,1,0,12.515,0,4,36,2,4,100,40,100,176.5,0.311333333,-3.76,2.079
436,437,DOTAP,1,0,12.515,0,4,36,2,8,100,40,100,214.0333333,0.314666667,-3.076666667,1.609
437,438,DOTAP,1,0,12.515,0,4,36,2,12,100,40,100,199.2,0.431,-2.876666667,2.079
438,439,DOTAP,1,0,12.515,0,4,36,2,4,100,60,100,182.5333333,0.252,-2.633333333,1.609
439,440,DOTAP,1,0,12.515,0,4,36,2,8,100,60,100,155.6333333,0.269,-2.463333333,1.946
440,441,DOTAP,1,0,12.515,0,4,36,2,12,100,60,100,181.7,0.266666667,2.173333333,2.639
441,442,DOTAP,1,0,12.515,0,4,36,2,4,100,80,100,175.7,0.143666667,-1.211333333,1.609
442,443,DOTAP,1,0,12.515,0,4,36,2,8,100,80,100,162.9666667,0.154333333,2.933333333,2.398
443,444,DOTAP,1,0,12.515,0,4,36,2,12,100,80,100,128.4666667,0.179,3.573333333,5.088
444,445,DOTAP,1,0,12.515,0,4,36,2,4,50,20,100,2514.333333,0.645666667,-28.56666667,1.099
445,446,DOTAP,1,0,12.515,0,4,36,2,8,50,20,100,139.2,0.262333333,1.826666667,1.609
446,447,DOTAP,1,0,12.515,0,4,36,2,12,50,20,100,307.7,0.539333333,1.6,1.792
447,448,DOTAP,1,0,12.515,0,4,36,2,4,50,40,100,162.2333333,0.378,-3.646666667,2.485
448,449,DOTAP,1,0,12.515,0,4,36,2,8,50,40,100,223.1333333,0.318,-2.73,1.792
449,450,DOTAP,1,0,12.515,0,4,36,2,12,50,40,100,242.6666667,0.782666667,-2.316666667,2.197
450,451,DOTAP,1,0,12.515,0,4,36,2,4,50,60,100,207.0333333,0.238333333,-5.89,1.386
451,452,DOTAP,1,0,12.515,0,4,36,2,8,50,60,100,154.4666667,0.284666667,-0.982333333,2.708
452,453,DOTAP,1,0,12.515,0,4,36,2,12,50,60,100,170.7333333,0.238333333,3.386666667,3.332
453,454,DOTAP,1,0,12.515,0,4,36,2,4,50,80,100,149.4333333,0.106333333,2.24,2.303
454,455,DOTAP,1,0,12.515,0,4,36,2,8,50,80,100,171.1333333,0.235,1.28,2.565
455,456,DOTAP,1,0,12.515,0,4,36,2,12,50,80,100,163.5333333,0.214,2.923333333,2.079
456,457,DOTAP,1,0,12.515,0,4,36,2,4,10,20,100,1760.0,0.536,-30.76666667,3.045
457,458,DOTAP,1,0,12.515,0,4,36,2,8,10,20,100,171.1666667,0.473666667,3.026666667,3.784
458,459,DOTAP,1,0,12.515,0,4,36,2,12,10,20,100,224.7333333,0.667333333,1.253333333,5.106
459,460,DOTAP,1,0,12.515,0,4,36,2,4,10,40,100,166.5666667,0.488666667,-2.246666667,4.82
460,461,DOTAP,1,0,12.515,0,4,36,2,8,10,40,100,146.1333333,0.331,-2.403333333,5.835
461,462,DOTAP,1,0,12.515,0,4,36,2,12,10,40,100,231.5,0.267666667,-2.746666667,7.219
462,463,DOTAP,1,0,12.515,0,4,36,2,4,10,60,100,161.8333333,0.254333333,-1.385333333,7.824
463,464,DOTAP,1,0,12.515,0,4,36,2,8,10,60,100,137.9,0.27,-0.514,8.436
464,465,DOTAP,1,0,12.515,0,4,36,2,12,10,60,100,150.0,0.260666667,2.373333333,8.09
465,466,DOTAP,1,0,12.515,0,4,36,2,4,10,80,100,169.0,0.172333333,-0.684,6.342
466,467,DOTAP,1,0,12.515,0,4,36,2,8,10,80,100,125.6,0.137,2.273333333,7.591
467,468,DOTAP,1,0,12.515,0,4,36,2,12,10,80,100,136.8666667,0.203,4.91,7.298
468,469,DOTAP,1,0,12.515,0,4,36,2,4,1,20,100,2579.0,0.685333333,-28.23333333,7.085
469,470,DOTAP,1,0,12.515,0,4,36,2,8,1,20,100,130.5333333,0.249666667,4.226666667,9.074
470,471,DOTAP,1,0,12.515,0,4,36,2,12,1,20,100,401.8333333,0.549333333,6.786666667,8.327
471,472,DOTAP,1,0,12.515,0,4,36,2,4,1,40,100,161.9,0.303,-3.153333333,10.15
472,473,DOTAP,1,0,12.515,0,4,36,2,8,1,40,100,345.8666667,0.653,-1.426666667,9.037
473,474,DOTAP,1,0,12.515,0,4,36,2,12,1,40,100,354.4666667,0.356333333,-1.543333333,6.443
474,475,DOTAP,1,0,12.515,0,4,36,2,4,1,60,100,202.1,0.265333333,-2.55,9.771
475,476,DOTAP,1,0,12.515,0,4,36,2,8,1,60,100,139.7,0.281666667,0.63,8.08
476,477,DOTAP,1,0,12.515,0,4,36,2,12,1,60,100,122.8,0.189333333,6.336666667,6.928
477,478,DOTAP,1,0,12.515,0,4,36,2,4,1,80,100,152.7666667,0.206666667,6.34,9.892
478,479,DOTAP,1,0,12.515,0,4,36,2,8,1,80,100,134.0,0.192,12.86666667,8.71
479,480,DOTAP,1,0,12.515,0,4,36,2,12,1,80,100,194.4666667,0.301666667,6.843333333,6.727
480,481,DOTAP,1,0,12.515,0,4,36,2,4,200,20,10,183.1333333,0.629333333,-2.183333333,1.792
481,482,DOTAP,1,0,12.515,0,4,36,2,8,200,20,10,151.5333333,0.402,-2.966666667,3.466
482,483,DOTAP,1,0,12.515,0,4,36,2,12,200,20,10,766.5666667,0.907333333,-2.463333333,1.386
483,484,DOTAP,1,0,12.515,0,4,36,2,4,200,40,10,99.71,0.181666667,-1.186666667,2.079
484,485,DOTAP,1,0,12.515,0,4,36,2,8,200,40,10,247.2666667,0.368666667,-3.813333333,2.398
485,486,DOTAP,1,0,12.515,0,4,36,2,12,200,40,10,400.6,0.535333333,-5.33,1.386
486,487,DOTAP,1,0,12.515,0,4,36,2,4,200,60,10,1350.666667,0.896,-20.13333333,1.609
487,488,DOTAP,1,0,12.515,0,4,36,2,8,200,60,10,297.0,0.258333333,-9.57,1.386
488,489,DOTAP,1,0,12.515,0,4,36,2,12,200,60,10,134.1333333,0.257,-1.092,2.708
489,490,DOTAP,1,0,12.515,0,4,36,2,4,200,80,10,165.4666667,0.175,-1.492333333,1.946
490,491,DOTAP,1,0,12.515,0,4,36,2,8,200,80,10,110.9666667,0.174666667,-1.123,2.708
491,492,DOTAP,1,0,12.515,0,4,36,2,12,200,80,10,128.5333333,0.182,-0.810666667,1.099
492,493,DOTAP,1,0,12.515,0,4,36,2,4,100,20,10,176.3333333,0.631666667,-1.883333333,1.099
493,494,DOTAP,1,0,12.515,0,4,36,2,8,100,20,10,176.6666667,0.532666667,-1.316666667,1.386
494,495,DOTAP,1,0,12.515,0,4,36,2,12,100,20,10,495.4333333,0.636333333,-2.92,1.609
495,496,DOTAP,1,0,12.515,0,4,36,2,4,100,40,10,116.2666667,0.275666667,-1.833333333,1.099
496,497,DOTAP,1,0,12.515,0,4,36,2,8,100,40,10,285.1333333,0.367666667,-6.416666667,1.792
497,498,DOTAP,1,0,12.515,0,4,36,2,12,100,40,10,432.9,0.635333333,-4.216666667,1.386
498,499,DOTAP,1,0,12.515,0,4,36,2,4,100,60,10,8699.333333,1.0,-20.63333333,1.792
499,500,DOTAP,1,0,12.515,0,4,36,2,8,100,60,10,293.6333333,0.427333333,-9.726666667,1.792
500,501,DOTAP,1,0,12.515,0,4,36,2,12,100,60,10,162.9333333,0.248333333,-1.077,2.398
501,502,DOTAP,1,0,12.515,0,4,36,2,4,100,80,10,170.3,0.095333333,-2.533333333,1.946
502,503,DOTAP,1,0,12.515,0,4,36,2,8,100,80,10,136.5,0.184666667,-0.168,2.079
503,504,DOTAP,1,0,12.515,0,4,36,2,12,100,80,10,108.9333333,0.175,-0.043,4.5
504,505,DOTAP,1,0,12.515,0,4,36,2,4,50,20,10,145.8666667,0.455333333,-1.640333333,1.386
505,506,DOTAP,1,0,12.515,0,4,36,2,8,50,20,10,241.3666667,0.758666667,-1.149,1.609
506,507,DOTAP,1,0,12.515,0,4,36,2,12,50,20,10,357.8666667,0.772,-2.276666667,1.386
507,508,DOTAP,1,0,12.515,0,4,36,2,4,50,40,10,133.4,0.228666667,-0.863666667,1.0
