,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta
378,1,0,12.515,0,36,2,4,100,60,500,224.0,22.76666667
379,1,0,12.515,0,36,2,8,100,60,500,147.6666667,9.33
380,1,0,12.515,0,36,2,12,100,60,500,146.4333333,19.53333333
381,1,0,12.515,0,36,2,4,100,80,500,170.8666667,7.633333333
382,1,0,12.515,0,36,2,8,100,80,500,136.8333333,7.98
383,1,0,12.515,0,36,2,12,100,80,500,290.3,-25.13333333
384,1,0,12.515,0,36,2,4,50,20,500,122.2,18.9
385,1,0,12.515,0,36,2,8,50,20,500,176.0666667,21.16666667
386,1,0,12.515,0,36,2,12,50,20,500,186.9666667,2.883333333
387,1,0,12.515,0,36,2,4,50,40,500,153.4666667,17.63333333
388,1,0,12.515,0,36,2,8,50,40,500,204.5333333,0.663333333
389,1,0,12.515,0,36,2,12,50,40,500,177.8333333,3.57
390,1,0,12.515,0,36,2,4,50,60,500,193.0,24.03333333
391,1,0,12.515,0,36,2,8,50,60,500,155.2333333,9.956666667
392,1,0,12.515,0,36,2,12,50,60,500,133.8333333,18.63333333
393,1,0,12.515,0,36,2,4,50,80,500,204.0333333,6.13
394,1,0,12.515,0,36,2,8,50,80,500,118.1,9.33
395,1,0,12.515,0,36,2,12,50,80,500,1330.666667,-27.3
396,1,0,12.515,0,36,2,4,10,20,500,105.7,44.06666667
397,1,0,12.515,0,36,2,8,10,20,500,131.2333333,25.86666667
398,1,0,12.515,0,36,2,12,10,20,500,241.2,1.388333333
399,1,0,12.515,0,36,2,4,10,40,500,204.4333333,26.16666667
400,1,0,12.515,0,36,2,8,10,40,500,135.9,27.06666667
401,1,0,12.515,0,36,2,12,10,40,500,199.2666667,22.36666667
402,1,0,12.515,0,36,2,4,10,60,500,157.6333333,30.7
403,1,0,12.515,0,36,2,8,10,60,500,133.6333333,15.33333333
404,1,0,12.515,0,36,2,12,10,60,500,139.3666667,20.86666667
405,1,0,12.515,0,36,2,4,10,80,500,138.7666667,15.56666667
406,1,0,12.515,0,36,2,8,10,80,500,143.8333333,18.4
407,1,0,12.515,0,36,2,12,10,80,500,581.7333333,-31.76666667
408,1,0,12.515,0,36,2,4,1,20,500,137.3,19.9
409,1,0,12.515,0,36,2,8,1,20,500,899.4,16.3
410,1,0,12.515,0,36,2,12,1,20,500,158.2333333,12.23333333
411,1,0,12.515,0,36,2,4,1,40,500,214.0333333,5.41
412,1,0,12.515,0,36,2,8,1,40,500,173.5,22.13333333
413,1,0,12.515,0,36,2,12,1,40,500,217.2,24.76666667
414,1,0,12.515,0,36,2,4,1,60,500,218.4,22.4
415,1,0,12.515,0,36,2,8,1,60,500,152.1333333,23.5
416,1,0,12.515,0,36,2,12,1,60,500,101.8666667,21.46666667
417,1,0,12.515,0,36,2,4,1,80,500,200.6,12.93333333
418,1,0,12.515,0,36,2,8,1,80,500,133.7333333,31.5
419,1,0,12.515,0,36,2,12,1,80,500,3927.0,-16.6
420,1,0,12.515,0,36,2,4,200,20,100,2056.666667,-27.6
421,1,0,12.515,0,36,2,8,200,20,100,576.1666667,-2.563333333
422,1,0,12.515,0,36,2,12,200,20,100,453.7333333,1.926666667
423,1,0,12.515,0,36,2,4,200,40,100,157.1,-3.873333333
424,1,0,12.515,0,36,2,8,200,40,100,161.9333333,-3.35
425,1,0,12.515,0,36,2,12,200,40,100,154.0333333,-2.93
426,1,0,12.515,0,36,2,4,200,60,100,187.9,-3.706666667
427,1,0,12.515,0,36,2,8,200,60,100,151.0666667,-1.271
428,1,0,12.515,0,36,2,12,200,60,100,165.1666667,4.56
429,1,0,12.515,0,36,2,4,200,80,100,152.2,1.253333333
430,1,0,12.515,0,36,2,8,200,80,100,143.4666667,4.306666667
431,1,0,12.515,0,36,2,12,200,80,100,119.9666667,3.433333333
432,1,0,12.515,0,36,2,4,100,20,100,2134.0,-30.33333333
433,1,0,12.515,0,36,2,8,100,20,100,115.6666667,3.27
434,1,0,12.515,0,36,2,12,100,20,100,388.5666667,-0.77
435,1,0,12.515,0,36,2,4,100,40,100,176.5,-3.76
436,1,0,12.515,0,36,2,8,100,40,100,214.0333333,-3.076666667
437,1,0,12.515,0,36,2,12,100,40,100,199.2,-2.876666667
438,1,0,12.515,0,36,2,4,100,60,100,182.5333333,-2.633333333
439,1,0,12.515,0,36,2,8,100,60,100,155.6333333,-2.463333333
440,1,0,12.515,0,36,2,12,100,60,100,181.7,2.173333333
441,1,0,12.515,0,36,2,4,100,80,100,175.7,-1.211333333
442,1,0,12.515,0,36,2,8,100,80,100,162.9666667,2.933333333
443,1,0,12.515,0,36,2,12,100,80,100,128.4666667,3.573333333
444,1,0,12.515,0,36,2,4,50,20,100,2514.333333,-28.56666667
445,1,0,12.515,0,36,2,8,50,20,100,139.2,1.826666667
446,1,0,12.515,0,36,2,12,50,20,100,307.7,1.6
447,1,0,12.515,0,36,2,4,50,40,100,162.2333333,-3.646666667
448,1,0,12.515,0,36,2,8,50,40,100,223.1333333,-2.73
449,1,0,12.515,0,36,2,12,50,40,100,242.6666667,-2.316666667
450,1,0,12.515,0,36,2,4,50,60,100,207.0333333,-5.89
451,1,0,12.515,0,36,2,8,50,60,100,154.4666667,-0.982333333
452,1,0,12.515,0,36,2,12,50,60,100,170.7333333,3.386666667
453,1,0,12.515,0,36,2,4,50,80,100,149.4333333,2.24
454,1,0,12.515,0,36,2,8,50,80,100,171.1333333,1.28
455,1,0,12.515,0,36,2,12,50,80,100,163.5333333,2.923333333
456,1,0,12.515,0,36,2,4,10,20,100,1760.0,-30.76666667
457,1,0,12.515,0,36,2,8,10,20,100,171.1666667,3.026666667
458,1,0,12.515,0,36,2,12,10,20,100,224.7333333,1.253333333
459,1,0,12.515,0,36,2,4,10,40,100,166.5666667,-2.246666667
460,1,0,12.515,0,36,2,8,10,40,100,146.1333333,-2.403333333
461,1,0,12.515,0,36,2,12,10,40,100,231.5,-2.746666667
462,1,0,12.515,0,36,2,4,10,60,100,161.8333333,-1.385333333
463,1,0,12.515,0,36,2,8,10,60,100,137.9,-0.514
464,1,0,12.515,0,36,2,12,10,60,100,150.0,2.373333333
465,1,0,12.515,0,36,2,4,10,80,100,169.0,-0.684
466,1,0,12.515,0,36,2,8,10,80,100,125.6,2.273333333
467,1,0,12.515,0,36,2,12,10,80,100,136.8666667,4.91
468,1,0,12.515,0,36,2,4,1,20,100,2579.0,-28.23333333
469,1,0,12.515,0,36,2,8,1,20,100,130.5333333,4.226666667
470,1,0,12.515,0,36,2,12,1,20,100,401.8333333,6.786666667
471,1,0,12.515,0,36,2,4,1,40,100,161.9,-3.153333333
472,1,0,12.515,0,36,2,8,1,40,100,345.8666667,-1.426666667
473,1,0,12.515,0,36,2,12,1,40,100,354.4666667,-1.543333333
474,1,0,12.515,0,36,2,4,1,60,100,202.1,-2.55
475,1,0,12.515,0,36,2,8,1,60,100,139.7,0.63
476,1,0,12.515,0,36,2,12,1,60,100,122.8,6.336666667
477,1,0,12.515,0,36,2,4,1,80,100,152.7666667,6.34
478,1,0,12.515,0,36,2,8,1,80,100,134.0,12.86666667
479,1,0,12.515,0,36,2,12,1,80,100,194.4666667,6.843333333
480,1,0,12.515,0,36,2,4,200,20,10,183.1333333,-2.183333333
481,1,0,12.515,0,36,2,8,200,20,10,151.5333333,-2.966666667
482,1,0,12.515,0,36,2,12,200,20,10,766.5666667,-2.463333333
483,1,0,12.515,0,36,2,4,200,40,10,99.71,-1.186666667
484,1,0,12.515,0,36,2,8,200,40,10,247.2666667,-3.813333333
485,1,0,12.515,0,36,2,12,200,40,10,400.6,-5.33
486,1,0,12.515,0,36,2,4,200,60,10,1350.666667,-20.13333333
487,1,0,12.515,0,36,2,8,200,60,10,297.0,-9.57
488,1,0,12.515,0,36,2,12,200,60,10,134.1333333,-1.092
489,1,0,12.515,0,36,2,4,200,80,10,165.4666667,-1.492333333
490,1,0,12.515,0,36,2,8,200,80,10,110.9666667,-1.123
491,1,0,12.515,0,36,2,12,200,80,10,128.5333333,-0.810666667
492,1,0,12.515,0,36,2,4,100,20,10,176.3333333,-1.883333333
493,1,0,12.515,0,36,2,8,100,20,10,176.6666667,-1.316666667
494,1,0,12.515,0,36,2,12,100,20,10,495.4333333,-2.92
495,1,0,12.515,0,36,2,4,100,40,10,116.2666667,-1.833333333
496,1,0,12.515,0,36,2,8,100,40,10,285.1333333,-6.416666667
497,1,0,12.515,0,36,2,12,100,40,10,432.9,-4.216666667
498,1,0,12.515,0,36,2,4,100,60,10,8699.333333,-20.63333333
499,1,0,12.515,0,36,2,8,100,60,10,293.6333333,-9.726666667
500,1,0,12.515,0,36,2,12,100,60,10,162.9333333,-1.077
501,1,0,12.515,0,36,2,4,100,80,10,170.3,-2.533333333
502,1,0,12.515,0,36,2,8,100,80,10,136.5,-0.168
503,1,0,12.515,0,36,2,12,100,80,10,108.9333333,-0.043
504,1,0,12.515,0,36,2,4,50,20,10,145.8666667,-1.640333333
505,1,0,12.515,0,36,2,8,50,20,10,241.3666667,-1.149
506,1,0,12.515,0,36,2,12,50,20,10,357.8666667,-2.276666667
507,1,0,12.515,0,36,2,4,50,40,10,133.4,-0.863666667
508,1,0,12.515,0,36,2,8,50,40,10,282.5,-7.106666667
509,1,0,12.515,0,36,2,12,50,40,10,462.7,-2.183333333
510,1,0,12.515,0,36,2,4,50,60,10,4622.333333,-22.2
511,1,0,12.515,0,36,2,8,50,60,10,296.5666667,-14.66666667
512,1,0,12.515,0,36,2,12,50,60,10,138.1666667,-1.203333333
513,1,0,12.515,0,36,2,4,50,80,10,159.1333333,-2.56
514,1,0,12.515,0,36,2,8,50,80,10,117.1333333,-0.0463
515,1,0,12.515,0,36,2,12,50,80,10,118.5666667,-0.131666667
516,1,0,12.515,0,36,2,4,10,20,10,122.3666667,-1.79
517,1,0,12.515,0,36,2,8,10,20,10,411.6333333,-3.726666667
518,1,0,12.515,0,36,2,12,10,20,10,199.2,-1.776666667
519,1,0,12.515,0,36,2,4,10,40,10,119.1333333,-0.88
520,1,0,12.515,0,36,2,8,10,40,10,393.5333333,-13.16666667
521,1,0,12.515,0,36,2,12,10,40,10,474.5,-6.36
522,1,0,12.515,0,36,2,4,10,60,10,2933.333333,-19.56666667
523,1,0,12.515,0,36,2,8,10,60,10,309.2,-9.383333333
524,1,0,12.515,0,36,2,12,10,60,10,135.1,-1.427
525,1,0,12.515,0,36,2,4,10,80,10,178.8,-2.843333333
526,1,0,12.515,0,36,2,8,10,80,10,114.0333333,0.044333333
527,1,0,12.515,0,36,2,12,10,80,10,99.51,-0.3501
528,1,0,12.515,0,36,2,4,1,20,10,142.0666667,-2.13
529,1,0,12.515,0,36,2,8,1,20,10,155.0333333,-0.929
530,1,0,12.515,0,36,2,12,1,20,10,123.6666667,-0.883333333
531,1,0,12.515,0,36,2,4,1,40,10,108.2666667,-1.0292
532,1,0,12.515,0,36,2,8,1,40,10,247.7,-6.423333333
533,1,0,12.515,0,36,2,12,1,40,10,772.0333333,-11.56666667
534,1,0,12.515,0,36,2,4,1,60,10,3091.0,-20.7
535,1,0,12.515,0,36,2,8,1,60,10,397.4666667,-4.423333333
536,1,0,12.515,0,36,2,12,1,60,10,117.0333333,-1.237
537,1,0,12.515,0,36,2,4,1,80,10,137.2333333,-0.065666667
538,1,0,12.515,0,36,2,8,1,80,10,104.4666667,2.526666667
539,1,0,12.515,0,36,2,12,1,80,10,99.66666667,1.341666667
540,1,1,6.12,0,36,0,4,200,20,500,445.6,-20.0
541,1,1,6.12,0,36,0,8,200,20,500,388.5666667,-2.833333333
542,1,1,6.12,0,36,0,12,200,20,500,168.4666667,-0.537666667
543,1,1,6.12,0,36,0,4,200,40,500,206.4666667,-0.144176667
544,1,1,6.12,0,36,0,8,200,40,500,266.9333333,-1.186333333
545,1,1,6.12,0,36,0,12,200,40,500,295.5333333,-1.356666667
546,1,1,6.12,0,36,0,4,200,60,500,213.1,-2.03
547,1,1,6.12,0,36,0,8,200,60,500,226.5333333,0.105433333
548,1,1,6.12,0,36,0,12,200,60,500,191.9333333,0.3688
549,1,1,6.12,0,36,0,4,200,80,500,204.2,-2.123333333
550,1,1,6.12,0,36,0,8,200,80,500,153.2,1.007666667
551,1,1,6.12,0,36,0,12,200,80,500,145.8666667,-0.358366667
552,1,1,6.12,0,36,0,4,100,20,500,380.3333333,-7.156666667
553,1,1,6.12,0,36,0,8,100,20,500,300.7,-7.346666667
554,1,1,6.12,0,36,0,12,100,20,500,323.3666667,-1.173666667
555,1,1,6.12,0,36,0,4,100,40,500,197.5333333,-0.223666667
556,1,1,6.12,0,36,0,8,100,40,500,266.7,-1.3988
557,1,1,6.12,0,36,0,12,100,40,500,260.9333333,-1.876666667
558,1,1,6.12,0,36,0,4,100,60,500,236.7333333,1.45
559,1,1,6.12,0,36,0,8,100,60,500,169.5666667,2.546666667
560,1,1,6.12,0,36,0,12,100,60,500,227.0666667,2.25
561,1,1,6.12,0,36,0,4,100,80,500,198.8,-5.656666667
562,1,1,6.12,0,36,0,8,100,80,500,148.5333333,-0.2858
563,1,1,6.12,0,36,0,12,100,80,500,134.8333333,3.186666667
564,1,1,6.12,0,36,0,4,50,20,500,160.3666667,3.713333333
565,1,1,6.12,0,36,0,8,50,20,500,394.7333333,-4.73
566,1,1,6.12,0,36,0,12,50,20,500,294.7666667,-2.64
567,1,1,6.12,0,36,0,4,50,40,500,174.7,1.836666667
568,1,1,6.12,0,36,0,8,50,40,500,308.0666667,5.443333333
569,1,1,6.12,0,36,0,12,50,40,500,458.9333333,-1.491333333
570,1,1,6.12,0,36,0,4,50,60,500,191.4333333,-1.055666667
571,1,1,6.12,0,36,0,8,50,60,500,201.9333333,4.203333333
572,1,1,6.12,0,36,0,12,50,60,500,211.8333333,0.894
573,1,1,6.12,0,36,0,4,50,80,500,190.4333333,-0.884
574,1,1,6.12,0,36,0,8,50,80,500,190.6333333,-0.851
575,1,1,6.12,0,36,0,12,50,80,500,128.8,2.053333333
576,1,1,6.12,0,36,0,4,10,20,500,595.8333333,-15.63333333
577,1,1,6.12,0,36,0,8,10,20,500,377.5666667,-3.236666667
578,1,1,6.12,0,36,0,12,10,20,500,288.2333333,-2.386666667
579,1,1,6.12,0,36,0,4,10,40,500,217.5333333,-1.123333333
580,1,1,6.12,0,36,0,8,10,40,500,218.9666667,0.326666667
581,1,1,6.12,0,36,0,12,10,40,500,316.5666667,6.206666667
582,1,1,6.12,0,36,0,4,10,60,500,273.8,-2.076666667
583,1,1,6.12,0,36,0,8,10,60,500,146.0,1.556666667
584,1,1,6.12,0,36,0,12,10,60,500,181.1666667,-0.4172
585,1,1,6.12,0,36,0,4,10,80,500,275.1,-2.526666667
586,1,1,6.12,0,36,0,8,10,80,500,160.8666667,-0.499666667
587,1,1,6.12,0,36,0,12,10,80,500,155.4,-0.839666667
588,1,1,6.12,0,36,0,4,1,20,500,720.4,-2.03
589,1,1,6.12,0,36,0,8,1,20,500,474.8333333,-1.383333333
590,1,1,6.12,0,36,0,12,1,20,500,343.4,0.513666667
591,1,1,6.12,0,36,0,4,1,40,500,221.6333333,0.588
592,1,1,6.12,0,36,0,8,1,40,500,288.5,1.082333333
593,1,1,6.12,0,36,0,12,1,40,500,253.8,1.406666667
594,1,1,6.12,0,36,0,4,1,60,500,289.6666667,0.446333333
595,1,1,6.12,0,36,0,8,1,60,500,132.6,5.146666667
596,1,1,6.12,0,36,0,12,1,60,500,241.5333333,2.226666667
597,1,1,6.12,0,36,0,4,1,80,500,269.8333333,-8.26
598,1,1,6.12,0,36,0,8,1,80,500,210.1666667,-1.306
599,1,1,6.12,0,36,0,12,1,80,500,200.7333333,1.663666667
600,1,1,6.12,0,36,0,4,200,20,100,665.4,-4.956666667
601,1,1,6.12,0,36,0,8,200,20,100,461.8666667,-3.503333333
602,1,1,6.12,0,36,0,12,200,20,100,426.1,-2.953333333
603,1,1,6.12,0,36,0,4,200,40,100,278.2,-3.166666667
604,1,1,6.12,0,36,0,8,200,40,100,185.7333333,2.283333333
605,1,1,6.12,0,36,0,12,200,40,100,244.9,2.306666667
606,1,1,6.12,0,36,0,4,200,60,100,217.0666667,-1.85
607,1,1,6.12,0,36,0,8,200,60,100,222.0666667,0.132760333
608,1,1,6.12,0,36,0,12,200,60,100,187.0666667,-0.077333333
609,1,1,6.12,0,36,0,4,200,80,100,186.3666667,-4.35
610,1,1,6.12,0,36,0,8,200,80,100,208.6666667,-1.425333333
611,1,1,6.12,0,36,0,12,200,80,100,200.6333333,-0.192333333
612,1,1,6.12,0,36,0,4,100,20,100,411.7333333,-4.316666667
613,1,1,6.12,0,36,0,8,100,20,100,570.8666667,-3.67
614,1,1,6.12,0,36,0,12,100,20,100,219.3333333,2.13
615,1,1,6.12,0,36,0,4,100,40,100,265.8666667,-2.493333333
616,1,1,6.12,0,36,0,8,100,40,100,174.9,-0.763333333
617,1,1,6.12,0,36,0,12,100,40,100,221.6,3.32
618,1,1,6.12,0,36,0,4,100,60,100,180.1666667,0.096
619,1,1,6.12,0,36,0,8,100,60,100,213.7666667,-1.543333333
620,1,1,6.12,0,36,0,12,100,60,100,176.4333333,-0.458
621,1,1,6.12,0,36,0,4,100,80,100,180.8666667,-3.533333333
622,1,1,6.12,0,36,0,8,100,80,100,171.9333333,-2.693333333
623,1,1,6.12,0,36,0,12,100,80,100,192.2,-1.073
624,1,1,6.12,0,36,0,4,50,20,100,391.5666667,-4.583333333
625,1,1,6.12,0,36,0,8,50,20,100,258.8333333,-2.473333333
626,1,1,6.12,0,36,0,12,50,20,100,237.1333333,-0.988333333
627,1,1,6.12,0,36,0,4,50,40,100,194.0333333,-0.591633333
628,1,1,6.12,0,36,0,8,50,40,100,170.3,-1.048
629,1,1,6.12,0,36,0,12,50,40,100,198.4,1.671666667
630,1,1,6.12,0,36,0,4,50,60,100,174.6333333,0.497666667
631,1,1,6.12,0,36,0,8,50,60,100,223.9666667,1.216666667
632,1,1,6.12,0,36,0,12,50,60,100,202.3,-0.367833333
633,1,1,6.12,0,36,0,4,50,80,100,233.2666667,-2.813333333
634,1,1,6.12,0,36,0,8,50,80,100,167.0333333,0.119166667
635,1,1,6.12,0,36,0,12,50,80,100,190.2333333,-1.521333333
636,1,1,6.12,0,36,0,4,10,20,100,264.9,-3.486666667
637,1,1,6.12,0,36,0,8,10,20,100,216.4,1.181
638,1,1,6.12,0,36,0,12,10,20,100,314.3333333,-1.583333333
639,1,1,6.12,0,36,0,4,10,40,100,207.4,-1.696666667
640,1,1,6.12,0,36,0,8,10,40,100,180.6333333,1.110333333
641,1,1,6.12,0,36,0,12,10,40,100,212.9666667,-0.2816
642,1,1,6.12,0,36,0,4,10,60,100,253.3,-0.997666667
643,1,1,6.12,0,36,0,8,10,60,100,170.7666667,1.956666667
644,1,1,6.12,0,36,0,12,10,60,100,158.8333333,0.975666667
645,1,1,6.12,0,36,0,4,10,80,100,188.7333333,-4.646666667
646,1,1,6.12,0,36,0,8,10,80,100,206.5333333,-1.383
647,1,1,6.12,0,36,0,12,10,80,100,182.9,0.969
648,1,1,6.12,0,36,0,4,1,20,100,394.3,-7.95
649,1,1,6.12,0,36,0,8,1,20,100,254.7,-4.996666667
650,1,1,6.12,0,36,0,12,1,20,100,308.6333333,1.496666667
651,1,1,6.12,0,36,0,4,1,40,100,431.1,-12.68333333
652,1,1,6.12,0,36,0,8,1,40,100,161.8333333,-0.225866667
653,1,1,6.12,0,36,0,12,1,40,100,234.1666667,1.199666667
654,1,1,6.12,0,36,0,4,1,60,100,227.1333333,1.106666667
655,1,1,6.12,0,36,0,8,1,60,100,191.0333333,1.159666667
656,1,1,6.12,0,36,0,12,1,60,100,173.0666667,0.740633333
657,1,1,6.12,0,36,0,4,1,80,100,385.4666667,-5.563333333
658,1,1,6.12,0,36,0,8,1,80,100,235.9666667,-1.49
659,1,1,6.12,0,36,0,12,1,80,100,221.4,-0.068
660,1,1,6.12,0,36,0,4,200,20,10,429.7333333,-4.106666667
661,1,1,6.12,0,36,0,8,200,20,10,164.9,-4.78
662,1,1,6.12,0,36,0,12,200,20,10,204.7333333,-3.8
663,1,1,6.12,0,36,0,4,200,40,10,151.1,-8.67
664,1,1,6.12,0,36,0,8,200,40,10,219.6333333,-3.373333333
665,1,1,6.12,0,36,0,12,200,40,10,145.9333333,-1.295666667
666,1,1,6.12,0,36,0,4,200,60,10,127.0666667,-0.760666667
667,1,1,6.12,0,36,0,8,200,60,10,127.8,0.013
668,1,1,6.12,0,36,0,12,200,60,10,82.80666667,-1.82
669,1,1,6.12,0,36,0,4,200,80,10,104.6,-4.656666667
670,1,1,6.12,0,36,0,8,200,80,10,101.8666667,-2.406666667
671,1,1,6.12,0,36,0,12,200,80,10,92.93333333,-2.843333333
672,1,1,6.12,0,36,0,4,100,20,10,100.2433333,-9.143333333
673,1,1,6.12,0,36,0,8,100,20,10,142.6,-2.086666667
674,1,1,6.12,0,36,0,12,100,20,10,656.7666667,-2.69
675,1,1,6.12,0,36,0,4,100,40,10,156.8,-9.543333333
676,1,1,6.12,0,36,0,8,100,40,10,122.3333333,-1.101
677,1,1,6.12,0,36,0,12,100,40,10,146.9333333,-0.806
678,1,1,6.12,0,36,0,4,100,60,10,119.6333333,-0.956333333
679,1,1,6.12,0,36,0,8,100,60,10,138.6333333,-1.070666667
680,1,1,6.12,0,36,0,12,100,60,10,92.68333333,-1.873333333
681,1,1,6.12,0,36,0,4,100,80,10,107.7666667,-7.5
682,1,1,6.12,0,36,0,8,100,80,10,96.23333333,-3.133333333
683,1,1,6.12,0,36,0,12,100,80,10,112.1666667,-1.543333333
684,1,1,6.12,0,36,0,4,50,20,10,131.9333333,-8.303333333
685,1,1,6.12,0,36,0,8,50,20,10,130.2,-1.67
686,1,1,6.12,0,36,0,12,50,20,10,611.0333333,-4.006666667
687,1,1,6.12,0,36,0,4,50,40,10,149.6666667,-5.433333333
688,1,1,6.12,0,36,0,8,50,40,10,133.9666667,-0.782666667
689,1,1,6.12,0,36,0,12,50,40,10,138.3,-0.808
690,1,1,6.12,0,36,0,4,50,60,10,134.9666667,-2.59
691,1,1,6.12,0,36,0,8,50,60,10,140.6333333,-0.939333333
692,1,1,6.12,0,36,0,12,50,60,10,97.09,-1.427333333
693,1,1,6.12,0,36,0,4,50,80,10,104.5666667,-4.286666667
694,1,1,6.12,0,36,0,8,50,80,10,110.4,-3.123333333
695,1,1,6.12,0,36,0,12,50,80,10,95.28,-2.5
696,1,1,6.12,0,36,0,4,10,20,10,115.9666667,-5.833333333
697,1,1,6.12,0,36,0,8,10,20,10,130.5666667,-1.171666667
698,1,1,6.12,0,36,0,12,10,20,10,320.0666667,-3.613333333
699,1,1,6.12,0,36,0,4,10,40,10,129.2333333,-8.426666667
700,1,1,6.12,0,36,0,8,10,40,10,121.4666667,-0.833
701,1,1,6.12,0,36,0,12,10,40,10,169.4666667,-0.889
702,1,1,6.12,0,36,0,4,10,60,10,134.3333333,-3.496666667
703,1,1,6.12,0,36,0,8,10,60,10,114.1666667,-1.372
704,1,1,6.12,0,36,0,12,10,60,10,92.96333333,-2.23
705,1,1,6.12,0,36,0,4,10,80,10,118.9,-7.86
706,1,1,6.12,0,36,0,8,10,80,10,94.82333333,-1.491
707,1,1,6.12,0,36,0,12,10,80,10,95.42666667,-2.646666667
708,1,1,6.12,0,36,0,4,1,20,10,395.1666667,-16.8
709,1,1,6.12,0,36,0,8,1,20,10,156.3,-9.796666667
710,1,1,6.12,0,36,0,12,1,20,10,139.8,-6.03
711,1,1,6.12,0,36,0,4,1,40,10,144.2333333,-7.93
712,1,1,6.12,0,36,0,8,1,40,10,131.1,-1.069666667
713,1,1,6.12,0,36,0,12,1,40,10,150.6666667,-1.002
714,1,1,6.12,0,36,0,4,1,60,10,151.8666667,-6.88
715,1,1,6.12,0,36,0,8,1,60,10,143.0666667,-0.741333333
716,1,1,6.12,0,36,0,12,1,60,10,122.1,-1.561
717,1,1,6.12,0,36,0,4,1,80,10,149.8,-13.63333333
718,1,1,6.12,0,36,0,8,1,80,10,152.3333333,-3.446666667
719,1,1,6.12,0,36,0,12,1,80,10,156.8,-1.356666667
720,0,1,11.8502,2,28,0,4,200,20,500,215.1166667,-5.068333333
721,0,1,11.8502,2,28,0,8,200,20,500,161.0666667,-4.021666667
722,0,1,11.8502,2,28,0,12,200,20,500,155.4833333,-2.968333333
723,0,1,11.8502,2,28,0,4,200,40,500,197.0333333,-3.041666667
724,0,1,11.8502,2,28,0,8,200,40,500,176.2666667,-1.898333333
725,0,1,11.8502,2,28,0,12,200,40,500,180.2333333,-3.103333333
726,0,1,11.8502,2,28,0,4,200,60,500,182.5,-1.049666667
727,0,1,11.8502,2,28,0,8,200,60,500,255.3333333,-1.217666667
728,0,1,11.8502,2,28,0,12,200,60,500,154.7333333,2.996666667
729,0,1,11.8502,2,28,0,4,200,80,500,200.9666667,-6.603333333
730,0,1,11.8502,2,28,0,8,200,80,500,172.4333333,0.623
731,0,1,11.8502,2,28,0,12,200,80,500,200.2333333,0.325333333
732,0,1,11.8502,2,28,0,4,100,20,500,200.4,-4.816666667
733,0,1,11.8502,2,28,0,8,100,20,500,207.5166667,-3.873333333
734,0,1,11.8502,2,28,0,12,100,20,500,307.6333333,-3.5
735,0,1,11.8502,2,28,0,4,100,40,500,197.9,-2.638333333
736,0,1,11.8502,2,28,0,8,100,40,500,190.1333333,0.246333333
737,0,1,11.8502,2,28,0,12,100,40,500,179.7666667,-3.133333333
738,0,1,11.8502,2,28,0,4,100,60,500,231.2,-9.153333333
739,0,1,11.8502,2,28,0,8,100,60,500,214.3333333,-0.320666667
740,0,1,11.8502,2,28,0,12,100,60,500,169.7,2.133333333
741,0,1,11.8502,2,28,0,4,100,80,500,210.8333333,-9.556666667
742,0,1,11.8502,2,28,0,8,100,80,500,201.4666667,0.087033333
743,0,1,11.8502,2,28,0,12,100,80,500,162.3333333,3.74
744,0,1,11.8502,2,28,0,4,50,20,500,213.1333333,-4.85
745,0,1,11.8502,2,28,0,8,50,20,500,209.5833333,-2.693333333
746,0,1,11.8502,2,28,0,12,50,20,500,186.8666667,-2.901666667
747,0,1,11.8502,2,28,0,4,50,40,500,180.9,-1.799333333
748,0,1,11.8502,2,28,0,8,50,40,500,219.7,-0.851333333
749,0,1,11.8502,2,28,0,12,50,40,500,193.5666667,-1.121333333
750,0,1,11.8502,2,28,0,4,50,60,500,298.8333333,-2.73
751,0,1,11.8502,2,28,0,8,50,60,500,180.7,1.443333333
752,0,1,11.8502,2,28,0,12,50,60,500,165.1666667,0.187266667
753,0,1,11.8502,2,28,0,4,50,80,500,223.7,-5.206666667
754,0,1,11.8502,2,28,0,8,50,80,500,197.4666667,0.386
755,0,1,11.8502,2,28,0,12,50,80,500,176.4,0.998
756,0,1,11.8502,2,28,0,4,10,20,500,170.7333333,-3.636666667
757,0,1,11.8502,2,28,0,8,10,20,500,174.4,-2.656666667
758,0,1,11.8502,2,28,0,12,10,20,500,245.4333333,-1.633
759,0,1,11.8502,2,28,0,4,10,40,500,201.5166667,-1.138333333
760,0,1,11.8502,2,28,0,8,10,40,500,158.9333333,-0.238
761,0,1,11.8502,2,28,0,12,10,40,500,203.6333333,-0.738666667
762,0,1,11.8502,2,28,0,4,10,60,500,209.3333333,-3.896666667
763,0,1,11.8502,2,28,0,8,10,60,500,223.4666667,-0.527
764,0,1,11.8502,2,28,0,12,10,60,500,185.9666667,-0.284666667
765,0,1,11.8502,2,28,0,4,10,80,500,230.6,-1.926666667
766,0,1,11.8502,2,28,0,8,10,80,500,208.0666667,-0.139
767,0,1,11.8502,2,28,0,12,10,80,500,188.6333333,-0.031
