XGB,LGBM,RF,MLP,kNN,DT,MLR,PLS,lasso
0.1863396055018166,0.32569886023137606,0.27069841199432293,0.2387712073902694,0.2680129207297989,0.006919801277501775,0.2803002305645126,0.2821152976535566,0.2888188902813441
0.14231331383107487,0.14475052199209765,0.15460632540809122,0.13293192196618359,0.18422198520011845,0.370874733853797,0.40840761494956695,0.40848203253877186,0.420211753846698
0.11683834335159282,0.0891060347835968,0.10364642476934008,0.22582134908978216,0.01595672850476415,0.12708481192334983,0.1271054323298796,0.1273981095693637,0.15820047155877703
0.05556141141461013,0.03887160748108104,0.013342574520936346,0.09677285447222139,0.08300412714573713,0.017861367400047234,0.03187259815468502,0.0314127689474854,0.037677926927654926
0.17805852646350528,0.16609945920045788,0.11203136089425225,0.23088078498886677,0.20047791656593206,0.09155429382540814,0.0341153292199573,0.034241174326590795,0.012344607905431348
0.02300073666467667,0.05969831199430786,0.04593727821149712,0.06605949301617911,0.10117692769934539,0.030754672344452394,0.26345318647900157,0.26400147966695325,0.28697519334445815
0.04486825283830931,0.03810764557908214,0.05889549325763005,0.1310321981584638,0.024796513288776856,0.11581795599716105,0.0819345438614143,0.08328434909050009,0.06537417984140576
0.022608591657399035,0.05757806609456939,0.04434838537970265,0.03944902909406345,0.07464658356080245,0.16376863023420885,0.017808986396821824,0.018350991252955362,0.04813580879692436
0.10787846912637167,0.0850796179117248,0.15542272888573572,0.11286674368645455,0.1071773808235601,0.011089425124201635,0.24579898943173317,0.24565669624210473,0.26984962243659194
0.19627866954817003,0.2811362755429688,0.28148997515968743,0.06231402981442927,0.4955151896877675,0.2897444996451383,0.5274433451062952,0.5270182431329322,0.5278928103806719
0.07228605268355204,0.07005739019144452,0.08893596965933381,0.1807733465362848,0.14288964479876975,0.07159332860184531,0.03618010210801803,0.035647320720711084,0.09710369619981218
0.017855311937582552,0.07056040435643424,0.06569131476224233,0.36036504447775164,0.04184293562488267,0.3489176721078779,0.05974788776033452,0.05526417693050523,0.07706011589243783
0.4169425231670978,0.44091024210265073,0.33213050035486014,0.1076711262277287,0.4176646752817117,0.33423527324343505,0.516003106941203,0.5161859560907592,0.5116378582096351
0.04835799649474132,0.027468622266624443,0.07646823988644447,0.048000618457390454,0.08035122636596365,0.03677253371185235,0.08833091473566684,0.08963567373118353,0.11656613939772303
0.06448595561060688,0.04385226674547607,0.014295156139106036,0.08882164842635837,0.2585695463311703,0.017210787792760834,0.11115961519964634,0.11197534487572935,0.14642283337600048
0.014652917133822774,0.009129519791786556,0.03135579311568493,0.001889412644225763,0.0091543899539967,0.05021291696238461,0.0011697121771772068,0.0020542604318992685,0.029633041284558237
0.06810036705604594,0.08640526311346441,0.08020437810504022,0.04472376170470638,0.06728395868040715,0.09374260704991721,0.0044197437557892405,0.0047411914285637735,0.006209042645705987
0.05425835273382584,0.11550229507035908,0.08743435060326549,0.06132542738572172,0.06359129124795926,0.1133339247693399,0.022581268688306455,0.022733119667605328,0.045480771237236706
0.04574059094834437,0.0365674949191479,0.04826916252661584,0.13779040443922602,0.017133295971008433,0.07913413768630234,0.12804500540818087,0.12541236991972066,0.11969277548220614
0.20185127676675474,0.12459599371844299,0.206296908268276,0.022185739068909,0.17319782782225218,0.4970280340667139,0.10789920254584273,0.11136133431688094,0.10894748321197367
0.08725864964228636,0.09944919564763965,0.1055266367991482,0.1684846220432955,0.08344209500790445,0.03065117104329307,0.1007657426697468,0.10005821032105355,0.1642296000509449
0.04611126533884635,0.015270373637626844,0.06417627750177435,0.04138441259927117,0.012110770860504272,0.21686479772888578,0.07415629362934728,0.07282522461960839,0.034215867967908986
0.1243111801917372,0.18822017749506892,0.19833203956706802,0.08208065281819632,0.23637392092986415,0.27967530163236337,0.2843798595371109,0.28439185753076796,0.2843027821509659
0.17188667286533765,0.1387121980719631,0.10330586852377577,0.0991286821424679,0.06430758870172326,0.12238289567068827,0.031986397728423155,0.03147680392691765,0.015075550009905903
0.052366372919657955,0.0004978642078107831,0.028438165365507806,0.1434086015293981,0.0555088331678768,0.07969600189259524,0.16069032719419596,0.15909618682430815,0.15092024271939197
0.14044229955940574,0.15894794681136276,0.14800057665010607,0.1894846944605259,0.1713911598042659,0.10580790158504849,0.2305322416016558,0.23064404839395558,0.2628788662237736
0.07365574220802196,0.028508524911095567,0.10103575230659834,0.1306383980200212,0.0014588216582740454,0.11297906316536555,0.13855564229515283,0.1393615564671421,0.12284343112771845
0.12334703591125407,0.04069235462245013,0.1530738777501759,0.16251658005032255,0.3367898875343856,0.011089425124201524,0.21780629207129942,0.21957950040115293,0.26708087876218733
0.015266567489794491,0.02495600987362845,0.02717452537260645,0.1131876834082326,0.06775607616445123,0.031360894251242,0.041936479524652404,0.042881752973888854,0.029787892784818304
0.19179398650561263,0.029024813746316935,0.044797285308730284,0.045733772827520724,0.027823163804647888,0.03522001419446408,0.009326820414125137,0.009746760451793846,0.006552514282431088
0.016591416829185746,0.01759831673311113,0.04181910929737476,0.11304364651931309,0.1664565095548889,0.18408445706174592,0.11596464877394275,0.11590120860443509,0.14521855480413814
0.12102173087950541,0.08633986880769129,0.16801133339247754,0.11281803896854314,0.07410391485971879,0.10783356990773607,0.18800944370715456,0.18744911702282596,0.2145192452270238
0.12349389667964461,0.12937353121372863,0.17293991749467807,0.14653437891302912,0.1440380515571329,0.0917317246273952,0.12373140047965636,0.12267165055905926,0.1908361901360648
0.0017554787899095592,0.040879809618998175,0.008087517743080253,0.051349692336530806,0.03768989975557979,0.13798202034539853,0.021792292705932748,0.022257751500829148,0.010793420051371183
0.0066178845885461746,0.08629160397100588,0.019769339957418253,0.016478791425107497,0.040486759993402455,0.09106635911994326,0.2238119338897342,0.22493117942049923,0.16042934826369748
0.05648932099934578,0.09323928660634234,0.08260490596167575,0.11511016312050465,0.07456149499623788,0.028699432221433674,0.1450075179545307,0.14536797520546574,0.10407597380347255
0.025404448370463073,0.028134191862251468,0.02265824609652145,0.056589319712701314,0.0441449104631812,0.012553229240596153,0.11927102667567102,0.11929827900151146,0.12888564837690297
0.07656282880274101,0.061873719448941045,0.014152657026259452,0.0029947855654116617,0.13450035726007858,0.01644192098414965,0.18195371952318562,0.18279770379505245,0.24237204146946578
0.08044850500531864,0.01548209185817273,0.1460111337828246,0.07597496068051834,0.10054643809016894,0.2870534658149988,0.17913888548374857,0.1800056995554854,0.16833848950111963
0.05025014736027977,0.030271508765390753,0.08736204755145427,0.05851938019442249,0.09568214901375505,0.1797374024130589,0.13387453407733463,0.13480607813803624,0.1472113896328464
0.10169795745649268,0.09501056432607302,0.02635911994322182,0.09257112748491797,0.0019373372867386163,0.030606813342796302,0.16646944570725053,0.16638193286101932,0.17448697423403292
0.04457241461749095,0.09664711542361132,0.02013462562100804,0.13909029224718572,0.01954659273671444,0.05414596640643471,0.1497101151087018,0.1496245795461255,0.177645855611539
0.10515108575543419,0.14156994789957905,0.1207669446415891,0.0616109600771691,0.09314131524550484,0.15380293352259272,0.03253733640611223,0.03267351932671958,0.06793338907314339
0.09088699577800602,0.06263860308577973,0.09374767122072275,0.025120778868707228,0.09475068817021037,0.09806008989827303,0.09291296839006408,0.09426971248740806,0.11980368068463121
0.0056889610797314916,0.022470557744784653,0.018838715400994105,0.09663229375660987,0.20101099240989329,0.02510645848119239,0.17304100407010703,0.1727521809996722,0.21434490525290756
0.050683697882571654,0.0628417393729579,0.11410641412349298,0.1511918821864236,0.1710270994056199,0.15130411639460606,0.07612523332751764,0.07760757552853537,0.034908775874046616
0.2607109598693821,0.2291881633306928,0.3373539522711134,0.05306813217111375,0.48735582559518265,0.14605512183581737,0.3696452925291639,0.3680980059955913,0.3867920439964706
0.07538801833532471,0.05325794556914154,0.08332061745919139,0.23772072331764194,0.14105715411039788,0.0116660752306601,0.1865717647441093,0.18687657943297764,0.17932654722513386
0.1842963880389358,0.22922263354496705,0.27165465312278303,0.15363507833681941,0.23172626302999913,0.5907262834161344,0.35382952817052393,0.3557049810048145,0.34426047030067564
0.005340516313413479,0.05791051306381345,0.050968550390347866,0.14981056431648632,0.015480718592261078,0.016767210787792752,0.14300800425559068,0.14180489247534256,0.12422657005185667
0.0055427889057386714,0.02537471595496521,0.004659332860183996,0.3291538477247273,0.07067713217541449,0.08939555240123004,0.20409775110437506,0.19644977091316934,0.21053807856597515
0.055656370899201835,0.05618161558009427,0.1176823101490424,0.08969669026907778,0.009571438315283232,0.24059616749467705,0.16434839412056979,0.1643826179971084,0.19404620592435373
0.09849584961377456,0.06211725250999456,0.06932920067423787,0.054580703727954316,0.06115628533971085,0.14500532292405965,0.06115086206497633,0.060816135353907286,0.08813285576826213
0.02530530384874574,0.024427114522873827,0.006914256564940824,0.07594640695602634,0.07317069928168646,0.10808493021055121,0.0739116047575018,0.07251746308365181,0.06154320175079653
0.09786666387188436,0.061928022177350495,0.10069874467707796,0.06217568593230649,0.040565137576322186,0.13781937544357703,0.105004078041396,0.10469068781291135,0.08924444904611728
0.11735331136508553,0.08440754178950377,0.10746218506032595,0.2741519687163675,0.14142404756072108,0.18068370002365747,0.010398367364190642,0.009276814438501924,0.0041488866877433805
0.06500219126979545,0.0741817215909506,0.04518009226401809,0.130867104652737,0.0762915942860285,0.28313520227111433,0.10976365309789493,0.11117079849642741,0.051885472718182335
0.03034356923878312,0.13579817853440412,0.04856059261887913,0.09164265171453573,0.16345368798595894,0.3207061745919091,0.011687906603502607,0.010969668810565658,0.01237914747771629
0.2018355200102856,0.16372928747851867,0.18920810415188005,0.02325000496339935,0.021632500713074543,0.24086231369765776,0.11626060280990724,0.11799317753907823,0.09878220777258084
0.06867028551798837,0.04296454153628804,0.07583847143364042,0.013442391746447235,0.029441007117107287,0.03863555713271816,0.025160556466458206,0.026248616333178987,0.04671109641916671
0.026440184851586168,0.08201519591350748,0.025110007097231546,0.0744311796568406,0.06942230168566504,0.11861249112845984,0.009209108634810947,0.0087857725158349,0.013679146633339578
0.1539097963452254,0.14154019336450574,0.2090865640525188,0.2372694000240485,0.23111545811093193,0.07026259758694109,0.20404786802915797,0.20323669350506524,0.17925480153393902
0.05568710043550462,0.009104031711047567,0.0722108986870138,0.08407192358711013,0.07578979067021496,0.0058108587650815835,0.14659438953798054,0.147566222014344,0.12740623573380694
0.08384604177803245,0.13083123702256383,0.08779664212207072,0.03448795027695506,0.0975021682308374,0.192734208658623,0.09741253921441817,0.09853329203114936,0.12183519651989616
0.10200854744616761,0.06356628175763268,0.08720646291696255,0.06895317562828107,0.0831061039450316,0.09794180269694819,0.010276198141487947,0.009285791491470019,0.0326054726976468
0.11444984369027511,0.07789720202199835,0.08298117015614015,0.15123961942918407,0.00195164523608915,0.015259048970901246,0.09534490456918088,0.09517606569382342,0.150559689123821
0.20904339015526163,0.18432532222412507,0.20116006476224202,0.09170611545017282,0.21184056178386912,0.2696504613200852,0.23047541791968318,0.22967335735631522,0.23792131795378735
0.05153717772177219,0.007776219688033048,0.11178406671398122,0.02296145686505585,0.19587406805297358,0.05807901585048503,0.32392721129921925,0.3235764903170509,0.3507581109714302
0.00117149519700388,0.005855976296001875,0.02144583924769139,0.034234521748833124,0.045746612978679324,0.04743316773125161,0.07217724110274859,0.07213434127831697,0.0989012779417584
0.2254271213258725,0.24844433665645793,0.17026647888573443,0.04581524528210723,0.030600879446450735,0.026171043293115703,0.298991878177582,0.2999575138239713,0.268039572660708
0.29541684624740977,0.32618696546151477,0.398155274130588,0.09609003064831909,0.35589259715889565,0.7853530872959547,0.5126627746254131,0.5117440768544701,0.5281264517488202
0.07672220493902804,0.0030843681401475087,0.08365374378992207,0.15909702001540482,0.1147149166612873,0.051321859474804776,0.028015010527351114,0.02860382588453697,0.038764786439111854
0.03049821093033367,0.017317002290460626,0.05666485539389565,0.12653301107324777,0.0404518473822012,0.012198367636621632,0.021621980695534004,0.021984868386389467,0.04025894843511546
0.04123294681331802,0.11881917368207756,0.07124234829666282,0.016633502308508352,0.004536676890765201,0.005411639460610407,0.1834095806600169,0.18237591515038865,0.15437646641975183
0.034942667204238886,0.06709407061369083,0.05865241305890673,0.05461082664889588,0.047695724090873304,0.016190560681334287,0.027503224683889882,0.02731258837314865,0.024491819705052875
0.03070363163355827,0.08933776203260912,0.06239054737402405,0.11258964477833566,0.12013381148056257,0.042051100070972236,0.17704853004343024,0.1782796835957774,0.15537602474210188
0.14638025621897455,0.08837446013119993,0.10082649485450623,0.009222952955760866,0.17703578127512398,0.08844925479063159,0.012006820273492758,0.011744637812664382,0.02220416909337619
0.11324567321854506,0.18760554913893135,0.042155562455640894,0.13973424152991798,0.09025570031767938,0.09244144783534425,0.09218324166580127,0.09113771125480974,0.06761666558287027
0.07664676394506587,0.08823363285501773,0.07761499733853783,0.017381854497098226,0.11977913268820928,0.11657203690560691,0.0015373939513201318,0.001284216182142972,0.03627469546044426
0.09863683807672219,0.2306047552533651,0.07314473917672248,0.10776324948160437,0.26910839523592944,0.0463981547196593,0.07257871285407935,0.07087038877483476,0.09685437741185399
0.0744260642188419,0.04755317578467877,0.0601687810503897,0.07196323336020627,0.0654986519546612,0.06533889283179573,0.10525297917161136,0.1059967868176066,0.1313701599434164
0.0353493842780801,0.02273869625554059,0.04854373669268952,0.07356329414910734,0.006283524954338038,0.04653122782114982,0.18009686023976623,0.1791902528265878,0.15506129701117688
0.07415443455775295,0.10920991888604104,0.06971821770759545,0.23987516534390202,0.027450603938966145,0.07181511710432936,0.11370960197493485,0.11478516530797522,0.14951700912337262
0.04315948097142375,0.0016532532786350806,0.05763174237047475,0.06959432280576716,0.15483060098197066,0.08086408800567779,0.16855662455959575,0.16854124704649764,0.23509954422912438
0.0956966742883768,0.07871248677433607,0.1113267388218605,0.08027577835018251,0.12175041636101336,0.018482375207002466,0.1498573697278005,0.14979347618150352,0.13364118681389592
0.03165040589800294,0.0019695069685402578,0.020746761887863174,0.04764892732309267,0.021471741140060896,0.06649219304471254,0.08902728664651327,0.08876904341197411,0.08634943646830107
0.04511052458907294,0.05813148550561065,0.011136444286728164,0.05687335067018223,0.06639051980126381,0.005234208658623063,0.00766013139482824,0.007315990946015316,0.024588808062063205
0.057437008581235904,0.025492073969247242,0.03848629347054744,0.022477165217865247,0.09041938329008997,0.1726623491838183,0.15523053092909544,0.15551167381136405,0.10369765637243422
0.22999185636755928,0.23361935996861935,0.3226287482256921,0.48640781518675646,0.525397455634031,0.0414596640643482,0.5506010191539518,0.5509508807025428,0.5593432120467042
0.06604208376832355,0.01661098107899195,0.006692800745210281,0.013895876126386097,0.10108163824983052,0.061257984386089426,0.07221585181998214,0.07243723090693133,0.13235435294999875
0.014450093251411777,0.019594786250179963,0.0076209856281049815,0.032075937756741224,0.03455870998195043,0.07067660279157795,0.0696941543267986,0.06946922453890325,0.09274073869726485
0.0050962590595947654,0.01982677589245685,0.024385867636621206,0.09040548246851043,0.17667510080295823,0.06981902058197287,0.060481108786746174,0.06158142583989734,0.012931972432160155
0.009019618469235602,0.04388119055510209,0.018679693044712287,0.013736441639970454,0.04673674387114968,0.042908682280577315,0.02895065476623504,0.028967117094455763,0.024483191745984345
0.01642193047183038,0.008363814003151782,0.04625110894251161,0.1640182574523953,0.160530387780359,0.07239176721078777,0.25625281508522946,0.25847426813460883,0.22569557557324205
0.00284101554398164,0.0041432519357051945,0.02252339868701203,0.06382755135296403,0.16298711464504345,0.04619115211734093,0.03834494348867434,0.0383747148752388,0.09055555767388379
0.012943654639065993,0.005500297883584526,0.01066447835344142,0.04876568002072729,0.07214919063171121,0.09155429382540803,0.09964312152075694,0.09949387070655247,0.09540834770533818
0.05307261215362935,0.019727903903958066,0.08145936834634437,0.05166984464619917,0.2277807508166445,0.08583215046132009,0.26177626861351433,0.2622803515898554,0.3213071368285828
0.03343761394512912,0.05787266238514366,0.12680979418027005,0.09426808938264597,0.08798299692631828,0.26877809321031465,0.17557307007090095,0.17598803303249955,0.16699500909487586
0.07293006953319991,0.10900259595141959,0.07829178495386857,0.10426634141112034,0.04161676271600562,0.0829784717293588,0.048437111229498675,0.04890158861848837,0.07931083515815096
0.02120875994984861,0.013339781729523104,0.06753726046841668,0.14537414534435922,0.08103205609559339,0.06831085876508147,0.15145543164775233,0.15162481124081906,0.14651884135021376
0.005898276591148721,0.0121414127610317,0.03878726046841674,0.11489344294742779,0.030525992154271542,0.0953690560681334,0.1182303711095084,0.11903556446000679,0.1474524215426341
0.06846853107150508,0.03433259552014056,0.08146069907735964,0.17897370714977845,0.20094708492973,0.2028921220723917,0.20254778899666603,0.20389726666290509,0.18292855728762192
0.07976127975878777,0.018905012650404562,0.09277767920510932,0.06782166830775704,0.059291469501496386,0.2582061745919092,0.165212024850943,0.1657843017816294,0.1669100322751873
0.0689354589469387,0.07932559339726414,0.0059884004613199315,0.03629583263415098,0.3227658524350256,0.173823042346818,0.22481381110507065,0.2242239870437695,0.23352728001797135
0.0274381552967643,0.02749317711566235,0.023969903300213424,0.005654673781198771,0.023882512166173653,0.07585166784953867,0.03991476804601479,0.0395399648826959,0.03887040147380827
0.04137028063164261,0.03680004629007416,0.03600514549325695,0.13573099370109742,0.02672650220671635,0.004080908445706188,0.1338513534892828,0.13310087428711936,0.19440276091500597
0.22077917790395984,0.10607231719140975,0.18312322569197848,0.20585698411302422,0.20814111802437119,0.022844215755855213,0.26227244293521623,0.26292478664477215,0.19827933734532077
0.048153119297887126,0.011763057032039614,0.01860794446416053,0.06631535154709889,0.05135800706988325,0.06458481192334997,0.055935570326658635,0.05506510126747999,0.017543771807184638
0.07352411755439325,0.08411706741877933,0.08790509669978619,0.07977504152064696,0.04571407900537988,0.2517743080198721,0.1304919611853248,0.13161738015932423,0.11346900946090854
0.14791320908399563,0.075874065373284,0.17474982256919747,0.28312106845291685,0.20507961761210802,0.30813815945114736,0.1457805196358184,0.1472658003529116,0.12234842118982958
0.0458812191394985,0.08057099660825029,0.0998261178140526,0.01790827505311643,0.1207482861018756,0.17621835817364562,0.1532300097874023,0.1539270075014082,0.17876515502616697
0.07279650394251536,0.0684779843030191,0.10460876508161865,0.3492693942299272,0.14786169544155858,0.01676721078779264,0.22181712327040992,0.22223824849859397,0.2386526314416475
0.031410297956595334,0.023625941323666466,0.07048682576295168,0.024106455555589934,0.06533542478274207,0.1005589070262598,0.055158478750441,0.05413128529285083,0.07094350646907022
0.0734308255827113,0.03908607104344308,0.09664422906316616,0.03633269754143209,0.0009747846835500562,0.16385734563520238,0.17744394659911256,0.17898329759473242,0.15438811787639273
0.03322084194129882,0.04898953932903871,0.0544678184882883,0.0331584689655916,0.0385174999966818,0.038946061036195856,0.04102387998782564,0.04361100816848473,0.049479055072538136
0.12205707599627691,0.1020949585128973,0.10004524485450617,0.14168161039268767,0.15255775383332482,0.11311213626685579,0.1245363730453185,0.12369901607571387,0.10220492117000879
0.06583690148367793,0.0615295878112993,0.010218683463449008,0.1992722365134732,0.12881072931376547,0.07500887154009939,0.2324323088851482,0.23319051655639944,0.23319901054542558
0.0336268157549493,0.03644214204355778,0.05434638928317881,0.010691532672238546,0.028695206596014766,0.042716465578424456,0.05551434118777632,0.05616834226336043,0.07203836362434801
0.08711786920335629,0.1527132354034973,0.12688941625266192,0.044057396480004174,0.07026180289180495,0.07301277501774311,0.007965597909080802,0.007518568737754139,0.02325273454099086
0.023988831203994088,0.0008516633852323485,0.0021415897799855754,0.045739022171238264,0.11785170421859548,0.1628371185237757,0.021029890997400824,0.020078382737676037,0.0014902544465609235
0.11054059911738745,0.1313735518256791,0.12925124201561333,0.14110057034956103,0.249261869805254,0.2911195883605394,0.11734242738644651,0.11778360324331605,0.1425975480568178
0.4078788913844578,0.4148018093719819,0.365587185060326,0.3799358415744752,0.4543777508949403,0.36775490891885493,0.37831367609534244,0.3789741495939099,0.4031970188117218
0.006009657218830233,0.031121646762297228,0.09041308108587726,0.07864289986019857,0.11465501804416689,0.03288384196829908,0.0861691580042318,0.0866160730740761,0.11699348633554574
0.033603221537628625,0.08020813665581994,0.055973651525904944,0.14123992730273954,0.14797100762288673,0.0015081618168913957,0.019158954696337327,0.019910327259331506,0.00569049199133409
0.07935833922508673,0.07335873995511077,0.07599937899219278,0.09974943079023535,0.12656026129633136,0.015746983676366177,0.1807553183008076,0.1835351708639168,0.14695924846909814
