group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-4.1941,0.0055,-7.6603,-0.728,True
DT,MLP,-1.9578,0.7121,-5.424,1.5083,False
DT,MLR,1.0877,0.9881,-2.3785,4.5539,False
DT,PLS,1.0934,0.9877,-2.3728,4.5596,False
DT,RF,-3.476,0.0487,-6.9422,-0.0099,True
DT,XGB,-4.5447,0.0016,-8.0109,-1.0785,True
DT,kNN,-0.3376,1.0,-3.8037,3.1286,False
DT,lasso,1.8025,0.7965,-1.6636,5.2687,False
LGBM,MLP,2.2363,0.5406,-1.2299,5.7025,False
LGBM,MLR,5.2818,0.0001,1.8156,8.748,True
LGBM,PLS,5.2875,0.0001,1.8214,8.7537,True
LGBM,RF,0.7181,0.9993,-2.7481,4.1842,False
LGBM,XGB,-0.3506,1.0,-3.8167,3.1156,False
LGBM,kNN,3.8565,0.0164,0.3904,7.3227,True
LGBM,lasso,5.9966,0.0,2.5305,9.4628,True
MLP,MLR,3.0455,0.1384,-0.4207,6.5117,False
MLP,PLS,3.0512,0.1367,-0.4149,6.5174,False
MLP,RF,-1.5182,0.9122,-4.9844,1.9479,False
MLP,XGB,-2.5869,0.3315,-6.053,0.8793,False
MLP,kNN,1.6202,0.8771,-1.8459,5.0864,False
MLP,lasso,3.7603,0.0219,0.2942,7.2265,True
MLR,PLS,0.0057,1.0,-3.4604,3.4719,False
MLR,RF,-4.5637,0.0015,-8.0299,-1.0976,True
MLR,XGB,-5.6324,0.0,-9.0985,-2.1662,True
MLR,kNN,-1.4253,0.9379,-4.8914,2.0409,False
MLR,lasso,0.7148,0.9994,-2.7513,4.181,False
PLS,RF,-4.5695,0.0015,-8.0356,-1.1033,True
PLS,XGB,-5.6381,0.0,-9.1043,-2.1719,True
PLS,kNN,-1.431,0.9365,-4.8971,2.0352,False
PLS,lasso,0.7091,0.9994,-2.757,4.1753,False
RF,XGB,-1.0686,0.9894,-4.5348,2.3975,False
RF,kNN,3.1385,0.1124,-0.3277,6.6046,False
RF,lasso,5.2786,0.0001,1.8124,8.7447,True
XGB,kNN,4.2071,0.0053,0.741,7.6733,True
XGB,lasso,6.3472,0.0,2.8811,9.8134,True
kNN,lasso,2.1401,0.6013,-1.3261,5.6063,False
