Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Size,PDI,Zeta,NP_ratio,Chol_DMG-PEG_ratio,Dlin-MC3+Helper lipid percentage,Dlin-MC3_Helper lipid_ratio,RLU_HEK293
529,DOTAP,1,0,12.515,0,4,36,2,142.0666667,0.393,-2.13,4,10,20,1,7.049
530,DOTAP,1,0,12.515,0,4,36,2,155.0333333,0.426,-0.929,8,10,20,1,5.436
531,DOTAP,1,0,12.515,0,4,36,2,123.6666667,0.345,-0.883333333,12,10,20,1,7.592
532,DOTAP,1,0,12.515,0,4,36,2,108.2666667,0.213333333,-1.0292,4,10,40,1,8.626
533,DOTAP,1,0,12.515,0,4,36,2,247.7,0.358333333,-6.423333333,8,10,40,1,9.078
534,DOTAP,1,0,12.515,0,4,36,2,772.0333333,0.821333333,-11.56666667,12,10,40,1,9.348
535,DOTAP,1,0,12.515,0,4,36,2,182.6,0.103666667,-20.7,4,10,60,1,7.709
536,DOTAP,1,0,12.515,0,4,36,2,397.4666667,0.533,-4.423333333,8,10,60,1,8.706
537,DOTAP,1,0,12.515,0,4,36,2,117.0333333,0.272333333,-1.237,12,10,60,1,9.367
538,DOTAP,1,0,12.515,0,4,36,2,137.2333333,0.148333333,-0.065666667,4,10,80,1,7.466
539,DOTAP,1,0,12.515,0,4,36,2,104.4666667,0.211,2.526666667,8,10,80,1,9.169
540,DOTAP,1,0,12.515,0,4,36,2,99.66666667,0.235333333,1.341666667,12,10,80,1,10.584
541,DSPC,1,1,6.12,0,8,36,0,445.6,0.224,-20.0,4,500,20,200,5.432
542,DSPC,1,1,6.12,0,8,36,0,388.5666667,0.160666667,-2.833333333,8,500,20,200,6.713
543,DSPC,1,1,6.12,0,8,36,0,168.4666667,0.232333333,-0.537666667,12,500,20,200,5.645
544,DSPC,1,1,6.12,0,8,36,0,206.4666667,0.204666667,-0.144176667,4,500,40,200,5.387
545,DSPC,1,1,6.12,0,8,36,0,266.9333333,0.448,-1.186333333,8,500,40,200,5.846
546,DSPC,1,1,6.12,0,8,36,0,295.5333333,0.357,-1.356666667,12,500,40,200,3.481
547,DSPC,1,1,6.12,0,8,36,0,213.1,0.208333333,-2.03,4,500,60,200,7.128
548,DSPC,1,1,6.12,0,8,36,0,226.5333333,0.251333333,0.105433333,8,500,60,200,7.685
549,DSPC,1,1,6.12,0,8,36,0,191.9333333,0.201333333,0.3688,12,500,60,200,8.229
550,DSPC,1,1,6.12,0,8,36,0,204.2,0.222333333,-2.123333333,4,500,80,200,5.145
551,DSPC,1,1,6.12,0,8,36,0,153.2,0.214666667,1.007666667,8,500,80,200,5.759
552,DSPC,1,1,6.12,0,8,36,0,145.8666667,0.251,-0.358366667,12,500,80,200,8.55
553,DSPC,1,1,6.12,0,8,36,0,380.3333333,0.369666667,-7.156666667,4,500,20,100,4.7
554,DSPC,1,1,6.12,0,8,36,0,300.7,0.191666667,-7.346666667,8,500,20,100,5.685
555,DSPC,1,1,6.12,0,8,36,0,323.3666667,0.139333333,-1.173666667,12,500,20,100,6.199
556,DSPC,1,1,6.12,0,8,36,0,197.5333333,0.27,-0.223666667,4,500,40,100,3.989
557,DSPC,1,1,6.12,0,8,36,0,266.7,0.469333333,-1.3988,8,500,40,100,4.277
558,DSPC,1,1,6.12,0,8,36,0,260.9333333,0.451,-1.876666667,12,500,40,100,4.64
559,DSPC,1,1,6.12,0,8,36,0,236.7333333,0.212,1.45,4,500,60,100,7.13
560,DSPC,1,1,6.12,0,8,36,0,169.5666667,0.271,2.546666667,8,500,60,100,6.239
561,DSPC,1,1,6.12,0,8,36,0,227.0666667,0.248666667,2.25,12,500,60,100,8.08
562,DSPC,1,1,6.12,0,8,36,0,198.8,0.230666667,-5.656666667,4,500,80,100,2.197
563,DSPC,1,1,6.12,0,8,36,0,148.5333333,0.221333333,-0.2858,8,500,80,100,6.206
564,DSPC,1,1,6.12,0,8,36,0,134.8333333,0.301666667,3.186666667,12,500,80,100,7.608
565,DSPC,1,1,6.12,0,8,36,0,160.3666667,0.219333333,3.713333333,4,500,20,50,6.305
566,DSPC,1,1,6.12,0,8,36,0,394.7333333,0.162333333,-4.73,8,500,20,50,6.017
567,DSPC,1,1,6.12,0,8,36,0,294.7666667,0.212333333,-2.64,12,500,20,50,6.579
568,DSPC,1,1,6.12,0,8,36,0,174.7,0.195333333,1.836666667,4,500,40,50,4.227
569,DSPC,1,1,6.12,0,8,36,0,308.0666667,0.109,5.443333333,8,500,40,50,3.97
570,DSPC,1,1,6.12,0,8,36,0,458.9333333,0.305333333,-1.491333333,12,500,40,50,7.082
571,DSPC,1,1,6.12,0,8,36,0,191.4333333,0.245666667,-1.055666667,4,500,60,50,7.49
572,DSPC,1,1,6.12,0,8,36,0,201.9333333,0.207333333,4.203333333,8,500,60,50,7.935
573,DSPC,1,1,6.12,0,8,36,0,211.8333333,0.225,0.894,12,500,60,50,8.336
574,DSPC,1,1,6.12,0,8,36,0,190.4333333,0.222666667,-0.884,4,500,80,50,4.078
575,DSPC,1,1,6.12,0,8,36,0,190.6333333,0.218,-0.851,8,500,80,50,7.747
576,DSPC,1,1,6.12,0,8,36,0,128.8,0.305666667,2.053333333,12,500,80,50,8.816
577,DSPC,1,1,6.12,0,8,36,0,595.8333333,0.223,-15.63333333,4,500,20,10,6.933
578,DSPC,1,1,6.12,0,8,36,0,377.5666667,0.193666667,-3.236666667,8,500,20,10,7.468
579,DSPC,1,1,6.12,0,8,36,0,288.2333333,0.216666667,-2.386666667,12,500,20,10,7.605
580,DSPC,1,1,6.12,0,8,36,0,217.5333333,0.217,-1.123333333,4,500,40,10,5.807
581,DSPC,1,1,6.12,0,8,36,0,218.9666667,0.235,0.326666667,8,500,40,10,8.449
582,DSPC,1,1,6.12,0,8,36,0,316.5666667,0.160666667,6.206666667,12,500,40,10,7.603
583,DSPC,1,1,6.12,0,8,36,0,273.8,0.336,-2.076666667,4,500,60,10,7.172
584,DSPC,1,1,6.12,0,8,36,0,146.0,0.277666667,1.556666667,8,500,60,10,9.598
585,DSPC,1,1,6.12,0,8,36,0,181.1666667,0.254,-0.4172,12,500,60,10,9.443
586,DSPC,1,1,6.12,0,8,36,0,275.1,0.284,-2.526666667,4,500,80,10,3.701
587,DSPC,1,1,6.12,0,8,36,0,160.8666667,0.203666667,-0.499666667,8,500,80,10,3.638
588,DSPC,1,1,6.12,0,8,36,0,155.4,0.298333333,-0.839666667,12,500,80,10,10.366
589,DSPC,1,1,6.12,0,8,36,0,720.4,0.440666667,-2.03,4,500,20,1,2.741
590,DSPC,1,1,6.12,0,8,36,0,474.8333333,0.644333333,-1.383333333,8,500,20,1,5.813
591,DSPC,1,1,6.12,0,8,36,0,343.4,0.394333333,0.513666667,12,500,20,1,5.909
592,DSPC,1,1,6.12,0,8,36,0,221.6333333,0.178333333,0.588,4,500,40,1,4.376
593,DSPC,1,1,6.12,0,8,36,0,288.5,0.270666667,1.082333333,8,500,40,1,6.691
594,DSPC,1,1,6.12,0,8,36,0,253.8,0.277666667,1.406666667,12,500,40,1,6.032
595,DSPC,1,1,6.12,0,8,36,0,289.6666667,0.285,0.446333333,4,500,60,1,2.803
596,DSPC,1,1,6.12,0,8,36,0,132.6,0.250333333,5.146666667,8,500,60,1,5.485
597,DSPC,1,1,6.12,0,8,36,0,241.5333333,0.276666667,2.226666667,12,500,60,1,6.237
598,DSPC,1,1,6.12,0,8,36,0,269.8333333,0.182,-8.26,4,500,80,1,2.0
599,DSPC,1,1,6.12,0,8,36,0,210.1666667,0.217,-1.306,8,500,80,1,6.096
600,DSPC,1,1,6.12,0,8,36,0,200.7333333,0.231,1.663666667,12,500,80,1,6.888
601,DSPC,1,1,6.12,0,8,36,0,665.4,0.428666667,-4.956666667,4,100,20,200,7.481
602,DSPC,1,1,6.12,0,8,36,0,461.8666667,0.204666667,-3.503333333,8,100,20,200,7.694
603,DSPC,1,1,6.12,0,8,36,0,426.1,0.213666667,-2.953333333,12,100,20,200,7.351
604,DSPC,1,1,6.12,0,8,36,0,278.2,0.298333333,-3.166666667,4,100,40,200,7.375
605,DSPC,1,1,6.12,0,8,36,0,185.7333333,0.289333333,2.283333333,8,100,40,200,8.03
606,DSPC,1,1,6.12,0,8,36,0,244.9,0.259,2.306666667,12,100,40,200,8.569
607,DSPC,1,1,6.12,0,8,36,0,217.0666667,0.225333333,-1.85,4,100,60,200,8.406
608,DSPC,1,1,6.12,0,8,36,0,222.0666667,0.144666667,0.132760333,8,100,60,200,9.065
609,DSPC,1,1,6.12,0,8,36,0,187.0666667,0.212333333,-0.077333333,12,100,60,200,9.689
610,DSPC,1,1,6.12,0,8,36,0,186.3666667,0.218,-4.35,4,100,80,200,5.539
611,DSPC,1,1,6.12,0,8,36,0,208.6666667,0.198333333,-1.425333333,8,100,80,200,6.652
612,DSPC,1,1,6.12,0,8,36,0,200.6333333,0.218,-0.192333333,12,100,80,200,9.478
613,DSPC,1,1,6.12,0,8,36,0,411.7333333,0.436333333,-4.316666667,4,100,20,100,7.21
614,DSPC,1,1,6.12,0,8,36,0,570.8666667,0.539333333,-3.67,8,100,20,100,7.649
615,DSPC,1,1,6.12,0,8,36,0,219.3333333,0.198666667,2.13,12,100,20,100,6.62
616,DSPC,1,1,6.12,0,8,36,0,265.8666667,0.319666667,-2.493333333,4,100,40,100,7.965
617,DSPC,1,1,6.12,0,8,36,0,174.9,0.285,-0.763333333,8,100,40,100,6.787
618,DSPC,1,1,6.12,0,8,36,0,221.6,0.295666667,3.32,12,100,40,100,8.414
619,DSPC,1,1,6.12,0,8,36,0,180.1666667,0.231666667,0.096,4,100,60,100,8.854
620,DSPC,1,1,6.12,0,8,36,0,213.7666667,0.231666667,-1.543333333,8,100,60,100,9.106
621,DSPC,1,1,6.12,0,8,36,0,176.4333333,0.280666667,-0.458,12,100,60,100,9.737
622,DSPC,1,1,6.12,0,8,36,0,180.8666667,0.208333333,-3.533333333,4,100,80,100,7.284
623,DSPC,1,1,6.12,0,8,36,0,171.9333333,0.230666667,-2.693333333,8,100,80,100,7.213
624,DSPC,1,1,6.12,0,8,36,0,192.2,0.185333333,-1.073,12,100,80,100,8.223
625,DSPC,1,1,6.12,0,8,36,0,391.5666667,0.541,-4.583333333,4,100,20,50,5.288
626,DSPC,1,1,6.12,0,8,36,0,258.8333333,0.707,-2.473333333,8,100,20,50,7.164
627,DSPC,1,1,6.12,0,8,36,0,237.1333333,0.195333333,-0.988333333,12,100,20,50,6.435
628,DSPC,1,1,6.12,0,8,36,0,194.0333333,0.253,-0.591633333,4,100,40,50,7.29
629,DSPC,1,1,6.12,0,8,36,0,170.3,0.291333333,-1.048,8,100,40,50,7.324
630,DSPC,1,1,6.12,0,8,36,0,198.4,0.239666667,1.671666667,12,100,40,50,8.64
631,DSPC,1,1,6.12,0,8,36,0,174.6333333,0.245333333,0.497666667,4,100,60,50,8.461
632,DSPC,1,1,6.12,0,8,36,0,223.9666667,0.187,1.216666667,8,100,60,50,9.013
633,DSPC,1,1,6.12,0,8,36,0,202.3,0.240333333,-0.367833333,12,100,60,50,10.009
634,DSPC,1,1,6.12,0,8,36,0,233.2666667,0.174,-2.813333333,4,100,80,50,6.575
635,DSPC,1,1,6.12,0,8,36,0,167.0333333,0.204,0.119166667,8,100,80,50,8.082
636,DSPC,1,1,6.12,0,8,36,0,190.2333333,0.240666667,-1.521333333,12,100,80,50,8.784
637,DSPC,1,1,6.12,0,8,36,0,264.9,0.459,-3.486666667,4,100,20,10,6.374
638,DSPC,1,1,6.12,0,8,36,0,216.4,0.234333333,1.181,8,100,20,10,7.224
639,DSPC,1,1,6.12,0,8,36,0,314.3333333,0.333,-1.583333333,12,100,20,10,7.026
640,DSPC,1,1,6.12,0,8,36,0,207.4,0.21,-1.696666667,4,100,40,10,7.138
641,DSPC,1,1,6.12,0,8,36,0,180.6333333,0.302666667,1.110333333,8,100,40,10,9.298
642,DSPC,1,1,6.12,0,8,36,0,212.9666667,0.360333333,-0.2816,12,100,40,10,9.791
643,DSPC,1,1,6.12,0,8,36,0,253.3,0.169,-0.997666667,4,100,60,10,9.623
644,DSPC,1,1,6.12,0,8,36,0,170.7666667,0.234666667,1.956666667,8,100,60,10,10.697
645,DSPC,1,1,6.12,0,8,36,0,158.8333333,0.296333333,0.975666667,12,100,60,10,9.781
646,DSPC,1,1,6.12,0,8,36,0,188.7333333,0.239666667,-4.646666667,4,100,80,10,7.289
647,DSPC,1,1,6.12,0,8,36,0,206.5333333,0.225333333,-1.383,8,100,80,10,9.994
648,DSPC,1,1,6.12,0,8,36,0,182.9,0.292,0.969,12,100,80,10,9.151
649,DSPC,1,1,6.12,0,8,36,0,394.3,0.600333333,-7.95,4,100,20,1,3.584
650,DSPC,1,1,6.12,0,8,36,0,254.7,0.583333333,-4.996666667,8,100,20,1,4.864
651,DSPC,1,1,6.12,0,8,36,0,308.6333333,0.453,1.496666667,12,100,20,1,5.384
652,DSPC,1,1,6.12,0,8,36,0,431.1,0.499333333,-12.68333333,4,100,40,1,3.664
653,DSPC,1,1,6.12,0,8,36,0,161.8333333,0.314666667,-0.225866667,8,100,40,1,5.619
654,DSPC,1,1,6.12,0,8,36,0,234.1666667,0.19,1.199666667,12,100,40,1,7.373
655,DSPC,1,1,6.12,0,8,36,0,227.1333333,0.237666667,1.106666667,4,100,60,1,4.025
656,DSPC,1,1,6.12,0,8,36,0,191.0333333,0.258,1.159666667,8,100,60,1,6.47
657,DSPC,1,1,6.12,0,8,36,0,173.0666667,0.277666667,0.740633333,12,100,60,1,6.588
658,DSPC,1,1,6.12,0,8,36,0,385.4666667,0.314,-5.563333333,4,100,80,1,3.401
659,DSPC,1,1,6.12,0,8,36,0,235.9666667,0.202666667,-1.49,8,100,80,1,7.18
660,DSPC,1,1,6.12,0,8,36,0,221.4,0.292,-0.068,12,100,80,1,8.184
661,DSPC,1,1,6.12,0,8,36,0,429.7333333,0.863666667,-4.106666667,4,10,20,200,4.677
662,DSPC,1,1,6.12,0,8,36,0,164.9,0.532666667,-4.78,8,10,20,200,6.24
663,DSPC,1,1,6.12,0,8,36,0,204.7333333,0.528,-3.8,12,10,20,200,5.956
664,DSPC,1,1,6.12,0,8,36,0,151.1,0.245666667,-8.67,4,10,40,200,7.545
665,DSPC,1,1,6.12,0,8,36,0,219.6333333,0.576,-3.373333333,8,10,40,200,7.316
666,DSPC,1,1,6.12,0,8,36,0,145.9333333,0.341666667,-1.295666667,12,10,40,200,6.856
667,DSPC,1,1,6.12,0,8,36,0,127.0666667,0.191,-0.760666667,4,10,60,200,7.295
668,DSPC,1,1,6.12,0,8,36,0,127.8,0.215333333,0.013,8,10,60,200,8.427
669,DSPC,1,1,6.12,0,8,36,0,82.80666667,0.227333333,-1.82,12,10,60,200,8.624
670,DSPC,1,1,6.12,0,8,36,0,104.6,0.148,-4.656666667,4,10,80,200,3.761
671,DSPC,1,1,6.12,0,8,36,0,101.8666667,0.164,-2.406666667,8,10,80,200,5.748
672,DSPC,1,1,6.12,0,8,36,0,92.93333333,0.211333333,-2.843333333,12,10,80,200,8.142
673,DSPC,1,1,6.12,0,8,36,0,100.2433333,0.198,-9.143333333,4,10,20,100,5.631
674,DSPC,1,1,6.12,0,8,36,0,142.6,0.251333333,-2.086666667,8,10,20,100,6.504
675,DSPC,1,1,6.12,0,8,36,0,656.7666667,0.614,-2.69,12,10,20,100,6.052
676,DSPC,1,1,6.12,0,8,36,0,156.8,0.255,-9.543333333,4,10,40,100,7.51
677,DSPC,1,1,6.12,0,8,36,0,122.3333333,0.273,-1.101,8,10,40,100,7.583
678,DSPC,1,1,6.12,0,8,36,0,146.9333333,0.334333333,-0.806,12,10,40,100,6.84
679,DSPC,1,1,6.12,0,8,36,0,119.6333333,0.184,-0.956333333,4,10,60,100,7.318
680,DSPC,1,1,6.12,0,8,36,0,138.6333333,0.232666667,-1.070666667,8,10,60,100,8.445
681,DSPC,1,1,6.12,0,8,36,0,92.68333333,0.249333333,-1.873333333,12,10,60,100,8.604
682,DSPC,1,1,6.12,0,8,36,0,107.7666667,0.171333333,-7.5,4,10,80,100,4.103
683,DSPC,1,1,6.12,0,8,36,0,96.23333333,0.183,-3.133333333,8,10,80,100,6.481
684,DSPC,1,1,6.12,0,8,36,0,112.1666667,0.211333333,-1.543333333,12,10,80,100,8.605
685,DSPC,1,1,6.12,0,8,36,0,131.9333333,0.382,-8.303333333,4,10,20,50,5.727
686,DSPC,1,1,6.12,0,8,36,0,130.2,0.408333333,-1.67,8,10,20,50,6.434
687,DSPC,1,1,6.12,0,8,36,0,611.0333333,0.368666667,-4.006666667,12,10,20,50,5.79
688,DSPC,1,1,6.12,0,8,36,0,149.6666667,0.191666667,-5.433333333,4,10,40,50,7.458
689,DSPC,1,1,6.12,0,8,36,0,133.9666667,0.316333333,-0.782666667,8,10,40,50,7.696
690,DSPC,1,1,6.12,0,8,36,0,138.3,0.326,-0.808,12,10,40,50,6.835
691,DSPC,1,1,6.12,0,8,36,0,134.9666667,0.216333333,-2.59,4,10,60,50,7.045
692,DSPC,1,1,6.12,0,8,36,0,140.6333333,0.252333333,-0.939333333,8,10,60,50,8.738
693,DSPC,1,1,6.12,0,8,36,0,97.09,0.251,-1.427333333,12,10,60,50,9.34
694,DSPC,1,1,6.12,0,8,36,0,104.5666667,0.164333333,-4.286666667,4,10,80,50,5.007
695,DSPC,1,1,6.12,0,8,36,0,110.4,0.162333333,-3.123333333,8,10,80,50,7.103
696,DSPC,1,1,6.12,0,8,36,0,95.28,0.202666667,-2.5,12,10,80,50,9.033
697,DSPC,1,1,6.12,0,8,36,0,115.9666667,0.283666667,-5.833333333,4,10,20,10,4.052
698,DSPC,1,1,6.12,0,8,36,0,130.5666667,0.339666667,-1.171666667,8,10,20,10,6.381
699,DSPC,1,1,6.12,0,8,36,0,320.0666667,0.756333333,-3.613333333,12,10,20,10,5.866
700,DSPC,1,1,6.12,0,8,36,0,129.2333333,0.187,-8.426666667,4,10,40,10,8.435
701,DSPC,1,1,6.12,0,8,36,0,121.4666667,0.242333333,-0.833,8,10,40,10,7.985
702,DSPC,1,1,6.12,0,8,36,0,169.4666667,0.346,-0.889,12,10,40,10,7.431
703,DSPC,1,1,6.12,0,8,36,0,134.3333333,0.149666667,-3.496666667,4,10,60,10,7.995
704,DSPC,1,1,6.12,0,8,36,0,114.1666667,0.231666667,-1.372,8,10,60,10,9.782
705,DSPC,1,1,6.12,0,8,36,0,92.96333333,0.255666667,-2.23,12,10,60,10,9.438
706,DSPC,1,1,6.12,0,8,36,0,118.9,0.206333333,-7.86,4,10,80,10,6.74
707,DSPC,1,1,6.12,0,8,36,0,94.82333333,0.199666667,-1.491,8,10,80,10,7.648
708,DSPC,1,1,6.12,0,8,36,0,95.42666667,0.200333333,-2.646666667,12,10,80,10,8.969
709,DSPC,1,1,6.12,0,8,36,0,395.1666667,0.705333333,-16.8,4,10,20,1,2.0
710,DSPC,1,1,6.12,0,8,36,0,156.3,0.287,-9.796666667,8,10,20,1,2.0
711,DSPC,1,1,6.12,0,8,36,0,139.8,0.211666667,-6.03,12,10,20,1,2.565
712,DSPC,1,1,6.12,0,8,36,0,144.2333333,0.199666667,-7.93,4,10,40,1,2.0
713,DSPC,1,1,6.12,0,8,36,0,131.1,0.226666667,-1.069666667,8,10,40,1,4.673
714,DSPC,1,1,6.12,0,8,36,0,150.6666667,0.35,-1.002,12,10,40,1,6.341
715,DSPC,1,1,6.12,0,8,36,0,151.8666667,0.188666667,-6.88,4,10,60,1,2.708
716,DSPC,1,1,6.12,0,8,36,0,143.0666667,0.263,-0.741333333,8,10,60,1,4.783
717,DSPC,1,1,6.12,0,8,36,0,122.1,0.250333333,-1.561,12,10,60,1,6.398
718,DSPC,1,1,6.12,0,8,36,0,149.8,0.23,-13.63333333,4,10,80,1,4.103
719,DSPC,1,1,6.12,0,8,36,0,152.3333333,0.243666667,-3.446666667,8,10,80,1,5.826
720,DSPC,1,1,6.12,0,8,36,0,156.8,0.304,-1.356666667,12,10,80,1,8.334
721,14PA,0,1,11.8502,2,8,28,0,215.1166667,0.3285,-5.068333333,4,500,20,200,6.648
722,14PA,0,1,11.8502,2,8,28,0,161.0666667,0.316166667,-4.021666667,8,500,20,200,6.529
723,14PA,0,1,11.8502,2,8,28,0,155.4833333,0.409,-2.968333333,12,500,20,200,8.589
724,14PA,0,1,11.8502,2,8,28,0,197.0333333,0.214666667,-3.041666667,4,500,40,200,7.189
725,14PA,0,1,11.8502,2,8,28,0,176.2666667,0.228,-1.898333333,8,500,40,200,7.819
726,14PA,0,1,11.8502,2,8,28,0,180.2333333,0.337,-3.103333333,12,500,40,200,7.85
727,14PA,0,1,11.8502,2,8,28,0,182.5,0.208,-1.049666667,4,500,60,200,7.271
728,14PA,0,1,11.8502,2,8,28,0,255.3333333,0.322666667,-1.217666667,8,500,60,200,9.292
729,14PA,0,1,11.8502,2,8,28,0,154.7333333,0.23,2.996666667,12,500,60,200,8.123
730,14PA,0,1,11.8502,2,8,28,0,200.9666667,0.274333333,-6.603333333,4,500,80,200,4.7
731,14PA,0,1,11.8502,2,8,28,0,172.4333333,0.257666667,0.623,8,500,80,200,3.784
732,14PA,0,1,11.8502,2,8,28,0,200.2333333,0.246,0.325333333,12,500,80,200,4.304
733,14PA,0,1,11.8502,2,8,28,0,200.4,0.323666667,-4.816666667,4,500,20,100,6.429
734,14PA,0,1,11.8502,2,8,28,0,207.5166667,0.543333333,-3.873333333,8,500,20,100,7.37
735,14PA,0,1,11.8502,2,8,28,0,307.6333333,0.151333333,-3.5,12,500,20,100,8.234
736,14PA,0,1,11.8502,2,8,28,0,197.9,0.2495,-2.638333333,4,500,40,100,5.974
737,14PA,0,1,11.8502,2,8,28,0,190.1333333,0.249333333,0.246333333,8,500,40,100,7.55
738,14PA,0,1,11.8502,2,8,28,0,179.7666667,0.306333333,-3.133333333,12,500,40,100,5.533
739,14PA,0,1,11.8502,2,8,28,0,231.2,0.212666667,-9.153333333,4,500,60,100,6.838
740,14PA,0,1,11.8502,2,8,28,0,214.3333333,0.271666667,-0.320666667,8,500,60,100,7.306
741,14PA,0,1,11.8502,2,8,28,0,169.7,0.245666667,2.133333333,12,500,60,100,8.516
742,14PA,0,1,11.8502,2,8,28,0,210.8333333,0.223666667,-9.556666667,4,500,80,100,2.833
743,14PA,0,1,11.8502,2,8,28,0,201.4666667,0.236,0.087033333,8,500,80,100,4.431
744,14PA,0,1,11.8502,2,8,28,0,162.3333333,0.244666667,3.74,12,500,80,100,4.956
745,14PA,0,1,11.8502,2,8,28,0,213.1333333,0.346166667,-4.85,4,500,20,50,6.623
746,14PA,0,1,11.8502,2,8,28,0,209.5833333,0.408333333,-2.693333333,8,500,20,50,7.476
747,14PA,0,1,11.8502,2,8,28,0,186.8666667,0.411166667,-2.901666667,12,500,20,50,7.608
748,14PA,0,1,11.8502,2,8,28,0,180.9,0.212666667,-1.799333333,4,500,40,50,7.21
749,14PA,0,1,11.8502,2,8,28,0,219.7,0.262,-0.851333333,8,500,40,50,5.645
750,14PA,0,1,11.8502,2,8,28,0,193.5666667,0.322333333,-1.121333333,12,500,40,50,7.383
751,14PA,0,1,11.8502,2,8,28,0,298.8333333,0.357,-2.73,4,500,60,50,7.584
752,14PA,0,1,11.8502,2,8,28,0,180.7,0.229,1.443333333,8,500,60,50,7.339
753,14PA,0,1,11.8502,2,8,28,0,165.1666667,0.326,0.187266667,12,500,60,50,7.87
754,14PA,0,1,11.8502,2,8,28,0,223.7,0.255333333,-5.206666667,4,500,80,50,3.219
755,14PA,0,1,11.8502,2,8,28,0,197.4666667,0.243333333,0.386,8,500,80,50,5.781
756,14PA,0,1,11.8502,2,8,28,0,176.4,0.296666667,0.998,12,500,80,50,4.256
757,14PA,0,1,11.8502,2,8,28,0,170.7333333,0.256333333,-3.636666667,4,500,20,10,8.336
758,14PA,0,1,11.8502,2,8,28,0,174.4,0.289,-2.656666667,8,500,20,10,7.637
759,14PA,0,1,11.8502,2,8,28,0,245.4333333,0.322833333,-1.633,12,500,20,10,7.949
760,14PA,0,1,11.8502,2,8,28,0,201.5166667,0.258,-1.138333333,4,500,40,10,8.598
761,14PA,0,1,11.8502,2,8,28,0,158.9333333,0.270333333,-0.238,8,500,40,10,6.691
762,14PA,0,1,11.8502,2,8,28,0,203.6333333,0.252,-0.738666667,12,500,40,10,6.434
763,14PA,0,1,11.8502,2,8,28,0,209.3333333,0.170666667,-3.896666667,4,500,60,10,6.865
764,14PA,0,1,11.8502,2,8,28,0,223.4666667,0.241666667,-0.527,8,500,60,10,7.857
765,14PA,0,1,11.8502,2,8,28,0,185.9666667,0.238,-0.284666667,12,500,60,10,8.291
766,14PA,0,1,11.8502,2,8,28,0,230.6,0.265666667,-1.926666667,4,500,80,10,4.494
767,14PA,0,1,11.8502,2,8,28,0,208.0666667,0.248333333,-0.139,8,500,80,10,7.24
768,14PA,0,1,11.8502,2,8,28,0,188.6333333,0.284666667,-0.031,12,500,80,10,5.608
769,14PA,0,1,11.8502,2,8,28,0,337.1666667,0.21,-11.87166667,4,500,20,1,9.332
770,14PA,0,1,11.8502,2,8,28,0,247.8666667,0.220833333,-8.006666667,8,500,20,1,8.359
771,14PA,0,1,11.8502,2,8,28,0,208.5333333,0.273666667,-8.283333333,12,500,20,1,7.139
772,14PA,0,1,11.8502,2,8,28,0,239.25,0.211166667,-15.03333333,4,500,40,1,6.479
773,14PA,0,1,11.8502,2,8,28,0,323.1666667,0.111333333,-7.436666667,8,500,40,1,6.925
774,14PA,0,1,11.8502,2,8,28,0,255.3,0.203333333,-8.44,12,500,40,1,6.825
775,14PA,0,1,11.8502,2,8,28,0,501.3333333,0.13,-15.4,4,500,60,1,7.114
776,14PA,0,1,11.8502,2,8,28,0,231.3666667,0.207666667,-3.776666667,8,500,60,1,4.909
777,14PA,0,1,11.8502,2,8,28,0,229.3333333,0.148666667,-5.566666667,12,500,60,1,4.796
778,14PA,0,1,11.8502,2,8,28,0,232.4333333,0.112333333,-6.826666667,4,500,80,1,4.86
779,14PA,0,1,11.8502,2,8,28,0,341.5666667,0.096333333,-13.4,8,500,80,1,4.99
780,14PA,0,1,11.8502,2,8,28,0,278.9666667,0.099666667,-4.993333333,12,500,80,1,3.624
781,14PA,0,1,11.8502,2,8,28,0,198.6,0.339666667,-4.593333333,4,100,20,200,7.544
782,14PA,0,1,11.8502,2,8,28,0,144.3666667,0.263666667,-3.04,8,100,20,200,7.381
783,14PA,0,1,11.8502,2,8,28,0,164.5666667,0.468666667,-1.816666667,12,100,20,200,8.498
784,14PA,0,1,11.8502,2,8,28,0,162.7333333,0.169666667,-13.76666667,4,100,40,200,9.432
785,14PA,0,1,11.8502,2,8,28,0,145.8,0.22,-3.333333333,8,100,40,200,8.539
786,14PA,0,1,11.8502,2,8,28,0,139.0666667,0.236333333,-2.323333333,12,100,40,200,8.232
787,14PA,0,1,11.8502,2,8,28,0,151.2,0.2,-4.963333333,4,100,60,200,9.294
788,14PA,0,1,11.8502,2,8,28,0,123.4666667,0.224,-2.55,8,100,60,200,10.087
789,14PA,0,1,11.8502,2,8,28,0,114.8,0.250333333,-1.646666667,12,100,60,200,10.058
790,14PA,0,1,11.8502,2,8,28,0,168.1,0.237,-6.486666667,4,100,80,200,3.045
791,14PA,0,1,11.8502,2,8,28,0,147.2333333,0.233666667,-3.843333333,8,100,80,200,6.139
792,14PA,0,1,11.8502,2,8,28,0,150.2,0.243666667,-4.066666667,12,100,80,200,6.34
793,14PA,0,1,11.8502,2,8,28,0,139.3666667,0.235,-2.46,4,100,20,100,7.882
794,14PA,0,1,11.8502,2,8,28,0,176.9,0.498333333,-3.883333333,8,100,20,100,7.788
