,18PG,DOPE,DOTAP,DSPC,aggregate
0,0.3525182962893053,0.026506799990753893,0.011919147357992266,0.19422123183825468,0.3525182962893053
1,0.26972775048079234,0.21894452979897883,0.07454637357547267,0.07087385970699123,0.26972775048079234
2,0.42613069418677435,0.20101297077674596,0.007426509682043392,0.08260068741835502,0.42613069418677435
3,0.36586555009003996,0.19005632236847836,0.03154540372614478,0.26130869283857683,0.36586555009003996
4,0.3857641831675895,0.28470477310884523,0.055421116373395696,0.023387376875426802,0.3857641831675895
5,0.5279653654931383,0.25039610674339485,0.17656230659432043,0.04665348613005482,0.5279653654931383
6,0.3570401127185148,0.3568343260294413,0.20526645122201664,0.18565991635720952,0.3570401127185148
7,0.29053261224477767,0.07462604381768523,0.35195319382553913,0.20087455023594963,0.29053261224477767
8,0.5117823789969753,0.17274074114095078,0.1530365328068199,0.028684423487452204,0.5117823789969753
9,0.2560698106005987,0.15761613495473165,0.057731589454662585,0.04151396216944106,0.2560698106005987
10,0.19021083573812325,0.10480150478066633,0.16952254427091934,0.13382406897751326,0.19021083573812325
11,0.3368826251956685,0.06496319558030811,0.10325896158808756,0.060925906515024886,0.3368826251956685
12,0.10383091127550381,0.20726192677160737,0.2972577669412982,0.21294558314531142,0.10383091127550381
13,0.05672657693383665,0.340230402642759,0.25009799882368156,0.1710439921667476,0.05672657693383665
14,0.03717254941607884,0.31707700651230064,0.11455200062637377,0.331275699556109,0.03717254941607884
15,0.24647269856022397,0.24604922321048905,0.06670607142991347,0.43577382727066155,0.24647269856022397
16,0.28688501534595545,0.333775566958504,0.2624989171408612,0.21818482220007007,0.28688501534595545
17,0.17861606094798832,0.2807014396345682,0.024635971699267567,0.18781689036062332,0.17861606094798832
18,0.17276915746726645,0.16751596188921888,0.02310884160545021,0.18040482720276496,0.17276915746726645
19,0.30722388759898867,0.11135295057537642,0.35563048614666726,0.34135193186785334,0.30722388759898867
20,0.46369466622194117,0.22866053771583583,0.20463114490616183,0.17445237835143956,0.46369466622194117
21,0.03243483132037073,0.036223717208444195,0.07322786484381351,0.09482665591668066,0.03243483132037073
22,0.13632717584680842,0.04230632708402318,0.28506611324379877,0.12795199708200158,0.13632717584680842
23,0.2767265182834331,0.15072942214360402,0.27693859892867606,0.19618905242731355,0.2767265182834331
24,0.17823554816299736,0.06249652079078727,0.13440661902706985,0.056123329059718396,0.17823554816299736
25,0.023888908269828146,0.13487009025873142,0.04604813435903621,0.015682345794357455,0.023888908269828146
26,0.003239627926048816,0.12775267152720482,0.0521478724887221,0.12163573380361492,0.003239627926048816
27,0.1815295571245733,0.049163675065915846,0.17443459285532503,0.08585277951525133,0.1815295571245733
28,0.12374623135815599,0.033001108911442256,0.182287047414751,0.016563121658749846,0.12374623135815599
29,0.11317953290552762,0.1642601251672543,0.027856693042999814,0.06356015533233195,0.11317953290552762
30,0.30172601894676687,0.11144625097921723,0.17905214408331455,0.1743649486879421,0.30172601894676687
31,0.2656759500405447,0.07156415182910647,0.1434799158582816,0.13369922439140614,0.2656759500405447
32,0.38225287255607987,0.15353148519112247,0.10629587365923396,0.11634254876406797,0.38225287255607987
33,0.20964120148970233,0.09907545981165755,0.17623793556940626,0.16628616133449967,0.20964120148970233
34,0.12231396502178049,0.09027019659897872,0.26021790645711845,0.20884466582107578,0.12231396502178049
35,0.20847111183105305,0.13522782473420403,0.1864769208702687,0.22774131694770017,0.20847111183105305
36,0.28222484773882683,0.2127549706289934,0.05194699719339352,0.07664197258355654,0.28222484773882683
37,0.33750980245992024,0.06389845761860746,0.0018843694369962138,0.10051877856031444,0.33750980245992024
38,0.28327012100195376,0.24399031457737996,0.32901505720851126,0.22896366811379754,0.28327012100195376
39,0.22387906849312467,0.17119834582766102,0.12313516989734535,0.21709686726417093,0.22387906849312467
40,0.2628601266580737,0.04990184216881488,0.06250633049276055,0.13590609855876157,0.2628601266580737
41,0.4633202876303553,0.25028614230417595,0.19393459017821074,0.2698288482570592,0.4633202876303553
42,0.3784440596126693,0.042539586775195926,0.3260429398483734,0.28606193708815036,0.3784440596126693
43,0.44372833590087457,0.0012509232588769903,0.27806520890046715,0.11799717413890615,0.44372833590087457
44,0.4362393130048311,0.06281111994097993,0.18424998901871553,0.1923662058431993,0.4362393130048311
45,0.24659923377773996,0.1813177663358751,0.33955102364961554,0.08566750700037756,0.24659923377773996
46,0.30274502961449323,0.3160180491734975,0.28938033247690376,0.31544175568795274,0.30274502961449323
47,0.21382515903237242,0.37817749171037723,0.17080796961005504,0.08472646317249649,0.21382515903237242
48,0.7244089955017665,0.5751586626446807,0.2554179857160869,0.08354642712393501,0.7244089955017665
49,0.669093171701527,0.40678373775106325,0.008408177666980099,0.09991274245416204,0.669093171701527
50,0.45417803784391597,0.2996211101784228,0.122174408350544,0.1440940664041715,0.45417803784391597
51,0.7003203855146989,0.4607915286900893,0.290929645135099,0.40121819453020485,0.7003203855146989
52,0.7052658949792147,0.2998024631412279,0.4159629870539051,0.2540206214396853,0.7052658949792147
53,0.6475935652689451,0.18798333694072428,0.0684992826598545,0.18775538386519086,0.6475935652689451
54,0.6388534321607279,0.1057403345761409,0.4366677307393077,0.3623688026812799,0.6388534321607279
55,0.45634005064052635,0.5322361064561174,0.3949466260389189,0.35783386171758114,0.45634005064052635
56,0.6186868853731001,0.4861404779962562,0.2492685590964086,0.11287901355215191,0.6186868853731001
57,0.4682985357281466,0.6477925145968617,0.21028637047492355,0.4944901041325164,0.4682985357281466
58,0.4786123404338884,0.656396209073675,0.43838700909840234,0.4965658022619474,0.4786123404338884
59,0.4052404570766045,0.6966688922619186,0.44291083854195434,0.3058480994698153,0.4052404570766045
60,0.046421631504607874,0.5269219642519338,0.21105558927222756,0.10221754620824697,0.046421631504607874
61,0.11560886941181558,0.11138648359098735,0.07963771127527874,0.08334822812433185,0.11560886941181558
62,0.1889632087359152,0.206648390280757,0.3581883510479954,0.35117645670793246,0.1889632087359152
63,0.20482479484076233,0.3971154298498323,0.47652447427207684,0.23473055137684395,0.20482479484076233
64,0.051781140967914085,0.5425292439282694,0.33308471398652784,0.12534836108648462,0.051781140967914085
65,0.3338950428786629,0.23834824326429616,0.35952164125549546,0.017088540182457312,0.3338950428786629
66,0.27383627295162855,0.7128916400639587,0.015407647357566334,0.6194485228499236,0.27383627295162855
67,0.3823240007521066,0.535780418467557,0.4732087757830489,0.4598027443577867,0.3823240007521066
68,0.5093525435811708,0.3424398788785964,0.5200562949861746,0.4936042066158619,0.5093525435811708
69,0.1901213114186115,0.32047213812450576,0.21070477106356011,0.10448156138519582,0.1901213114186115
70,0.2617095973038366,0.31307981063966983,0.2321268722050383,0.36577777225567343,0.2617095973038366
71,0.2184980750138369,0.4175451973395927,0.1347435864770081,0.49703278806959705,0.2184980750138369
72,0.006588317425589074,0.4904275873859401,0.3053401394817096,0.3399809320850514,0.006588317425589074
73,0.01250330552688883,0.1226661731711216,0.11767001224996876,0.2757162728243272,0.01250330552688883
74,0.2897549157538494,0.20595771539820423,0.14840398176672498,0.27653426696682754,0.2897549157538494
75,0.07073488275460971,0.3119609042524803,0.09811869285226288,0.5156055064885712,0.07073488275460971
76,0.30467293350857483,0.24657703373856993,0.39314550672493265,0.3515529434971537,0.30467293350857483
77,0.2633230624090277,0.3215324208535842,0.368835248324493,0.16498094042996841,0.2633230624090277
78,0.5484838417183752,0.2551815759483994,0.30809097114795614,0.38659697064344684,0.5484838417183752
79,0.2900186039345864,0.1633049700418881,0.12981331336655413,0.310816829422339,0.2900186039345864
80,0.5124684785386862,0.22994378685533795,0.4898372095200866,0.4464252733128476,0.5124684785386862
81,0.22441168441717488,0.008740432768735096,0.16535008761336611,0.13340358104115935,0.22441168441717488
82,0.25702244444211364,0.044202552013695245,0.31532442645518366,0.32498198592851424,0.25702244444211364
83,0.2758743481175572,0.034604815490520496,0.24812022126818628,0.20625687568588935,0.2758743481175572
84,0.15355469459065718,0.3174061898311752,0.09770149578724951,0.19612919577912413,0.15355469459065718
85,0.13714279281343467,0.3790140617061317,0.1273212687791314,0.19004836624370025,0.13714279281343467
86,0.2582557909258635,0.4959622263245462,0.45714874316149007,0.10576209148958582,0.2582557909258635
87,0.0770624360050397,0.39064479472433683,0.28881782750305274,0.003023042284243549,0.0770624360050397
88,0.022728367050063536,0.24177039623218533,0.26404968452516564,0.017895283896895653,0.022728367050063536
89,0.47000906295860656,0.16939453020294715,0.043511207485113834,0.20853712417853554,0.47000906295860656
90,0.42586072743149705,0.17562399066891216,0.5277851178680136,0.009148468468423987,0.42586072743149705
91,0.43499202297122136,0.2003684624296299,0.44553534073280215,0.11595191137558303,0.43499202297122136
92,0.48157242401068007,0.26907929368501315,0.38503109497517285,0.25515919991162794,0.48157242401068007
93,0.21955696499133015,0.10776344493878803,0.23561781224176087,0.19890025972343156,0.21955696499133015
94,0.2545448256277024,0.25103839965194524,0.1821791406197435,0.1588290990474716,0.2545448256277024
95,0.2948795817807839,0.37475856712309175,0.07457251080009739,0.05915258227261594,0.2948795817807839
96,0.31666946235457993,0.041605241634505186,0.02274385127694556,0.1797300689846245,0.31666946235457993
97,0.17497673756773557,0.06075925286869299,0.39046009831789463,0.34521585912641717,0.17497673756773557
98,0.029469901899845774,0.17654868610109886,0.5282334680197601,0.2588240002618982,0.029469901899845774
99,0.28045344583963205,0.2584654944818439,0.07402934035600217,0.22914494533713203,0.28045344583963205
100,0.2115443046948836,0.10900146589324955,0.031419298648384664,0.21308169076250294,0.2115443046948836
101,0.38339279798614045,0.24461072846180265,0.07367798007145221,0.2309850303044736,0.38339279798614045
102,0.16822799857583093,0.303879202755162,0.029875008077165366,0.30804739727113023,0.16822799857583093
103,0.13966206150710692,0.28361375007277445,0.003635590258022736,0.10216276001936353,0.13966206150710692
104,0.09737796534916576,0.09898547507517552,0.005067753399492614,0.062210400504155716,0.09737796534916576
105,0.12110184908128085,0.48028122345127655,0.1336809729533292,0.09109057560878775,0.12110184908128085
106,0.1262551123425642,0.3926820480219991,0.32519224706893346,0.1621828808681095,0.1262551123425642
107,0.03402383244196466,0.21584433489406307,0.21782317337474405,0.10690568179467147,0.03402383244196466
108,0.658269829402933,0.23961752823579086,0.044429319613168095,0.03306950214500615,0.658269829402933
109,0.5309988993614358,0.3002026304169697,0.13971743157687788,0.006984323912613055,0.5309988993614358
