,B16,HepG2,PC3,HEK293,N2a,ARPE19
Model_Name,LGBM,DT,LGBM,LGBM,XGB,LGBM
Hyper_Params,"{'subsample': 0.8, 'reg_lambda': 0.01, 'reg_alpha': 0, 'num_leaves': 32, 'n_estimators': 600, 'min_child_weight': 1.0, 'min_child_samples': 10, 'max_depth': 18, 'max_bin': 30, 'learning_rate': 0.1, 'boosting_type': 'dart'}","{'splitter': 'random', 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': None, 'criterion': 'squared_error', 'ccp_alpha': 0}","{'subsample': 1.0, 'reg_lambda': 0.015, 'reg_alpha': 0.015, 'num_leaves': 32, 'n_estimators': 600, 'min_child_weight': 0.1, 'min_child_samples': 2, 'max_depth': 30, 'max_bin': 10, 'learning_rate': 0.1, 'boosting_type': 'dart'}","{'subsample': 0.8, 'reg_lambda': 0.015, 'reg_alpha': 0.01, 'num_leaves': 64, 'n_estimators': 100, 'min_child_weight': 0.01, 'min_child_samples': 2, 'max_depth': 6, 'max_bin': 10, 'learning_rate': 0.1, 'boosting_type': 'gbdt'}","{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 150, 'min_child_weight': 4.0, 'max_depth': 9, 'max_delta_step': 2, 'learning_rate': 0.05, 'gamma': 0, 'booster': 'gbtree'}","{'subsample': 0.8, 'reg_lambda': 0.005, 'reg_alpha': 0.01, 'num_leaves': 64, 'n_estimators': 100, 'min_child_weight': 10.0, 'min_child_samples': 2, 'max_depth': 6, 'max_bin': 10, 'learning_rate': 0.1, 'boosting_type': 'gbdt'}"
MAE,0.05398492425145235,0.05903066744788014,0.055088105401188234,0.09244764771735135,0.07418181536243548,0.1137289542342235
Spearman,0.8879029652858554,0.6465289262284838,0.6353383115440875,0.8044507549557274,0.8454531949510898,0.8292747698968553
Pearson,0.9070547533488127,0.8037626214621867,0.8835747594834507,0.7909344670411345,0.8576987915927234,0.823111085791163
