,B16,HepG2,PC3,HEK293,N2a,ARPE19
PLS,0.7015480290611151,0.5942084282456654,0.6873709484283699,0.47258650401154867,0.5954333841230883,0.657002562249976
MLR,0.7023008793750114,0.5921766822584502,0.6872405487578002,0.47336145009256025,0.6056565333686019,0.656449088174607
DT,0.8558812782361274,0.8037626214621867,0.8498845069152986,0.6113989459185212,0.8164804487460771,0.7539824763821363
lasso,0.692987470364558,0.5751410175672154,0.6806264331559411,0.4438258334132945,0.590586737392615,0.6496155192229088
XGB,0.8969553913588466,0.8427806722866849,0.8749934664081903,0.7594321694600846,0.8576987915927234,0.816944588204768
LGBM,0.9070547533488127,0.8475894759336087,0.8835747594834507,0.7909344670411345,0.8780643212096257,0.823111085791163
MLP,0.8473656451655626,0.7720939820308557,0.8412249988086515,0.7041023158014501,0.7952749896620241,0.7312296183816451
RF,0.8917377709412369,0.8263681935186772,0.8591494271387679,0.7586372511608049,0.8547122492533976,0.8163210757508326
kNN,0.6164870291506516,0.5877755361665786,0.7103266385057558,0.5764312696135413,0.588633706038464,0.5639398275765319
