LGBM,RF,XGB,MLP,DT,kNN,lasso,MLR,PLS
0.08016403967278073,0.1226550463867067,0.11270233988761902,0.07980238406034632,0.0402796619012835,0.07349796999734176,0.058291855158276035,0.045419424748005414,0.04693931761554057
0.06929192846139223,0.03489603572132524,0.06730742392268295,0.027546315106206476,0.023270374621725987,0.022483934098207772,0.007171535701302592,0.012106067189217196,0.014078056754232016
0.10838796862715568,0.18886011701166128,0.20836498808116888,0.2275487938024346,0.011635187310862993,0.022535818505521804,0.1708595230211455,0.20404550664016657,0.20647460678952073
0.04834112821166718,0.02237643048453862,0.00622330394353969,0.0405642907440774,0.09558593342377127,0.016165429702116,0.1394966794797584,0.1286153017400593,0.12774066145175683
0.1384466509754298,0.255717791426286,0.24571596696657189,0.4176940616087769,0.23985182093290203,0.25998241342084066,0.023629504662917966,0.01755035209529554,0.019489755433768963
0.12309041725663482,0.07109275629738951,0.10467579435558295,0.13247748371385087,0.07231555880204532,0.07210347243871645,0.1881753998429609,0.23200027337391116,0.23503076122201516
0.02276642871333051,0.02659426333268032,0.020024592392158272,0.06603317781002116,0.029948867786705607,0.04283570551524134,0.15878119189054352,0.13123200555999642,0.13018714606706966
0.05648591301889069,0.004010298908947586,0.017625104758406826,0.07668268001934896,0.023270374621725987,0.008868736794038962,0.03637734104752584,0.05100116113994864,0.049110481874003506
0.11316138203980075,0.13931166715529664,0.06894700246427976,0.04324042645944559,0.09579463633517682,0.1633619424062288,0.43988856660696685,0.4280339743525728,0.4296709293683574
0.015453918743545653,0.009256632528833277,0.030263375613356777,0.022261013046880232,0.01095690284879472,0.08341461515522765,0.11148955710035845,0.132224435389858,0.13639230223348014
0.0192634445158902,0.00915549195085881,0.002478425987053154,0.027626251522663778,0.0033392465824898104,0.018275049037001813,0.0017641730560360863,0.001671994660205442,0.003968945358779105
0.026872328242960958,0.046299010400361745,0.0348778686337589,0.18543900348999975,0.00803506208911614,0.05368380192938246,0.037763904122491795,0.029671310673463493,0.018833519378928645
0.03935984940426782,0.026646573214140747,0.022525189705461288,0.03779484322333336,0.02097464259626422,0.32566041758427655,0.14251399926456215,0.15994618351749018,0.1626551289878705
0.04498533937937735,0.021729096995506222,0.002185965292167427,0.14255252577471217,0.0,0.11696809725790615,0.14388047289133438,0.17500654583946318,0.1753777771522081
0.00541207493117022,0.029467472022491226,0.035199587829399345,0.06645588442249382,0.023270374621725987,0.1305426166326013,0.11464207402595501,0.13524345828532786,0.1326852196271207
0.03601551511341228,0.10261016932542061,0.04923363922658125,0.08126085527533183,0.021392048419075493,0.19815430074502982,0.1552076814609216,0.13502713285875118,0.13312584619078577
0.11170858601394117,0.09984188601177015,0.13587724637241338,0.05686685562390921,0.05734112490869249,0.03153874468299894,0.00036444864690798884,0.011899652109135992,0.012676727837247062
0.15754442813811487,0.2728743293762596,0.18377425872643904,0.11036248305496577,0.35907335907335913,0.14207052753770866,0.2900695257299061,0.2928545925779427,0.2913292892424467
0.025527973626955455,0.005126138963011506,0.015809494879578403,0.0342108182719735,0.0190963163936137,0.0023310467019453593,0.061537076011768596,0.07367661764524129,0.07373542987241576
0.020672506110019608,0.059393019881436804,0.050206154584884644,0.09864217298758171,0.018365856203694034,0.036144398087073655,0.07450352836381016,0.06421909597655462,0.05395433727399156
0.010367250655762716,0.013195434540994408,0.016097230583096575,0.025577782015401382,0.042366691015339686,0.0012920776384402616,0.003837712439591759,0.0180266358114565,0.016029930748840238
0.03089691562936739,0.052967519367133245,0.05973290871829963,0.026970559374727476,0.0,0.033373367893903036,0.017648026285285168,0.021366238434859103,0.018591655197452026
0.08228106043326908,0.10192408652447256,0.07765495777130127,0.16202723269191704,0.08113325680893248,0.06086039456565421,0.25200046172928214,0.25353145894126417,0.2527639469220753
0.46904668603392097,0.2457464027734299,0.31957789730281805,0.220383967552284,0.31524574767818014,0.10761753986379065,0.32272331415530453,0.32329837651725896,0.32112701138591176
0.07395093675166493,0.06769064541651405,0.05794160428318863,0.01179712741462588,0.007252426171345076,0.13087011647785007,0.28507625796812786,0.2752387174968833,0.27310564876161114
0.015024577797557913,0.024534862496252474,0.03702747296543098,0.029702451460177068,0.029948867786705607,0.05011846655788825,0.0002113329801814584,0.018851151548419976,0.017344105647604094
0.045538117695449645,0.03213946378811242,0.05111087498393173,0.0044757895619466775,0.0503495773766044,0.020907067698731366,0.05455055424487972,0.06250383807222135,0.060061644402206446
0.05646026271621868,0.03089901677739515,0.03586757708339715,0.058894531010485696,0.035114264843994554,0.019138232511808396,0.17464885120986162,0.17636125191214946,0.17417802664427223
0.002141458387163002,0.018378913386635408,0.02212755021777267,0.043389057813007406,0.06355003652300949,0.022851029185410557,0.05297297662392319,0.042052675144100535,0.03867145357456227
0.36724799757746324,0.3854651743580315,0.38571273648924215,0.3288991217475681,0.36616925806114997,0.2031344515944405,0.25184545338525477,0.256386510429186,0.25806772763823144
0.010325734729853805,0.04474801166306956,0.009348550974097411,0.02195898466418074,0.056245434623813,0.11037119138815397,0.18263707260364553,0.20744850315385355,0.2101802848133037
0.25176828199277823,0.273643104632487,0.30666014850357315,0.18668674715983646,0.1848064280496713,0.26231607280374336,0.4214980769657388,0.4078840649430162,0.4096373413426564
0.02070132169235679,0.011504932099526688,0.052614527076815534,0.04351188048316863,0.05332359386413439,0.031076046926900344,0.0037259556906881625,0.01947694179831523,0.01768954247175908
