group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.8458,0.9999,-5.9138,4.2222,False
DT,MLP,4.4277,0.1434,-0.6403,9.4957,False
DT,MLR,4.5184,0.1252,-0.5496,9.5864,False
DT,PLS,4.5517,0.1189,-0.5163,9.6197,False
DT,RF,-0.133,1.0,-5.201,4.935,False
DT,XGB,-0.1804,1.0,-5.2484,4.8876,False
DT,kNN,5.67,0.0154,0.602,10.738,True
DT,lasso,4.9254,0.0644,-0.1426,9.9934,False
LGBM,MLP,5.2735,0.0341,0.2055,10.3415,True
LGBM,MLR,5.3642,0.0286,0.2962,10.4322,True
LGBM,PLS,5.3975,0.0268,0.3295,10.4655,True
LGBM,RF,0.7128,1.0,-4.3552,5.7808,False
LGBM,XGB,0.6654,1.0,-4.4026,5.7334,False
LGBM,kNN,6.5158,0.0022,1.4478,11.5838,True
LGBM,lasso,5.7712,0.0124,0.7032,10.8392,True
MLP,MLR,0.0907,1.0,-4.9773,5.1587,False
MLP,PLS,0.124,1.0,-4.944,5.192,False
MLP,RF,-4.5607,0.1173,-9.6287,0.5073,False
MLP,XGB,-4.6081,0.1089,-9.6761,0.4599,False
MLP,kNN,1.2423,0.9978,-3.8257,6.3103,False
MLP,lasso,0.4977,1.0,-4.5703,5.5657,False
MLR,PLS,0.0333,1.0,-5.0347,5.1013,False
MLR,RF,-4.6514,0.1017,-9.7194,0.4166,False
MLR,XGB,-4.6988,0.0942,-9.7668,0.3692,False
MLR,kNN,1.1516,0.9987,-3.9164,6.2196,False
MLR,lasso,0.407,1.0,-4.661,5.475,False
PLS,RF,-4.6847,0.0964,-9.7527,0.3833,False
PLS,XGB,-4.7321,0.0893,-9.8001,0.3359,False
PLS,kNN,1.1183,0.999,-3.9497,6.1863,False
PLS,lasso,0.3737,1.0,-4.6943,5.4417,False
RF,XGB,-0.0473,1.0,-5.1153,5.0207,False
RF,kNN,5.803,0.0116,0.735,10.871,True
RF,lasso,5.0584,0.0509,-0.0096,10.1264,False
XGB,kNN,5.8504,0.0105,0.7824,10.9184,True
XGB,lasso,5.1058,0.0467,0.0378,10.1738,True
kNN,lasso,-0.7446,1.0,-5.8126,4.3234,False
