LGBM,XGB,RF,DT,MLP,MLR,PLS,lasso,kNN
0.07819688575402706,0.03550546711141411,0.09671459155042517,0.3233549783549784,0.4354877438817464,0.38486773020040066,0.3871337960980059,0.42367154711598826,0.23211191587539903
0.11413648113769513,0.059371013194322586,0.09468225509058839,0.010126262626262627,0.09500130001337542,0.1892631892138234,0.18841199883302545,0.1489971430203223,0.2786029265849754
0.09484245256651047,0.11326969652464902,0.08282059644059642,0.18000000000000005,0.006439535179947886,0.07957663230957907,0.07224553110070725,0.16137830264508712,0.2186383550498117
0.016929830858525285,0.08144531372821695,0.014290101010100864,0.017251082251082184,0.2894127486427283,0.09818262015768242,0.10202961395326193,0.13691642048967767,0.43307820379268286
0.050463197917311686,0.007046917785297646,0.031780291005290784,0.07324915824915812,0.1622978507929127,0.15199800769031135,0.15099497299929138,0.18963802140035757,0.05956120867411807
0.02199275473465729,0.010343710974310388,0.046519688752605384,0.011439393939393944,0.034410099438324654,0.13064675510111304,0.12839783353280296,0.18419891057107582,0.18804379250528291
0.0378857313105546,0.02960606206998681,0.037296496312329654,0.03166666666666668,0.00038601730781559485,0.014895079399930983,0.017144855869789283,0.038799294026880066,0.0495122006365806
0.06868968854745267,0.06651342628580154,0.05217831048581051,0.0514015151515152,0.16772696741244827,0.05647061552180005,0.05691211500592164,0.02087195944722431,0.08523817609671469
0.25030170808455415,0.18593183608443448,0.14951231421356415,0.1763030303030303,0.05409852607601562,0.03592248298405043,0.03353974840921192,0.005968630343202219,0.07866963219257712
0.0902847928525018,0.09761930646318373,0.05475264430014393,0.029069264069264023,0.2760211687001688,0.11819247717060344,0.11995287309189673,0.16629872238367893,0.27031088193975383
0.28047897863848353,0.187677491758809,0.27248921941274235,0.3622727272727273,0.2563109925013476,0.4846406181656179,0.48419168318080535,0.5124897890088231,0.17684119347502258
0.12876834615443045,0.01139663978056471,0.1073472260301429,0.10378787878787876,0.34401532460077955,0.15163300725398277,0.15108297024271689,0.19401598187020208,0.3363202148021846
0.07511336642959937,0.01101197437806567,0.0016464468093635443,0.04648484848484857,0.0378114202831239,0.02493352994424841,0.026078901538954313,0.008766557620067394,0.010070755685868737
0.14228102073071197,0.1932772894339128,0.14721251858410977,0.05515151515151512,0.02936674663788258,0.16109286190067018,0.1648764311104799,0.11730474541925956,0.14850369529595844
0.3488625034458763,0.41447573199416654,0.320454084896585,0.337037037037037,0.040225130760407124,0.10256215427703141,0.10442899947132456,0.059952261909465954,0.18672283869092543
0.05594362073360653,0.01574801653623581,0.040984484126984126,0.010126262626262627,0.07963225107069691,0.17042631357560506,0.16896536672233722,0.13629868737829326,0.06426509979966419
0.04850589598538378,0.04537355415748828,0.06807506214744857,0.08028138528138531,0.06504602180679547,0.13113187523826392,0.12985923709552094,0.08274980467952114,0.04096827898557416
0.03821834097545694,0.029772981152389993,0.07610584065765881,0.012386363636363633,0.15004009414242345,0.017063665223531338,0.01548103814967125,0.009373423932223263,0.09581786881072306
0.13208472677953437,0.1530170433449023,0.15029389349847688,0.15764069264069264,0.3455664600020269,0.33411496885363545,0.33319934078753655,0.2876506825017168,0.1267744858196601
0.09575739134052913,0.14822711615851425,0.04717833092833096,0.05924242424242421,0.006413726426490962,0.0061002040529216095,0.007679487628894588,0.03290181277499804,0.11508554302268942
0.1659892175048946,0.12464313846645936,0.03531171252569032,0.09452380952380945,0.09640495875038102,0.04503231716243661,0.04791974342954208,0.08243776723278617,0.0005848550130516106
0.06617011519170601,0.043304430788213666,0.07501736952861926,0.027083333333333237,0.2366589968985543,0.22908725779432093,0.23129481526024576,0.2670504860857855,0.010458137717771598
0.10572122083415736,0.18596145492611516,0.16953961625635805,0.1591161616161617,0.006200507903623642,0.11194293145844159,0.110771880353285,0.059347433393851845,0.06341655463772622
0.1403541358826801,0.1808385297023889,0.20928298260381617,0.19517676767676773,0.047333688754807535,0.06505730206767513,0.06405482269650198,0.029369467683527994,0.04026162368690217
0.05611677353509259,0.035824074383937976,0.04459455587622252,0.1097727272727273,0.02014476959329542,0.031068844609890733,0.03053015827097927,0.07226483141629458,0.1420463048672297
