LGBM,XGB,RF,DT,MLP,kNN,MLR,lasso,PLS
0.1625725455239524,0.22275934218826832,0.23609815101919052,0.04598344148579092,0.400940950992119,0.3540798653210251,0.3910668212103493,0.44235275715887146,0.4303170737490656
0.008683443819801573,0.0061862346149179626,0.024766456399820003,0.10304318639516685,0.26498191609402366,0.24685596834407075,0.2959799511526999,0.36172673232884567,0.3246427479417189
0.1330233863428651,0.093804491885985,0.10599420967014378,0.10337883195345715,0.03454326919355466,0.023490067467276887,0.06375253659093688,0.06215630742377731,0.07612243945930519
0.08571995833518578,0.04034046828746796,0.04005865983299405,0.061199373461624504,0.09548559799426895,0.1486497113737453,0.022564253217410596,0.031434384512552094,0.056161431954357355
0.1813028155772345,0.1361635174593101,0.12638917865696786,0.03535466547326027,0.21051834766174515,0.18236397010676347,0.33680204079736153,0.3336057620682464,0.3521411943181618
0.057372477890011375,0.05988778557705926,0.025460349130577486,0.034086671141940805,0.07636951142790926,0.06722062490292086,0.12688857734003162,0.12961936002452273,0.11797637953711815
0.1780036278948882,0.1422855108976364,0.14858303172590476,0.18292682926829265,0.10676265958169767,0.2111050267187259,0.11516121951090924,0.19238175284203096,0.14757867716198766
0.013152854413984394,0.0861279507375825,0.059734307978182244,0.02103378831953462,0.2631432848969017,0.20227339332018773,0.17744502853521504,0.1650037522881388,0.2077708656448607
0.022474615653842483,0.15336118482134975,0.11834602304410985,0.052584470798836436,0.1533057857902403,0.04835848243992674,0.17683261452942733,0.16916641955410322,0.17798719254438
0.1347848857045375,0.21750634908676147,0.26295436463539024,0.06869545759677798,0.4792555138724842,0.6040779638714971,0.39137902131966307,0.4550423213084458,0.4312598288164011
0.002893092024780164,0.07903914507682705,0.08100741128479436,0.005202506153501901,0.13161358255328492,0.1731106461867282,0.22335677109713012,0.17513223869408648,0.2088581260001536
0.03886722769066206,0.03757679845548423,0.0371828531293176,0.026012530767509534,0.09667992737797174,0.19955085068750622,0.015633517181722068,0.07643623222410045,0.03293727397134277
0.0176607756552164,0.02043003346675154,0.008092699886697696,0.016782277914522248,0.392428620061872,0.5325348706840434,0.25338568887144763,0.31224084503223704,0.28965641999428327
0.15101865023066183,0.1571076363325119,0.12242480444354466,0.024949653166256427,0.36828803358539564,0.2447576190056201,0.4712354664299977,0.5080448168996763,0.4892124978740906
0.049030397224142985,0.05721724784915733,0.05845007538705749,0.2453569031103155,0.05048148510105144,0.056085087585057314,0.006105931695703337,0.006945259612655519,0.016803622021034692
0.010784669955666626,0.014555350492853614,0.027993044234177582,0.03020810024614007,0.030874766281243332,0.04006039954288784,0.0949259698613476,0.11412368252415425,0.09943137073506497
0.14608759355057627,0.19968758046320284,0.14827208379062845,0.12133586932199603,0.24802954675123345,0.16388252032884665,0.26248985561069527,0.2530596608283356,0.2470475553184947
0.057703327723679615,0.12285852283206022,0.11720328488671519,0.06041620049228014,0.2863962065801238,0.2331709499347474,0.3832213936440914,0.40000159004306407,0.421630781492189
0.14641758596675386,0.011015785930140076,0.04358415409623728,0.045144327590064814,0.07980732895497561,0.0696001810803007,0.14466215761857604,0.18669861224783407,0.16567383878758574
0.10664429886799445,0.007247440525284532,0.08944850617545846,0.2280711568583576,0.08384734033031316,0.121784397630538,0.06692391089461647,0.04329504784993449,0.06592007771923758
0.0007737128364656565,0.034724946462433126,0.005977540606008858,0.0009509957484895581,0.038583078427836925,0.15449503497253986,0.05041479553558764,0.027196427422095715,0.08171440992258766
0.018670237725726735,0.09230420726288296,0.06496604074985657,0.09895949876929949,0.01054097169782392,0.07303023917250434,0.033495598485566325,0.03668582442618884,0.007460834358606949
0.0018887561375573458,0.00769978700988011,0.005409319610343355,0.0476616692772433,0.06130364846385811,0.19163646952655033,0.12049136225168039,0.08717047110037807,0.17865022453072038
0.029151010323320514,0.012134690043589691,0.023689011070975763,0.021220258074140352,0.02976937560478715,0.02594616155567675,0.036352145697196914,0.04050848006710356,0.050436732541240537
0.25609540345327325,0.24097982485119895,0.25065422336235166,0.10845080927873502,0.19239403619805234,0.15646082218993745,0.13314232291812733,0.18855855389472437,0.1680568409263779
0.021127671343949814,0.015393838856571807,0.030677637713719452,0.08159916461549935,0.019325348249150193,0.15522605141067647,0.10570036566867053,0.06987077099342454,0.06372223385552958
0.11150220450212162,0.09234799687748757,0.056023169458977395,0.08533788319534558,0.033757073815178895,0.018971547425742308,0.09269011345022421,0.04581638960801576,0.07177293349524377
0.08926786783931678,0.03805371848201561,0.0855379159607455,0.11311255314388002,0.06968968963564703,0.04844631070670263,0.013438527182050852,0.0350921608535717,0.05551722524930919
0.05838995114769224,0.1369644567373749,0.11838771901316669,0.03949429402550908,0.10986650832779538,0.11381791745951103,0.18605970303782765,0.12386933208836959,0.15431568268445162
0.12697847477548507,0.13567555225463646,0.18705179996590282,0.215521742373387,0.14707834186440139,0.17905742836083605,0.1601925875538207,0.1693202943270582,0.1598994761730964
0.11853894060527126,0.13079350453864597,0.1311836229830191,0.2249571119564407,0.0201776161491537,0.05866453038474351,0.012966853004936107,0.019885309684125163,0.014523707431832011
0.03626923736379267,0.052460475225634295,0.02786073195594374,0.05512045946147531,0.051436719595461367,0.024730551196915418,0.1016421359919284,0.11145395442485445,0.08631611208858903
0.1417374530283026,0.0945561078603595,0.13721631113100108,0.1289997762362945,0.0928306161688052,0.1474475705503449,0.011074199104602916,0.05776861885380963,0.025953847171167888
0.054588267313640804,0.005783351903048073,0.039968404475984265,0.01476840456477957,0.03929918104403629,0.1459418262938425,0.10724647515043367,0.08569702096941839,0.10594587641536962
0.26415317392257787,0.244293477850543,0.2733906855101754,0.30610874916088593,0.002940787378596821,0.05464821421569094,0.10987926633674283,0.045867952101894094,0.07678409931318753
0.021580712390587804,0.004016713239252567,0.14685854493210718,0.009979861266502571,0.3157059523081705,0.5555990632137999,0.316897475021537,0.3675754848712049,0.3556961759523083
0.030299125659940696,0.002684432585571883,0.016816939830057887,0.011635712687402044,0.0030775461143187077,0.04317295375941754,0.046560622934481655,0.005191206362385292,0.01619673483792594
0.0014944138668293583,0.008028857071518625,0.015653828668037717,0.035093607816812145,0.002108339312625329,0.025566820424062386,0.004397434275981327,0.011761066967481304,0.016334850472280615
0.029400714984742282,0.11180631734695862,0.05462173322748931,0.06410830163347503,0.07606676697280595,0.060069899298189566,0.010663869054189201,0.07314849639970711,0.030843015016051745
0.03086007407254958,0.055311578802946154,0.05490060451718545,0.012754531215036932,0.36718086171512276,0.24145591243015305,0.47535733370653377,0.502565114881342,0.5015683919396842
0.04618403876860211,0.06654044784377106,0.01794287513866827,0.19836652494965318,0.09577604328643707,0.03383685413889759,0.10282322273837269,0.0977235067578599,0.11086310837576496
0.07379001297072801,0.08388107732308464,0.07625482660680677,0.15872305512045942,0.07686899001662018,0.11019105151572828,0.13275343410995422,0.08227016730421483,0.11153959277543879
0.015141003252155283,0.015423682944890438,0.12279095956151814,0.02770940553442236,0.2924472208488174,0.09957478712194862,0.097743408100111,0.0998170798261197,0.10120870428412393
0.13039484287045294,0.10138366148492639,0.12354238146739255,0.12321921384351459,0.015458986644597217,0.09070191671622385,0.0994352436892012,0.08762769326781761,0.10037014940289479
0.08141141009890956,0.06631677558582666,0.037489796256634456,0.029723278884164928,0.04522798457738186,0.012708777746757272,0.06401672542339482,0.011418006258731017,0.04036852467088592
0.10810467139528561,0.10379584460723693,0.09777941782366725,0.0808905795479973,0.36190308859084575,0.22266622481265858,0.3761615784756821,0.3958654796805493,0.3602153863555664
0.04822304503395017,0.029222849278835117,0.015840949290882228,0.0015663459386887624,0.06091304637465139,0.014647399061075095,0.18247525897741845,0.1816633411681179,0.192190395768723
0.07536447432802514,0.06022803430710366,0.009884808457084213,0.07594913105094352,0.3441825076175612,0.4466609062533303,0.3795432145322454,0.4362630995723159,0.3906727055607897
0.03673116141368182,0.051701048238615155,0.0057449209190647554,0.023942716491385074,0.028880242761104458,0.011783265820775657,0.013955503147595305,0.013210615127733166,0.018161634681044175
0.14028042716568237,0.11744916094952601,0.10518028739428933,0.027634817632579967,0.10099765621331955,0.0483934464342321,0.22768983329438688,0.16071013575576906,0.18767924172127143
0.09085233450427166,0.10208390199996709,0.0570490705518672,0.13392257775788768,0.12433869209826193,0.12323811194722212,0.21183677642140558,0.1765965536563905,0.18531284432282513
0.016854681611946847,0.08337120711803436,0.09228928029778333,0.002032520325203249,0.36985893150133703,0.18371024987082127,0.47680786921076634,0.515456387538426,0.5037173295163829
0.11741176389145974,0.15987577352528598,0.12979508513084265,0.24664354441709552,0.04840622478786483,0.06639989685726083,0.007345477668801004,0.04644495427692752,0.04397582031778624
0.02959452356296627,0.05144853989638909,0.0538028527800567,0.021649138509733712,0.02540146394102555,0.05136026052098075,0.06450249699615096,0.06389928967187208,0.07482885478581769
0.03384848281778141,0.04068518301122381,0.04066729711202749,0.03806780040277463,0.006930386804297972,0.02158682126076586,0.10244612170041678,0.09377221961015436,0.10756439881799268
0.03738645202412294,0.010254364588245357,0.11820951697229942,0.03675318863280397,0.16841424258859422,0.1387919822726973,0.10811123579454229,0.09756727602447124,0.11887853912095336
0.2579090667027728,0.31454372467357694,0.344606652560082,0.25604162004922804,0.31515170205602755,0.34724347885497503,0.18981097945078163,0.2354986049524228,0.21033365465012638
0.14109926255454586,0.07766426354646683,0.09912046345725589,0.0930857014992168,0.4009344545567047,0.25563505058376823,0.4055417423697345,0.4346317685402249,0.40067413869499546
0.007567805075807732,0.06794286456436721,0.07839822806375718,0.05952114567017225,0.0586840668374457,0.00957395802168931,0.00968678487920055,0.002988417089368145,0.010926938619396032
0.057198705042444564,0.07556617107933389,0.03697326837674225,0.09437234280599688,0.057100487891096285,0.23064296677667637,0.001596340756359671,0.018389159680802958,0.00815578847906162
0.02718492915311549,0.03277567465130882,0.055693974866245055,0.02793316923994929,0.09798880861530596,0.0843497872240469,0.16254100075119116,0.1679213412164403,0.1757727037159879
