LGBM,XGB,RF,DT,MLP,kNN,MLR,lasso,PLS
0.024565788883423312,0.030197269139233318,0.02260454589583033,0.048332960393824065,0.025224325991410335,0.01433316315868427,0.04804010944865644,0.00656736258170787,0.0232233924505042
0.16607855423711598,0.1465678797735947,0.14998501641525785,0.15775341239650925,0.11822661325707567,0.16258009405513002,0.11651818586296042,0.06492392826396423,0.09724827507136558
0.23450847065383817,0.2355767398985955,0.28282496232127013,0.32908182292832117,0.24109904003980143,0.4350792666609259,0.3475924635377065,0.3954889223221286,0.37567263624970426
0.03774635638265145,0.04353702832559381,0.06901382318049853,0.04743790557171634,0.2448271747920741,0.3259243099212617,0.14507948206795207,0.18596795102471275,0.174687529735853
0.11203932989836202,0.1466197798011501,0.07700754403350013,0.06634593868874467,0.02536080034938859,0.032663712736526296,0.025332317557619943,0.02541687604049686,0.03225517305461495
0.003707001183810024,0.021489564876217337,0.03777934190383845,0.01678227791452226,0.02449808795959854,0.14710932159722603,0.06161717537320699,0.08921727741938759,0.05703961827001444
0.11212649225041055,0.12072750776972807,0.1252061837514399,0.150257328261356,0.07795616809361527,0.18232590008479818,0.0809499044317461,0.15854407744751975,0.1096952144527775
0.015559798293698773,0.002996355038437204,0.031029658310453803,0.0614977250689938,0.06072022782534384,0.02559729316338949,0.0978791451224339,0.09931741557223883,0.0930800366568349
0.09889352933555035,0.1337554379980898,0.06497605683953311,0.1310695905124189,0.036650062848219644,0.047974902951679166,0.10450886018132477,0.04380977080464227,0.12724667318747052
0.05466400663462645,0.08305326140841829,0.06638867933240311,0.10930857014992157,0.3026180935923154,0.3864675602079797,0.33047558448095893,0.39139638153268974,0.35754926106490315
0.0773102775636203,0.11425702300853824,0.10308109332840887,0.11971358245692554,0.08679025134438656,0.04509978196458242,0.13210434271882981,0.12028522322082363,0.12726340832547317
0.030442268723121946,0.10476423359525433,0.11440341221891925,0.0232714253748042,0.0868559141298283,0.10823892053141404,0.014815932427562073,0.018235392601135048,0.025470788060721228
0.037540476905507714,0.0428468443705054,0.058101106484078124,0.08656858357574398,0.0423606823035001,0.0194700847542581,0.0049539337511128045,0.004398907050899237,0.03439680254366989
0.039866398671663555,0.03323414859741858,0.008241673237505687,0.0588498545535914,0.08015140576594576,0.012706405311912916,0.21339576034990748,0.189734805571236,0.22163214052646063
0.35193455938594226,0.33299627900123596,0.31975837870764023,0.3584694562541956,0.3463860971533391,0.3954327319177258,0.421644757985598,0.4150926160933601,0.4226468323616555
0.00420125387230838,0.014450044300124643,0.012730799534950377,0.03199820989035579,0.032040558090632,0.041560175563459034,0.0467523315515565,0.005026240709734842,0.02881608161950716
0.009492806331551973,0.002219229026325209,0.042979828856283264,0.00950995748489597,0.060809247405777145,0.09286257262874492,0.01288727770354281,0.03246971957829556,0.03335231873756922
0.03589472401637321,0.06389155983924866,0.07319171355049067,0.031047214141866175,0.21849305075813077,0.24468831161443985,0.22984948379662157,0.2591592494539227,0.2617699708137703
0.0687075577953028,0.07029385372252767,0.07864727396017929,0.07126874021033786,0.07654105350208196,0.0983382703872881,0.157778076264387,0.10662158451201637,0.15492862937503782
0.05987514872388938,0.04262981546968114,0.016778656997469388,0.008428432908182293,0.08067537108177569,0.031007036797221943,0.005333565307647392,0.01060285803823413,0.03001735203552669
0.039401779771435,0.06517464952144492,0.04104313888977684,0.07171626762139172,0.20907316560205647,0.2598781889351156,0.23758030851888534,0.2816628698983017,0.26558787647940907
0.08923145349244022,0.06007892274835225,0.061936500388921845,0.14539046766614439,0.11597436448794451,0.03165885757822662,0.17730019284269705,0.2229013404649468,0.20133753722007408
0.028490699381040818,0.029879357109776183,0.05653064290035642,0.09705750727232049,0.11054774419761221,0.17755108486999688,0.07720473362689129,0.14166140897756457,0.10494134913592562
0.037977763988477686,0.012374659883920003,0.004467307856237113,0.0180129782949206,0.015711316317332025,0.030398396872926392,0.018382014014736547,0.024735708273534385,0.02675405980650125
0.1079127039886707,0.11585078977130092,0.09488772389689781,0.08540314760945772,0.10612157019408863,0.12762172506740477,0.12237129651196843,0.12961307393796145,0.1369917691467245
0.001331686572530022,0.009119380284646705,0.009078885289726724,0.04031476094577463,0.02529626072929758,0.03512985995675505,0.054130634637893194,0.0016068601851908504,0.036786990746178916
0.09968666124620962,0.04905867204070091,0.05390326126721295,0.002032520325203249,0.42234337133371674,0.31651846369198855,0.45951105875995324,0.5189748192024225,0.4821597570326321
0.03457279580661263,0.011928522385428408,0.018035762235079827,0.061199373461624546,0.06939530082205586,0.06029953317282799,0.2136020412909766,0.19046620059941421,0.2249914409139016
0.022096475720147113,0.04117746848232079,0.023510102664919152,0.005929738196464529,0.01444178640321303,0.0860920465387644,0.01993119482768263,0.015481520997344511,0.02233421946332531
0.023818342857587382,0.013945150052602162,0.023040085225557116,0.05929738196464529,0.027349286596210554,0.06938694819437241,0.058874859694228454,0.024331154577086844,0.012706686639947118
0.10941483911218586,0.07979808722093995,0.07868346862749986,0.09817632579995528,0.07141217496889898,0.08777120495313051,0.04743181142523234,0.04980237296195847,0.06712410039185535
0.003530895036403081,0.012924928177280581,0.06502500026638525,0.021649138509733767,0.04291418350048787,0.06210524117397437,0.15426068007498295,0.1403855843801547,0.1497395960631311
0.0428729841624117,0.11276210252004698,0.12671715350071805,0.26355635115984183,0.05213500096066803,0.09984111348134794,0.0482557143032476,0.05569379097794397,0.04977076738908659
0.049950458147464905,0.02810580253227618,0.04518017048071299,0.058626090848064416,0.06723998838976508,0.04150966493202063,0.09177468958138302,0.08550961757597886,0.08844695739599356
0.017275749212936842,0.01865469739858039,0.018037509723065948,0.052099649436861406,0.06716303787854455,0.08700551306052023,0.038085674459174435,0.08585165254245702,0.058691350061133185
0.06924377102918569,0.018538400447456693,0.004705843518133718,0.04217945849183258,0.1496483711093617,0.03506866827635857,0.2930837843870986,0.27071234629954954,0.30961039039254024
0.05792035734918466,0.06835784797941602,0.039996468026060716,0.034515551577534165,0.22959997869463894,0.27103968813469526,0.14153737515703146,0.14198809018108283,0.1703227941607433
0.022635365842110053,0.009729275407807686,0.01932320003409735,0.04113522786604011,0.02001265257069479,0.27912161614608033,0.08497407038508412,0.09266759636429328,0.05332404526508791
0.005564360130503321,0.01694859572640195,0.0160970197693458,0.03020810024614007,0.057874381407201164,0.03288724208589999,0.03420879620619799,0.03355432228534408,0.003502568392644595
0.010492171775974835,0.0044155130652567265,0.009398048105644652,0.05646304169463717,0.05980788482050048,0.10513985550012772,0.05003963694399344,0.09529421390974063,0.08892972537277427
0.18119819940626325,0.0327450518681181,0.11751030467381984,0.2367047064966062,0.010142653471607255,0.07632425599463882,0.005090994239443536,0.015537451266306734,0.014807169323347691
0.06848817901922943,0.17146845332299554,0.15317320243156507,0.11576042365928241,0.1992173809585761,0.04250593744408948,0.030264414117889382,0.025906438881256877,0.02261436506447545
0.005752181281446611,0.014116320148040373,0.012258625558077385,0.03334079212351754,0.009520403801018984,0.024299179186951625,0.007107490779207304,0.015582874968170846,0.004969647752924522
0.013399176036957727,0.009722096530829394,0.020948388131762474,0.05862609084806447,0.028146043314030866,0.03485195586586187,0.10834779333275041,0.053452333736794144,0.09265196987309138
0.03295545266871386,0.09940978053612948,0.05679796357268943,0.08749160886104268,0.07601888018744013,0.00781461529544153,0.22763739720082166,0.21381641662040302,0.2431083801524223
0.11249327816700369,0.1086748953025915,0.1038890041745548,0.17571044976504807,0.051007147078295234,0.061255017895477104,0.09059764885281324,0.04171227749781259,0.0737934853988324
0.0652639169532635,0.027120581460655324,0.02111590871151181,0.03826359364511078,0.021889150586557937,0.012416176720577654,0.061975337711603184,0.05131048129765306,0.04187537693267446
