LGBM,XGB,RF,MLP,DT,kNN,MLR,PLS,lasso
0.21080562305254313,0.15471663732931873,0.2844487368695201,0.24081104695877448,0.22989553491333153,0.2882751943883334,0.2741567130757736,0.26737085356586754,0.28413545229808745
0.13514159897560857,0.17478015790414925,0.14882845733136557,0.12778158873753537,0.3727754145325115,0.20573410427246724,0.39963974524581125,0.39749177787409395,0.4112791274222286
0.15989403651578077,0.11760835276470488,0.104821599097144,0.04814235179749321,0.11454119281187602,0.03366891566897562,0.1244142046800703,0.12545238535987246,0.15461182922068034
0.015285619157084152,0.0048020662005260895,0.03128657001475843,0.08080687617429616,0.08096767659229676,0.06636134402214772,0.03106590035009643,0.033332480206945014,0.036902154685859445
0.0736198685309356,0.19517141984707265,0.11012935150620695,0.24367625101276813,0.1000260439274242,0.16212960339144844,0.03339539486529597,0.033138962444465014,0.011783462976254433
0.03808018246640393,0.004971885044175839,0.03430940185779985,0.05329665191911598,0.050481812657348635,0.12239926840938115,0.257914751202217,0.2590807508992224,0.28060788311703805
0.017135435913533226,0.022641226345284704,0.00806189773417798,0.09715272348780868,0.05270794835861259,0.0065092010937465306,0.08039809887071137,0.0739039213174853,0.0638509548423673
0.04223967591153577,0.025935614566461873,0.053897039673582614,0.01754060232240795,0.05254672404598615,0.08183231730076113,0.017514249011580607,0.012521976995589545,0.04947743660088233
0.11465941857216477,0.10995671376864091,0.1589126660300373,0.08348724612356417,0.10376644798035539,0.13725908643496365,0.24046363596382547,0.24249264471768572,0.2643707801196612
0.2017328511548514,0.2129302905897204,0.32038501606042186,0.337368088726938,0.4021182394305061,0.47090021275424304,0.5160132796228286,0.5299920793880433,0.5177033781378721
0.11419864861428941,0.07676275118594267,0.04850551263130476,0.14651163648882193,0.20286049136209744,0.15197303207187296,0.0354059263692853,0.03804350788258093,0.09728870725378747
0.08255753764790186,0.039763494424391976,0.0810695372862224,0.16149310242599513,0.1767762578596852,0.05961683352915648,0.0585839713009976,0.05850674168078468,0.07590331113363269
0.470244532703248,0.3932769778019252,0.4149817692508025,0.2094743043197939,0.6772785336028673,0.3722605978070764,0.5048414951520175,0.5151405653859815,0.5015553612320927
