,LGBM,XGB,RF,DT,kNN,MLR,PLS,lasso
0,0.06157522269948848,0.06599442765574784,0.038651125352156035,0.04365189932200239,0.1113931241806059,0.1272371386192095,0.12497373951814764,0.05228346593367103
1,0.004963237154431754,0.013441428438339703,0.017585523667997843,0.014984056221169606,0.02715632551896957,0.025106961136720646,0.02365121658649505,0.021538727525979656
2,0.19191874415901838,0.1945362171140722,0.05529116745611586,0.0018575276307235197,0.042002000296283315,0.022042077190258247,0.02045175126349716,0.16805952334182256
3,0.0933272041197521,0.09495671696181063,0.04209281446394808,0.04968886412185382,0.069911912320371,0.0456309627423096,0.046413634118234404,0.18611848028669534
4,0.016265599064464037,0.01112969144258455,0.019991641125661846,0.05177858270641775,0.013183860589208257,0.007435293322150566,0.007460276497061991,0.14731164466758376
5,0.02025033801555387,0.019396858781318693,0.024798613046035672,0.05177858270641775,0.0162315371647076,0.032408637712637356,0.03251823591426137,0.18236697943357663
6,0.10364584814863476,0.07802467056333581,0.045158354230519115,0.012693105476610622,0.1470562681071494,0.1632106674382045,0.16431602519301766,0.0042302382114228765
7,0.05184672032216159,0.056375072523225045,0.09035293024983776,0.06306306306306309,0.02175550432371301,0.10095300426893675,0.10289269524168307,0.14476829924304263
8,0.029749997294071517,0.019565933766754418,0.04534472616946905,0.03037057676232935,0.00746701504535871,0.08856663996155273,0.08956409500692736,0.14713114770830177
9,0.012741699977404153,0.00042438481891904356,0.16148942757190204,0.2576390823813503,2.490691316442417e-05,0.08429428976665743,0.08542632618856744,0.25579298277184487
10,0.09007636609465164,0.08100970692152742,0.04873750038698482,0.048388594780347294,0.08117008074242721,0.174848725120197,0.1761153429186425,0.009154252338617996
11,0.011998351620850445,0.014084154971963136,0.011366830748274354,0.07690164391195312,0.0483163221279847,0.11676710780855204,0.11736065243269678,0.07643416016388174
12,0.003922122117754778,0.013122687753754636,0.082328410885111,0.08934707903780059,0.29641335785884354,0.13328999013836734,0.13336951868852337,0.004629718708591579
13,0.16249837765538902,0.1763418735380103,0.15027305656171636,0.18389523544162706,0.08788281412901772,0.0520300911105816,0.05361429716270616,0.12359515659979375
14,0.060359073554244164,0.0666884113163008,0.19128757623602877,0.23237670660351062,0.13302044541860136,0.002057878439239047,0.0010121641848798713,0.13702129299568444
15,0.06280236461371422,0.06418213747034185,0.03728770007120549,0.08943995541933683,0.11700274723618495,0.0014077804127171634,0.00022748478182249565,0.0041956830611759866
16,0.01936948975612629,0.009940605226904375,0.04505526144701408,0.07295439769666567,0.00709647195120483,0.1166896837006477,0.11785055684384343,0.0021898102604528957
