,RF,LGBM,XGB,DT,kNN,PLS,MLR,lasso
0,0.06134681496461056,0.042624460755005686,0.03366460812224417,0.09878665318503543,0.1521825649660491,0.21508744277188543,0.2150875833997664,0.22833970220932695
1,0.06790630266262228,0.05926997359753472,0.1999810208806615,0.13250758341759353,0.09961121350086169,0.13670574587359446,0.13670510412264483,0.14862215638090692
2,0.022155712841253408,0.053834051516595274,0.3100813926290814,0.13250758341759353,0.052171594635604356,0.06298600607020256,0.06298716630064877,0.05257836807715023
3,0.22327536231884082,0.0594168937234045,0.3195664555467176,0.07087967644084933,0.0430689702182149,0.05999376217296956,0.059995303093757835,0.04691967646672626
4,0.05569127064374789,0.00870041007472181,0.008199215574139163,0.017694641051567234,0.042185783281938186,0.10136676933753133,0.10136662405006454,0.08904181974135089
5,0.02496966632962616,0.0852588610475011,0.09566906094551086,0.032221098752949116,0.014125462359703939,0.04478504111269471,0.04478527651556996,0.029793643803323278
6,0.028092349174250242,0.01055538592597717,0.03315855435220971,0.0188742837883384,0.07018561257278919,0.16294796251681493,0.16294816009876634,0.14482494735585333
7,0.0648082237950789,0.0410254986939997,0.02111691756605258,0.09433771486349846,0.06810521398731617,0.0430494649518276,0.043047622920740894,0.024816536362658986
8,0.03199865183687205,0.1613102469619437,0.13753372430801392,0.019346140883046863,0.07121676082443752,0.056538515291197244,0.05653705395045258,0.03563913898883769
9,0.027905291540276517,0.06823151569577993,0.033485363395197226,0.07441860465116282,0.04049620451835867,0.06689054427111292,0.06688910392851481,0.05265991232526432
10,0.01644388270980754,0.037469773751736296,0.047443316661431645,0.026862150320188752,0.06395801885918216,0.12639492510640318,0.12639598475865924,0.14329200476544274
11,0.0721857094708457,0.00022652739800659016,0.06027662690175195,0.04573643410852715,0.08861705525142166,0.068730279592053,0.06872962162828553,0.05583549657633349
12,0.06413650151668365,0.08239090416271456,0.03836848811746488,0.06791371755982474,0.02273152829270121,0.07073365832943737,0.07073376174635396,0.05250597988733596
13,0.003283788338389465,0.011781542134870954,0.01715745937956839,0.001061678463094018,0.033863006946852584,0.001955930773090725,0.0019564358784959213,0.012269451025690659
14,0.08961172901921138,0.06781584850634413,0.059959673592246326,0.03822042467138524,0.016956144721206823,0.11504053217413887,0.1150414179698861,0.09814870266216652
15,0.007949780923491565,0.16484845042527116,0.045419269920721345,0.22167172227839566,0.003039818120208801,0.14723970716625448,0.14724064156112415,0.1629048311535722
16,0.014264577013819085,0.03371038273015045,0.22908011253610538,0.03301314459049545,0.07384324010819523,0.012175169808546493,0.01217570251492759,0.02383799715254417
17,0.04853488372093043,0.039795317997945584,0.027192551036213736,0.015032018874283792,0.07063616006437301,0.031201216093399653,0.031199758559447593,0.014954629433082872
18,0.043516346477923656,0.09124885290768846,0.08249133825302124,0.06841927873272663,0.09465907025350975,0.0034750557766889956,0.0034739999312255326,0.008769234240307733
19,0.01437647455342092,0.0027452737546620892,0.08255563042040906,0.056471183013144605,0.1149188232601207,0.004566731459657719,0.004567621062197547,0.007672308410271833
20,0.19011796427367755,0.1082062720386043,0.07862387147663338,0.2164307381193125,0.04901575952547166,0.22988591324493232,0.22988718353781418,0.21498042566181183
21,0.050402426693629945,0.18398046345417873,0.029959213595057627,0.2349342770475228,0.05209170414454159,0.005076978751311606,0.005075483396435682,0.014301225760595365
22,0.039526794742164056,0.016678634435020614,0.0525456362534823,0.07856420626895855,0.07030251259524481,0.11751301649921503,0.11751216471759901,0.13288367422073474
23,0.0537971014492752,0.23391614166520816,0.024204625404760982,0.2612234580384226,0.28347107406319816,0.027583937672491593,0.027581967462238843,0.010767517592635778
24,0.0486852039096726,0.041586407773703545,0.04721948504447937,0.024705089315807213,0.14269878999354718,0.00800926184299583,0.008010047985929386,0.019487536349402562
25,0.07354398382204205,0.03353202114723455,0.018559669688931607,0.05557802494101787,0.0013784541347224566,0.04159960795472101,0.041599144221396336,0.058449539894636277
26,0.1953387259858443,0.034236291091153684,0.018775606914767123,0.05557802494101787,0.007615731812827695,0.02293666064072067,0.022935393530418815,0.03178199929399589
27,0.24169531513313108,0.07138185277467994,0.025413141929223393,0.06039770812268284,0.02307169913828229,0.09968954639752262,0.09968936554117117,0.08567898575492933
28,0.03433771486349851,0.011679868686549522,0.09932846414910287,0.009673070441523428,0.04367821729821822,0.00409349215516884,0.00409497852943326,0.020021364400890224
29,0.05179440512301954,0.01755239726001532,0.11053147472674729,0.029019211324570277,0.02011390966427043,0.007268245423069392,0.0072685687281611455,0.024526716451852643
30,0.01639467475564517,0.060670214364681466,0.09919410943984985,0.07532861476238627,0.0689794000322081,0.07612794006406218,0.076128018447459,0.06287176567859895
31,0.03715099427030619,0.02270562761062936,0.04287905541179879,0.029019211324570277,0.08390160188824525,0.10355375685259141,0.10355223265740313,0.08449426675527985
32,0.010946410515672494,0.05860602407041213,0.115082727223484,0.017189079878665303,0.09665687994636851,0.07778985213308662,0.07778911031672897,0.060066210965904115
33,0.03334175935288132,0.028030333539768637,0.045238024285637585,0.051567239635995965,0.02587567722560105,0.0316012760283442,0.03160131659081716,0.015213483791290755
34,0.03213852376137477,0.04106476428687651,0.08342483947081805,0.04630940343781599,0.06675507330066399,0.15307565081210212,0.15307571237272163,0.1433566029315597
35,0.04362521065048844,0.04587599640638763,0.0691546149695004,0.04105156723963599,0.058971131425269774,0.06737449657697005,0.06737211683606288,0.05354323862490057
36,0.030218739467475247,0.050646452951043565,0.002502338372781132,0.06440849342770474,0.18061527342363293,0.12909238986799076,0.12909157488474485,0.11793282977617944
37,0.010979777553083964,0.07804661138575207,0.08815970830054326,0.15436467812605326,0.03991481533324026,0.115524484479996,0.11552443087743414,0.09903202896180274
38,0.004388270980788728,0.02845469493623859,0.0167735458625701,0.0716885743174924,0.05890008638065081,0.0002441624774200124,0.00024409232649533208,0.019275520272397317
39,0.06159420289855064,0.029943929212036133,0.029167785002078755,0.0,0.192976050457757,0.08693599177255659,0.0869356602349926,0.06390233733425923
40,0.08530434782608695,0.07767742819223726,0.041281467965447155,0.07337377822716547,0.08427571754924584,0.07540998296763185,0.07541147757436845,0.09711303862286733
41,0.06880350522413228,0.0021690839464805906,0.021232028334157632,0.014509605662285138,0.37234056292753454,0.10626892961314222,0.10627120659870942,0.12930783419850675
42,0.015962588473205336,0.06382379755996881,0.15937412410100624,0.08144590495449948,0.293963829656302,0.18274852748574397,0.1827477917469966,0.1979505122215323
43,0.1404395011796432,0.06363510657813881,0.05162783656853154,0.08144590495449948,0.23388040671351662,0.15698462276623917,0.1569846694063224,0.17352245643215655
44,0.10086686889113561,0.010457696872809924,0.13831460530162465,0.033164812942366034,0.13922694954515574,0.11576941211015887,0.11576947974838875,0.13897599013258724
45,0.03753724300640404,0.03924914372151708,0.12019218226896622,0.057499157398045175,0.029457771576370306,0.20842934212596934,0.20842979045454121,0.22896947243520674
46,0.06594304010785246,0.035990364155784355,0.025557214142217927,0.10323559150657233,0.023977960615586116,0.14662835875566924,0.1466292087727297,0.17117078570822666
47,0.15619750589821513,0.1729586770427995,0.03002654139867808,0.16552072800808892,0.05172982236597247,0.03948890136333186,0.03948766348364874,0.06077816778263215
48,0.020481968318166732,0.08155307157756625,0.12092789820761723,0.13725985844287153,0.24177156231127575,0.1588454544839236,0.15884339640448594,0.1756672541215046
49,0.11368823727670907,0.04825188361605415,0.27187925637431276,0.022278395685877972,0.24481528654639292,0.007991425516902628,0.007992299529020974,0.014168519694127468
50,0.09219817997977808,0.1048158718795642,0.04300525200499564,0.19774182676103813,0.17479972926981346,0.6995176591607106,0.6995194097166945,0.6787982261609494
51,0.009717896865521047,0.14370062850329635,0.0606302958528,0.1265588136164476,0.47420789230420124,0.5412375818454229,0.5412377676437454,0.5178464509854035
52,0.02075800471857127,0.04004584884849591,0.09389671724293422,0.005830805527468841,0.048146053746449424,0.022138119893560654,0.022138698913993393,0.0009761941239204153
53,0.020119649477586737,0.03918338024685539,0.09379903405934897,0.017526120660599928,0.049445115785839336,0.07444462837346935,0.07444637549138192,0.09489774482482663
54,0.24981159420289958,0.07956895965393504,0.07546578572179719,0.07600269632625548,0.07641546950414124,0.14335883080784326,0.14335953164759116,0.1626490219132025
55,0.02766127401415497,0.07469531553018978,0.03164348590241403,0.10070778564206267,0.11388417251274041,0.16254874733643082,0.1625498498646673,0.18584123508511013
56,0.052017863161442635,0.08849188944270328,0.1938416797422905,0.1488035052241321,0.03692533133362577,0.18794771438048408,0.1879459466331463,0.20665119266577714
57,0.05691439164138845,0.19690063856343054,0.045966656884240675,0.19373104145601616,0.007607563798801724,0.33904710287584106,0.33904734368644135,0.32080354458188004
58,0.04234310751600913,0.046405238840148244,0.05052878274474035,0.19974721941354895,0.0518029141225876,0.0657424378195419,0.0657441560971421,0.08651426868549453
59,0.006530839231547125,0.16855978337741262,0.2004129285638807,0.16334681496461068,0.08735628653279703,0.17797125770703667,0.17797195070461877,0.2042489075835023
60,0.037707785642062466,0.08634009660701691,0.1067102705745292,0.11127401415571292,0.05510128954371532,0.1937045733715516,0.1937027767839014,0.21272676607143998
61,0.09610212335692564,0.0891235960865504,0.1207442683927692,0.13159757330637012,0.054447464948292904,0.2501037922257206,0.25010239732655903,0.27312828156892904
62,0.06198685540950388,0.006803038952911983,0.2796205547268156,0.04199528142905294,0.0019873784038213355,0.06865981088941481,0.0686592981614969,0.04876168925072938
63,0.025422312099764754,0.3034608118517488,0.011482898808104047,0.3707785642062689,0.08566078717747072,0.46503943179308127,0.4650397956090288,0.44658182236566474
64,0.34951061678463213,0.048787140552300934,0.1442484996195872,0.048331648129423616,0.12179662271910632,0.48609218462748666,0.4860921467549456,0.4636322785567501
65,0.07414627569935958,0.03634724995917872,0.05428051428438077,0.0,0.05508847980527314,0.0842232882367723,0.08422118348760539,0.0650653057293239
66,0.020064711830131643,0.1403498006059012,0.007477833546087886,0.12745197168857425,0.08594170697041484,0.023074133141161246,0.023073626854502212,0.03839749244235352
