,XGB,LGBM,RF,kNN,DT,MLR,PLS,lasso
0,0.2352037025484558,0.003625807258641367,0.18910512578191768,0.03834091410927698,0.12643445389496422,0.045697029053082816,0.04586375884321792,0.07353763985880546
1,0.15256097330180549,0.013405104605026752,0.14500967553215457,0.11909648736238965,0.027699023446289717,0.02464828330835689,0.024811798495208204,0.04969911364621149
2,0.08053388460551236,0.055535764432592116,0.11233022816254878,0.18422785880420833,0.021128662076414173,0.17897546243375573,0.17883376781811472,0.1590140144701298
3,0.11815938945400495,0.2089008754505155,0.09436569011295559,0.22077210633226652,0.1487106790873498,0.27083762096415764,0.27086645639817486,0.2608096132280615
4,0.16329305718684473,0.13860016235185393,0.20828045542504903,0.21923910232766422,0.17267449709734034,0.2797321011395125,0.2795948876029093,0.2567357834272651
5,0.042746876027076386,0.035549929957327836,0.013933666351648388,0.15755240055065078,0.002916160388821476,0.1006604125434758,0.10087041565204602,0.09733490386168486
6,0.06999566568461799,0.007588083407603974,0.11802731650240758,0.05958462043770618,0.14648305656811128,0.12090579250912437,0.12087136343396199,0.13978841842471657
7,0.07154294547884024,0.13171911286749438,0.11637167544215002,0.11507025779996449,0.20725889923945817,0.03822413890649334,0.03801917978167291,0.04717332459455592
8,0.0527802656516706,0.050082138519744634,0.1597637370055351,0.04506633866007004,0.20787768327258005,0.22304092798954844,0.22317381436076056,0.24906721366480244
9,0.1982509285489188,0.09503966632861949,0.18554700508528088,0.03312995697683374,0.3606385851221817,0.08014596265477214,0.08010831897632609,0.09623880810249641
10,0.05292672319613079,0.09456738868513517,0.06358242203321018,0.04308373920892372,0.11162863957517655,0.08584364872588102,0.08571397695795269,0.06260714351849495
11,0.025537610424181234,0.05813234528798844,0.08414517798478982,0.1453001049225925,0.24297961387876343,0.37914271330066485,0.37893132496927684,0.38251233805299145
12,0.1122260115013699,0.172558821254561,0.1494055173034503,0.14497310157701004,0.29887268799783995,0.4168793068612834,0.41683523397626976,0.4273925913732716
13,0.31181102991104126,0.0029817635185019897,0.3214803564196056,0.05003824049246408,0.06774672606993382,0.482165791506256,0.48195118857158425,0.48274563579071456
14,0.020763581961421473,0.01755286261281752,0.06066131137212771,0.03671921127326172,0.053381936006480446,0.12713897730140256,0.12715227632113102,0.13867556482422405
15,0.08877244640800086,0.1346400026478397,0.11386796273795124,0.049623508679689454,0.21015255839071156,0.10591252568559995,0.10590692234819288,0.09413084888202483
16,0.04979739937364491,0.19243880412879266,0.09000540029701642,0.22320760998261469,0.35591332523288777,0.19778306051704314,0.19761014173326164,0.17885772395380628
17,0.07063152977727238,0.09926151807303607,0.006427478511316642,0.0416102763700783,0.10876198190900499,0.17985935695245017,0.17986339742489435,0.17644702155247907
18,0.2311904188253079,0.08468345468144911,0.10586269744835886,0.04093136113729101,0.01617388956392607,0.28707421828250496,0.28689964776040267,0.2805531134549464
19,0.1640298173095076,0.06840075747436225,0.15774627604518154,0.0031518232214023945,0.11051707843931413,0.07173119048363596,0.07156010722552775,0.07377549848428422
20,0.15929990511956427,0.15200560669266105,0.09385986229242727,0.2163315100608727,0.039368165249088705,0.29358562828658463,0.29340490121862517,0.28726059488362893
21,0.35379541472286546,0.14633909586846439,0.4004464245533503,0.07524784100887083,0.05380045902524644,0.29143211681848635,0.2914301783872184,0.3034539811172
22,0.23960431363718782,0.017365144176837544,0.2563475991179523,0.04019657411750627,0.09470770892399083,0.3029896824688595,0.3031518448806823,0.31936542605936696
23,0.2417907092081032,0.16235063662139126,0.36469578326807994,0.008658432639377878,0.03734642905359796,0.36820368964194294,0.3683382189123535,0.36863439227195605
24,0.22734125615357237,0.17939807486559758,0.21422910760091962,0.1940509977684324,0.05813757256649117,0.2705892847537288,0.2703891831313905,0.2567326678644184
25,0.017714630799832987,0.021094181848067994,0.0061356374600602115,0.018502672078008042,0.11102673147023086,0.2962325834918083,0.2962151886804873,0.28902944780065243
26,0.014581989484372782,0.1918959517414497,0.03612168669276794,0.14497687776603285,0.05621371675442148,0.3320506505761259,0.3320377368438425,0.32181264513634844
27,0.039798941116705094,0.05315001467776581,0.019750911300121216,0.003419976791594004,0.1934270670601169,0.32683005761890627,0.3269908885395648,0.32931527287452644
28,0.0063228119424726115,0.07029102879517407,0.033176274695108726,0.04457813550732212,0.110193060618334,0.3468766421330819,0.34687015760736606,0.3422181976290404
29,0.10484608784328028,0.04570101392975695,0.1045117231447732,0.0041014020477008195,0.318698528419063,0.39823034469445584,0.3983941175576877,0.3977297080576051
30,0.015475693370418181,0.07738805299557279,0.021170514378291122,0.03912581045616047,0.2505400297016336,0.33948970202281903,0.3396566894893347,0.34177884585383633
31,0.04490050523205777,0.0059113230693595975,0.01971828450564772,0.07015256157792402,0.09987174294586199,0.21729556940923536,0.21746577147903481,0.2223744937081207
32,0.0560652598611929,0.049808732599893185,0.03308131947257115,0.05977806391291823,0.2006210341568787,0.16260694938895404,0.1627745928151872,0.17460512507726011
33,0.05859388037258689,0.010152202108397596,0.01362719949597238,0.12167421425687092,0.038274605103280734,0.3754481427777656,0.37527224076449905,0.35503650961531996
34,0.04102089850827237,0.0428285079007672,0.09766774672607004,0.012003665547837328,0.08113946267044703,0.37231814675540476,0.37214867394870565,0.35748607452869496
35,0.02406833209303591,0.1505370239211721,0.011889203906214896,0.14661147826545096,0.08848386661266378,0.16533097468430638,0.16550256197692367,0.17036578291265606
36,0.03373419008097922,0.10533791072307311,0.061599612978713136,0.014613680907622315,0.00531591737545567,0.12278997587780949,0.12280914968992407,0.13352989651278102
37,0.011426303548273398,0.18307030298205948,0.009940371720444569,0.038379126981016226,0.09163628999594975,0.07371679490082839,0.07390328415931746,0.09160037529546167
38,0.11784036758096658,0.01786223467290457,0.03266414652805902,0.020987980616224214,0.01407452409882548,0.23352088995066328,0.2335336345562104,0.23868124964989884
39,0.03260114040229267,0.030749699960791535,0.08900004500247527,0.013047720770945487,0.0512015660861348,0.073878605085274,0.0738690750830106,0.07150802585390637
40,0.08627166398562647,0.056562803575587184,0.06842468835785931,0.021695953159937442,0.013770757391656452,0.2876120726552188,0.2877788202574053,0.2863154136862699
41,0.019956720861906474,0.27190026604461814,0.012115341343774955,0.13585028261443427,0.0945862022411233,0.08927375211129907,0.08944371431676923,0.09076687361021807
42,0.056811079437214085,0.04182467430788128,0.045838171099411795,0.21516003205004086,0.001080059403267275,0.18999766776700477,0.18982978447644228,0.1744136892787323
43,0.013863453075472765,0.020275695173294972,0.019750461275369613,0.14553635815823512,0.023977318752531396,0.1608295216167286,0.16082687485763286,0.16648005987747133
44,0.11370274335632802,0.0072703129481054285,0.025212636695018387,0.1158956425530232,0.13129472120966657,0.15933856958031473,0.15917390089303596,0.14654437155991024
45,0.05208716909782729,0.1040847996534387,0.04762949462220334,0.05693961023386762,0.12061563385986235,0.07565584608562914,0.07581924829715403,0.09427469432252322
46,0.05867663135296164,0.034979735068372736,0.025344943971918332,0.34005494707566963,0.09335763466990687,0.08423141388511235,0.08424148366581918,0.07256015398327709
47,0.03213956393226047,0.10353069568993833,0.04467035686962789,0.014885123172464598,0.18622924260834348,0.10054067856423476,0.10069470962661875,0.11656581775786379
48,0.03456207464883021,0.014142236693904575,0.01055825570406399,0.16657109501507517,0.15598757931686244,0.1420972889137334,0.14225314935658318,0.16095632464576604
49,0.022908210030158194,0.10790653786928567,0.014792538589623039,0.1966183377942573,0.25761345445428074,0.15481281214009046,0.15496224337637282,0.16809228693638711
50,0.022083054509290934,0.06516352301609663,0.05732167769227242,0.02484594448492683,0.01235317942486841,0.3047140331741686,0.3049362276798359,0.3185266324197913
51,0.2908113774410608,0.03616029712837665,0.27682237523063835,0.013112370569099308,0.017847981638990124,0.47068377315908183,0.4705584783588652,0.45904993101390906
52,0.030969360981358385,0.16286735630002167,0.087740425723415,0.3975261346707858,0.06314490154101335,0.3940771894883036,0.3939365033234442,0.38293352590463803
53,0.01589591185766881,0.028272531791748268,0.035806669366816535,0.3765841079954686,0.05070493162838244,0.12197174173664993,0.12199837101816491,0.11797173791264609
54,0.02606649861188326,0.013362322111731662,0.1022408982494043,0.005524598063837316,0.09052247873633051,0.05966739403431859,0.05969597144336347,0.06428182089467238
55,0.18095268013185373,0.09756385852132521,0.07129292111066088,0.14506916148464427,0.05370595382746052,0.2563719824241064,0.2562174440310685,0.24566947954579743
56,0.22857079839863736,0.4541462149832388,0.04531006705368745,0.24897103777793894,0.01752396381800997,0.14009050671996842,0.1402084911253088,0.15326802022893887
57,0.02601675055714872,0.014495097404415402,0.0027570766392150947,0.11497557564622782,0.0004950272264974687,0.09411872442096289,0.09391425469491341,0.08972895938123462
58,0.16081480489168895,0.06500659092394781,0.06906327348004102,0.03224140880109805,0.22847756626614463,0.24599010442175337,0.24595421661783226,0.24291934892519726
59,0.052531188340568136,0.025939606065069065,0.03378335808469393,0.062453108750605224,0.24872868007740428,0.2661716963613374,0.26596849311104187,0.2559572811051196
60,0.013133299432013912,0.22368089199245175,0.03228927591017611,0.12358246190209377,0.002565141082759459,0.047923029158897706,0.048073471760343184,0.06295898386887247
61,0.26237770058420873,0.10152291748821374,0.1988207101390577,0.1809824352293026,0.2740650735790468,0.018609954891154357,0.018461341670174825,0.006407896719583306
62,0.28995599480104683,0.061673398114393735,0.4024938121596684,0.10844726261268875,0.07422033211826651,0.4139812183586178,0.4139999205840127,0.4089228199467084
63,0.44056437602808585,0.08895378426916534,0.41996512308176903,0.010323696444757391,0.17107690923000773,0.1213793764586843,0.12139135565654097,0.1414375941526504
64,0.16149106429819637,0.012072561928384129,0.22800031501732476,0.1231005765018568,0.19346564061023366,0.01939596155212031,0.019416902908052425,0.03338443974884331
65,0.19261257827434852,0.10508962066087649,0.1855413797758867,0.04285200305602724,0.03014040772242471,0.05516051666636179,0.05518467262557758,0.07193877533095272
66,0.11707634625364716,0.06950883003510427,0.07599387966338289,0.005132150780403688,0.00860672336978538,0.24037829170769928,0.24040566227019886,0.2599463308401583
67,0.016442622642889176,0.021509174340269194,0.055380720939651656,0.09905518487727355,0.010463075469150707,0.10920818346342864,0.10940608407558639,0.13870966282341735
68,0.03442532669858955,0.20606674830882232,0.0045785518203530495,0.1105517318521832,0.05484676657216145,0.00915167133420669,0.009183522975743874,0.025684840718044
69,0.008790309312969091,0.14654730386939663,0.04764974573601466,0.03361303808404442,0.020138607623419236,0.16383912726775363,0.16387713545514793,0.18017622522698806
70,0.01994175227833972,0.1738250862520959,0.02587867332703281,0.24139372015000912,0.22863507492912116,0.10272546019145734,0.1029372130317936,0.13178577884608944
71,0.09001745133324643,0.09606990988195252,0.07611403627199495,0.15360374164114476,0.08262454434993932,0.059936482638036526,0.05981038998234017,0.07191970130547726
72,0.1067724495872692,0.1977805833512048,0.08236015480851414,0.004422186238723591,0.01917105440799255,0.0747599031744991,0.07479608198142751,0.08826310459532993
73,0.12565035385143675,0.0524799205796086,0.13887403807209342,0.07876827528396671,0.1924193330633185,0.14088871638664613,0.140931324400142,0.15997147874321294
74,0.15477211851250938,0.0709181354402208,0.2541037757076636,0.1045150694629634,0.037430808694478235,0.0008081180654212483,0.001021256128575343,0.029824320649517788
75,0.001845969778171419,0.055982348098786994,0.0568730030151659,0.06778970812386542,0.5335763466990685,0.2739936252203422,0.27403944783712186,0.29586616804477694
76,0.014505943765005469,0.22333267796430198,0.13179222357229747,0.17416658532548188,0.3407812429683633,0.25394902272064257,0.2541080034823383,0.28473170276177373
77,0.029607608135821306,0.11612020360999453,0.11915822870257864,0.14678250694067208,0.2186782773052518,0.09875596905471823,0.09874763437003953,0.12239498933618775
78,0.07317302649330482,0.04889705731415661,0.13836506007830307,0.09302040707066483,0.134152378380811,0.1052770495589948,0.10511037311497767,0.07473945879861721
79,0.07252294387639713,0.09275474086041968,0.14465055578056774,0.033014894617972024,0.057027136492507124,0.18675604895193404,0.1867566879542913,0.16336211795121813
80,0.07830596206737661,0.4421284301507781,0.1511511633139816,0.30609187599557297,0.11089509923045782,0.23258605232626106,0.23275289421288525,0.22215552951608142
81,0.06092860933835331,0.14375296898938905,0.034313037217048814,0.12297513449332442,0.13630349669231812,0.21626256647082898,0.21642619375416944,0.20304226319278135
82,0.11821033121909597,0.06779980761067939,0.14395526753971494,0.10579820448633881,0.15252463885513712,0.10894407589013683,0.10910448857019356,0.09293399214422121
83,0.1797877790812975,0.07269975480525903,0.06020791143512838,0.12904901116575795,0.21308671976958743,0.2003210153499373,0.20032101534993785,0.1501273545570475
