# of Features,Feature names,Removed Feature Names,p_value,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,Predictions,Hold_out_set,linkage distance
20,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', '18PG', '14PA', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",None,,0.061204601471978745,0.0007845040010124084,0.7198085385901836,0.006390137962876037,0.8596219429684178,0.004401989876324066,"[array([0.04, 0.05, 0.13, ..., 0.38, 0.2 , 0.28]), array([0.02, 0.13, 0.09, ..., 0.09, 0.03, 0.37]), array([0.07, 0.11, 0.07, ..., 0.22, 0.22, 0.21]), array([0.06, 0.13, 0.09, ..., 0.22, 0.29, 0.39]), array([0.03, 0.09, 0.11, ..., 0.32, 0.26, 0.23])]","[array([0.1 , 0.07, 0.14, ..., 0.45, 0.31, 0.2 ]), array([0.1 , 0.  , 0.05, ..., 0.  , 0.  , 0.21]), array([0.07, 0.14, 0.04, ..., 0.  , 0.31, 0.38]), array([0.01, 0.  , 0.1 , ..., 0.38, 0.32, 0.2 ]), array([0.1 , 0.01, 0.14, ..., 0.34, 0.36, 0.16])]",0.0
19,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', '18PG', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",14PA,,0.061204601471978745,0.0007845040010124084,0.7198085385901836,0.006390137962876037,0.8596219429684178,0.004401989876324066,"[array([0.04, 0.05, 0.13, ..., 0.38, 0.2 , 0.28]), array([0.02, 0.13, 0.09, ..., 0.09, 0.03, 0.37]), array([0.07, 0.11, 0.07, ..., 0.22, 0.22, 0.21]), array([0.06, 0.13, 0.09, ..., 0.22, 0.29, 0.39]), array([0.03, 0.09, 0.11, ..., 0.32, 0.26, 0.23])]","[array([0.1 , 0.07, 0.14, ..., 0.45, 0.31, 0.2 ]), array([0.1 , 0.  , 0.05, ..., 0.  , 0.  , 0.21]), array([0.07, 0.14, 0.04, ..., 0.  , 0.31, 0.38]), array([0.01, 0.  , 0.1 , ..., 0.38, 0.32, 0.2 ]), array([0.1 , 0.01, 0.14, ..., 0.34, 0.36, 0.16])]",0.002
18,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', '18PG', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Hbond_A,,0.06112805434575687,0.0007264591081601279,0.7190625483911033,0.005636564190590075,0.859707418141072,0.004450302310281802,"[array([0.04, 0.05, 0.12, ..., 0.4 , 0.22, 0.28]), array([0.03, 0.12, 0.1 , ..., 0.1 , 0.03, 0.37]), array([0.09, 0.12, 0.06, ..., 0.21, 0.23, 0.2 ]), array([0.06, 0.13, 0.09, ..., 0.23, 0.29, 0.39]), array([0.04, 0.07, 0.1 , ..., 0.32, 0.28, 0.26])]","[array([0.1 , 0.07, 0.14, ..., 0.45, 0.31, 0.2 ]), array([0.1 , 0.  , 0.05, ..., 0.  , 0.  , 0.21]), array([0.07, 0.14, 0.04, ..., 0.  , 0.31, 0.38]), array([0.01, 0.  , 0.1 , ..., 0.38, 0.32, 0.2 ]), array([0.1 , 0.01, 0.14, ..., 0.34, 0.36, 0.16])]",0.004
17,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",18PG,,0.06112805434575687,0.0007264591081601279,0.7190625483911033,0.005636564190590075,0.859707418141072,0.004450302310281802,"[array([0.04, 0.05, 0.12, ..., 0.4 , 0.22, 0.28]), array([0.03, 0.12, 0.1 , ..., 0.1 , 0.03, 0.37]), array([0.09, 0.12, 0.06, ..., 0.21, 0.23, 0.2 ]), array([0.06, 0.13, 0.09, ..., 0.23, 0.29, 0.39]), array([0.04, 0.07, 0.1 , ..., 0.32, 0.28, 0.26])]","[array([0.1 , 0.07, 0.14, ..., 0.45, 0.31, 0.2 ]), array([0.1 , 0.  , 0.05, ..., 0.  , 0.  , 0.21]), array([0.07, 0.14, 0.04, ..., 0.  , 0.31, 0.38]), array([0.01, 0.  , 0.1 , ..., 0.38, 0.32, 0.2 ]), array([0.1 , 0.01, 0.14, ..., 0.34, 0.36, 0.16])]",0.006
16,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DSPC', 'DOTAP', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",DDAB,,0.06112805434575687,0.0007264591081601279,0.7190625483911033,0.005636564190590075,0.859707418141072,0.004450302310281802,"[array([0.04, 0.05, 0.12, ..., 0.4 , 0.22, 0.28]), array([0.03, 0.12, 0.1 , ..., 0.1 , 0.03, 0.37]), array([0.09, 0.12, 0.06, ..., 0.21, 0.23, 0.2 ]), array([0.06, 0.13, 0.09, ..., 0.23, 0.29, 0.39]), array([0.04, 0.07, 0.1 , ..., 0.32, 0.28, 0.26])]","[array([0.1 , 0.07, 0.14, ..., 0.45, 0.31, 0.2 ]), array([0.1 , 0.  , 0.05, ..., 0.  , 0.  , 0.21]), array([0.07, 0.14, 0.04, ..., 0.  , 0.31, 0.38]), array([0.01, 0.  , 0.1 , ..., 0.38, 0.32, 0.2 ]), array([0.1 , 0.01, 0.14, ..., 0.34, 0.36, 0.16])]",0.008
15,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DSPC', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",DOTAP,,0.06104490035803402,0.00044808166494274737,0.7190692839294157,0.006945886084064595,0.8618087345916268,0.0025206437126485642,"[array([0.02, 0.04, 0.12, ..., 0.38, 0.24, 0.27]), array([0.03, 0.14, 0.1 , ..., 0.11, 0.03, 0.38]), array([0.08, 0.12, 0.07, ..., 0.2 , 0.19, 0.2 ]), array([0.08, 0.12, 0.1 , ..., 0.22, 0.31, 0.34]), array([0.04, 0.07, 0.11, ..., 0.32, 0.33, 0.33])]","[array([0.1 , 0.07, 0.14, ..., 0.45, 0.31, 0.2 ]), array([0.1 , 0.  , 0.05, ..., 0.  , 0.  , 0.21]), array([0.07, 0.14, 0.04, ..., 0.  , 0.31, 0.38]), array([0.01, 0.  , 0.1 , ..., 0.38, 0.32, 0.2 ]), array([0.1 , 0.01, 0.14, ..., 0.34, 0.36, 0.16])]",0.01
14,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",DSPC,,0.06104490035803402,0.00044808166494274737,0.7190692839294157,0.006945886084064595,0.8618087345916268,0.0025206437126485642,"[array([0.02, 0.04, 0.12, ..., 0.38, 0.24, 0.27]), array([0.03, 0.14, 0.1 , ..., 0.11, 0.03, 0.38]), array([0.08, 0.12, 0.07, ..., 0.2 , 0.19, 0.2 ]), array([0.08, 0.12, 0.1 , ..., 0.22, 0.31, 0.34]), array([0.04, 0.07, 0.11, ..., 0.32, 0.33, 0.33])]","[array([0.1 , 0.07, 0.14, ..., 0.45, 0.31, 0.2 ]), array([0.1 , 0.  , 0.05, ..., 0.  , 0.  , 0.21]), array([0.07, 0.14, 0.04, ..., 0.  , 0.31, 0.38]), array([0.01, 0.  , 0.1 , ..., 0.38, 0.32, 0.2 ]), array([0.1 , 0.01, 0.14, ..., 0.34, 0.36, 0.16])]",0.012
13,"['P_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",N_charged_centers,,0.06104490035803402,0.00044808166494274737,0.7190692839294157,0.006945886084064595,0.8618087345916268,0.0025206437126485642,"[array([0.02, 0.04, 0.12, ..., 0.38, 0.24, 0.27]), array([0.03, 0.14, 0.1 , ..., 0.11, 0.03, 0.38]), array([0.08, 0.12, 0.07, ..., 0.2 , 0.19, 0.2 ]), array([0.08, 0.12, 0.1 , ..., 0.22, 0.31, 0.34]), array([0.04, 0.07, 0.11, ..., 0.32, 0.33, 0.33])]","[array([0.1 , 0.07, 0.14, ..., 0.45, 0.31, 0.2 ]), array([0.1 , 0.  , 0.05, ..., 0.  , 0.  , 0.21]), array([0.07, 0.14, 0.04, ..., 0.  , 0.31, 0.38]), array([0.01, 0.  , 0.1 , ..., 0.38, 0.32, 0.2 ]), array([0.1 , 0.01, 0.14, ..., 0.34, 0.36, 0.16])]",0.014
12,"['P_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'DOPE', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Double_bonds,,0.06069906357099231,0.00046783222006853935,0.7192445194603144,0.004169845773528753,0.8626422850791968,0.0021518182766310273,"[array([0.04, 0.05, 0.12, ..., 0.4 , 0.28, 0.27]), array([0.03, 0.13, 0.1 , ..., 0.1 , 0.06, 0.39]), array([0.08, 0.11, 0.07, ..., 0.23, 0.2 , 0.23]), array([0.06, 0.13, 0.1 , ..., 0.22, 0.3 , 0.34]), array([0.04, 0.07, 0.11, ..., 0.32, 0.34, 0.33])]","[array([0.1 , 0.07, 0.14, ..., 0.45, 0.31, 0.2 ]), array([0.1 , 0.  , 0.05, ..., 0.  , 0.  , 0.21]), array([0.07, 0.14, 0.04, ..., 0.  , 0.31, 0.38]), array([0.01, 0.  , 0.1 , ..., 0.38, 0.32, 0.2 ]), array([0.1 , 0.01, 0.14, ..., 0.34, 0.36, 0.16])]",0.016
11,"['P_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'DOPE', 'Size', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",PDI,,0.05971437713475838,0.0007666893635589166,0.7267413451515834,0.007912789016413195,0.8686184980421234,0.0022028502148192567,"[array([0.04, 0.05, 0.13, ..., 0.37, 0.28, 0.32]), array([0.03, 0.08, 0.1 , ..., 0.12, 0.02, 0.36]), array([0.05, 0.11, 0.08, ..., 0.22, 0.19, 0.24]), array([0.06, 0.1 , 0.1 , ..., 0.23, 0.3 , 0.37]), array([0.05, 0.08, 0.11, ..., 0.33, 0.29, 0.29])]","[array([0.1 , 0.07, 0.14, ..., 0.45, 0.31, 0.2 ]), array([0.1 , 0.  , 0.05, ..., 0.  , 0.  , 0.21]), array([0.07, 0.14, 0.04, ..., 0.  , 0.31, 0.38]), array([0.01, 0.  , 0.1 , ..., 0.38, 0.32, 0.2 ]), array([0.1 , 0.01, 0.14, ..., 0.34, 0.36, 0.16])]",0.018
