,HepG2,HEK293,B16,PC3,N2a,ARPE19
RF,0.8507433967879017,0.7523441986287496,0.8944906986611603,0.8751917116573905,0.900636933034962,0.8261675669835276
MLR,0.47672292104170877,0.3933855102273657,0.6850116818144911,0.635892587306722,0.48019043778813975,0.5317341203860553
lasso,0.29082015387784554,0.19549056059147785,0.09723880392777196,0.11989511958353988,0.4676671950926678,0.41674739560981366
PLS,[0.4723702079586404],[0.4535792462742589],[0.6767168121850218],[0.652451919833965],[0.44204635029003164],[0.41599048817710166]
kNN,0.5398496120388712,0.4880487495770849,0.6122847654029896,0.7127225060791377,0.6687986716184852,0.5837808906283033
LGBM,0.869795127875956,0.7739800891359867,0.9137840488627198,0.8822125066388977,0.8922878420970821,0.8371522539210628
XGB,0.8497721292873415,0.7845669332476752,0.9042706585211201,0.8700097661965631,0.8829396537955673,0.8576960372614223
DT,0.8010754443157924,0.5227493632225043,0.830942273402647,0.7819882703014909,0.7844539034230955,0.7830754798771153
