,HepG2,HEK293,B16,PC3,N2a,ARPE19
RF,0.07556280357411012,0.09947763437541209,0.06498141571452495,0.07116355443702882,0.06302237083944177,0.11318920547211792
MLR,0.13224733386649815,0.14167631487459953,0.10945134274349691,0.12627164228528792,0.13396285810280598,0.1880959562950033
lasso,0.14408031739817298,0.15569777150091527,0.1546284932033558,0.15665864192208329,0.13378202389140675,0.18468425859819634
PLS,0.13276759132740146,0.14033534549626506,0.10339983478533588,0.12154450389097325,0.13604767885533472,0.18458555997179008
kNN,0.11601564720934576,0.12299153158095458,0.10833937013014161,0.10601366769717811,0.1062823959955085,0.15142339234062854
LGBM,0.07099511447121493,0.09326046344074089,0.05850469987493793,0.06925441411842811,0.07235998013512826,0.10812837593756296
XGB,0.07543824137161266,0.09398774073378895,0.05730740753741619,0.07261956913872253,0.07048921253031239,0.10392633087303438
DT,0.07806630722791295,0.11938128390131603,0.07695692727069708,0.08256349979322951,0.0865280868121777,0.12062431533646323
