,RF,XGB,LGBM,DT,kNN,lasso,PLS,MLR
0,0.15427787167569354,0.15117166060919263,0.02630078965399335,0.009491798870664203,0.09031277157601508,0.20460310742909382,0.26661266150736057,0.2667946686057087
1,0.004516360644822581,0.0035075366689364396,0.010731890603787153,0.07239849421887601,0.005730644506702853,0.05839730707061619,0.06012432343337179,0.06036868687553787
2,0.09259785976773072,0.1372996240525709,0.0958087001303575,0.0794299542887873,0.040105391797391976,0.059120722140503956,0.03540991773574373,0.0352657449751175
3,0.030100613217412198,0.020808732927919404,0.010616186681002615,0.09723043828986286,0.03611576756104734,0.023910702059233124,0.06566516103638864,0.0657635935649899
4,0.022731833954339975,0.031198584110258,0.08641265670288956,0.030895401989782162,0.09317610045861588,0.07533497436776027,0.05085174107364615,0.05076077804364715
5,0.18680419403577508,0.1528023510217731,0.020905309765984592,0.05626512503361114,0.11157473926306855,0.1947770998153916,0.0024071239376565745,0.002377162508933106
6,0.034686743748319426,0.045177429449689666,0.023486639473021043,0.0496773326162947,0.11137031901126992,0.30677038337922197,0.08810737293244508,0.08781408013140823
7,0.07837710256640074,0.04504166957382616,0.05050708636345558,0.012342027426727631,0.18514607323561538,0.06620782794167854,0.04534723801617102,0.0455747024282373
8,0.05455747832878788,0.02551510398764223,0.1411475530974683,0.0058080129066954145,0.0035856173772988442,0.2466963444571203,0.001227586758453636,0.001153193459224655
9,0.09898439320605884,0.10198853493666382,0.11718587436454542,0.16628894095955127,0.08537997445112488,0.14373437140010115,0.10851654544300882,0.10861664954205813
10,0.06011374345382142,0.06519496162817917,0.03069115033246613,0.0,0.10948412287672854,0.25878333488260674,0.3372987354212075,0.33694891410942285
11,0.03492419877335168,0.054182463634331435,0.011095986839958431,0.0,0.13033610872079035,0.15733478988795485,0.29671181386091616,0.2963618417879453
12,0.15362276725694324,0.15598097902755964,0.06768961903957066,0.008671685937079857,0.17806379845679307,0.012555717832861857,0.324378534423032,0.3240428491937372
13,0.04617537409783318,0.026846588194835097,0.09140355994510344,0.008671685937079857,0.11339498135256487,0.23812731750788269,0.3219659014264955,0.32179058937458294
14,0.030134323102728677,0.07115721338761372,0.0019465955087850095,0.008671685937079857,0.05388688729557836,0.05252819787329699,0.3405550699162791,0.3403905860938482
15,0.06156429339684233,0.02052332118301825,0.03329156311769699,0.0,0.014542246955172866,0.073334510855946,0.3495381954733058,0.34969730047296477
16,0.021069959282449202,0.03235962365897438,0.09860081674761928,0.0,0.20133298900891433,0.14674117418183985,0.3355982389628693,0.3356144342591453
17,0.015872605603144546,0.03065711698182061,0.06770707863957312,0.07641839204087114,0.008857007451930465,0.07826019418928779,0.18072851009708485,0.18091927317250894
18,0.020238583400555565,0.018724602480093666,0.08540668040753613,0.03307340682979293,0.07289079227323703,0.07053705660114737,0.08507446885338715,0.0847798237465299
19,0.2904842123458687,0.28393038230642387,0.020223645724755046,0.0810701801559559,0.1769769274361206,0.1909839291089446,0.06850614129784274,0.06888785714698575
20,0.04420131339709843,0.004924257265107812,0.02316179024900511,0.04349287442860983,0.10238277375922947,0.030866960516242464,0.12581789855641456,0.12560481927105943
21,0.009426705207493053,0.00565752387046814,0.19055709269441057,0.0610379134175853,0.23200386874891143,0.2183998423402714,0.031287599727707976,0.0310986136785234
22,0.0014079352275103818,0.00414159893989563,0.11727480027100379,0.0,0.16155015553803526,0.21906568535633308,0.18382608721388313,0.18353301357031315
23,0.024570628305099932,0.0007288157939910889,0.07068589152202687,0.0,0.18066969033115365,0.22495282393822466,0.18420024896583553,0.1842672708779343
24,0.07978067580890924,0.037325456093382725,0.18270261171308405,0.0,0.2117451269821157,0.006217092782460881,0.19268270916997365,0.1927758083906385
25,0.00036031191180424803,0.002640753984451294,0.03322462136730771,0.0,0.43580538276815284,0.12045124422791474,0.008582258036337165,0.008851980862453687
26,0.03631361156993056,0.07225598347190254,0.022067516116335086,0.0668190373756386,0.06528571286353797,0.011635032359659084,0.09304669020072348,0.09315525604976406
27,0.0004974455498789998,0.019647717475891113,0.05276414806093721,0.0223178273729497,0.07026581614671355,0.16429640983254082,0.00387102159702421,0.004226794897163308
28,0.03373502221539334,0.025820913430855297,0.05256634002081416,0.11289517151307951,0.03564424387538787,0.07940726419709632,0.22986412211642437,0.22959909374573212
29,0.07371836387149647,0.11337313127312554,0.01492135656290109,0.0,0.13414804005972078,0.002865927297937748,0.1346657631826796,0.13449975889164487
30,0.12174518239670168,0.1306306070523674,0.18847428456796353,0.0015125033611185779,0.09847507415269516,0.05538310593227788,0.1050978788982424,0.10490127148112892
31,0.012131195661916285,0.004116475582122803,0.049804586615845164,0.10416106480236621,0.07199632447511506,0.20003087717477355,0.007439697232346887,0.00761574198961007
