group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.03,0.9884,-0.1342,0.0742,False
DT,MLR,0.0833,0.2294,-0.0209,0.1875,False
DT,PLS,0.0756,0.3526,-0.0286,0.1798,False
DT,RF,-0.0262,0.9949,-0.1304,0.078,False
DT,XGB,-0.0298,0.9888,-0.134,0.0744,False
DT,kNN,0.0152,0.9999,-0.089,0.1194,False
DT,lasso,0.0799,0.2803,-0.0243,0.1841,False
LGBM,MLR,0.1134,0.0219,0.0092,0.2176,True
LGBM,PLS,0.1056,0.0444,0.0014,0.2098,True
LGBM,RF,0.0038,1.0,-0.1004,0.108,False
LGBM,XGB,0.0002,1.0,-0.104,0.1044,False
LGBM,kNN,0.0452,0.8934,-0.059,0.1494,False
LGBM,lasso,0.1099,0.0302,0.0057,0.2141,True
MLR,PLS,-0.0078,1.0,-0.112,0.0964,False
MLR,RF,-0.1095,0.0313,-0.2137,-0.0053,True
MLR,XGB,-0.1132,0.0223,-0.2174,-0.009,True
MLR,kNN,-0.0682,0.4935,-0.1724,0.036,False
MLR,lasso,-0.0035,1.0,-0.1076,0.1007,False
PLS,RF,-0.1018,0.0614,-0.2059,0.0024,False
PLS,XGB,-0.1054,0.0452,-0.2096,-0.0012,True
PLS,kNN,-0.0604,0.6496,-0.1646,0.0438,False
PLS,lasso,0.0043,1.0,-0.0999,0.1085,False
RF,XGB,-0.0036,1.0,-0.1078,0.1006,False
RF,kNN,0.0414,0.9311,-0.0628,0.1456,False
RF,lasso,0.1061,0.0425,0.0019,0.2103,True
XGB,kNN,0.045,0.8956,-0.0592,0.1492,False
XGB,lasso,0.1097,0.0308,0.0055,0.2139,True
kNN,lasso,0.0647,0.5631,-0.0395,0.1689,False
