group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0045,1.0,-0.0973,0.0883,False
DT,MLR,0.0726,0.2552,-0.0202,0.1655,False
DT,PLS,0.076,0.2027,-0.0168,0.1689,False
DT,RF,-0.0032,1.0,-0.096,0.0897,False
DT,XGB,-0.0044,1.0,-0.0972,0.0885,False
DT,kNN,0.0339,0.9558,-0.059,0.1267,False
DT,lasso,0.104,0.0158,0.0112,0.1968,True
LGBM,MLR,0.0771,0.1873,-0.0157,0.17,False
LGBM,PLS,0.0805,0.1452,-0.0123,0.1734,False
LGBM,RF,0.0013,1.0,-0.0915,0.0942,False
LGBM,XGB,0.0001,1.0,-0.0927,0.093,False
LGBM,kNN,0.0384,0.9159,-0.0545,0.1312,False
LGBM,lasso,0.1085,0.0095,0.0157,0.2013,True
MLR,PLS,0.0034,1.0,-0.0894,0.0962,False
MLR,RF,-0.0758,0.2058,-0.1687,0.017,False
MLR,XGB,-0.077,0.1892,-0.1698,0.0158,False
MLR,kNN,-0.0388,0.9111,-0.1316,0.054,False
MLR,lasso,0.0314,0.9709,-0.0615,0.1242,False
PLS,RF,-0.0792,0.1607,-0.1721,0.0136,False
PLS,XGB,-0.0804,0.1469,-0.1732,0.0124,False
PLS,kNN,-0.0422,0.8677,-0.135,0.0507,False
PLS,lasso,0.028,0.9849,-0.0649,0.1208,False
RF,XGB,-0.0012,1.0,-0.094,0.0917,False
RF,kNN,0.037,0.9294,-0.0558,0.1299,False
RF,lasso,0.1072,0.011,0.0143,0.2,True
XGB,kNN,0.0382,0.9174,-0.0546,0.131,False
XGB,lasso,0.1084,0.0096,0.0155,0.2012,True
kNN,lasso,0.0701,0.2987,-0.0227,0.163,False
