,LGBM,XGB,RF,DT,kNN,PLS,lasso,MLR
0,0.12255879383396895,0.11261118167109352,0.5514848546868604,0.4387279983626689,0.23071587461605114,0.21367046151909364,0.16775524781643314,0.08798926129410095
1,0.09569392314812808,0.11913318849712717,0.030918952108064224,0.0074703233729022656,0.12561658640375156,0.2588568421976266,0.19667177061430197,0.26668150141859637
2,0.1469426700020442,0.15539491581614273,0.12445354072861181,0.1156109291854277,0.2385788928265143,0.42325657934143757,0.3989835735873432,0.20497504901975705
3,0.17972609639673875,0.14325284799297866,0.03347318870241456,0.06281211625051175,0.48455526258724957,0.29865500064934414,0.25739184630953876,0.21130985733567642
4,0.14644117025550996,0.14046148633156652,0.14853049529267293,0.3268522308636921,0.08437658202108511,0.31852256192871287,0.3523808393601079,0.11940001664624428
5,0.015371630842058503,0.020019314082196926,0.014807613589848723,0.2344453540728612,0.565183909317043,0.09922998598400146,0.10091569560328933,0.30928936243337035
6,0.09496826217928589,0.03124564271260133,0.022330126893164604,0.06512777030583006,0.21692558629537695,0.17382479956124103,0.1423021085850909,0.28755316553787597
7,0.3576498157882998,0.39397872558051916,0.2448106835857553,0.5325931232091692,0.2693627144052005,0.20434847880046125,0.2739075352794996,0.3190578873120409
8,0.03987658636714114,0.031146412836544013,0.20302599263200982,0.5388866148178469,0.08448483308185054,0.06281106989268787,0.031906376522219726,0.10743789835497602
9,0.05486250639758938,0.10219509139004379,0.0307337290216948,0.10102844862873517,0.03000394891510305,0.26861691597222925,0.3216458376630639,0.3345015954038293
10,0.3936803605058624,0.3570538910256025,0.1279062627916493,0.06024866966844045,0.006081023907820615,0.38636887893746963,0.3848349066013961,0.4019912933082701
11,0.03544980851050969,0.013803670628852571,0.02351105198526371,0.10744985673352436,0.2646441660190826,0.3998517842890663,0.4024472885633402,0.11592770825852322
12,0.12998539399895342,0.06604894535784539,0.07560683585755212,0.07273331968890695,0.19395889482954654,0.03388777359189282,0.005271236520598188,0.32382734925268175
13,0.15616750003854762,0.24648641321291165,0.2556191158411789,0.5422380270159639,0.11739364683604081,0.27557284356149675,0.25722478637007035,0.11986059465519083
14,0.10021625050620375,0.09484096433215594,0.09819586573884587,0.007865037132331443,0.08117954691900042,0.3464551926016441,0.3868130800167756,0.27289392707001325
15,0.24367738611232792,0.14767430036515927,0.4868092509209986,0.5048915268112976,0.13334410122096496,0.4488856558856513,0.5065991156873114,0.17065082743029186
16,0.08782538739625895,0.0944987068984336,0.27881498158002394,0.1640839716975615,0.12796514139571302,0.01000520643609576,0.01924857519917672,0.2460667126843905
17,0.18243077163826427,0.1260043832790252,0.4033872288170282,0.6252430413426115,0.1858278510425545,0.34430939134278205,0.3933045330623634,0.12779480825857953
18,0.04282538011243231,0.042539578551793245,0.3977691363078182,0.15709607625285082,0.19343334902856413,0.0988887023200028,0.07853995881664572,0.24111885313594256
19,0.0671645691151933,0.048584969718096005,0.0942826442898077,0.18131395824805568,0.08430434921234808,0.11783053223167628,0.08078459353822459,0.3638932431396422
20,0.19291682912336539,0.15781065776511105,0.002442693409742347,0.04509970177182615,0.08505904503958306,0.07479373076145251,0.07507037863671345,0.38590964054249977
21,0.04191523324303392,0.04647406531902698,0.054876176831764045,0.07337290216946385,0.18773730592932047,0.11697811417546011,0.15491922442082595,0.047770468409215894
22,0.12726164300084453,0.13935532025318853,0.0915646745804341,0.06112215659902931,0.5852791350753561,0.08414204593272079,0.1046631824344062,0.5082034417353211
23,0.38506153311252495,0.3305000732826298,0.00032746623004503705,0.05249693000409335,0.43160880084028064,0.24667845431710428,0.24421302889941093,0.2617094205702733
24,0.09111557040913693,0.06356143757450838,0.10336676217765,0.09043696275071617,0.4484107239216701,0.3299600976493401,0.3874808139222391,0.11467153570560612
25,0.1268554209502762,0.10324379801750183,0.24349672533769928,0.2552957429390094,0.03148755666345371,0.5160393385721127,0.5118962961980024,0.26245652620820653
26,0.14578510443821138,0.14524227284379926,0.15876176831764224,0.12290216946377407,0.22731318546016843,0.288191923190186,0.296452860323908,0.1839006139228968
27,0.1808454269538779,0.2161088082276062,0.20693000409332823,0.391526811297585,0.3105986702543223,0.22371608610970078,0.2776876304038283,0.11373401914745318
