,RF,LGBM,DT,XGB,kNN,PLS,MLR,lasso
0,0.007246527319882194,0.0009685512492205292,0.0,0.0024230778217315674,0.0,0.06893088261171026,0.1321596915987662,0.07118414429287881
1,0.0015256165106158526,0.0012724876284414836,0.0,0.00021860003471374512,0.11363658163232605,0.026953435901951858,0.11514447432138,0.07268610422244409
2,0.0038023382503469556,0.0015905072648148002,0.0,0.0395294725894928,0.0,0.0009966903310427988,0.09417521688983452,0.0727319081287934
3,0.005717361202690234,0.0015905072648148002,0.0,0.000151902437210083,0.0,0.01246181618458958,0.08398204517250923,0.07251540293737446
4,0.014482867378785888,0.0007377745391669421,0.0,0.0006365776062011719,0.0,0.017838673962750726,0.07269220727510468,0.0728582617137119
5,0.0,0.0012724876284414836,0.0,0.000163346529006958,0.0,0.0049007041300338505,0.0633875152035576,0.09668744434302998
6,0.019555831339525143,0.0012724876284414836,0.0,0.001046508550643921,0.0,0.004828091578286092,0.0022643006828973935,0.11016417854790202
7,0.00014769879994725046,0.0009685512492205292,0.0,0.005137264728546143,0.0,0.018901732140424496,0.013003166410913324,0.1161210789182763
8,0.001792661215877621,0.0012724876284414836,0.0,0.0019946396350860596,0.0,0.04236264036670184,0.005120427720168658,0.11602137480855917
9,0.04352689835659969,0.001331146858329671,0.0,0.0062972307205200195,0.0,0.05917492870528909,0.014792221706847916,0.11644176951185804
10,0.005437146373780951,0.0018814670883317848,0.0,0.015062451362609863,0.1550316540562286,0.08748265191579535,0.004215747729320608,0.11670822268923352
11,0.0005523869181062905,0.0012797673843712122,0.0,0.008851051330566406,0.0,0.02527972041262054,0.02471429629955893,0.10674764419995401
12,0.00018033759725702244,0.0009685512492205292,0.0,0.002112656831741333,0.0,0.13814366793665464,0.002699713216763583,0.021773604334283936
13,0.0014681964042375494,0.0009685512492205292,0.0,0.00021353363990783691,0.0,0.05306136372312273,0.008877625889537315,0.022607844260812165
14,0.00016599630753000124,0.0017451513127379904,0.0,0.0015097260475158691,0.0,0.0018705262000291711,0.018642874430186075,0.07278803036154853
15,0.009680974987911562,0.0015905072648148002,0.0,0.00011751055717468262,0.0,0.022897446869103,0.0367231220913773,0.07092528515440329
16,0.0,0.0009685512492205292,0.0,0.0008613467216491699,0.0,0.04463200977657894,0.05348570253067498,0.09254925625297333
17,0.0007612697261418086,0.0017793560637933104,0.0,0.005018770694732666,0.0,0.02529598931797515,0.0654827799081868,0.09717821169718233
18,0.001886137852213285,0.0009685512492205292,0.0,0.00039082765579223633,0.0,0.010161971006618795,0.017226919319233435,0.09655409944855148
19,0.0,0.0015905072648148002,0.0,0.00010445713996887207,0.0,0.02989822768363571,0.005331004638011754,0.09678865163825168
20,0.013490988614884175,0.0015905072648148002,0.0,0.0012272298336029053,0.0,0.05535266852070776,0.005447491818487524,0.09532993946362174
21,1.4670974548331821e-05,0.0009685512492205292,0.0,0.004811286926269531,0.0,0.014748721719158281,0.057589208017683885,0.11420720170992109
22,0.0005169677788034643,0.000744830756454435,0.0,0.003522932529449463,0.0,0.07168052919817092,0.08534749390722049,0.11959706142370059
23,0.0,0.03656325582049716,0.0,0.2758370041847229,0.0,0.05133132502740931,0.016401175407405776,0.024216400895603382
24,6.610180667282077e-05,0.0011257131924068832,0.0,0.002164125442504883,0.0,0.03952641336580684,0.027559782459073364,0.024116063912276053
25,0.0012089267660116928,0.0006776030003670479,0.0,0.00025135278701782227,0.0,0.06910989953043245,0.08484136639168034,0.07346479232006187
26,0.0027098993362345597,0.0009815393795880025,0.0,0.00034818053245544434,0.0,0.017566050317443377,0.09037950409748481,0.0735090796442793
27,0.0004207877269330523,0.0011257131924068832,0.0,0.0008996725082397461,0.0,0.00899367194197366,0.11172469843074971,0.07270739434583727
28,0.00031258516857883887,0.0005037571768126119,0.0,0.003560394048690796,0.0,0.012967801478897076,0.08204488288626459,0.07252477323760594
29,0.001202525385731241,0.0009815393795880025,0.0,0.001679450273513794,0.08372355423456597,0.0025842391504744405,0.040139236082580666,0.09758170688156086
30,0.0021139390742450216,0.0005037571768126119,0.0,0.000580906867980957,0.0,0.017254300420631988,0.02617551868077492,0.09657010110870193
31,0.0004877137456591503,4.109727019818461e-05,0.0,0.0005198121070861816,0.0,0.029758246112096293,0.004768380623170565,0.11863498967890371
32,0.001816200712119215,4.109727019818461e-05,0.0,0.0002695620059967041,0.2096800947467731,0.03747096308726557,0.01681031462265055,0.1161537597421299
33,0.0,0.0029695221919801198,0.0,0.00843772292137146,0.0,0.09568312127927625,0.02813739257741812,0.02321972006240121
34,3.610048793353554e-05,0.0029695221919801198,0.014769879994725042,0.0009232163429260254,0.0,0.06676125682585979,0.008230656009870569,0.023853781431607365
35,0.0,0.0025328099315846033,0.014769879994725042,0.008506566286087036,0.0,0.06152295287665338,0.06561718301966919,0.024356302674788832
36,0.0,0.0025328099315846033,0.0,0.0004283487796783447,0.0,0.025511877195739996,0.029610082169107748,0.07252149672331924
37,0.0,0.0043531513291293076,0.0,0.0019172728061676025,0.0,0.0012859310233588606,0.0504294386805535,0.07295264759260642
38,0.0016246867994197554,0.004923522751747793,0.0,0.009312450885772705,0.022264807387402198,0.01508580134102841,0.09828128927927705,0.07312895482514428
39,0.0038353389159963077,0.002696892069099734,0.0,0.002199709415435791,0.0,0.03152327148612799,0.17213383968122764,0.07298672349815091
40,0.0,0.08908629353426403,0.09039957800342878,0.111491507505594,0.0,0.2040280716991834,0.0485348011162024,0.08399320659666658
41,0.0020331388192887604,0.0034205254598001257,0.08683898193327179,0.0007570087909698486,0.0,0.011687988746395678,0.012547614882966289,0.09536583722802798
42,0.03858702030858506,0.0029695221919801198,0.08683898193327179,0.005504637956619263,0.0,0.0009223631891307343,0.00022569931351213668,0.09476221561972256
43,0.008834701525341777,0.007139159585844397,0.0,0.014489412307739258,0.0,0.07316481741570102,0.009325742679556786,0.11683187448881333
44,0.0034689244582179458,0.02001158283181236,0.0,0.045930057764053345,0.0,0.03055947188901119,0.018294827812270428,0.11855336756428356
45,0.02408820900552406,0.03559236264312993,0.04839773176842943,0.04288933871918932,0.0,0.002007048691791309,0.029488117342230027,0.07241417565916167
46,0.0026811343355751926,0.006745828617424747,0.0,0.012095272541046143,0.1448477281467724,0.06626507266639803,0.0862677763032915,0.1206486502476093
47,0.020162484379219192,0.06597518869962234,0.0,0.015397310256958008,0.036558117130784475,0.07842705715725824,0.05137980909257432,0.12090413987902399
48,0.016466957731266062,0.003072735916358587,0.0,0.0026023685932159424,0.0,0.10888556532618077,0.10838474916064689,0.024226516249669455
49,0.09552527662126435,0.004456365053507776,0.0,0.0005161464214324951,0.0,0.09636455404502348,0.08775963507037346,0.024685586099316204
50,0.02534253821204072,0.004456365053507776,0.0,0.002453625202178955,0.024525704580296293,0.06832668803627553,0.06752507529056036,0.024770173740505108
51,0.028511351754865202,0.0031285074936712445,0.0,0.0052759647369384766,0.0,0.015583725255407715,0.03751407956055499,0.07330867563579038
