group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0101,0.8644,-0.0323,0.0121,False
DT,MLR,0.075,0.0,0.0529,0.0972,True
DT,PLS,0.0751,0.0,0.0529,0.0973,True
DT,RF,-0.01,0.8732,-0.0322,0.0122,False
DT,XGB,-0.0122,0.7084,-0.0344,0.01,False
DT,kNN,0.0331,0.0002,0.0109,0.0553,True
DT,lasso,0.0775,0.0,0.0553,0.0997,True
LGBM,MLR,0.0852,0.0,0.063,0.1074,True
LGBM,PLS,0.0852,0.0,0.063,0.1074,True
LGBM,RF,0.0001,1.0,-0.022,0.0223,False
LGBM,XGB,-0.0021,1.0,-0.0243,0.0201,False
LGBM,kNN,0.0432,0.0,0.021,0.0654,True
LGBM,lasso,0.0876,0.0,0.0654,0.1098,True
MLR,PLS,0.0,1.0,-0.0222,0.0222,False
MLR,RF,-0.085,0.0,-0.1072,-0.0628,True
MLR,XGB,-0.0873,0.0,-0.1094,-0.0651,True
MLR,kNN,-0.0419,0.0,-0.0641,-0.0198,True
MLR,lasso,0.0024,1.0,-0.0198,0.0246,False
PLS,RF,-0.0851,0.0,-0.1073,-0.0629,True
PLS,XGB,-0.0873,0.0,-0.1095,-0.0651,True
PLS,kNN,-0.042,0.0,-0.0642,-0.0198,True
PLS,lasso,0.0024,1.0,-0.0198,0.0246,False
RF,XGB,-0.0022,1.0,-0.0244,0.02,False
RF,kNN,0.0431,0.0,0.0209,0.0653,True
RF,lasso,0.0874,0.0,0.0653,0.1096,True
XGB,kNN,0.0453,0.0,0.0231,0.0675,True
XGB,lasso,0.0897,0.0,0.0675,0.1119,True
kNN,lasso,0.0444,0.0,0.0222,0.0665,True
