,LGBM,XGB,DT,RF,kNN,PLS,lasso,MLR
0,0.0036219663678500806,0.00718298414722085,0.0,0.0,0.0,0.03223898347420526,0.02661769976468828,0.04891863144371041
1,0.000278321802587148,0.0065597062930464745,0.0,0.005761538050163111,0.003104821218925902,0.002188326587309511,0.02661769976468828,0.011738034784330007
2,0.0047253621581321206,0.00031539835617877543,0.0048665704048344765,0.0,0.02946216121355935,0.021274006776623063,0.05050438091666615,0.0044078600941099425
3,0.008207702808789111,0.0004973355680704117,0.0,0.015287889726723356,0.0,0.026788016355983782,0.03590466970216272,0.012282007436166038
4,0.0003644479713995822,0.09515249811093607,0.09369484999197819,0.0020300550831595272,0.09369484999197819,0.06547804705622161,0.06961372583824843,0.07880947566752447
5,0.014221660971685566,0.0034228076692670584,0.0,0.0020252419915503506,0.0,0.030877224627963495,0.014775813709320906,0.019748797473075126
6,0.0016258244881924926,0.013477970845997334,0.07299855607251722,0.007575605647360822,0.0,0.0365247715900952,0.07391332844560444,0.028538257682111323
7,0.007415333579844517,0.010338153690099716,0.0,0.0,0.0210758443073371,0.045946455755386834,0.07391332844560444,0.03553954429487683
8,0.010695645508539598,0.0026457931380718946,0.0,0.0010931065832397455,0.10616120605530155,0.04201155566318108,0.02661769976468828,0.02848875514666819
9,0.0031152287706565688,0.00010165327694267035,0.0,0.000936948499919782,0.0,0.029818841359886245,0.036291704435491734,0.05307551807398654
10,0.003989374333968988,0.004587484989315271,0.0,0.0020300550831595272,0.0,0.020842889733358363,0.06961372583824843,0.03934312164046863
11,0.0013131860020956835,0.00958158913999796,0.0,0.0017487566180009627,0.0,0.07833537426819587,0.07391332844560444,0.06383919041127994
12,0.001352078866772912,0.0006274309125728905,0.0,0.0,0.0,0.04567849660568095,0.021155662539267428,0.06691943123708607
13,0.0005583131203927525,0.005108978133648634,0.0,0.007661706508369432,0.0,0.003794551747165781,0.021155662539267428,0.017159327479319586
14,0.017781341101245914,1.992914803849999e-05,0.0048665704048344765,0.003780683459008502,0.0,0.024013501831271662,0.05050438091666615,0.012570882251622636
15,0.007623533307697223,0.0009332661284133792,0.0,0.004003690036900369,0.0,0.027573272945650172,0.05050438091666615,0.017964792728480103
16,0.00310822999673901,0.004488507751375437,0.0048665704048344765,0.006601395796566661,0.0,0.039899544243726846,0.05050438091666615,0.025688606375106372
17,0.007496682129884293,0.007450060453265905,0.0048665704048344765,0.002597705759666292,0.0,0.054643089838227674,0.06961372583824843,0.036993960216811964
18,0.0008241993567603349,0.0019800825975835323,0.0,0.0,0.0,0.03941381059073782,0.06961372583824843,0.03732268377034388
19,0.0004800957149455735,0.01846855692565441,0.0,0.0,0.0,0.062371463978746905,0.06961372583824843,0.04983022687662725
20,0.009857946355871543,0.008210292086005211,0.0,0.0,0.07958230939342265,0.08206282803467044,0.07391332844560444,0.0663961679729608
21,0.004211421720095543,0.008869593031704426,0.0,0.0,0.0,0.0430697867870318,0.07391332844560444,0.03893436695748577
22,0.0005411079342885108,0.005241915583610535,0.0,0.0005353227445317924,0.0,0.01998289490617057,0.07391332844560444,0.017881024405033523
23,0.0017724164901729803,0.002954298397526145,0.0,0.0,0.0,0.0041289909566322724,0.014522672961690158,0.005143305799344738
24,0.0016634292765937424,0.008873970247805119,0.0,0.023762153056313174,0.0,0.03536778057056523,0.014522672961690158,0.041537551910468824
25,0.002512266091267129,0.021911099553108215,0.0,0.011551255605723761,0.0,0.05088683768756454,0.03325068934226555,0.053153786422235484
