,XGB,LGBM,RF,DT,kNN,MLR,lasso,PLS
0,0.12616120009845844,0.03838822232856809,0.20776879519716196,0.22682153090462553,0.11160117252180468,0.06981886508377583,0.1190981303100645,0.06958815373008748
1,0.08156548937568386,0.42422452482458084,0.11368501841997491,0.14848546868604184,0.36176971440080274,0.2523722742157256,0.14952627992719192,0.21871560066067874
2,0.045603395093916976,0.05540596041875326,0.038928571428571646,0.03243962341383566,0.0930117237915461,0.15433272543628357,0.03864979565486232,0.09309749821541807
3,0.04058741435036528,0.22652715990839922,0.03504400327466217,0.004451494064674488,0.1911047512153624,0.3614478988321276,0.23974731230081536,0.30790803366418457
4,0.10803350253618493,0.04876356681774589,0.03977282030290452,0.06308841588211211,0.055659255392185525,0.3938461200596724,0.27807426139549984,0.32749522154511856
5,0.22463694102589438,0.1265497476700828,0.13530870514394855,0.04499249556556162,0.10287222609055169,0.2897337458465935,0.19907599349492178,0.23940915450394118
6,0.06494637285643212,0.4554950843439573,0.06824873789057018,0.09752353663528451,0.3648376349700856,0.03260039382240576,0.13047981175919116,0.05607474908616289
7,0.15739043200303915,0.04261040419729821,0.11050518488197633,0.03868194842406869,0.053109215924858066,0.15122981940099356,0.2596881837250212,0.21958385849918183
8,0.12119162061323746,0.0171223487327586,0.10131054714149298,0.15933278755628322,0.23816412217574917,0.15123625734266255,0.0956653562718417,0.15545364552470775
9,0.029964681951130112,0.07735562553929143,0.04093668986219179,0.3909128121162506,0.24781244402781588,0.44659233833815265,0.4721022462816644,0.48580810018872567
10,0.3940489074513409,0.1820726722043846,0.4541601855641976,0.058534588620548444,0.1582421244982592,0.20683085351991937,0.17046054154770474,0.19702858918234223
11,0.3486980269836491,0.04940245167458479,0.27177138763815073,0.5052189930413427,0.49159682388519593,0.5831137653929562,0.6239382059005554,0.5956759793342844
12,0.2359800474886713,0.03219143349017389,0.1547762314094695,0.0140878701050621,0.2044913537490905,0.06572519015047035,0.01893862579346267,0.07350395258348819
13,0.09356977519469817,0.017987772582888417,0.10414210669941334,0.036737617683176516,0.13327211353280283,0.07233039558901516,0.1081430331838042,0.06770012087456972
14,0.18272719152555378,0.12995442877920926,0.172550825487788,0.007572656569791253,0.2077698758405246,0.20787703221233833,0.1726524993370902,0.18061276452058578
15,0.016451322783518185,0.047022678327828464,0.029675603765860814,0.1623345613316961,0.15816500744719308,0.1387702704035534,0.1773356808724324,0.1463711893495377
16,0.18349318233758177,0.12556393159296153,0.16590053213262385,0.12041206167280663,0.11645496138190037,0.03984103080010504,0.08596306820072042,0.050583469393506664
17,0.019476881988020278,0.0899565851237753,0.06024764633647084,0.06406058125255829,0.1123932223050782,0.24166294395042986,0.2676907240424973,0.22964251983680295
18,0.17339608579495863,0.10274839592370943,0.08017328421339909,0.056794924273434244,0.09193254704501258,0.11730732505838731,0.06932105740278627,0.11096798916938677
19,0.12373335611317621,0.14291049995614108,0.06266919088552353,0.0749079001227998,0.04633118759160143,0.11128132867407059,0.06491410493580996,0.09757025282631737
20,0.11048492491611239,0.025624278903302877,0.22929799426934055,0.13369832173557106,0.2437257266354444,0.17867137846328296,0.2115405114241708,0.17869108208304857
